Majority protein IDs,Protein ID,logFC,PValue,FDR,Fold_change,Gene names,C1,C2,C3,C4,C5,average_C_lfq,R1,R2,R3,R4,R5,average_R_lfq,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count C4,MS/MS count C5,MS_C_average,MS/MS count R1,MS/MS count R2,MS/MS count R3,MS/MS count R4,MS/MS count R5,MS_R_average
D4A051;Q63258-3;Q63258-2;Q63258,D4A051,2.925389515,0.030653089,0.999991107,7.596787757,Itga7,14878000,23065000,17290000,27858000,28327000,22283600,141460000,209890000,151070000,152210000,180160000,166958000,2,2,2,6,3,3,14,21,16,17,13,16.2
D4A054;M0R3M4,D4A054,-0.174603005,0.889684338,0.999991107,0.886011295,Ranbp2,98168000,101670000,88448000,116410000,128920000,106723200,93699000,61523000,96656000,137680000,78085000,93528600,12,12,10,18,21,14.6,10,4,9,26,8,11.4
D4A0C3,D4A0C3,-0.079417008,0.949683942,0.999991107,0.946440025,Hid1,15110000,17577000,20447000,20598000,22822000,19310800,17437000,21778000,18904000,16795000,15306000,18044000,4,3,4,4,3,3.6,2,2,2,2,4,2.4
D4A0E8,D4A0E8,0.029534944,0.981275891,0.999991107,1.020683053,Prmt5,161780000,176460000,183900000,156200000,188490000,173366000,186240000,209870000,180720000,131260000,164990000,174616000,9,20,17,19,17,16.4,15,12,9,18,15,13.8
D4A0H5;B5DEL2,D4A0H5,-0.574798476,0.648922732,0.999991107,0.671380027,Cpsf1,24097000,21241000,25476000,27206000,25901000,24784200,24458000,0,0,28682000,29077000,16443400,4,4,3,3,4,3.6,3,0,0,3,2,1.6
D4A0L4;F1MA18;Q62764-2;Q62764;Q3KRC7,D4A0L4,0.86391917,0.495571485,0.999991107,1.819975677,Ybx3,19166000,25342000,22272000,23500000,19966000,22049200,37906000,50425000,42536000,34700000,32457000,39604800,4,3,3,3,2,3,4,6,5,5,4,4.8
D4A0M2,D4A0M2,1.366378494,0.286221013,0.999991107,2.578225575,Nxn,32859000,38707000,36512000,41769000,32501000,36469600,79575000,84901000,100950000,94724000,103570000,92744000,8,7,7,7,9,7.6,14,17,9,10,13,12.6
D4A0T0,D4A0T0,-0.397039343,0.752756873,0.999991107,0.759415135,Ndufb10,163580000,164120000,195850000,154050000,175330000,170586000,154700000,148290000,103450000,126180000,107420000,128008000,20,13,16,13,13,15,11,12,10,10,4,9.4
D4A0T8,D4A0T8,-0.5759597,0.648265956,0.999991107,0.670839851,Dhrs7,129580000,127550000,100140000,105240000,110770000,114656000,64987000,95833000,85922000,47063000,85348000,75830600,17,12,13,8,10,12,6,10,8,4,6,6.8
D4A104,D4A104,-1.123241485,0.377956371,0.999991107,0.459061235,Mrpl45,15692000,13187000,9738800,0,11841000,10091760,11561000,0,0,0,11212000,4554600,4,4,2,0,3,2.6,2,0,0,0,2,0.8
D4A133,D4A133,-0.498045574,0.692998479,0.999991107,0.708065351,Atp6v1a,415400000,555070000,504710000,331910000,472440000,455906000,407290000,367480000,289050000,260710000,269430000,318792000,20,34,33,43,29,31.8,22,28,25,32,18,25
D4A1B8,D4A1B8,0.641529381,0.611659556,0.999991107,1.559981998,Dctn3,23707000,22972000,24379000,23256000,0,18862800,33416000,26571000,25483000,26359000,33184000,29002600,6,4,4,2,0,3.2,4,3,3,3,5,3.6
D4A1B9;F1LQB2;P97690,D4A1B9,-0.151543965,0.90417047,0.999991107,0.900286465,Smc3,205290000,202480000,262590000,246330000,270290000,237396000,195490000,196770000,204660000,243450000,215090000,211092000,21,23,25,27,31,25.4,15,17,21,21,23,19.4
D4A1J6,D4A1J6,0.078104841,0.950514111,0.999991107,1.055630428,Ankfy1,350650000,376380000,364980000,419460000,399750000,382244000,362250000,356480000,422210000,454760000,396470000,398434000,27,27,25,40,30,29.8,25,23,26,29,23,25.2
D4A1Q9,D4A1Q9,0.131768596,0.916621823,0.999991107,1.095636016,Ttll12,206070000,241860000,257720000,223750000,245470000,234974000,282230000,282640000,233280000,219460000,252760000,254074000,18,30,20,22,22,22.4,26,26,22,26,21,24.2
D4A1U1;A0A1W2Q655,D4A1U1,-0.671403715,0.595319272,0.999991107,0.62789546,Zbtb20,177340000,170060000,212850000,208630000,201720000,194120000,102240000,138160000,99450000,143480000,118830000,120432000,20,19,20,23,23,21,8,9,6,12,7,8.4
D4A1V7;Q3T1J9,D4A1V7,0.139895557,0.911501863,0.999991107,1.101825347,Mob1b;Mob1a,30856000,25839000,33848000,31597000,27893000,30006600,39135000,32454000,28570000,27042000,35881000,32616400,6,7,4,4,5,5.2,6,5,4,5,2,4.4
D4A1X2,D4A1X2,-0.263257896,0.834409328,0.999991107,0.83320425,Exosc10,0,22424000,22393000,24440000,22731000,18397600,24949000,0,0,26823000,23868000,15128000,0,7,4,7,3,4.2,2,0,2,4,3,2.2
D4A264,D4A264,-0.096245721,0.939042565,0.999991107,0.935464155,Zadh2,27928000,28157000,25523000,31708000,32782000,29219600,20489000,23251000,34295000,30217000,26680000,26986400,9,7,3,5,5,5.8,4,4,5,3,2,3.6
D4A2D7,D4A2D7,0.308406416,0.80658162,0.999991107,1.238339089,Ipo4,216640000,216450000,215990000,246080000,221190000,223270000,257340000,275450000,266090000,302430000,263920000,273046000,19,20,19,25,20,20.6,15,20,16,22,21,18.8
D4A2F1;P25304-3;F1LPF2;P25304-4;P25304-2;P25304-5;P25304-6;P25304,D4A2F1,-0.429842374,0.733148615,0.999991107,0.742342888,Agrn,23668000,21426000,21202000,27668000,26645000,24121800,26201000,15869000,21886000,24776000,0,17746400,3,4,3,5,7,4.4,2,2,4,4,0,2.4
D4A2G9,D4A2G9,0.060979131,0.961354066,0.999991107,1.043173504,Ranbp1,342280000,385020000,436640000,393440000,343350000,380146000,371490000,418050000,399450000,363790000,403550000,391266000,20,19,15,13,19,17.2,20,20,21,19,11,18.2
D4A2P1,D4A2P1,-0.511963877,0.684914959,0.999991107,0.701267184,Ccar1,80808000,107910000,83504000,115470000,94716000,96481600,56943000,66658000,58298000,91242000,61175000,66863200,11,15,13,16,15,14,7,10,5,12,7,8.2
D4A3B0;D3ZA84;D3ZT58;D3ZE09,D4A3B0,-0.147179631,0.906916329,0.999991107,0.903014068,Tln2,75095000,75927000,80191000,82373000,76018000,77920800,76862000,66516000,67519000,71621000,64878000,69479200,9,11,12,13,11,11.2,8,7,10,15,8,9.6
D4A3E1,D4A3E1,-0.348734282,0.781948416,0.999991107,0.785272738,Hnrnpll,257130000,295850000,325900000,233540000,308600000,284204000,264230000,213700000,228520000,189510000,205620000,220316000,16,23,20,22,25,21.2,18,16,17,22,16,17.8
D4A3E2,D4A3E2,0.039990794,0.974649377,0.999991107,1.028107266,Npepl1,33146000,34979000,28902000,38943000,34842000,34162400,31058000,32595000,33450000,41346000,34995000,34688800,8,10,4,8,5,7,4,5,3,5,3,4
D4A3E3,D4A3E3,1.104445037,0.385801411,0.999991107,2.150161517,Arid1a,0,417700000,0,433450000,347430000,239716000,569430000,370550000,558120000,441770000,594020000,506778000,2,3,0,2,3,2,3,3,2,6,3,3.4
D4A3E8,D4A3E8,-1.270768478,0.320147467,0.999991107,0.414438956,Mrps27,17457000,16112000,20981000,17079000,17926000,17911000,0,16758000,19819000,0,0,7315400,6,5,4,4,5,4.8,3,3,2,2,2,2.4
D4A3I4;A0A0G2K4W2,D4A3I4,0.099605276,0.936919562,0.999991107,1.071480263,Btf3l4,62709000,48676000,78670000,54471000,72070000,63319200,73833000,59329000,57490000,54845000,89090000,66917400,10,11,5,7,3,7.2,7,3,3,4,5,4.4
D4A3K5,D4A3K5,-0.443664813,0.724942223,0.999991107,0.735264475,Hist1h1a,551300000,516970000,490470000,551940000,631160000,548368000,341310000,427310000,363350000,450200000,409520000,398338000,22,22,22,19,24,21.8,16,14,14,11,13,13.6
D4A3S6,D4A3S6,-0.245357484,0.845508219,0.999991107,0.843606734,Mtss1l,51820000,62180000,58722000,60571000,52066000,57071800,53851000,52478000,30513000,46123000,54596000,47512200,5,7,11,8,9,8,5,4,2,6,5,4.4
D4A3S8,D4A3S8,0.143720792,0.909093354,0.999991107,1.104750659,Nsun2,33605000,55757000,73497000,69746000,65400000,59601000,57866000,68630000,69273000,67800000,61267000,64967200,4,10,13,7,8,8.4,3,7,6,7,5,5.6
D4A3T3,D4A3T3,-0.21516357,0.864304183,0.999991107,0.861448485,Cbx1,48608000,41751000,57615000,48613000,4.60E+07,48517400,45436000,36335000,37091000,39939000,47425000,41245200,4,6,4,5,5,4.8,3,3,6,5,5,4.4
D4A3V2,D4A3V2,-0.998406745,0.432065856,0.999991107,0.500552485,Ndufa6,51404000,46930000,53010000,46902000,59159000,51481000,43353000,50834000,0,33770000,0,25591400,4,4,5,7,4,4.8,4,2,0,3,0,1.8
D4A3X0;Q7TP06,D4A3X0,-0.581660176,0.645044023,0.999991107,0.668194413,Seh1l;LOC307347,19716000,22493000,18330000,22041000,26637000,21843400,21782000,22901000,0,27907000,0,14518000,6,10,6,4,6,6.4,5,7,2,3,2,3.8
D4A401,D4A401,-1.368046043,0.285652921,0.999991107,0.387415601,Tex10,16061000,15530000,21486000,18679000,17892000,17929600,0,0,19048000,15397000,0,6889000,3,0,3,3,4,2.6,0,0,4,2,0,1.2
D4A478,D4A478,-1.329290683,0.299053234,0.999991107,0.397963857,Ntpcr,14012000,10912000,12793000,10634000,12205000,12111200,14132000,0,0,0,9539800,4734360,2,3,2,3,2,2.4,2,0,0,0,2,0.8
D4A4A9,D4A4A9,-2.859495186,0.034109668,0.999991107,0.137786344,Mrpl19,16533000,17930000,15574000,17124000,13446000,16121400,10964000,0,0,0,0,2192800,5,10,3,4,3,5,2,2,0,0,0,0.8
D4A4B4;D3ZAI0,D4A4B4,0.067274383,0.957368373,0.999991107,1.047735375,U2surp,30651000,39352000,32866000,40218000,37950000,36207400,35411000,28567000,36619000,45389000,41267000,37450600,5,6,5,7,4,5.4,3,3,2,6,3,3.4
D4A4D5;P02401;D3ZN03,D4A4D5,0.029096705,0.981553665,0.999991107,1.020373053,LOC498555;Rplp2;LOC100362751,432950000,432060000,701910000,500300000,489520000,511348000,7.12E+08,434150000,458640000,536670000,435420000,515376000,15,19,21,15,15,17,20,12,14,10,10,13.2
D4A4J0,D4A4J0,-0.169244275,0.893047398,0.999991107,0.889308404,Supt16h,136970000,141570000,159120000,162920000,170590000,154234000,125610000,133440000,123770000,157660000,136940000,135484000,7,12,18,17,17,14.2,10,8,7,13,9,9.4
D4A4T0;I6L9H8,D4A4T0,0.116452301,0.926281159,0.999991107,1.08406578,Stub1,67926000,58709000,51047000,50688000,52222000,56118400,61105000,70685000,47180000,57178000,64280000,60085600,13,13,7,4,7,8.8,6,13,5,7,9,8
D4A4T9,D4A4T9,0.829959715,0.512434082,0.999991107,1.777635724,Chordc1,8904000,13559000,0,16598000,12560000,10324200,17149000,20789000,18315000,19094000,15202000,18109800,3,2,2,3,4,2.8,4,4,4,4,2,3.6
D4A4Z9,D4A4Z9,0.239041534,0.849432402,0.999991107,1.18020832,Ktn1,238320000,242790000,224760000,283830000,270240000,251988000,246510000,288600000,308110000,346720000,278860000,293760000,24,31,23,29,25,26.4,22,28,24,32,22,25.6
D4A510,D4A510,0.080297692,0.949126793,0.999991107,1.057236173,Smarcc2,157220000,163390000,170190000,180700000,187010000,171702000,157740000,155780000,182020000,197990000,202400000,179186000,10,23,18,26,24,20.2,15,15,14,24,13,16.2
D4A554,D4A554,1.006178969,0.428559314,0.999991107,2.00858424,Eif4g3,0,31800000,0,30163000,35079000,19408400,34576000,33472000,37465000,34718000,51543000,38354800,0,5,0,5,7,3.4,5,5,6,6,9,6.2
D4A565,D4A565,-0.285789021,0.820491252,0.999991107,0.820292862,Ndufb5,56650000,54174000,67177000,53087000,50522000,56322000,52805000,44129000,43185000,37526000,50235000,45576000,7,6,6,4,5,5.6,3,4,5,4,3,3.8
D4A5A6,D4A5A6,-0.067859715,0.956997841,0.999991107,0.954052316,Polr2a,34968000,32788000,35813000,39978000,39716000,36652600,30856000,31660000,34147000,39047000,36932000,34528400,7,6,5,7,10,7,5,3,2,7,4,4.2
D4A5I9,D4A5I9,-0.477737267,0.704861935,0.999991107,0.718103019,Myo6,770260000,826850000,808640000,962180000,876930000,848972000,539010000,577140000,610580000,701300000,582340000,602074000,52,66,64,80,69,66.2,31,39,39,53,31,38.6
D4A5J1,D4A5J1,-0.846536736,0.504161869,0.999991107,0.556118125,Kbtbd11,27497000,30756000,31253000,27192000,28084000,28956400,0,0,24899000,28997000,25594000,15898000,4,6,4,7,5,5.2,0,0,2,2,3,1.4
D4A5K6,D4A5K6,0.030001242,0.980980336,0.999991107,1.021013005,Zmpste24,39970000,43151000,39556000,32575000,24057000,35861800,32382000,44473000,29256000,40111000,34662000,36176800,12,12,9,4,7,8.8,7,7,3,5,4,5.2
D4A5L9;P62898,D4A5L9,-0.19248096,0.878480478,0.999991107,0.875099544,LOC679794;Cycs,122920000,128450000,150680000,114930000,119730000,127342000,115940000,107470000,98162000,104160000,124160000,109978400,11,11,10,11,9,10.4,6,10,7,7,6,7.2
D4A5R0;D3ZUZ9,D4A5R0,-0.201206791,0.873021631,0.999991107,0.869822666,Ppih,22021000,18143000,21564000,13055000,15048000,17966200,19555000,17477000,10832000,15375000,14008000,15449400,2,3,4,2,3,2.8,3,3,3,2,2,2.6
D4A631,D4A631,0.66448157,0.599085923,0.999991107,1.584998604,Arfgef1,19932000,24744000,0,25509000,28961000,19829200,28624000,32429000,31773000,29666000,32585000,31015400,2,3,2,5,7,3.8,4,8,6,8,4,6
D4A644,D4A644,0.287856018,0.819217249,0.999991107,1.220824667,Map7d1,0,25913000,29604000,21736000,25079000,20466400,24284000,21493000,22687000,28747000,25983000,24638800,0,4,3,2,5,2.8,3,3,2,4,2,2.8
D4A6C5,D4A6C5,0.40169284,0.749964213,0.999991107,1.321057113,Arhgap1,129180000,126640000,117880000,142700000,143130000,131906000,135820000,150960000,184680000,207330000,181700000,172098000,15,18,20,16,14,16.6,21,19,18,12,11,16.2
D4A6D9,D4A6D9,0.725499711,0.566296333,0.999991107,1.653473256,Hs1bp3,0,13390000,12143000,10466000,0,7199800,14015000,0,16742000,13563000,14166000,11697200,0,4,2,5,2,2.6,3,0,4,2,3,2.4
D4A6G6;A0A0H2UI38;P17074;F1M8C7;F1M764;D3ZGN8;D3ZSH6;F1LYF3,D4A6G6,0.375471496,0.765745917,0.999991107,1.297263452,LOC100362339;Rps19;LOC100360843;Rps19l1,352470000,296400000,439200000,346850000,277190000,342422000,479460000,403560000,393090000,4.76E+08,441300000,438682000,22,10,18,10,10,14,19,16,9,10,13,13.4
D4A6R4,D4A6R4,-2.786757987,0.038341739,0.999991107,0.144911301,LOC100362216,10294000,12633000,8321200,8598100,8901300,9749520,0,6990900,0,0,0,1398180,4,3,3,2,2,2.8,0,2,0,0,0,0.4
D4A6W6;P62919,D4A6W6,-0.044413245,0.971847145,0.999991107,0.969684115,RGD1561333;Rpl8,968660000,913400000,843760000,861320000,859670000,889362000,847710000,811250000,791940000,948530000,860230000,851932000,31,31,41,29,34,33.2,25,29,17,28,22,24.2
D4A6X4,D4A6X4,-1.648257144,0.201760837,0.999991107,0.319025324,Acyp1,19923000,19958000,23581000,22400000,19348000,21042000,15994000,0,0,17439000,0,6686600,3,3,4,3,2,3,2,0,0,3,0,1
D4A746,D4A746,0.016168274,0.989749169,0.999991107,1.011270027,Gmppb,14158000,13982000,0,0,12719000,8171800,0,0,14664000,13445000,12784000,8178600,3,4,0,0,2,1.8,2,0,2,3,3,2
D4A771;D3ZZN4;P04646;A0A096P6M4;F1M0T2,D4A771,0.203927591,0.871320847,0.999991107,1.15182983,LOC100362049;LOC100362338;Rpl35a,189250000,152700000,205240000,192580000,187630000,185480000,256690000,165170000,192280000,208300000,231920000,210872000,9,8,8,10,9,8.8,11,7,11,10,10,9.8
D4A772,D4A772,-1.686060744,0.192110734,0.999991107,0.310774332,Dtna,89937000,86268000,112110000,97734000,101590000,97527800,40321000,54272000,0,0,54379000,29794400,8,9,11,7,8,8.6,3,3,0,0,2,1.6
D4A781;M0RB74,D4A781,0.296474787,0.813911517,0.999991107,1.228139795,Ipo5,1426700000,1.69E+09,1602100000,1.76E+09,1.60E+09,1615960000,1830400000,1946200000,2032300000,2169900000,1819700000,1959700000,57,105,74,111,93,88,77,66,72,92,70,75.4
D4A7I6,D4A7I6,0.323453514,0.797364348,0.999991107,1.251322374,RGD1309995,52293000,55467000,53372000,61827000,62848000,57161400,60740000,62800000,82017000,78798000,68763000,70623600,4,6,5,6,4,5,5,3,8,9,4,5.8
D4A7L4,D4A7L4,-1.255074063,0.325981636,0.999991107,0.418972058,Ndufb11,47447000,44578000,42673000,43546000,38858000,43420400,51924000,37978000,0,0,0,17980400,8,6,9,8,4,7,3,2,0,0,0,1
D4A7L6,D4A7L6,0.44409892,0.724684966,0.999991107,1.360464131,Rpia,10878000,13178000,0,9821700,11911000,9157740,17452000,14212000,13688000,16410000,0,12352400,3,0,0,2,3,1.6,4,2,2,3,0,2.2
D4A7R0,D4A7R0,0.145572338,0.907927879,0.999991107,1.1061694,Srp72,78578000,89444000,95745000,85627000,88765000,87631800,102870000,90447000,97130000,90413000,97465000,95665000,6,12,14,16,14,12.4,13,8,5,7,11,8.8
D4A7R3,D4A7R3,-0.114598305,0.927451235,0.999991107,0.923639447,Nup205,78052000,83451000,91616000,100360000,108280000,92351800,77660000,82721000,97026000,89497000,74254000,84231600,10,11,14,16,12,12.6,14,10,13,8,8,10.6
D4A7U1,D4A7U1,0.457763239,0.716607289,0.999991107,1.373410824,Zyx,39502000,40802000,41522000,50971000,47759000,44111200,50812000,65802000,65559000,57705000,59045000,59784600,3,4,3,6,4,4,7,6,9,5,6,6.6
D4A830,D4A830,-0.571282736,0.650914458,0.999991107,0.673018125,Ppa2,64810000,64425000,54585000,55769000,60853000,60088400,36773000,50636000,44039000,27200000,40802000,39890000,16,12,9,10,5,10.4,6,6,7,3,4,5.2
D4A857,D4A857,-0.029192714,0.98149281,0.999991107,0.979968503,Ipo9,312730000,367640000,362850000,392940000,379390000,363110000,326530000,359440000,369140000,376930000,324690000,351346000,15,21,23,34,27,24,18,15,14,26,16,17.8
D4A8A0,D4A8A0,0.230833633,0.854538175,0.999991107,1.173512845,Cad,374610000,341710000,337860000,384930000,379260000,363674000,393530000,386430000,441900000,509700000,377200000,421752000,39,45,34,44,47,41.8,33,27,41,43,33,35.4
D4A8D5;A0A0G2JXT8,D4A8D5,0.487529817,0.699131398,0.999991107,1.402042242,Flnb,697990000,624880000,587460000,740980000,731590000,676580000,898040000,873410000,932830000,1094400000,887320000,937200000,53,56,44,68,72,58.6,76,70,54,84,73,71.4
D4A8F2,D4A8F2,0.223034648,0.859395769,0.999991107,1.167186133,Rsu1,95987000,95393000,101120000,116540000,103480000,102504000,131170000,1.33E+08,103820000,121860000,1.01E+08,118170000,10,9,6,7,7,7.8,9,8,6,6,3,6.4
D4A8G0,D4A8G0,-0.737710402,0.55984899,0.999991107,0.599690323,Lsm12,12580000,18427000,18725000,0,15333000,13013000,19678000,0,18810000,0,0,7697600,2,2,2,0,2,1.6,4,2,2,0,0,1.6
D4A8H3,D4A8H3,0.442524121,0.725618176,0.999991107,1.358979903,Uba6,99026000,97806000,113560000,109320000,122250000,108392400,126710000,132500000,151990000,158990000,156980000,145434000,8,17,14,19,15,14.6,16,17,18,22,11,16.8
D4A8H8;A0A0G2K472,D4A8H8,-0.029668341,0.98119134,0.999991107,0.979645481,Cyfip1,476620000,486620000,484990000,580180000,544860000,514654000,437590000,477880000,496660000,611660000,466780000,498114000,35,45,42,48,48,43.6,32,30,35,44,27,33.6
D4A8N1,D4A8N1,0.092763975,0.941243285,0.999991107,1.066411302,Dpm1,33188000,27342000,23905000,23046000,22892000,26074600,27703000,26508000,23872000,33875000,25532000,27498000,5,6,5,4,5,5,4,6,4,6,4,4.8
D4A8T3,D4A8T3,0.184142074,0.883703177,0.999991107,1.136141144,Copz1,55037000,54920000,65682000,59886000,55759000,58256800,72160000,77294000,55616000,58489000,63121000,65336000,10,7,8,8,5,7.6,5,6,3,2,5,4.2
D4A914,D4A914,0.13846634,0.91240198,0.999991107,1.100734356,Xrn2,70935000,74503000,83099000,78795000,81339000,77734200,74289000,93225000,76820000,92387000,85802000,84504600,10,11,9,10,11,10.2,3,5,8,10,7,6.6
D4A944,D4A944,0.084330882,0.946575621,0.999991107,1.060195911,Snrnp40,81582000,86314000,71512000,81442000,92902000,82750400,80189000,82265000,86410000,89573000,94620000,86611400,18,12,11,11,10,12.4,8,13,6,8,9,8.8
D4A962,D4A962,-0.278383837,0.825059137,0.999991107,0.824514153,Hnrnpul1,307390000,379570000,357820000,377960000,381930000,360934000,287300000,267180000,309300000,334930000,270820000,293906000,25,24,28,25,21,24.6,16,15,19,22,14,17.2
D4A994,D4A994,-0.166801651,0.894581056,0.999991107,0.890815366,Emc1,327570000,346080000,378090000,3.87E+08,392360000,366220000,302280000,291540000,340200000,360570000,316150000,322148000,25,29,32,36,37,31.8,22,22,22,26,18,22
D4A997,D4A997,0.081304817,0.948489687,0.999991107,1.057974472,Htatsf1,25157000,26136000,27593000,27449000,25485000,26364000,25500000,27248000,22967000,32166000,29856000,27547400,4,4,7,5,5,5,3,2,4,4,5,3.6
D4A9A3,D4A9A3,-0.747781469,0.554561741,0.999991107,0.595518624,Cenpv,26223000,26768000,22583000,28014000,22678000,25253200,16505000,21909000,0,18366000,17559000,14867800,8,4,6,4,8,6,2,3,0,2,3,2
D4A9D6,D4A9D6,-0.183041276,0.884393033,0.999991107,0.880844173,Dhx9,1080100000,1147700000,1149600000,1297100000,1269300000,1188760000,958780000,949310000,1026600000,1188700000,1046800000,1034038000,45,56,54,74,66,59,48,40,46,60,51,49
D4A9D8,D4A9D8,0.090660827,0.942572868,0.999991107,1.064857829,Osbp,33631000,72002000,74772000,90775000,74076000,69051200,69873000,76117000,34431000,116770000,66367000,72711600,3,5,9,13,10,8,6,10,3,10,5,6.8
D4A9L2,D4A9L2,0.152759589,0.903405872,0.999991107,1.111693889,Srsf1,450010000,519020000,448270000,553600000,502170000,494614000,585880000,662420000,557970000,409910000,495770000,542390000,34,38,35,38,30,35,37,31,35,19,25,29.4
D4A9P7,D4A9P7,0.565250831,0.654337157,0.999991107,1.479644742,LOC100363408,16216000,14622000,14869000,0,20007000,13142800,21538000,15159000,23195000,19314000,17043000,19249800,3,4,2,2,2,2.6,5,2,3,2,5,3.4
D4A9Q3;P62268;F1LTW8,D4A9Q3,-0.070190297,0.955522619,0.999991107,0.95251235,RGD1563570;Rps23;RGD1563705,242030000,259590000,276130000,265990000,303410000,269430000,290060000,204600000,217420000,293180000,262260000,253504000,9,10,12,8,9,9.6,10,8,11,10,9,9.6
D4AA31,D4AA31,-2.945874209,0.029646413,0.999991107,0.129778724,Prcp,113010000,100540000,107040000,62238000,87812000,94128000,60362000,0,0,0,0,12072400,7,9,13,12,12,10.6,3,0,0,0,0,0.6
D4AA35,D4AA35,0.138926652,0.912112064,0.999991107,1.101085616,Asmtl,24341000,19255000,18482000,21737000,15705000,19904000,22507000,20017000,20782000,22971000,21932000,21641800,2,3,3,4,5,3.4,4,5,4,5,3,4.2
D4AA63,D4AA63,-0.271206373,0.829492754,0.999991107,0.828626364,Ubqln2,73616000,94510000,96891000,93051000,88977000,89409000,70256000,69805000,86939000,80059000,58765000,73164800,7,10,11,9,10,9.4,6,8,7,8,4,6.6
D4AAE9,D4AAE9,-0.003529216,0.997762381,0.999991107,0.997556724,Cisd2,42630000,33435000,37139000,35156000,31960000,36064000,36725000,32798000,44339000,29058000,34569000,35497800,3,3,2,4,2,2.8,4,3,3,2,4,3.2
D4AAH6,D4AAH6,-0.082164002,0.947945877,0.999991107,0.944639651,Psmg1,12582000,9512900,8732600,10206000,12872000,10781100,12606000,0,12920000,12224000,12519000,10053800,4,5,4,6,3,4.4,4,0,3,4,0,2.2
D4AAI5;A0A0G2K139;Q9R0L4-2;Q9R0L4;G3V7E8;Q9R0L4-3,D4AAI5,0.136078275,0.913906252,0.999991107,1.098913839,Cand2,53906000,56655000,59308000,58388000,68294000,59310200,63034000,65769000,67426000,67095000,58551000,64375000,6,10,6,15,7,8.8,5,3,7,7,10,6.4
D4AAM0;A0A0G2K8P2,D4AAM0,0.009339926,0.994078282,0.999991107,1.006494945,Tnpo3,94100000,85205000,96431000,104950000,106310000,97399200,88511000,90566000,107270000,117730000,80356000,96886600,9,13,11,18,20,14.2,11,7,7,10,5,8
D4AB03,D4AB03,-0.073447951,0.953460854,0.999991107,0.950363971,Fam120a,384190000,371890000,374520000,430600000,394080000,391056000,363960000,351670000,387180000,409920000,322790000,367104000,29,27,31,37,39,32.6,29,26,29,37,25,29.2
D4AB66,D4AB66,0.349239127,0.781641497,0.999991107,1.273888605,Ston2,36596000,48487000,64276000,53469000,58808000,52327200,69903000,63240000,31091000,98080000,67343000,65931400,2,7,10,5,5,5.8,8,8,2,12,7,7.4
D4ABB2,D4ABB2,-0.780378154,0.537631839,0.999991107,0.582214165,Mlc1,168470000,131870000,151880000,137360000,150770000,148070000,82702000,85650000,96053000,77412000,83756000,85114600,15,12,13,10,10,12,9,5,4,4,7,5.8
