Majority protein IDs,logFC,PValue,FDR,Fold_change,average_C_lfq,average_R_lfq,MS_C_average,MS_R_average,Gene names
D3ZC84;A0A0G2K2C7,0.196759415,0.875803084,0.999991107,1.146121042,190334000,215562000,25,23.2,Usp9x
D3ZCA0,0.290585388,0.817536157,0.999991107,1.223136477,36311800,43859200,5.6,6.8,Prosc
D3ZCD4;P53812;P53812-2,0.103224789,0.934632929,0.999991107,1.074171827,32281000,34102800,7.8,5,Pitpnb
D3ZCD7;D3ZL21,-2.350273187,0.075500256,0.999991107,0.196108886,34535200,6619500,3.2,1,Tp53rk;LOC685619
D3ZCS3,-0.511767269,0.685028846,0.999991107,0.701362758,162034000,111726000,5.4,3.8,Pcbp4
D3ZCT7,0.350143569,0.781091734,0.999991107,1.274687471,348084000,438094000,24.2,24,Sec23b
D3ZCZ9,-1.460272383,0.255557535,0.999991107,0.363424508,15097800,5433600,4.2,1,LOC100912599
D3ZD09;D3ZSB0,-0.590685999,0.6399581,0.999991107,0.664027088,13301800,8790400,3.4,1.2,Cox6b1
D3ZD11,-0.551148758,0.662370748,0.999991107,0.682476484,39435000,26459200,6.2,6.8,Spcs2
D3ZD23,-0.363487853,0.772994536,0.999991107,0.77728315,258848000,198730000,22.4,17.4,Abce1
D3ZD73,-0.106135972,0.932794039,0.999991107,0.929073106,275676000,253098000,33,28.2,Ddx6
D3ZD83,-0.525540047,0.677067629,0.999991107,0.694699013,15139200,10414200,2,2,Mfsd10
D3ZD89,0.070287454,0.955461123,0.999991107,1.049925858,167428000,173586000,16.4,19.2,Naa15
D3ZD97,-0.048800715,0.969067455,0.999991107,0.966739627,440144000,420042000,39,27,Dhx15
D3ZDC0;F1LPZ8;Q62889-2;Q62889-4;Q62889-3;Q62889;A0A096MK63,-0.88757074,0.484020863,0.999991107,0.540523505,172746000,92368800,11.6,4.8,Nlgn3
D3ZDI7,-1.943851568,0.135819026,0.999991107,0.2599216,75250400,19340600,14.6,2.6,Ppp2r5a
D3ZDK7,-1.291065741,0.312714017,0.999991107,0.408649042,20333800,8150800,5,2.2,Pgp
D3ZDP2,-1.263477891,0.322847507,0.999991107,0.416538603,8476440,3500340,2.8,1.2,Ict1
D3ZDT1;D3ZM69,0.356118373,0.777462997,0.999991107,1.279977432,1105960000,1398260000,45.2,40.6,Epb41l2
D3ZDU2,-0.659054163,0.602047719,0.999991107,0.633293351,34736600,21711600,6.6,2.6,Rptor
D3ZDU5;Q9EPC6,-0.374807023,0.766147261,0.999991107,0.771208564,111538000,84947400,10.2,6.4,Pfn2
D3ZDX5,-0.128018713,0.91898553,0.999991107,0.915087299,117950000,106615000,17.4,13.8,Plxnb1
D3ZE15;F1LZC5,-0.607138712,0.630735344,0.999991107,0.656497439,122504000,79420200,14.4,7.4,LOC100911483;Ndufa13
D3ZE72,0.396086252,0.753329281,0.999991107,1.315933196,35068000,45551800,5.2,5.2,Metap1
D3ZEH3;A0A0U1RRQ7,-0.50910968,0.68656915,0.999991107,0.702655929,18423400,12833000,3.8,2.6,Sec61a2
D3ZEI4,-0.48612309,0.699953463,0.999991107,0.713941074,508040000,358130000,18.2,12.2,Hepacam
D3ZER6,0.107283787,0.932069151,0.999991107,1.077198247,50869600,54124600,8.2,4.8,Tnpo2
D3ZF26,4.021622025,0.004690944,0.999991107,16.24160188,14275400,228840000,3.2,24.2,Tnks1bp1
D3ZF54,0.361852646,0.773985277,0.999991107,1.285075076,11205000,14195800,2,3,Ano10
D3ZFB2,-0.239144486,0.849368404,0.999991107,0.847247579,68130800,56938600,10.2,8.4,Luc7l3
D3ZFP4,-0.567284981,0.653182164,0.999991107,0.674885667,226380000,150814000,29.8,14.2,Mcm3
D3ZFQ8,-0.390538596,0.756664035,0.999991107,0.762844761,321010000,241712000,23.2,16.2,Cyc1
D3ZFY0,-0.027997918,0.982250131,0.999991107,0.980780419,90239200,87238600,12.4,7.6,Sephs1
D3ZFY8,0.01308445,0.991704252,0.999991107,1.009110702,282090000,281198000,17.4,16,LOC100912618
D3ZG43,-0.295740177,0.814363398,0.999991107,0.814654265,223466000,179714000,16.2,11.6,Ndufs3
D3ZG48;Q5BJM0,0.323682328,0.797224246,0.999991107,1.251520852,18284800,22545400,3.2,3.6,Ddx50
D3ZGE6;Q66HL2;A0A0G2JZ13;O70420;O70419,0.248304748,0.843678474,0.999991107,1.187810547,208520000,244520000,12.8,14.6,Cttn
D3ZGJ0,-0.218170309,0.862428397,0.999991107,0.859654999,42635000,36146400,3.8,2.8,Dhx32
D3ZGL5,-0.851493176,0.501703126,0.999991107,0.554210836,11781720,6482500,2.6,1.8,Prpf38a
D3ZGM1;A0A0G2JU15,-0.4285917,0.733893,0.999991107,0.742986705,64681000,47412400,7.6,3.8,Ptcd3
D3ZGY2,-0.362424037,0.773638802,0.999991107,0.777856515,18225800,13956600,3.8,3.4,Otud6b
D3ZH41,-0.177098793,0.888118756,0.999991107,0.884479866,252786000,220776000,17.4,17.2,Ckap4
D3ZHG3,0.054316896,0.965573256,0.999991107,1.038367329,127530000,130744600,16.2,12,Ptk7
D3ZHI9;A0A0G2JTA1,1.268036235,0.321157718,0.999991107,2.40833525,6759200,16011000,1.2,3.4,Ppp2r5e
D3ZHQ1,0.067697649,0.957100432,0.999991107,1.04804281,127066000,131452000,14.6,14.2,Dpp8
D3ZHV3;B6ID08;P04355;CON__P67983,0.28959682,0.818144995,0.999991107,1.222298643,45481400,54859600,7,7.4,Mt1m;Mt2A;Mt2
D3ZHX3,1.561988583,0.225224199,0.999991107,2.952605445,6784000,19806400,1.4,4.2,Diras2
D3ZI16,0.113154946,0.928362273,0.999991107,1.081590921,75510200,80636800,11.8,8.6,Cops6
D3ZIE9,-0.106011872,0.932872417,0.999991107,0.929153028,357590000,328030000,28.2,20.4,Aldh18a1
D3ZIN7,-0.052479488,0.966737077,0.999991107,0.964277648,17059400,16228200,4.2,3.8,Mrps23
D3ZIX4,-0.337198109,0.788971853,0.999991107,0.79157716,36464000,28492400,4,3.6,H1fx
D3ZIY3,-0.474392286,0.70682332,0.999991107,0.719769919,28129000,20032600,4.2,3.4,Ythdf3
D3ZJ08,-3.245141862,0.018048242,0.999991107,0.105466603,1703360000,177406000,68.2,36.6,Hist2h3c2
D3ZJ92,0.092701904,0.941282523,0.999991107,1.066365421,30527800,32158800,3.8,3,Prpf40a
D3ZJA9,-1.864758014,0.151406728,0.999991107,0.274569254,41724000,11329200,5.6,1,Slc27a3
D3ZJF9,-1.479254658,0.249672752,0.999991107,0.358674067,55148600,19595800,6.8,2.8,Gla
D3ZJH9;A0A0G2K502,0.14884107,0.905870874,0.999991107,1.108678503,620226000,679296000,39.2,40,Me2
D3ZJU5;A0A0G2K9D6,0.326698027,0.795380733,0.999991107,1.254139671,21722200,26829800,3.2,2.4,Smarcc1
D3ZJX5,-0.181559128,0.885322029,0.999991107,0.88174957,99702600,86817000,9.4,10.2,Timm50
D3ZK73,-0.55915494,0.657804335,0.999991107,0.678699596,23872400,15982600,4.2,2.4,Cul4b
D3ZK96;A0A0G2K0C9;B2RZ34;A0A0G2K821,-0.600203331,0.63461526,0.999991107,0.659660977,13800000,8994600,3.4,2.8,Papola
D3ZK97;B0BMY8;P84245;M0RBX6;A0A0G2K0N8,-3.674433525,0.008646705,0.999991107,0.078322275,489982000,37908000,31.2,15,H3f3c;H3f3b;Hist1h3e
D3ZKG1,-0.411634064,0.74401033,0.999991107,0.7517714,33639800,24935400,5,2.4,Mut
D3ZL50,-0.3389746,0.787888896,0.999991107,0.790603036,26222400,20457800,4.2,3.2,Ttc37
D3ZLA3,0.182526795,0.884715485,0.999991107,1.134869803,77338800,86776600,9.8,7.6,Cpne3
D3ZLC1,0.045606924,0.971090849,0.999991107,1.032117287,132184000,134578000,12.6,11,Lmnb2
D3ZLK9;D4AAT7,0.096310737,0.939001475,0.999991107,1.069036222,43021800,45399400,9.6,6.2,Carkd
D3ZLM5,0.711195286,0.573898431,0.999991107,1.637159957,21791200,35178400,2.2,3.2,Nhlrc2
D3ZLT1,-0.297989106,0.812980229,0.999991107,0.81338534,61934200,49720800,8,5.4,Ndufb7
D3ZM21,-1.645306895,0.202529909,0.999991107,0.319678385,20220600,6393000,2.6,1,Comtd1
D3ZMS1,0.158954155,0.899511177,0.999991107,1.116477483,180614000,199034000,14.4,15.4,Sf3b2
D3ZMY7,-0.219163265,0.861809238,0.999991107,0.859063532,102272400,86794400,13,9,Nt5c2
D3ZN27,0.273415251,0.828127659,0.999991107,1.208665684,46008600,54972000,6.4,6.6,Dnajc13
D3ZN95,-0.385531698,0.759678002,0.999991107,0.765496827,147692000,111689600,16.8,10.6,Hcfc1
D3ZNF4,-0.560603686,0.656979792,0.999991107,0.678018392,33157200,22231000,6.2,5,Tbl1xr1
D3ZNI3,-0.917432713,0.469667647,0.999991107,0.529450343,35922000,18801420,6.6,4,Pdcd11
D3ZNQ6,0.348150523,0.782303286,0.999991107,1.272927739,44898800,56469600,3.2,4,Ube2m
D3ZNS8,-0.365562642,0.771737934,0.999991107,0.776166116,114266000,87624600,5.6,6.4,Aaas
D3ZP47,0.13161331,0.91671969,0.999991107,1.095518092,56964600,61592000,8.8,6.6,Phpt1
D3ZP96,-0.802278105,0.526418753,0.999991107,0.57344296,116821400,66072800,16,7.4,Mcm2
D3ZP98;A0A0G2K1Z9,0.238935151,0.849498535,0.999991107,1.180121296,101829600,118628000,10.6,11,Hm13
D3ZPL1,-0.405332305,0.74778259,0.999991107,0.755062355,142240000,105952400,11.8,9,Cpsf6
D3ZPP2,-0.294993227,0.814822938,0.999991107,0.815076159,579502000,466126000,26,18,Arl8a
D3ZPR0,-0.007498385,0.995245842,0.999991107,0.994815999,2648440000,2601660000,41.8,31.8,Cse1l
D3ZPW7,-0.620877071,0.623081303,0.999991107,0.65027548,26617600,17031800,3.8,2.2,Gpx8
D3ZQ57,0.406638403,0.747000207,0.999991107,1.325593472,711656000,931384000,56.2,58,Plxnb2
D3ZQ74;Q63321,0.937994079,0.459935975,0.999991107,1.915862573,13612200,25699400,2.4,4.6,Plod1
D3ZQB6,-2.473441997,0.06264247,0.999991107,0.180061045,24262400,4323200,4.4,1.2,Cecr5
D3ZQE8,-0.074243186,0.952957602,0.999991107,0.949840261,84424800,79221200,10.8,7.8,Xpo5
D3ZQL1,-0.174772338,0.889578102,0.999991107,0.885907307,43235200,37851800,4.8,3.4,Emc7
D3ZQM0,0.003211341,0.997963921,0.999991107,1.002228411,433092000,428684000,28.6,26.8,Sf3a1
D3ZRD3,-1.247914769,0.328667574,0.999991107,0.421056351,29323200,12301200,3.8,2,Pde6d
D3ZRE7,-0.863015638,0.496015798,0.999991107,0.549802115,60425400,32684000,4.6,2,Swap70
D3ZRG7;D3ZRC3,-1.083297041,0.394755359,0.999991107,0.471949029,29610000,13772800,3.8,2.8,Rbm26
D3ZRH1,-0.339989334,0.787270339,0.999991107,0.790047153,9409800,7338660,2.8,2,Oxa1l
D3ZRM5,-0.264998871,0.833331899,0.999991107,0.832199386,32519800,26613000,5.6,3.4,Rab23
D3ZRN3,2.263779131,0.08587809,0.999991107,4.80247842,47554200,225298000,5.6,16.2,Actbl2
D3ZRN5,-0.238994044,0.849461924,0.999991107,0.847335933,175524000,146944000,19.6,13.8,Trove2
D3ZS06;F1LQT9;Q9Z330-9;Q9Z330;Q9Z330-8;Q9Z330-4;Q9Z330-3;Q9Z330-7;Q9Z330-5;Q9Z330-2,-0.102326274,0.935200426,0.999991107,0.931529735,20014600,18432000,2.8,2,Dnmt1
D3ZS72,0.146160669,0.907557594,0.999991107,1.106620588,247272000,270314000,26,30.2,Prex1
D3ZSA9,0.111203983,0.929593869,0.999991107,1.080129269,274280000,292522000,27.4,26.2,Nomo1
D3ZSF3,-1.173278903,0.357603504,0.999991107,0.443412423,469028000,206226000,11.4,6.4,NA
D3ZSF9;B2RZD5,0.299555978,0.812016926,0.999991107,1.230765559,47987800,58241000,7,4.4,Rpl22l2;LOC688712
D3ZSP1;D4A8M5,-0.219060975,0.861872977,0.999991107,0.859124444,79265400,66901200,8.8,7.4,LOC100361838;Snrpep2
D3ZT71,-0.479420621,0.703875529,0.999991107,0.717265616,55513200,39332000,7.8,4,Bcl2l13
D3ZT90,-0.686348336,0.58722737,0.999991107,0.621424774,39379600,24149200,6.4,2.8,Gcdh
D3ZTB5,-0.291534746,0.816951583,0.999991107,0.817032433,40982200,33057400,2.4,2,S100a13
D3ZTJ0;A0A0G2JUM3,-1.749085001,0.176846929,0.999991107,0.297490396,9498160,2792160,2.6,0.8,Rp2
D3ZTP0,2.741299991,0.041227709,0.999991107,6.686725951,8960400,58850600,0.8,7.4,Aldh1l2
D3ZTT7,-0.103025261,0.934758875,0.999991107,0.931078517,191030000,175674000,21,13.2,Sun2
D3ZTX0,-0.206193288,0.869905047,0.999991107,0.866821422,163488000,139982000,11.6,10.4,Tmed7
D3ZU48,0.486511754,0.699725979,0.999991107,1.401053216,9356800,12921200,2,2,LOC102556972
D3ZU74;Q6AZ35;G3V9V3;Q62871-3;Q62871-2;Q62871;Q13409-3;Q13409-7;Q13409-2;Q13409;Q13409-6;Q13409-5,0.423176843,0.737118245,0.999991107,1.340876944,353718000,468302000,21.2,21.6,Dync1i2;DYNC1I2
D3ZU83,0.799166171,0.528003886,0.999991107,1.74009512,11330000,19488000,2.6,3.4,Ergic3
D3ZUB0,0.46198597,0.714117945,0.999991107,1.377436651,71169400,96751000,10.6,8.6,Rcn1
D3ZUB7,-0.665628883,0.598460376,0.999991107,0.630413842,19846400,12459600,3.6,2.8,Anapc4
D3ZUC9,-0.037630562,0.976145051,0.999991107,0.974253719,39012000,37595800,6.8,6.8,Oxsr1
D3ZUD8,0.320529475,0.799153129,0.999991107,1.248788775,83450200,102906600,7.6,8.2,Tm9sf3
D3ZUF9;A0A0G2K6D5,-0.01637199,0.989620016,0.999991107,0.988715949,109164000,106506000,15.4,13.4,Pitrm1
D3ZUM4,-3.656372579,0.008922901,0.999991107,0.079308946,75975400,6057600,9,2.4,Glb1
D3ZUP5,-1.569660409,0.223054762,0.999991107,0.336887684,17876400,5952400,2,1.2,Brk1
D3ZUT9,-0.289003326,0.818510351,0.999991107,0.818467295,21447200,17391600,4.2,1.8,Ints3
D3ZUX5,-0.338340125,0.788275722,0.999991107,0.790950807,123898000,96788400,12,8.2,Chchd3
D3ZUX7,-0.677846871,0.591823788,0.999991107,0.625097496,100682200,62134400,12.6,8.6,Acsf3
D3ZUY8,0.037863731,0.975997288,0.999991107,1.026592575,879102000,891276000,48.6,43.4,Ap2a1
D3ZV91,-0.539645459,0.668955603,0.999991107,0.687939949,31362200,21313200,8.4,3.2,L3hypdh
D3ZVQ0,0.311644646,0.804595467,0.999991107,1.24112175,911636000,1117300000,57.4,52.4,Usp5
D3ZW08,0.09136107,0.942130163,0.999991107,1.065374806,79432600,83562800,10.4,9.8,Adsl
D3ZW15,-0.000130068,0.999917533,0.999991107,0.999909848,71166800,70361000,8,8.4,Sec24b
D3ZW38,-2.428373705,0.067099931,0.999991107,0.185774745,10859280,1992060,2.8,1,Exosc6
D3ZW55,0.038554987,0.975559234,0.999991107,1.027084577,141622000,143552000,9.8,6,Itpa
D3ZW58,0.169039531,0.893175919,0.999991107,1.12430973,18403200,20479800,3.2,3,Casc4
D3ZWA8,0.161510714,0.897904565,0.999991107,1.118457715,104765400,115674000,11.6,14.2,Appl1
D3ZWS0,-0.386653468,0.759002388,0.999991107,0.764901845,103723200,78538600,13.6,8.6,Scrib
D3ZWZ6,-0.200769228,0.873295213,0.999991107,0.87008652,44617800,38327200,4.6,4.4,Igf2bp2
D3ZX42,0.248782084,0.843382216,0.999991107,1.188203616,40665400,47747000,5.8,6.6,Rabgap1
D3ZX87;P62902;D3ZKU5;D4ABZ9;D3ZK34;D3ZU04;D3Z8W1;A0A0G2K7E3;D4ACQ2;D3ZVY6;D3ZZ60;D3ZVF5,-0.345268497,0.784056437,0.999991107,0.787161466,573088000,445384000,11.6,9,LOC100910017;Rpl31;RGD1564839;Rpl31l4;RGD1565894;LOC102550734;LOC680384;LOC690384;LOC100359986;LOC681356;Rpl31l3
D3ZXA6,0.167245328,0.894302451,0.999991107,1.122912355,24361200,27036000,2.6,4.4,Pdpr
D3ZXH7,-0.158391741,0.899864675,0.999991107,0.896023366,140498000,124308000,10.6,6.6,Alyref
D3ZXJ5,0.250292519,0.84244493,0.999991107,1.189448262,30271000,35517000,4.6,5,Eftud1
D3ZXP3,-1.197426227,0.348055305,0.999991107,0.436052507,263018000,112967200,19,14.2,H2afx
D3ZXS8,-0.098897501,0.937366785,0.999991107,0.933746282,74864000,69028200,7,5,Ube2k
D3ZXT2;A0A0G2K4D9,-1.026671729,0.419401111,0.999991107,0.490841205,41661800,20265600,7.6,2.6,Stag2
D3ZYD7,-0.196811415,0.875770552,0.999991107,0.872476746,36202200,31203400,7.2,3.8,Ccdc88a
D3ZYH3,-1.893432497,0.145591478,0.999991107,0.26916589,23629200,6286800,5.2,2,LOC100912928
D3ZYI0,-1.40281181,0.274013128,0.999991107,0.378191329,12718400,4739560,3.4,1.2,Gca
D3ZYK9,-0.002490969,0.998420656,0.999991107,0.998274882,39791200,39253000,4.6,3.8,Npm3
D3ZYR0;A0A0G2K860;Q5BMA6,0.234964574,0.85196765,0.999991107,1.176877838,23172400,26962600,4.4,4.4,Arhgef12
D3ZYS7,-0.309188029,0.806102096,0.999991107,0.807095877,534056000,425832000,32.6,28.6,G3bp1
D3ZZ21,-0.188846224,0.880756157,0.999991107,0.877307055,46182400,39924800,6.4,2.6,Ndufb6
D3ZZ62,-0.12380783,0.921640758,0.999991107,0.917762122,66390200,60180200,8,6.4,Xpot
D3ZZA8,0.235718496,0.851498698,0.999991107,1.17749301,123894000,144060000,17.4,16.6,Sec24a
D3ZZC1,0.105452621,0.93322563,0.999991107,1.075831861,418802000,444420000,30.4,29.2,Txndc5
D3ZZF8;A0A0G2JVP5;B2RZ22,0.508107915,0.687150539,0.999991107,1.422183787,55238000,77513400,7.8,7.4,Paip1
D3ZZN3,-1.357474134,0.289264531,0.999991107,0.390264967,2288060000,881362000,104.6,41.8,Acss1
D3ZZR5;D3ZLF6,-0.18208168,0.884994478,0.999991107,0.881430253,119370000,103868200,15.8,8.2,Snrpa1
D3ZZW1,0.219317845,0.861712843,0.999991107,1.164182991,135742000,156076000,15.4,17.2,Dock1
D3ZZZ9,0.028509687,0.981925744,0.999991107,1.019957958,562868000,566826000,45.8,34.8,Ctnnd1
D4A017,0.461779509,0.71423921,0.999991107,1.377239543,10265200,13983000,2,2.4,Tmem87a
D4A022,-0.230563181,0.854706526,0.999991107,0.852302116,33936000,28559400,5,3.8,Gapvd1
D4A031,0.127162885,0.919525105,0.999991107,1.092143845,112025000,120764000,10.4,12,Ddx42
D4A051;Q63258-3;Q63258-2;Q63258,2.925389515,0.030653089,0.999991107,7.596787757,22283600,166958000,3,16.2,Itga7
D4A054;M0R3M4,-0.174603005,0.889684338,0.999991107,0.886011295,106723200,93528600,14.6,11.4,Ranbp2
D4A0C3,-0.079417008,0.949683942,0.999991107,0.946440025,19310800,18044000,3.6,2.4,Hid1
D4A0E8,0.029534944,0.981275891,0.999991107,1.020683053,173366000,174616000,16.4,13.8,Prmt5
D4A0H5;B5DEL2,-0.574798476,0.648922732,0.999991107,0.671380027,24784200,16443400,3.6,1.6,Cpsf1
D4A0L4;F1MA18;Q62764-2;Q62764;Q3KRC7,0.86391917,0.495571485,0.999991107,1.819975677,22049200,39604800,3,4.8,Ybx3
D4A0M2,1.366378494,0.286221013,0.999991107,2.578225575,36469600,92744000,7.6,12.6,Nxn
D4A0T0,-0.397039343,0.752756873,0.999991107,0.759415135,170586000,128008000,15,9.4,Ndufb10
D4A0T8,-0.5759597,0.648265956,0.999991107,0.670839851,114656000,75830600,12,6.8,Dhrs7
D4A104,-1.123241485,0.377956371,0.999991107,0.459061235,10091760,4554600,2.6,0.8,Mrpl45
D4A133,-0.498045574,0.692998479,0.999991107,0.708065351,455906000,318792000,31.8,25,Atp6v1a
D4A1B8,0.641529381,0.611659556,0.999991107,1.559981998,18862800,29002600,3.2,3.6,Dctn3
D4A1B9;F1LQB2;P97690,-0.151543965,0.90417047,0.999991107,0.900286465,237396000,211092000,25.4,19.4,Smc3
D4A1J6,0.078104841,0.950514111,0.999991107,1.055630428,382244000,398434000,29.8,25.2,Ankfy1
D4A1Q9,0.131768596,0.916621823,0.999991107,1.095636016,234974000,254074000,22.4,24.2,Ttll12
D4A1U1;A0A1W2Q655,-0.671403715,0.595319272,0.999991107,0.62789546,194120000,120432000,21,8.4,Zbtb20
D4A1V7;Q3T1J9,0.139895557,0.911501863,0.999991107,1.101825347,30006600,32616400,5.2,4.4,Mob1b;Mob1a
D4A1X2,-0.263257896,0.834409328,0.999991107,0.83320425,18397600,15128000,4.2,2.2,Exosc10
D4A264,-0.096245721,0.939042565,0.999991107,0.935464155,29219600,26986400,5.8,3.6,Zadh2
D4A2D7,0.308406416,0.80658162,0.999991107,1.238339089,223270000,273046000,20.6,18.8,Ipo4
D4A2F1;P25304-3;F1LPF2;P25304-4;P25304-2;P25304-5;P25304-6;P25304,-0.429842374,0.733148615,0.999991107,0.742342888,24121800,17746400,4.4,2.4,Agrn
D4A2G9,0.060979131,0.961354066,0.999991107,1.043173504,380146000,391266000,17.2,18.2,Ranbp1
D4A2P1,-0.511963877,0.684914959,0.999991107,0.701267184,96481600,66863200,14,8.2,Ccar1
D4A3B0;D3ZA84;D3ZT58;D3ZE09,-0.147179631,0.906916329,0.999991107,0.903014068,77920800,69479200,11.2,9.6,Tln2
D4A3E1,-0.348734282,0.781948416,0.999991107,0.785272738,284204000,220316000,21.2,17.8,Hnrnpll
D4A3E2,0.039990794,0.974649377,0.999991107,1.028107266,34162400,34688800,7,4,Npepl1
D4A3E3,1.104445037,0.385801411,0.999991107,2.150161517,239716000,506778000,2,3.4,Arid1a
D4A3E8,-1.270768478,0.320147467,0.999991107,0.414438956,17911000,7315400,4.8,2.4,Mrps27
D4A3I4;A0A0G2K4W2,0.099605276,0.936919562,0.999991107,1.071480263,63319200,66917400,7.2,4.4,Btf3l4
D4A3K5,-0.443664813,0.724942223,0.999991107,0.735264475,548368000,398338000,21.8,13.6,Hist1h1a
D4A3S6,-0.245357484,0.845508219,0.999991107,0.843606734,57071800,47512200,8,4.4,Mtss1l
D4A3S8,0.143720792,0.909093354,0.999991107,1.104750659,59601000,64967200,8.4,5.6,Nsun2
D4A3T3,-0.21516357,0.864304183,0.999991107,0.861448485,48517400,41245200,4.8,4.4,Cbx1
D4A3V2,-0.998406745,0.432065856,0.999991107,0.500552485,51481000,25591400,4.8,1.8,Ndufa6
D4A3X0;Q7TP06,-0.581660176,0.645044023,0.999991107,0.668194413,21843400,14518000,6.4,3.8,Seh1l;LOC307347
D4A401,-1.368046043,0.285652921,0.999991107,0.387415601,17929600,6889000,2.6,1.2,Tex10
D4A478,-1.329290683,0.299053234,0.999991107,0.397963857,12111200,4734360,2.4,0.8,Ntpcr
D4A4A9,-2.859495186,0.034109668,0.999991107,0.137786344,16121400,2192800,5,0.8,Mrpl19
D4A4B4;D3ZAI0,0.067274383,0.957368373,0.999991107,1.047735375,36207400,37450600,5.4,3.4,U2surp
D4A4D5;P02401;D3ZN03,0.029096705,0.981553665,0.999991107,1.020373053,511348000,515376000,17,13.2,LOC498555;Rplp2;LOC100362751
D4A4J0,-0.169244275,0.893047398,0.999991107,0.889308404,154234000,135484000,14.2,9.4,Supt16h
D4A4T0;I6L9H8,0.116452301,0.926281159,0.999991107,1.08406578,56118400,60085600,8.8,8,Stub1
D4A4T9,0.829959715,0.512434082,0.999991107,1.777635724,10324200,18109800,2.8,3.6,Chordc1
D4A4Z9,0.239041534,0.849432402,0.999991107,1.18020832,251988000,293760000,26.4,25.6,Ktn1
D4A510,0.080297692,0.949126793,0.999991107,1.057236173,171702000,179186000,20.2,16.2,Smarcc2
D4A554,1.006178969,0.428559314,0.999991107,2.00858424,19408400,38354800,3.4,6.2,Eif4g3
D4A565,-0.285789021,0.820491252,0.999991107,0.820292862,56322000,45576000,5.6,3.8,Ndufb5
D4A5A6,-0.067859715,0.956997841,0.999991107,0.954052316,36652600,34528400,7,4.2,Polr2a
D4A5I9,-0.477737267,0.704861935,0.999991107,0.718103019,848972000,602074000,66.2,38.6,Myo6
D4A5J1,-0.846536736,0.504161869,0.999991107,0.556118125,28956400,15898000,5.2,1.4,Kbtbd11
D4A5K6,0.030001242,0.980980336,0.999991107,1.021013005,35861800,36176800,8.8,5.2,Zmpste24
D4A5L9;P62898,-0.19248096,0.878480478,0.999991107,0.875099544,127342000,109978400,10.4,7.2,LOC679794;Cycs
D4A5R0;D3ZUZ9,-0.201206791,0.873021631,0.999991107,0.869822666,17966200,15449400,2.8,2.6,Ppih
D4A631,0.66448157,0.599085923,0.999991107,1.584998604,19829200,31015400,3.8,6,Arfgef1
D4A644,0.287856018,0.819217249,0.999991107,1.220824667,20466400,24638800,2.8,2.8,Map7d1
D4A6C5,0.40169284,0.749964213,0.999991107,1.321057113,131906000,172098000,16.6,16.2,Arhgap1
D4A6D9,0.725499711,0.566296333,0.999991107,1.653473256,7199800,11697200,2.6,2.4,Hs1bp3
D4A6G6;A0A0H2UI38;P17074;F1M8C7;F1M764;D3ZGN8;D3ZSH6;F1LYF3,0.375471496,0.765745917,0.999991107,1.297263452,342422000,438682000,14,13.4,LOC100362339;Rps19;LOC100360843;Rps19l1
D4A6R4,-2.786757987,0.038341739,0.999991107,0.144911301,9749520,1398180,2.8,0.4,LOC100362216
D4A6W6;P62919,-0.044413245,0.971847145,0.999991107,0.969684115,889362000,851932000,33.2,24.2,RGD1561333;Rpl8
D4A6X4,-1.648257144,0.201760837,0.999991107,0.319025324,21042000,6686600,3,1,Acyp1
D4A746,0.016168274,0.989749169,0.999991107,1.011270027,8171800,8178600,1.8,2,Gmppb
D4A771;D3ZZN4;P04646;A0A096P6M4;F1M0T2,0.203927591,0.871320847,0.999991107,1.15182983,185480000,210872000,8.8,9.8,LOC100362049;LOC100362338;Rpl35a
D4A772,-1.686060744,0.192110734,0.999991107,0.310774332,97527800,29794400,8.6,1.6,Dtna
D4A781;M0RB74,0.296474787,0.813911517,0.999991107,1.228139795,1615960000,1959700000,88,75.4,Ipo5
D4A7I6,0.323453514,0.797364348,0.999991107,1.251322374,57161400,70623600,5,5.8,RGD1309995
D4A7L4,-1.255074063,0.325981636,0.999991107,0.418972058,43420400,17980400,7,1,Ndufb11
D4A7L6,0.44409892,0.724684966,0.999991107,1.360464131,9157740,12352400,1.6,2.2,Rpia
D4A7R0,0.145572338,0.907927879,0.999991107,1.1061694,87631800,95665000,12.4,8.8,Srp72
D4A7R3,-0.114598305,0.927451235,0.999991107,0.923639447,92351800,84231600,12.6,10.6,Nup205
D4A7U1,0.457763239,0.716607289,0.999991107,1.373410824,44111200,59784600,4,6.6,Zyx
D4A830,-0.571282736,0.650914458,0.999991107,0.673018125,60088400,39890000,10.4,5.2,Ppa2
D4A857,-0.029192714,0.98149281,0.999991107,0.979968503,363110000,351346000,24,17.8,Ipo9
D4A8A0,0.230833633,0.854538175,0.999991107,1.173512845,363674000,421752000,41.8,35.4,Cad
D4A8D5;A0A0G2JXT8,0.487529817,0.699131398,0.999991107,1.402042242,676580000,937200000,58.6,71.4,Flnb
D4A8F2,0.223034648,0.859395769,0.999991107,1.167186133,102504000,118170000,7.8,6.4,Rsu1
D4A8G0,-0.737710402,0.55984899,0.999991107,0.599690323,13013000,7697600,1.6,1.6,Lsm12
D4A8H3,0.442524121,0.725618176,0.999991107,1.358979903,108392400,145434000,14.6,16.8,Uba6
