Majority protein IDs,logFC,PValue,FDR,Fold_change,average_C_lfq,average_R_lfq,MS_C_average,MS_R_average,Gene names
D4A5L9;P62898,-0.191496231,0.916456416,0.999934107,0.875697057,127342000,109978400,10.4,7.2,LOC679794;Cycs
D4A5R0;D3ZUZ9,-0.199961447,0.912780628,0.999934107,0.870573827,17966200,15449400,2.8,2.6,Ppih
D4A631,0.664862061,0.716798462,0.999934107,1.585416681,19829200,31015400,3.8,6,Arfgef1
D4A644,0.288378942,0.874538828,0.999934107,1.221267252,20466400,24638800,2.8,2.8,Map7d1
D4A648;B1WBQ5;O54748,0.017925964,0.9921621,0.999934107,1.012502847,3244600,3298020,0.4,1.4,Stk4;Stk3
D4A6C5,0.402406018,0.825749466,0.999934107,1.321710323,131906000,172098000,16.6,16.2,Arhgap1
D4A6D9,0.725573446,0.692446546,0.999934107,1.653557767,7199800,11697200,2.6,2.4,Hs1bp3
D4A6G6;A0A0H2UI38;P17074;F1M8C7;F1M764;D3ZGN8;D3ZSH6;F1LYF3,0.376577957,0.836738619,0.999934107,1.298258757,342422000,438682000,14,13.4,LOC100362339;Rps19;LOC100360843;Rps19l1
D4A6W6;P62919,-0.043531281,0.980969068,0.999934107,0.970277094,889362000,851932000,33.2,24.2,RGD1561333;Rpl8
D4A6X4,-1.647084803,0.379012371,0.999934107,0.319284671,21042000,6686600,3,1,Acyp1
D4A746,0.015547125,0.993202461,0.999934107,1.010834721,8171800,8178600,1.8,2,Gmppb
D4A771;D3ZZN4;P04646;A0A096P6M4;F1M0T2,0.204965169,0.910608945,0.999934107,1.152658518,185480000,210872000,8.8,9.8,LOC100362049;LOC100362338;Rpl35a
D4A772,-1.684287108,0.368869575,0.999934107,0.31115663,97527800,29794400,8.6,1.6,Dtna
D4A781;M0RB74,0.297259378,0.870715521,0.999934107,1.228807884,1615960000,1959700000,88,75.4,Ipo5
D4A7I6,0.324156,0.859158043,0.999934107,1.251931824,57161400,70623600,5,5.8,RGD1309995
D4A7J8,-1.592394272,0.394291506,0.999934107,0.331620645,17426800,5720200,2.2,2.2,Prpf4
D4A7L4,-1.252830139,0.498926135,0.999934107,0.419624222,43420400,17980400,7,1,Ndufb11
D4A7L6,0.444553743,0.807905394,0.999934107,1.360893097,9157740,12352400,1.6,2.2,Rpia
D4A7N1,-1.408879724,0.448763711,0.999934107,0.376604012,13647800,5071800,1.6,1.4,Chchd6
D4A7R0,0.146448073,0.936051148,0.999934107,1.106841063,87631800,95665000,12.4,8.8,Srp72
D4A7R3,-0.113817344,0.950274545,0.999934107,0.924139568,92351800,84231600,12.6,10.6,Nup205
D4A7U1,0.458594937,0.801986741,0.999934107,1.374202809,44111200,59784600,4,6.6,Zyx
D4A7U6,-1.748640383,0.351800809,0.999934107,0.297582092,29723200,8871800,1.4,1.2,Lsm3
D4A830,-0.570376203,0.755383936,0.999934107,0.673441156,60088400,39890000,10.4,5.2,Ppa2
D4A833,-0.818525723,0.655896707,0.999934107,0.56702108,4978400,2819800,2.4,0.4,Mrps30
D4A857,-0.028394728,0.987585629,0.999934107,0.980510695,363110000,351346000,24,17.8,Ipo9
D4A8A0,0.231649688,0.899041496,0.999934107,1.174176825,363674000,421752000,41.8,35.4,Cad
D4A8D5;A0A0G2JXT8,0.488365491,0.78948321,0.999934107,1.402854604,676580000,937200000,58.6,71.4,Flnb
D4A8F2,0.224046255,0.902335012,0.999934107,1.168004842,102504000,118170000,7.8,6.4,Rsu1
D4A8G0,-0.737240275,0.68780899,0.999934107,0.599885774,13013000,7697600,1.6,1.6,Lsm12
D4A8G7,1.700179225,0.364597972,0.999934107,3.249413232,5862000,18866000,2.4,3.8,Snw1
D4A8H3,0.44334315,0.808416337,0.999934107,1.359751625,108392400,145434000,14.6,16.8,Uba6
D4A8H8;A0A0G2K472,-0.028868456,0.987378532,0.999934107,0.980188784,514654000,498114000,43.6,33.6,Cyfip1
D4A8N1,0.093704951,0.959051157,0.999934107,1.067107079,26074600,27498000,5,4.8,Dpm1
D4A8T3,0.185239495,0.919174616,0.999934107,1.137005706,58256800,65336000,7.6,4.2,Copz1
D4A914,0.13938539,0.939127811,0.999934107,1.101435788,77734200,84504600,10.2,6.6,Xrn2
D4A944,0.085091386,0.962811828,0.999934107,1.060754931,82750400,86611400,12.4,8.8,Snrnp40
D4A962,-0.277646201,0.87916441,0.999934107,0.824935827,360934000,293906000,24.6,17.2,Hnrnpul1
D4A994,-0.165995929,0.927541804,0.999934107,0.891313011,366220000,322148000,31.8,22,Emc1
D4A997,0.08221707,0.964066976,0.999934107,1.058643668,26364000,27547400,5,3.6,Htatsf1
D4A9A3,-0.746430903,0.684165912,0.999934107,0.596076374,25253200,14867800,6,2,Cenpv
D4A9D6,-0.182241637,0.92047742,0.999934107,0.881332531,1188760000,1034038000,59,49,Dhx9
D4A9D8,0.091514274,0.960007504,0.999934107,1.065487947,69051200,72711600,8,6.8,Osbp
D4A9L2,0.153677317,0.932903114,0.999934107,1.112401286,494614000,542390000,35,29.4,Srsf1
D4A9P7,0.565983301,0.757196761,0.999934107,1.480396163,13142800,19249800,2.6,3.4,LOC100363408
D4A9Q3;P62268;F1LTW8,-0.06931711,0.969701356,0.999934107,0.953089029,269430000,253504000,9.6,9.6,RGD1563570;Rps23;RGD1563705
D4AA35,0.13990017,0.938903523,0.999934107,1.10182887,19904000,21641800,3.4,4.2,Asmtl
D4AA63,-0.270473458,0.882258447,0.999934107,0.829047428,89409000,73164800,9.4,6.6,Ubqln2
D4AAE9,-0.002605328,0.998860878,0.999934107,0.998195754,36064000,35497800,2.8,3.2,Cisd2
D4AAH6,-0.081631478,0.964322598,0.999934107,0.944988398,10781100,10053800,4.4,2.2,Psmg1
D4AAI5;A0A0G2K139;Q9R0L4-2;Q9R0L4;G3V7E8;Q9R0L4-3,0.136920432,0.940201861,0.999934107,1.099555505,59310200,64375000,8.8,6.4,Cand2
D4AAM0;A0A0G2K8P2,0.010163157,0.99555641,0.999934107,1.007069435,97399200,96886600,14.2,8,Tnpo3
D4AB01,0.190280847,0.916984178,0.999934107,1.140985808,2681800,3037400,1.2,0.8,Hint2
D4AB03,-0.072599473,0.968267517,0.999934107,0.950923064,391056000,367104000,32.6,29.2,Fam120a
D4AB66,0.350258657,0.84797621,0.999934107,1.27478916,52327200,65931400,5.8,7.4,Ston2
D4ABB2,-0.77942922,0.671157875,0.999934107,0.582597243,148070000,85114600,12,5.8,Mlc1
D4ABC4,-0.687575776,0.707645417,0.999934107,0.620896293,32269400,19388600,1.6,1.8,Smek1
D4ABI6;Q91Y78,-0.301706612,0.868802175,0.999934107,0.811292124,74232200,59415600,7,6.4,Uchl3
D4ABI7,-0.554579047,0.761910697,0.999934107,0.680855691,311768000,209484000,20.2,10.8,LOC100365676
D4ABK7,-0.539241514,0.768267048,0.999934107,0.688132595,81829000,55586400,9.6,4.4,Hnrnph3
D4ABM5,-0.367744562,0.840505917,0.999934107,0.774993136,34934400,26731400,7.8,4.4,Mrps34
D4ABS5,0.032417476,0.985827064,0.999934107,1.022724436,46465600,46884400,6.2,5.4,Pithd1
D4ABT8,-0.084550554,0.963047988,0.999934107,0.943078289,603642000,561652000,35,26.4,Hnrnpul2
D4ABX9,-0.713630974,0.697207511,0.999934107,0.609783503,4822500,2882280,1.8,1.2,Emc6
D4AC23,0.058468365,0.974441237,0.999934107,1.041359616,1281400000,1317280000,73.4,63,Cct7
D4AC36,0.170064359,0.925771993,0.999934107,1.125108675,218976000,243090000,20.2,19.2,Eif3f
D4AC38,-0.837451497,0.648570738,0.999934107,0.559631278,17510400,9689200,3.4,1.2,Ago1
D4AC97,-0.871246758,0.635589103,0.999934107,0.546674218,11203800,6079800,2.4,2.6,RGD1310712
D4ACB8,0.035589397,0.9844405,0.999934107,1.02497548,1671960000,1692740000,74.4,72.4,Cct8
D4ACC2;D3ZD05,0.208844726,0.908925548,0.999934107,1.155762308,2981400,3380800,2,1.2,Kank2
D4ACK1,-0.469997971,0.797190006,0.999934107,0.721965613,22175600,15780400,4,2.8,Nup214
D4ACM1,-0.294493486,0.871905958,0.999934107,0.815358545,59603600,47948200,8.2,4.2,Elp3
D4ACN8,-0.606818881,0.740407595,0.999934107,0.656642994,24119600,15623200,2.4,1.6,Plgrkt
D4ACQ9,-1.667502233,0.37342011,0.999934107,0.314797888,9117000,2840400,2.8,1,Gabpa
D4ACS0;D4A1S6;D3ZR53;A0A0G2JWJ0;Q10728-2;Q10728-3;Q10728,0.20087325,0.912384834,0.999934107,1.149393862,34826600,39521200,3.8,4.8,Ppp1r12a
D4ACV3;K7S2S2;P0CC09,1.153499813,0.532645611,0.999934107,2.224528857,1847120,4086800,6.8,1.8,Hist2h2ac;Hist2h2aa2;Hist2h2aa3
D4ACW1,-0.300450975,0.869342251,0.999934107,0.811998533,27962400,22479800,3.4,2.8,Nop2
D4AD15;D3ZU13,0.498770981,0.785128011,0.999934107,1.41300932,427104000,595688000,35.2,45.8,Eif4g1;LOC100911431
D4AD70;P63174;D3ZZH2;D3ZW57;D4A862,0.190263591,0.916991837,0.999934107,1.140972161,170954000,192444000,9,8.8,RGD1561636;Rpl38;LOC680353;LOC686066;LOC678816
D4AD82;P81128,1.589191784,0.395200179,0.999934107,3.008807451,36273800,107495000,4,12.2,Arhgap35
D4ADF5,-1.837336526,0.329259924,0.999934107,0.279837939,13091800,3604400,2.4,0.6,Pdcd5
D4ADZ9,-1.039880241,0.572859729,0.999934107,0.486367846,9480600,4607200,1.8,1.4,Pus7
D4AE00,0.04607677,0.979856511,0.999934107,1.032453474,75171600,76592400,12,8.6,Ap3b2
D4AE02,-0.253640919,0.889527709,0.999934107,0.838776927,65325600,54089600,7.8,5.6,Fam98b
D4AE06;D4A6E5,0.030160093,0.986813881,0.999934107,1.021125432,52283200,52713400,6,5.2,Fkbp15
D4AE49,-0.262505089,0.885698173,0.999934107,0.833639135,33639400,27687600,5.6,2.2,Skiv2l2
D4AE56,0.98741352,0.591999112,0.999934107,1.982627326,22971600,44928400,3.8,3,Ptges2
D4AE68;P82471;Q45QM4,-0.205731338,0.910276488,0.999934107,0.867099022,110848800,94669200,11,11,Gnaq
D4AE96,0.144132418,0.937059775,0.999934107,1.105065909,424046000,462424000,31.4,25,Ipo7
D4AEH3,-0.01179456,0.99484313,0.999934107,0.991857961,279478000,273658000,31.6,18.8,Psmd7
D4AEH9,-0.505879465,0.782157387,0.999934107,0.704230948,252416000,175376000,33,15.6,Agl
D4AEI5;A0A0G2K402,-0.601689016,0.74250886,0.999934107,0.658982009,361022000,235012000,21.6,16.6,Myef2
D4AEK9,0.379952318,0.835300664,0.999934107,1.301298846,18276600,23605000,1.8,2,Ccdc6
D4AEP0,0.95156577,0.605275382,0.999934107,1.933970476,129980000,247744000,14.4,21,Adss
E2RUH2;A0A0G2K9E0;P29315,0.745571393,0.68450633,0.999934107,1.676638186,482418000,798168000,40,40.2,Rnh1
E9PSJ4;A0A0G2K6E8,0.347885448,0.84899137,0.999934107,1.272693877,132524000,166444000,16.6,19.4,Spag9
E9PSK7,0.093493958,0.959143264,0.999934107,1.066951027,77244400,81352000,11,9.6,Mapk8ip3
E9PST5;Q5BJU9,-0.20366224,0.911174357,0.999934107,0.868343498,110340000,94572600,15.4,11.2,Acin1
E9PSV5;A0A0G2K931;A0A0G2KAC0,-0.759278075,0.679087891,0.999934107,0.590791889,1740660000,1014720000,71.2,40.8,Psat1
E9PSV8;Q9JJK1,-0.260763243,0.886450474,0.999934107,0.834646241,357856000,294910000,16.2,11.6,Gpm6b
E9PSY8;A7BFV9;Q5JC29,0.157923858,0.931054506,0.999934107,1.115680438,105392000,116048000,10.4,10.2,Eps15
E9PT04;A0A0G2KA50,-1.259394341,0.496746122,0.999934107,0.417719286,26726200,11037000,3,1.2,Vps39
E9PT29;A0A096MIX2,-0.301789151,0.868766673,0.999934107,0.81124571,1445880000,1157320000,55.4,51.2,Ddx17
E9PT51,-0.13827939,0.939609709,0.999934107,0.908602141,61490800,55166200,10.8,6,Poldip2
E9PT66;B5DF12,0.087582282,0.961724199,0.999934107,1.062587968,582816000,611248000,40.4,40.6,Sf3b3
E9PT82;P58405-2;P58405;Q1KLB7,0.236352428,0.897005488,0.999934107,1.178010524,57976400,67356400,8.2,9.6,Strn3
E9PTB2;A0A1W2Q6F0;A0A1W2Q689,-0.107368919,0.953087771,0.999934107,0.928279447,83742400,76696400,9.8,9.6,Supt5h
E9PTE1;F1MAQ7,0.226894391,0.901101013,0.999934107,1.170312968,19144200,22169800,2.4,3.4,Son
E9PTN4;A0A0U1RRU0;Q4KLN3,0.759460513,0.679015817,0.999934107,1.692857473,11257200,18780800,3.4,3,Srpk1
E9PTR4;A0A0G2JYC6;Q4V8A7,0.072297863,0.968399264,0.999934107,1.05138996,70925600,73580000,7.4,9.2,Ubap2l
E9PTW1;A0A0G2K5Q8,-0.178635379,0.922044962,0.999934107,0.883538325,87429600,76269400,9.6,6.8,Scamp3
E9PTX9;Q9QX10,-0.386042896,0.832706958,0.999934107,0.765225632,104948400,79260000,14,8.8,Slc12a2
E9PU01,-0.07198774,0.968534731,0.999934107,0.95132636,294254000,276408000,33.8,27.8,Chd4
E9PU28;Q6P9U9,0.195664378,0.914646239,0.999934107,1.145251441,260130000,294110000,26.8,23.8,Impdh2
F1LLX7,-0.526651416,0.7734988,0.999934107,0.694164063,108228000,74132000,11.8,5.6,Sfrp1
F1LM09;Q4VSI4,0.014349493,0.993726076,0.999934107,1.00999594,171480000,170982000,19.4,12.4,Usp7
F1LM33;Q5SGE0,-0.249109902,0.8914864,0.999934107,0.841415382,1412580000,1172720000,79,58,Lrpprc
F1LM42;A0A0G2KBB9;F1M5N3;A0A0G2JZ56;A0A0G2KAS9;F1M9N9;A0A0G2K6R9,0.069223471,0.969742263,0.999934107,1.049151827,688800000,713162000,57.6,49.4,Ank2
F1LM55,0.39061042,0.830763265,0.999934107,1.310947963,504820000,653044000,33,33.8,Ccar2
F1LM66;Q5EB83,0.040333846,0.982366633,0.999934107,1.028351765,606142000,615298000,46.4,39.4,Eftud2
F1LMD9;P97874,0.630180554,0.730868171,0.999934107,1.547758684,16598000,25378600,2.8,3.6,Gak
F1LMY3;Q62656;Q62656-2,-0.090186495,0.960587184,0.999934107,0.939401306,296860000,275270000,26,19.8,Ptprz1
F1LMZ8;B5DEP6;A0A0G2JWX1;D3Z950,0.059134737,0.974150062,0.999934107,1.041840724,1134860000,1166126000,45,36.4,Psmd11
F1LN59,0.247907943,0.892006123,0.999934107,1.187483891,199168000,233268000,25.6,24.8,Eif4g2
F1LN88,-0.03995225,0.982533429,0.999934107,0.972687141,1258320000,1207740000,52.4,46,Aldh2
F1LN92;Q5BJM6,-0.066527114,0.970920207,0.999934107,0.954933971,41178800,38781400,6,4.6,Afg3l2
F1LNC4;P58200,-1.401605011,0.451024781,0.999934107,0.378507814,253634000,95168000,2.8,1,Vti1b
F1LND7;A0A0G2JXT3;P05369;Q7TPK0,0.360137876,0.843753563,0.999934107,1.283548559,397224000,503490000,24.4,24.8,Fdps
F1LNE5;Q4QQR9,0.272124888,0.881545893,0.999934107,1.207585122,27675800,33000800,5.2,4.4,Memo1
F1LNF0,-0.444426387,0.807959165,0.999934107,0.734876444,475822000,345250000,49.6,27.6,Myh14
F1LNF1;A7VJC2;A7VJC2-4;A7VJC2-2;F1LM82;A7VJC2-3,-0.265488981,0.884409826,0.999934107,0.83191672,4294220000,3524900000,154.2,139.6,Hnrnpa2b1
F1LNF7;Q99NA5,-0.359928995,0.843842789,0.999934107,0.779202929,389754000,299714000,33,20,Idh3a
F1LNL2;F1M7H3;B2RYQ9,-0.082919554,0.963760207,0.999934107,0.944145064,123722000,115302000,17.6,10.6,Smarca5;LOC100359912
F1LNM0;A0A0G2K1M2;Q62696,0.107030758,0.953235319,0.999934107,1.077009338,80265800,85300000,9.6,9.2,Dlg1
F1LNS2;B2RZA3,-0.211632226,0.907716532,0.999934107,0.86355967,18066400,15335400,4,2.8,Fam45a
F1LNT0;Q62951,-1.094472851,0.553323964,0.999934107,0.468307208,57743400,26684000,9.6,3.8,Dpysl4
F1LNV5;A0A0G2K0T5;Q6P6Q9,-1.023843323,0.578672058,0.999934107,0.491804444,5554000,2729600,0.6,0.6,Micu1
F1LNY3;P13596;A0A0G2K0M8,-0.65478721,0.720874161,0.999934107,0.635169169,372966000,233854000,24,16.2,Ncam1
F1LP30;Q5I0C3,-0.354492149,0.846166051,0.999934107,0.782144922,93635800,72199400,8.6,5.2,Mccc1
F1LP57;Q4KSH6;S4VP54,0.250045718,0.891081766,0.999934107,1.189244801,9882200,11705200,2.2,1.6,Map2k4
F1LP76;Q8VHU4,-0.060556961,0.973528627,0.999934107,0.958893861,161954000,153250000,19,14.2,Ikbkap
F1LP82,0.149942269,0.934529418,0.999934107,1.109525072,341724000,374060000,23.8,20.6,Rab2a
F1LPA4;A0A0G2K6J2;O08874,0.653070583,0.721569487,0.999934107,1.572511517,15118600,23457600,2.6,3.6,Pkn2
F1LPC6;Q9JHW1;A0A0G2JY30;Q9JHW1-2,-0.560541022,0.759444935,0.999934107,0.678047843,22354400,14924600,3.8,1.6,Cpd
F1LPC8;Q924Z9,-0.393380583,0.829585036,0.999934107,0.761343501,80858000,60822800,11.8,6.4,Ntn1
F1LPD6;P21775;P21775-2;P07871,0.580203981,0.751333983,0.999934107,1.495060619,135992000,200698000,17.8,15.4,Acaa1b;Acaa1a
F1LPG5;F1M7T1,-0.423277754,0.816898786,0.999934107,0.745728429,47532800,35005800,5.6,5.4,LOC688963;LOC100361934
F1LPK7;Q63598;Q562B2,-0.3113013,0.864677381,0.999934107,0.805914503,486364000,386780000,35.8,31.8,Pls3
F1LPS8;P86252,-0.276167954,0.879801876,0.999934107,0.825781525,112452000,91202600,8,4.6,Pura
F1LPV0,0.011287395,0.995064872,0.999934107,1.007854512,799020000,794656000,40.2,44.4,Nars
F1LQ14;D4A4W9;B2RZD4;P11250,0.179927678,0.921483193,0.999934107,1.132827095,138896000,155152000,5,6.2,Rpl34;Rpl34-ps1
F1LQ45;A0A0G2JXY9;Q505I9;Q9Z1Z3,-0.148078861,0.935340901,0.999934107,0.902451396,83523600,74337400,11.6,8,Epn2
F1LQ48,-0.315703871,0.862786169,0.999934107,0.803458898,2194640000,1740380000,82.6,72.4,Hnrnpl
F1LQ55;P11915;A0A0G2KAC1;P11915-2,-0.458625575,0.801973841,0.999934107,0.727679173,108181000,77669800,13.6,10.6,Scp2
F1LQ81;A0A0G2K6U1;Q9QUL6,-0.070968914,0.968979781,0.999934107,0.951998421,178044000,167114000,18.6,14.8,Nsf
F1LQN3;Q9JK11,0.29881569,0.870045841,0.999934107,1.23013418,750072000,910356000,49.4,48,Rtn4
F1LQP9;Q5D008,-0.240761038,0.89509756,0.999934107,0.846298763,481682000,402222000,29.4,24.4,Tnpo1
F1LQT3;A0A0G2K5N6;Q62868,0.716384202,0.696109122,0.999934107,1.643058903,59716800,96834400,5.8,12.6,Rock2
F1LR02,-1.501970473,0.420516328,0.999934107,0.353070827,51534000,18039400,7.6,2,Col18a1
F1LR10,-0.489723786,0.788914247,0.999934107,0.712161433,284554000,199958000,28.2,19,Lima1
F1LR39;Q499N3;A0A1W2Q6Q7,-0.496048221,0.786266746,0.999934107,0.709046318,14692400,10328400,4,1.8,Wdr18
F1LR87;Q6AXR4,-1.249257908,0.500115151,0.999934107,0.420664533,111395000,46320400,14.4,5.6,Hexb
F1LRB8;P18298;Q6P688,-0.258201531,0.887557041,0.999934107,0.836129592,380774000,314160000,27.4,21.8,LOC100363915;Mat2a
F1LRE1;A0A0G2JU71;P70619,-0.087915468,0.961578723,0.999934107,0.940881235,54687000,50816800,8,6.2,Gsr
F1LRI5;B5DFK9,0.12097262,0.947153816,0.999934107,1.087467753,915602000,983202000,76.4,66,Gcn1l1
F1LRI7;P0C1X8,-0.842659704,0.646561754,0.999934107,0.557614621,30628800,16947200,5.2,3.2,Aak1
F1LRK4;A0A0G2JTY6,-0.23743034,0.89653893,0.999934107,0.848254839,41348200,34597200,10.8,5.2,Grsf1
F1LRK9;Q8VI02,0.048278733,0.978894137,0.999934107,1.034030495,43108400,44003000,6,5.4,Ppp4r1
F1LRL4;B2GV11,0.499563946,0.784796341,0.999934107,1.413786181,15397600,21536400,2,3.6,Tbc1d9b
F1LRN8;A0A0G2JXP3;D7NIW0;Q5U1Z5;A0A0G2JUY1,-0.794782806,0.665144712,0.999934107,0.576429947,11776000,6758200,2.4,1.4,Nedd4l
F1LRP7;Q9QZ81,0.084608392,0.963022732,0.999934107,1.060399866,54090600,56631600,8,7.6,Ago2
F1LRQ6,-0.78969153,0.667136038,0.999934107,0.578467764,32885800,18838200,5.8,4.6,Cdc23
F1LRS2;A0A0G2K3H2,0.282153107,0.877221438,0.999934107,1.216008326,76806600,92305600,11.2,14,Dock7
F1LRU1;Q9JIL3-2;A0A0G2K2T6;A0A0G2K4U6;Q9JIL3,-0.214871714,0.906311752,0.999934107,0.861622773,697752000,593252000,41.2,31.8,Ilf3
F1LRV4;O88600,0.299049816,0.869945106,0.999934107,1.230333827,1950100000,2368240000,77.4,75.4,Hspa4
F1LRV6;Q9Z244,-1.482497481,0.426320692,0.999934107,0.357868761,79376400,28137200,10.2,3,Gmpr
F1LRY5;Q64380,-0.553762796,0.762248497,0.999934107,0.681241016,167866000,112909200,23.8,11.4,Sardh
F1LS02;A0A0G2K7T6;P37199,-0.205350296,0.910441828,0.999934107,0.867328069,174224000,149102000,19.2,15.8,Nup155
F1LSC3;F1LM37;O88629,-0.310294882,0.865109839,0.999934107,0.806476901,153596000,122376000,16.4,10.6,Sf1
F1LSL2;P52590,-0.131866791,0.942404278,0.999934107,0.912649753,32909200,29648400,5.8,5.2,Nup107
F1LSM0,0.055759014,0.975625122,0.999934107,1.0394058,4368400,4483600,1.2,1.4,Usp24
F1LSM5;P55161;Q32PY0,0.027023572,0.988185054,0.999934107,1.018907844,445204000,447878000,29.4,25.8,Nckap1
F1LSQ0;Q924K2,0.58974889,0.74740839,0.999934107,1.504984773,20717200,30708400,2.8,3.8,Faf1
F1LSW7;B5DEM5;Q63507;Q6TUH8,0.033023874,0.985561981,0.999934107,1.023154401,514204000,518990000,20.8,19,Rpl14;LOC306079
F1LT35;D3ZTH8;B5DES1;P62752;D3ZNM1;D4AAL7;D3ZFK7;D3ZTX9;A0A0G2JU90,-0.003857447,0.998313418,0.999934107,0.997329793,581412000,572274000,24.8,24,RGD1564606;LOC689899;Rpl23a;RGD1562755;LOC683904;LOC690335;RGD1565170
F1LT49,-0.259439732,0.88702215,0.999934107,0.835412288,214248000,176688000,19.4,17.8,Lrrc47
F1LT71;A0A0G2K2Z0,0.591711196,0.746602183,0.999934107,1.507033196,10859400,16143000,2.2,2.2,Eml4
F1LTJ5,0.843823114,0.646113443,0.999934107,1.794800031,18690400,33165000,2,5.6,Hspg2
F1LTR1,-0.108456449,0.952613269,0.999934107,0.927579957,24628800,22533600,4,3.4,Wdr26
F1LU48,-0.009148941,0.995999846,0.999934107,0.993678503,70297800,68978200,10.4,8.6,Ergic1
F1LUA1;A0A0G2K051,-0.612393596,0.738126716,0.999934107,0.654110557,19142400,12378000,4.6,1.2,Eea1
F1LUE2;G3V9G3;Q63094;F1LNI8;P08413,-0.474686525,0.795220513,0.999934107,0.719623136,308418000,219056000,22.4,11,Camk2g;Camk2b
F1LVV3,0.287724375,0.874820837,0.999934107,1.220713274,41955200,50526000,3.8,5,Ranbp9
F1LVV4,-0.486107525,0.790429327,0.999934107,0.713948777,336780000,237318000,30.4,26,Rcc2
F1LW74,0.067283289,0.970589853,0.999934107,1.047741843,195264000,201796000,16.8,17.8,Iqgap2
F1LW91,-0.891075851,0.628033921,0.999934107,0.539211866,16737000,8875400,1.6,1.6,Numa1
F1LWE6,0.08317265,0.963649684,0.999934107,1.059345101,131922000,137762000,9.4,9,Msi2
F1LX07;A0A0G2K2J7,-0.664915393,0.716776963,0.999934107,0.630725692,327792000,203900000,23.6,15.6,Slc25a12
F1LXA0,-1.191818759,0.51947638,0.999934107,0.437750654,65572800,28292800,5.2,3.4,Ndufa12
F1LY19;A0A0U1RS25,0.141032901,0.938410018,0.999934107,1.10269431,553018000,601836000,46.2,40.6,Upf1
F1LY70;A0A0G2JZ53,1.595405245,0.393438671,0.999934107,3.021793856,3512000,10610600,0.8,2,Birc6
F1LYA6;O35823,-0.824724137,0.65349291,0.999934107,0.564590149,6063400,3378800,2.8,0.4,Abi2
F1LYI5;A0A0G2QC62;M0R665;P25886;D4A888;D3ZY63;D3Z8Q4,-0.20460327,0.910765988,0.999934107,0.867777287,206366000,176866000,7,6,RGD1564138;LOC686807;Rpl29;RGD1563579;RGD1566073;RGD1563300
F1LYI7,-0.274732177,0.880421041,0.999934107,0.826603755,9078200,7290400,1.8,1,Tmem256
F1LYQ8,-0.051184213,0.977624345,0.999934107,0.965143781,91536400,87192400,12.6,10.4,Farp1
F1LYZ8,-1.337444534,0.471293829,0.999934107,0.395720982,33211000,12991200,4.4,2.2,Ppp1r21
F1LZJ4,0.141895931,0.938034035,0.999934107,1.103354147,22032600,23996000,4.8,4,Hyi
F1LZX9;A0A0G2JVZ6,-0.142438911,0.937797492,0.999934107,0.905986268,712698000,637322000,43.2,37.4,Itgav
F1M013;B0K021;P62425;D3ZU22;D3ZPL5;M0R3M3;D4A6B9;D3ZJH5,0.13863151,0.939456283,0.999934107,1.100860383,1357040000,1475140000,48.6,49.6,LOC100910109;LOC100911966;Rpl7a;LOC100361311;RGD1562953;LOC680161
F1M049;B5DFB6,0.419308285,0.818579932,0.999934107,1.337286226,52030400,68707400,5.4,7.2,Atxn2
F1M062,-0.213358065,0.906967867,0.999934107,0.862527246,7096600,6129600,1,1.6,Larp1
F1M110;Q700Q7,-0.324366868,0.859067572,0.999934107,0.7986488,29008800,22860800,3.8,3.2,Nmt2
F1M1B3,0.065862934,0.971210376,0.999934107,1.046710832,125590000,129738000,19,15.8,RGD1564420
F1M1D5,0.266329057,0.884047164,0.999934107,1.202743545,87425400,103777600,10,10,Tbcd
F1M265;P0C5E3,0.33845672,0.853027537,0.999934107,1.264403313,55760800,69453000,6.2,7.2,Palld
F1M3D3;F1LV13;Q62826;Q62826-2,-0.306948404,0.866548168,0.999934107,0.808349778,2422700000,1931580000,106.8,82.6,Hnrnpm
F1M3H8,-0.257923084,0.887677336,0.999934107,0.836290985,590372000,487380000,33,24.8,Hnrnpa0
F1M400,0.39455133,0.829087181,0.999934107,1.314533884,25745800,33350400,2.4,3.8,Ankrd28
F1M446,0.082331459,0.964017022,0.999934107,1.05872761,65581600,68459200,12,7.6,AI314180
F1M471,-0.17321239,0.924402868,0.999934107,0.886865734,72070200,63002200,9.6,7,Epm2aip1
F1M4A4,-0.402635999,0.825651795,0.999934107,0.756474838,65252000,48784800,9.6,8,Kif1a
F1M4H5,-0.388840718,0.831516208,0.999934107,0.763743066,60154000,45320800,5.4,5,Nova2
F1M4W7,-0.036871334,0.983880134,0.999934107,0.974766561,28645200,27565600,5.6,3.8,Cstf3
F1M556;F1LP21;Q9WVA1;D3ZV76,-1.558293199,0.404040082,0.999934107,0.339552557,7499160,2507400,1.2,0.4,Timm8a1;Timm8a;Timm8a2
F1M5V2,0.399076081,0.827164026,0.999934107,1.318663153,164972000,214700000,14.2,13.4,Glipr2
F1M5Z5;A0A0G2K1M7,1.15745112,0.531279089,0.999934107,2.230629829,16091800,35373600,1.4,3.8,Ano6
F1M6W2;Q6UPR8,-0.28501598,0.875987685,0.999934107,0.820732518,176778000,143126000,13.8,8,Ermp1
F1M779;P11442,0.127068248,0.944496011,0.999934107,1.092072206,5728260000,6174680000,229.4,200,Cltc
