lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1-Cells_r1,C1-Cells_r2,C1-Cells_r3,C2-Cells_r1,C2-Cells_r2,C2-Cells_r3,C3-Cells_r1,C3-Cells_r2,C3-Cells_r3,R1-Cells_r1,R1-Cells_r2,R1-Cells_r3,R2-Cells_r1,R2-Cells_r2,R2-Cells_r3,R3-Cells_r1,R3-Cells_r2,R3-Cells_r3,blank
PC (32:2),0.18966384864434588,14.189470955070348,4.440015157101698,0.03510593581643631,0.09274901561379471,730.5 -> 184.1,PC,177802.670959406,162671.292358388,155753.991394144,179537.430969124,172766.27282732,172843.430908208,165424.729827755,159967.634277325,156051.269622837,181678.134094199,152100.030456723,144377.250457575,149638.410522419,139283.348358225,134614.729095534,161308.732177732,162869.054504253,155166.909851214,6489.4604911808
PC (36:6),0.18200223781420855,8.345332003966059,4.004504159154148,0.0453788429167501,0.11842771200225027,778.5 -> 184.1,PC,2713.8201942466,3185.4202194219,2382.0201492316,3143.3801918026,2402.360172272,2292.6001510631,2996.3602066039,3175.2002220147,2642.6601982108,2368.7601394649,2922.4802093517,2287.5801544191,3276.0002212523,2456.2401504512,2356.6001625055,2335.1801795951,2133.8401641824,2825.900196075,1371.6601104736
PCo(36:5),0.17928223511257474,8.11704768996747,3.8715433640044665,0.04911134082005527,0.1266244209095401,766.6 -> 184.1,PC,2698.0802001945,1834.7001190185,2081.0201759354,2088.5401458751,2491.6201667792,2478.1801567078,2661.1602096548,2306.8001480107,2536.9401817315,1766.8401412951,2791.1401863102,1736.7001075746,2059.6601562497,1922.4001541137,2103.5401573166,2489.280162811,2120.5201721198,2577.360157014,1307.500095368
Lyso_PC(15:0),0.1765012028774466,7.517398998912509,3.701462661296974,0.05436479125990792,0.13850077773357491,482.3168 -> 184.1,PC,1341.1800956731,1542.2801284788,1468.5801162722,1349.2000770572,1579.8401222233001,1891.2001342779,1352.7401084897,1632.7001113884,1410.2201042168,1315.2400932306,1483.2401123042,1404.0200881957,1367.6401062021,1416.6601142875,1391.7601051333,1388.3800964357,1379.860084534,1386.2000923157,1307.4200859066
C16:0,0.16990209445913446,16.276610761174155,3.5644435586673353,0.05902952156074135,0.14861550134116058,255.3 -> 255.3,FFA,928411.468871955,554575.618591425,559497.818969775,815876.751983618,716068.626586938,737194.677002119,608732.02093477,656975.267669545,623007.865997071,775395.959381133,642347.898742714,611806.7816163,561519.040771527,491986.355773674,492927.232482842,769120.915649393,691358.155303966,747932.35220351,212711.674194336
PC (42:2),0.17083568072492974,7.441354689137155,3.4612788786955466,0.06282170859127656,0.1563237864945719,870.7 -> 184.1,PC,1494.7600975033,1449.9800987244,1310.3600921632,1501.8801040644,1271.1600875854,1285.7000808715,1448.6601066587,1558.760108947,1572.8401222223,1282.8600997928,1438.4601058955,1336.9201011653,1272.1600990295,1458.440109253,1223.9000930785,1334.4000968932,1303.5600929261,1317.5801010127,1175.6600875854
C22:5,0.16653783580806283,11.806242075266898,3.4181946122422744,0.06448149510513518,0.1568072721874878,329.3 -> 329.3,FFA,33853.022537233,30293.2820816027,28539.8820838949,30234.542137147,28435.3620986928,28828.5221176217,28742.722045899,28215.742042544,27412.7019271899,28748.8221359232,28465.781944277,28265.8819503755,24650.2017135591,25242.361907958,25348.5018997186,28889.9819869955,27649.721908567,29368.062156673,25730.0218963637
PC (40:5),-0.16733158054695893,9.349751596681253,3.4219469075381213,0.06433509859738651,0.1568072721874878,836.6 -> 184.1,PC,4910.4803504929,4523.320270538,4798.0203781122,4877.2203598018,4650.9603500353,5615.2204055805,5285.5803337092,4979.740375518,5626.200420378,6457.9004020706,5465.1004066483,5798.7803649919,6373.0404472356,5387.2003326422,5806.200374604,6275.5604591364,5626.1803169243,6025.780426025,1580.840114593
Lyso_PC(18:2),0.1669382541793631,8.099219355350373,3.3551330543440088,0.06699579646046896,0.16109101620831864,520.3325 -> 184.1,PC,2676.0001792908,2342.7001571663,2072.0801467906,2531.2001533508,2454.5601959251,1799.2001457206,2376.8401489254,2243.2601318348,2123.5201721202,2326.6401672363,2309.6801681509,1808.2601127627,2222.2201461788,2151.1001510626,2088.3201408391,2196.3801460254,2176.0601501457,1917.6001319883,1539.0000991827
Lyso_PC(24:1),0.16485849470039785,8.569783247881722,3.2964534042013103,0.06942963803383899,0.16508825043601716,606.442 -> 184.1,PC,3398.8402366634,3142.7801933285,2745.6002120972,2586.480186463,3452.7002372745,3290.1802406313,3346.4402503977,3176.3802375794,4046.5802764898,3421.0402183523,3276.5401916487,2665.9201850888,3100.1202278131,2797.4801940916,3179.8202056876,2544.3201866143,3053.4802360522,3193.3402061451,1362.3801078793
Lyso_PC(22:0),0.1562030418074994,8.771304683412103,2.966221139686983,0.08502024175548907,0.19151928142815433,580.4264 -> 184.1,PC,4205.4402999873,3056.9601936328,3657.7202529913,3952.4402580246,3594.1802597037,3163.4202690118,3887.4402465824,3970.1602325449,3760.7803039556,4051.1203079209,3024.5202217115,3122.4002265932,3553.2402801509,3555.0402755742,3005.7802314762,3674.740253447,3695.340236664,3599.6602706903,1851.7201271059
PC (42:1),0.1589228001660865,7.444023924828105,2.9966026693743917,0.0834393150756114,0.19151928142815433,872.7 -> 184.1,PC,1801.0001296992,1236.9400825502,1542.400104523,1283.5801048283,1429.5201034542,1500.840103149,1410.4201011655,1325.5400962828,1421.600093841,1548.8000946044,1362.5401000974,1255.1000938417,1341.740093231,1231.7800865174,1442.0000991826,1260.1600799559,1365.800094604,1311.4600906368,1100.8600807189
PCo(34:0),-0.15573385747081717,9.967214713840649,2.9748609321424055,0.08456739476331028,0.19151928142815433,748.6 -> 184.1,PC,7424.6806716964,7787.920558925,7735.6405334485,8129.9805831854,7671.0606079112,7629.2206039431,7455.9205780045,7585.7404937734,7767.2405319251,9236.6205711384,8640.5406684895,8037.0006370523,8136.7205276477,7836.0006599368,8364.1405334477,10978.1806449872,10283.7406730663,9429.4406814443,3159.2202148442
PCo(36:2),-0.15640375786170152,11.041135884467664,3.011436595384719,0.08267898493797117,0.19151928142815433,772.6 -> 184.1,PC,18662.5412750189,15504.7809257403,14701.900863643,16889.3209457417,17565.7813606222,17626.1211090061,15424.2210464651,15790.5209579452,16042.3810386631,20756.7414474543,17751.04129028,17508.6210708596,19803.8814544405,16255.9612960818,17184.5210952821,21426.2015609787,22385.2017593346,20077.0213165159,3678.7202796963
SM (d18:0/12:0),-0.15834458643159288,8.315841195174883,3.0304980533189934,0.08171293023373723,0.19151928142815433,649.5 -> 184.1,PC,2548.2801704414,2476.5001831042,2424.0001716596,2469.3801612855,2131.9401359548,2123.7201271059,2520.1801795959,2994.0402832037,2114.3001480111,2469.9401626585,2997.880207063,2944.3202171345,2547.4201698321,2250.8601875314,2657.7402153013,3148.1402053839,3465.6002159129,3025.0802497864,1243.2200736995
Lyso_PC(20:4),0.15614051604030685,7.699161719886097,2.9119976760960924,0.08792290676362323,0.1959948129939101,544.3325 -> 184.1,PC,1934.8401222242,1769.9401168826,1718.5801239024,1795.0801162722,1847.6001586927,1715.1801223756,1449.7400932303,1669.700115203,1649.7401313776,1881.7601280216,1448.2601089476,1593.2000885017,1460.5400924682,1637.300125121,1411.2601013184,1846.0001144415,1736.660129547,1607.3601074212,1189.5200843815
C24:1,0.14808309798705846,12.84536342809384,2.7058231553934315,0.09998246384389135,0.218329053699926,365.3 -> 365.3,FFA,63901.124259924,66912.504592897,68388.0647582603,61868.7643737505,64620.8044967561,66753.464744563,58321.7043304416,57893.0642700205,59044.5042266713,62388.1045074244,59883.9444046005,60678.8643417282,57195.3241195637,57553.5439796332,55666.94401548,61936.2641296452,57596.9642333932,63157.364547738,20766.141502381
Lyso_Sphinganine-1-phosphocholine,0.15104053174362841,7.468769887951534,2.7080194155339328,0.09984488375356328,0.218329053699926,467.3536 -> 184.1,PC,1452.0801162719,1491.0800895687,1186.3800735475,1412.8201141362,1425.2401046749,1222.1600837707,1610.6001243582,1591.320114136,1676.0801086434,1332.3001060493,1507.8801116942,1588.9801216132,1402.6601066578,1330.860088348,1340.7801055907,1274.5800933837,1309.4800834656,1191.8000907898,1178.6400909426
PC (38:5),-0.1451822398919677,10.81603620217376,2.5936071127001346,0.10729573041245116,0.23193218493196516,808.6 -> 184.1,PC,14773.3210372924,14473.10104751,13720.6209754819,15382.981174452,13986.5210571265,13708.5409469505,13552.8408699078,13981.5611267095,14008.800968164,16746.2613067499,14856.8809890749,15653.8611335776,15642.7011108395,16056.981227864,16006.0410118011,17352.3412590171,18599.6214790375,16773.5212364279,2593.5601882937
C22:4,0.14386453419214995,11.686048620602188,2.5507807666035376,0.11023976512830508,0.23463151244920624,331.3 -> 331.3,FFA,28463.5019989019,24914.8217849775,24700.0018386798,28750.6420364341,28883.302070617,28748.7820358256,24215.9417076104,27720.8818283061,27613.7819595345,26999.7819747866,26645.3018760682,25113.9418487534,23487.1617050195,25258.581703184,24366.8217086815,25302.6218032822,26474.7818756107,27210.4218673708,20940.6414222699
Lyso_PC(11:0),0.14583628726322975,7.330377404464402,2.5127303504047385,0.11293012047788899,0.23463151244920624,426.2542 -> 184.1,PC,1373.6200904839,1215.5200767519,1228.1400947566,1328.9800872803,1115.2800865171,1400.480113983,1368.3400955205,1308.8401031497,1274.9000930784,1161.4400825499,1136.3000793453,1201.9600868224,1099.4400787354,1390.8600959776,1162.680091858,1235.5000877382,1398.0200958252,1179.5000877382,1370.0200881962
Lyso_PC(7:0),0.14591299182587544,7.379091169807513,2.5211556790736536,0.11232823519670308,0.23463151244920624,370.1916 -> 184.1,PC,1361.3601036075,1453.3801040655,1271.7600936888,1406.0200996395,1380.0601043702,1309.9200820924,1384.2800941471,1226.4800910953,1468.9200973507,1303.3200912477,1212.9600868224,1164.7400817868,1485.6400985719,1392.8001174924,1269.3200988768,1207.3600959782,1201.300086975,1339.02009201,1112.2000732422
PC (44:2),0.14641262590804252,7.2890925883024265,2.5308997462795384,0.1116365439109497,0.23463151244920624,898.7 -> 184.1,PC,1263.5000991822,1284.6600952148,1292.7000808719,1363.660095215,1241.7600975031,1271.220088959,1242.2200965881,1270.1000823978,1200.5400733948,1284.3400802611,1201.3400917052,1138.9600791931,1180.3200759888,1235.1000900269,1159.2000770567,1201.4400825501,1163.9800949095,1235.6000862121,1157.5800895688
PC (38:9),-0.14315428588061221,8.904822976813723,2.49485852201067,0.11421863985322502,0.23502681662105915,800.5 -> 184.1,PC,3950.7402305585,4344.9803009042,3100.260215758,3931.7002563487,3326.5202178957,3620.0202293398,3775.5202713007,3251.2801933275,3554.3202552789,4591.2603721608,3250.1402397156,4114.8802452101,4217.2402839644,3817.4602737429,4341.4802780158,4685.1003074637,4576.6402931221,4405.4203109736,2079.1201362614
PC (42:5),-0.14281974999891908,7.9592525209354505,2.4501427939745515,0.11751417744116302,0.2395050854515132,864.6 -> 184.1,PC,1865.2201156621,1603.1601142883,2101.5201454168,1626.080112457,2227.5201911919,2157.3401794438,1583.0201148988,1918.0001373286,1837.2801322948,2183.0201377878,2036.1201438901,2254.0601692204,1937.700141907,2195.4401550293,1884.6001510621,2147.540168761,2650.5601654051,2266.6001739505,1250.2800865176
Lyso_PC(20:1),-0.14015892780499442,8.450996297581328,2.37936717050349,0.12294734304267262,0.24361788343640683,550.3794 -> 184.1,PC,3397.6402320874,3011.6801948539,2494.0001792897,2399.9601554869,2589.5001792907,2532.260204314,2661.1202049265,2683.5402183533,2450.9401779171,3119.5802383427,2910.0002174391,2759.9401626603,3151.9802207937,3307.040245057,2795.160224913,3497.6002120969,3036.5402107253,3347.4802513122,1257.3800964357
PC (40:9),-0.1413610492971795,7.726649827363782,2.386632888395779,0.12237696177089684,0.24361788343640683,828.6 -> 184.1,PC,1899.3001403804,1464.7601013184,1467.880100251,1458.8001098636,1504.4601058962,1669.6601295472,1581.360118866,1369.9800949105,1592.9801025393,1625.2601242072,1765.0201377867,1352.380096436,1978.7201271062,1812.9201240542,1945.6001319869,2152.8801612853,1666.3801307677,1838.880138398,1595.4801292429
SM (d18:1/18:0),0.13895677651157157,13.599892332223318,2.383636367366421,0.12261184155511438,0.24361788343640683,731.6 -> 184.1,PC,115651.789703314,105651.227401805,96955.00717169,118992.110214227,114785.547668342,110050.84655772,108471.028183008,103485.028411714,101302.687683072,116955.548736597,104153.589019741,99906.046020548,96049.167297442,93090.127136139,91977.547561661,110237.909423874,112404.627044567,103123.248046889,12491.0408744635
Lyso_PC(18:0),-0.13718836923278105,8.78021905378026,2.2871646647668493,0.1304480299420542,0.2561089762165101,524.3638 -> 184.1,PC,3660.5802803039,3623.4802589417,3059.5602149972,2749.1201782234,3036.4401969903,3262.0002021796,3370.9802513125,3307.7402229314,3149.8002166751,3892.9603004456,3266.4802246099,3696.8602485644,3471.3602218646,4036.0402412415,3345.2402114861,3617.460247039,4486.1002769478,3826.6402816766,3154.5402030936
Lyso_PC(16:0),-0.13432992554746861,10.54081445790139,2.2182578864802025,0.13638688131969293,0.2616241012227108,496.3325 -> 184.1,PC,13018.7608795169,12212.0806732161,10608.460727699,11494.5408363282,10747.9607620233,11788.7809600692,9754.3006286608,10507.1206245461,10652.5006446799,16322.9810752893,11529.1408424349,12816.3409995916,12137.1208991848,11621.9208564687,11953.6810035709,13164.5611762843,13198.5608406025,13144.1010131729,8730.3005790731
PC (40:7),-0.1353931675895454,8.589888919107176,2.2242715558019874,0.135856719614298,0.2616241012227108,832.6 -> 184.1,PC,2998.7201881427,3476.9602584849,2487.4401626583,3217.9202346803,3139.7402153011,2481.7001800547,3163.32024002,2877.4601936331,2811.2801895149,4036.5003318781,2682.3202247625,3230.3802299488,3490.3202285779,3485.6602554304,3059.9802093503,3305.3802375812,4086.9802856444,3311.1802520745,1431.160095215
PCo(34:1),-0.13389772970904465,12.652843540201225,2.2121833378859037,0.13692476325674582,0.2616241012227108,746.6 -> 184.1,PC,54084.443634031,50568.763519283,45504.482803353,54800.284255963,50680.963226303,51335.923446646,53465.243804935,48993.543762201,50557.604095475,62396.924499513,53947.184295659,53882.7036247106,56213.904342649,53607.003936755,52466.104202256,67950.42463683,67272.7255477867,61715.804306016,6560.4005050659
SM (d16:1/22:1),-0.13242241228143037,11.643672524255564,2.161454429913754,0.14151068962679256,0.2679936953994125,757.6 -> 184.1,PC,26473.5416793779,25147.2217636062,21953.9215240423,27750.7020492501,28212.5420532331,24980.5819167999,26158.62210083,24893.0617294356,23609.8417129456,33321.3222656366,28530.6424636987,26114.7019882295,28461.9020233016,26685.6817360006,25421.4217910929,31424.5621490524,33050.082412716,30445.6422653054,2675.6801986686
Lyso_PC(13:0),0.1342852048798323,7.349347806981726,2.132310598401105,0.1442232092103923,0.2707347962370522,454.2855 -> 184.1,PC,1490.0001029966,1274.1400756841,1246.2000885008,1263.7600860596,1222.4400787356,1459.8001022347,1365.8001098625,1196.9200935363,1270.9001007079,1305.1800880432,1174.1800804138,1227.2600898735,1405.8601036072,1218.9800834656,1202.2400779732,1124.5800743104,1236.4400863646,1322.8600959779,1315.5201034554
C18:3,0.1310904210797252,11.24754499689193,2.1165716413403612,0.1457123990336784,0.2711517686365842,277.3 -> 277.3,FFA,23116.6815528837,18431.7212905867,18748.1212387056,22042.1814384458,19782.3213615433,20705.901473996,19689.0613937324,21232.5014991729,19173.4613952642,22575.6617698675,19812.3613243129,18396.6213378894,17571.3212623543,17476.261268617,16783.0411453247,21608.5614624021,20783.60146713,20113.8813705427,11279.7807998686
PC (38:8),-0.12740275494912623,8.077227083085527,1.9529782245350304,0.16226627984370304,0.29935330936683147,802.5 -> 184.1,PC,2015.8601341246,1856.540122986,2292.0801506051,1975.9801445001,1797.5001182562,1754.860134124,1770.4001197806,2299.2801628112,2277.1601600646,2377.4401741017,2330.0001716615,1912.3601531991,2465.5601997381,2049.4001312266,2347.7401618959,2110.4201583866,2809.7602157592,2251.0601158141,1868.3601455672
C26:1,-0.1250438578501879,16.240793525172556,1.9312288236615132,0.16462406809689215,0.3011072698524352,393.3 -> 393.3,FFA,591201.383361851,558643.897293174,562956.05998219,564354.963798656,601034.321380631,611440.064834385,687616.006817088,695116.62968445,715041.350166264,870211.923179796,757416.781662024,747899.535015408,708611.669501919,651892.346431357,625640.199478127,651859.378200148,671051.187087782,699824.249008174,19580.181320189
PC (36:5),0.12482277288060634,9.901298676578216,1.9110806128553506,0.16684327183700162,0.30258017095863005,780.6 -> 184.1,PC,7224.0804939273,7345.9805870041,7854.6405830356,9325.1605720552,8508.6406631476,7974.3805847165,8272.6805763257,8252.780647273,9321.6005973862,8485.2606925991,7590.720554353,6928.5404663094,7568.1605377252,8596.7606353766,7598.9004707325,8380.7606124841,8358.9205741887,7630.1805648819,1590.3801193226
C18:4,0.12126615508035579,11.13535877693884,1.810832340438587,0.17840841507319727,0.32083530105600183,275.3 -> 275.3,FFA,21331.9015235881,19276.3813018784,18751.8012428274,19211.4814529352,19030.1213836664,17144.801254273,17453.9212455761,17414.9012336685,17535.2612342804,19757.3214302017,17958.9613647478,18468.6613426184,17155.4011955307,16548.9812393207,15974.4011878945,18733.9214286841,16718.6611900304,19548.0613861112,12110.1808624252
SM (d18:0/26:0),0.11999602192692355,7.43459028263257,1.7079909045656043,0.19124624797941067,0.34105580889661574,845.7 -> 184.1,PC,1374.2000999453,1465.5801124566,1374.840099335,1405.4001121528,1244.6600761412,1482.3201103209,1295.2400932315,1539.7401084908,1435.4201126102,1242.9600868221,1176.1200828551,1223.2400894169,1383.260105133,1326.8401069643,1334.3800964348,1583.3601226806,1389.7800941469,1500.6800842291,1175.8600730891
Lyso_Sphingosine-1-phosphocholine,0.11648457082232863,7.191175115097458,1.5949803570037568,0.20661602043709618,0.36542006920279824,465.3379 -> 184.1,PC,1067.6800727844,1312.9400939942,1197.540081024,1084.1000671387,1101.560081482,1083.7600746157,1198.5000801085,1066.5000762939,1136.0600814821,1096.0200653075,1056.7600708008,1083.2600822449,1073.1400794983,1050.7600746156,1065.7000732421,1098.7200736998,1250.3600807189,1129.2600822447,1459.2001075741
C18:0,0.10895237097244298,16.20523204293582,1.4662674661412876,0.22593552805082026,0.3955537951722816,283.3 -> 283.3,FFA,824399.679260485,523329.593933197,519487.055206269,773028.018463177,672363.451721128,680343.621185242,563146.340148862,604273.244506795,591041.540374595,699354.948486402,577070.178894183,579482.581329152,558102.398651168,491308.036392072,495140.495452744,759609.354705825,707087.11059568,729759.592163072,238026.458847061
Lyso_PC(2:0),0.11089522293751351,7.422224018854222,1.4573576594864832,0.22735101311304037,0.3955537951722816,300.1134 -> 184.1,PC,1651.8201179495,1401.9800987247,1426.3600883486,1292.9800949099,1310.0600929259,1287.6800956725,1254.7600822446,1302.4800720222,1371.7800827024,1212.1400794982,1226.3400993344,1348.4800949094,1419.140110016,1353.060115814,1372.6200904844,1214.040081024,1495.0200843807,1236.6400909419,1384.0801010132
PCo(42:6),0.10909561145454529,7.5505730819019545,1.4160710850133125,0.23405116722074898,0.39751547448603397,848.6 -> 184.1,PC,1505.0001144415,1401.280105591,1325.0000915527,1461.9401092536,1381.1000900261,1826.1201438908,1529.0601272583,1453.5001029974,1721.9601211557,1375.220100403,1246.0600891113,1356.5000953677,1484.6201248175,1575.0401077269,1472.2601127621,1558.0801124574,1351.7400970461,1766.3801269527,1308.8400802607
PCp(40:6),0.10830074351735385,8.512261012217689,1.421652768761561,0.23313155693242926,0.39751547448603397,818.6 -> 184.1,PC,3088.6002311702,2698.4601974486,2418.3801841723,2913.100181579,3056.3202133178,3126.2202262893,3259.7402534486,3385.6802101125,3156.2202301001,2799.2601814274,2668.4201736461,2844.0402107235,3270.3802337668,2823.1802215554,2240.9401550303,3357.6401977548,3366.9402580258,2983.8202018731,1836.9801177975
SM (d16:1/18:1),-0.1078251571926359,9.493801335603738,1.4226556932809702,0.23296678314807917,0.39751547448603397,701.6 -> 184.1,PC,6377.5004348746,5262.520362854,5096.0003128038,5615.680358887,5374.5403099079,5757.5004844658,5929.7603988645,6201.8204917933,5060.7403755178,7354.8205108661,5444.7403144825,5948.3204078665,5482.7404136651,6346.9804611208,5995.4004745519,6499.5604591372,7447.4604797345,6696.2405586238,2382.4401588444
C12:0,0.10437483650803692,11.893806585420458,1.343286700053056,0.2464551827063666,0.41528668582017675,199.2 -> 199.2,FFA,35414.1426544171,27862.1019821153,28792.6021804751,31839.1024093637,31713.3822174117,31016.102195738302,28921.3420410151,31757.92215729,31022.3620910611,31953.22229004,29802.782264712,31382.942176822,30192.5220222457,28213.8220443693,27651.1418685958,29127.9220657306,28903.38217162,33381.4423141506,23986.2818527216
Lyso_PC(20:5),0.10317546084020267,8.032436671091121,1.2807593100777002,0.2577579021700876,0.4309389926906152,542.3168 -> 184.1,PC,2205.7601699843,2165.7201232925,2352.8201599118,1891.9201469415,2294.7601623528,1862.9801330564,2390.6202049246,2341.4401588444,1868.980129242,2322.7201690671,1489.3601112372,2179.4401435836,2079.3201408382,2153.8001327516,1910.800148011,2134.5601425164,2155.5001525898,2490.280158996,1313.3400955198
C26:0,-0.10114202760199344,14.968495614333198,1.2634727746665257,0.2609947639592771,0.4329680580409714,395.3 -> 395.3,FFA,258934.638915997,231704.836502079,234809.396118204,241899.977840418,246094.398338355,250162.437324546,278958.837471016,284580.121860494,291030.35912319203,340272.86437225,306697.780391726,303691.243156444,284144.041557313,269512.479530353,257189.178337096,272149.459945673,284669.999885557,285741.040168762,28102.9420165958
Lyso_PC(22:1),0.09895830549143256,7.913388354080279,1.1754115886471546,0.278292088354798,0.4576856827632908,578.4107 -> 184.1,PC,2099.6601524352,2170.5201721193,1653.5801315298,1938.3601341254,1782.1801376341,1809.7401542653,2369.5201835641,2170.0201377864,1765.9601325982,2060.000141145,2118.9601440425,1882.2001342773,2154.520153046,2100.2401542651,1672.0401191711,1679.9401206975,1967.9001274114,1679.6801071165,1289.4400978087
Lyso_PC(22:4),0.09711590712623906,7.679598329863392,1.1262221322663555,0.28858260181726664,0.4576856827632908,572.3638 -> 184.1,PC,1725.2601089468,1494.2401008606,1621.3401031507,1809.1001396176,1554.7401161181,1654.9801101688,1619.9001083375,1624.6001243592,1897.3201332094,1786.7401275636,1795.3001327511,1642.5601081849,1779.3601036071,1714.6601409911,1346.6801071161,1479.8601112365,1500.5601158145,1613.2001075734,1206.4200859068
PC (42:10),-0.09876314133180816,7.5339708638322085,1.1601941797480162,0.2814252729063189,0.4576856827632908,854.6 -> 184.1,PC,1458.9001007077,1252.9600868228,1179.3600807192,1305.02009964,1265.2201004025,1327.7600860599,1512.6601181028,1710.8201141359,1530.2601127621,1833.7401084898,1733.5601196295,1173.4600830076,1352.9001045225,1559.2601089486,1564.7201004033,1645.3401298524,1678.2401123053,1543.900115966,1247.7000961304
PC (46:1),0.09867179533074405,7.157985914425319,1.1444576127820176,0.2847123781249257,0.4576856827632908,928.8 -> 184.1,PC,1126.8200759888,1113.9000816345,1219.380088806,1166.2800827026,1082.6200790405,1182.3200798032,1082.9400787354,1085.1400794983,1122.7200813291,1127.4600753783,1124.0800819394,1064.8600769044,1069.4200706482,1148.0200805663,1124.000076294,1115.3600883482,1075.0200729369,1087.620071411,1164.1600761415
PCo(32:1),0.09554172996715153,11.780787678317719,1.125548024501768,0.28872694940674887,0.4576856827632908,718.6 -> 184.1,PC,33456.902152993,28543.2020187356,27837.7419891335,31657.542099002,31310.2621116507,29382.30226899,30013.5221748366,31099.162139894,28815.5821418751,31804.562149051,26538.8617095833,26300.6018524169,29080.781967152,26339.881797788,27425.6023864649,32460.8219985823,35371.2025146346,31771.3024444641,3835.0202789303
PCo(38:3),0.09578818815058542,9.981025412410116,1.125987546048059,0.2886328236537903,0.4576856827632908,798.6 -> 184.1,PC,8899.5006256111,8619.7605781603,8275.7407188393,8793.8806495666,8825.1607017559,8423.5006179809,8195.4605102531,8921.8205986062,8454.9804801971,8938.3806724537,8812.3005638102,8093.7605552662,7132.300521848,7784.4804573067,7257.3405838005,10262.5407714796,9159.7405891354,8566.6606674201,1904.8401412966
PC (42:0),0.09528063607315922,7.275229762198526,1.0712535166376256,0.30066247767956406,0.46964795783523144,874.7 -> 184.1,PC,1134.3000869749,1090.9800720214,1225.1400756835,1496.380111694,1237.5600967402,1215.4000816344,1190.5000915525,1241.2800941466,1208.4000930787,1177.3800888061,1125.0200843809,1151.2600746155,1187.1200866704,1127.2200775147,1302.9401016229,1212.1800880433,1251.1400909424,1266.6200828553,1257.8400917051
PC (44:7),0.09543392842509774,7.247750233785784,1.0740600045653013,0.30003018435614065,0.46964795783523144,888.6 -> 184.1,PC,1178.6800880431001,1292.0400848391,1145.9400749207,1215.7600784303,1152.1400756835,1180.2600936887,1200.4200820923,1247.0000839234,1276.6800956731,1280.5800895692,1078.5000762939,1273.5600967402,1199.820075989,1190.0200881956,1095.1200714112,1192.4000854491,1189.1600723273,1164.6600799558,1155.9400901793
Lyso_PC(22:6),0.09441662282068097,7.568034810292795,1.0608830609926958,0.30301386562607385,0.46989106698536093,568.3325 -> 184.1,PC,1702.5601234435,1706.2001304623,1609.7001075744,1698.5001220707,1480.3400917048,1331.8801116943,1292.580089569,1351.8800926211,1434.2200927733,1623.9801139831,1585.4601211553,1423.0401077267,1896.3201217652,1352.3800849914,1379.9400978087,1174.3200798033,1490.8801002501,1380.860103607,1440.7400932321
Lyso_PC(18:3),0.09388018300598425,7.331673856494411,1.0419221667028458,0.3073748478266262,0.47213783745373966,518.3168 -> 184.1,PC,1168.6600875851,1391.7801055904,1209.1800880434,1364.6200981141,1221.8600883483,1365.7000999451,1173.0000877378,1345.3200988767,1265.0200767512,1289.1000976564,1359.0000877381,1249.0600929264,1249.3200874331,1346.1200904846,1068.2400817869,1272.9800872803,1354.3600959773,1084.2800712584,1267.1400909421
PCp(42:4),0.09337536344283187,7.472999493361592,1.0354792237504027,0.30887522076412877,0.47213783745373966,850.7 -> 184.1,PC,1368.0600891116,1412.7001037593,1552.4601020815,1366.7401084908,1318.1000938413,1411.1801071163,1689.0601119996,1462.0600929264,1285.5001029963,1328.2400856025,1318.3000984197,1253.3400917053,1401.8200950617,1384.1000862122,1525.1601028441,1349.6200942997,1490.5601043696,1565.3401069638,1170.1000900268
PC (48:2),0.09221115175598273,7.156844355301909,0.9997061806002225,0.31738161400213766,0.4816997545848047,954.8 -> 184.1,PC,1186.6000785829,1141.2400932309,1112.2200813294,1097.5400848387,1109.8800811767,1138.2800827026,1179.0800781249,1094.9000778197,1135.7600784302,1096.1000709534,1092.8400726319,1094.4200820924,1122.5400848386,1106.6400794983,1080.8400878906,1195.5200920108,1123.4400787352,1088.0600738523,1111.8800811767
Lyso_PC(21:4),-0.0888044342712435,7.651867277573848,0.94066817002291,0.3321060646523525,0.5004978720817143,558.3481 -> 184.1,PC,1522.5401153575,1327.4800949104,1401.0600891116,1373.4600944515,1684.3001327507,1382.5401077269,1488.580104828,1723.2001228339,1722.3601226797,2063.7401580818,1747.18011856,1866.0601196287,1704.9801139826,1628.0201148989,1638.3401260384,1727.720123292,1293.4800872806,1474.6801185603,1397.200115203
PC (46:2),0.08769343583730761,7.185799046722896,0.905039159670566,0.3414341110774057,0.5109573410529008,926.8 -> 184.1,PC,1085.2600822446,1098.8800697326,1192.1800804137,1240.0000915523,1189.1400833129,1106.360069275,1092.460079193,1288.3001098635,1100.4200820925,1078.0800743102,1173.6000862121,1128.000087738,1115.9800796507,1176.9400901797,1133.4800872804,1120.6000862122,1123.7600860597,1165.7800865172,1123.5400848387
