lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,Control1,Control2,Control3,Control4,RAC1,RAC2,RAC3,RAC4,blank
1_Lactic acid,-0.004273606582813465,9.452910926305652,0.0013539554553242059,0.970647556822436,0.9998533477824489,89 -> 45,NEG2,1421.5000953677,1436.1600990296,1424.240097046,1427.2801055907,1435.7601089478,1416.1400947573,1423.6000976563,1409.6801033018,1417.5800971986
1_Lauric acid,0.0018752890569098252,9.426713497361165,2.6044110674239567e-4,0.9871241479861583,0.9998533477824489,199.2 -> 176.6,NEG2,1397.2400970459,1400.2801017762,1397.6001014707,1396.3401069639,1397.7600936887,1396.8801002505,1401.020095825,1396.100101471,1397.860092163
1_Malic acid,8.92342731615489e-5,9.426287979313127,5.896988380317721e-7,0.9993872897371191,0.9998533477824489,133 -> 115,NEG2,1396.4400939941,1400.8401069643,1396.5600967407,1399.6401023864,1397.1000900269,1396.4201049803,1399.2201042175,1394.1201019285,1397.0201072692
1_Maltose; 1_Sucrose,-0.002428584584709571,10.235877486894712,4.4736342639917215e-4,0.9831252277837202,0.9998533477824489,341.1 -> 179.1,NEG1,2453.7401695254,2456.3801765441,2459.2801666261,2452.1401748657,2449.3401756282,2441.140171051,2457.2801971429,2445.0601768495,2443.7401771544
1_meso-Erythritol,0.002504805815597124,9.233567943849085,4.6101843749620387e-4,0.9828696656301457,0.9998533477824489,121.1 -> 89,NEG1,1222.8000907899,1224.3400726319,1222.5000839232,1220.4800872803,1224.9800872803,1219.4800949095,1227.4400901795,1220.6200904846,1219.7400817875
1_Methionine,0.002762770347341736,9.425451523103966,5.652523667904511e-4,0.9810320523029069,0.9998533477824489,148 -> 100,NEG2,1396.6401062009,1398.160106659,1393.7000999447,1396.5000991821,1397.9001121519,1395.8400993349,1400.7601013183,1394.240093231,1396.3201065064
1_myo-Inositol,0.0029900606606573015,9.234374922278171,6.569713025969021e-4,0.9795512996894933,0.9998533477824489,179.1 -> 161,NEG1,1224.1600875854,1221.0800781248,1225.520095825,1221.4800872803,1225.7800941468,1222.2800865172,1226.9400901797,1221.2801055908,1220.0200805662
1_NAD,-0.0010905303401130184,9.28685006074269,8.758607803301469e-5,0.9925329121346856,0.9998533477824489,662.1 -> 540.1,NEG1,1267.7600898742,1270.5400848388,1277.7800941466,1265.7000923157,1274.4200973511,1263.2400932316,1271.0800895689,1262.8600845336,1263.6200866698
1_NADH,0.0019129217875698305,9.285113651613484,2.694731874667883e-4,0.9869028037091123,0.9998533477824489,664.1 -> 408,NEG1,1268.0000915527,1265.3600769044,1270.5800971984,1265.1000862124,1269.0600929259,1265.3800926206,1270.6800880433,1264.3200988765,1264.7600860596
1_NADP,0.0013767435213364759,9.284289751161506,1.395763141267565e-4,0.9905738179866318,0.9998533477824489,742.1 -> 620,NEG1,1266.3400993347,1265.000087738,1270.2401046754,1265.4000930786,1267.7000961304,1264.1600952146,1269.8600883482,1263.7800903321,1264.2400856019
1_NADPH,0.0019820754902845294,9.284702498778996,2.893012784767994e-4,0.9864295484758601,0.9998533477824489,744.1 -> 408,NEG1,1266.5200881958,1265.2800903321,1270.4601020812,1264.5000839235,1269.0000877381,1263.5200805665,1269.3000907896,1265.5800933839,1265.8200912477
1_Nonanoic acid,0.040190571192998376,9.305009725190622,0.11907197378893253,0.7300431963421727,0.9998533477824489,159.1 -> 103.1,POS2,1258.4000892637,1205.5200843811,1221.960079193,1404.380096435,1275.2000846862,1191.8200798034,1315.9400825496,1444.9800949103,1243.580078125
1_O-Phosphoethanolamine,4.988250275318355e-4,9.233548807469255,1.828367660618082e-5,0.9965883026071718,0.9998533477824489,140 -> 79,NEG1,1222.8400840759,1221.2400932312,1227.3800811769,1221.5200881958,1225.4400978089,1221.0000877381,1223.0800895688,1219.0400886535,1220.6800842287
1_Ornithine,0.047031788465304376,9.3160543673316365,0.16306563013339181,0.6863496067423038,0.9998533477824489,133.1 -> 116.1,POS1,1242.8600959777,1246.340080261,1267.8600883486,1325.6600952149,1222.9600791932,1308.220096588,1400.700088501,1313.3400917051,1323.1600952144
1_Oxaloacetate,0.004346748804707587,9.450747299578452,0.0014004377967643186,0.9701481936515666,0.9998533477824489,131 -> 87,NEG2,1413.860092163,1422.2801017761,1419.0200996399,1417.460094452,1417.7600975036,1412.8201103209,1427.6201019289,1424.4801101684,1437.4200935366
1_Oxoglutaric acid,-0.001999206362498974,9.254837155942358,2.939704419347867e-4,0.9863204876371902,0.9998533477824489,145 -> 100.9,NEG1,1253.1000900269,1251.0000724794,1238.7200851439,1231.7800903319,1233.1400756836,1243.0200805665,1244.1400909423,1241.2200927735,1229.9800834653
1_Palmitic acid,0.003228138768802534,9.236968667803298,7.658398410526207e-4,0.9779223111243388,0.9998533477824489,255.2 -> 80,NEG1,1223.6400909425,1223.4600715638,1228.8400802612,1224.4400863649,1227.7400856016,1224.4200744629,1229.420082092,1223.6600761414,1222.7600860596
1_Palmitoleic acid,9.297810565732239e-4,9.236962675649002,6.353303047622804e-5,0.9936403202241104,0.9998533477824489,253.2 -> 71,NEG1,1225.6200866697,1228.8800773622,1228.040096283,1222.5800819397,1228.0600967408,1222.4400749207,1227.7600860596,1223.9000892639,1221.0600700379
1_Pantothenic acid,0.004579475877597902,9.23662594768891,0.0015412206057917291,0.9686843868781485,0.9998533477824489,218.1 -> 146.1,NEG1,1224.1200904843,1224.2000885011,1230.680088043,1219.0400810241,1226.9200897215,1222.6200904849,1232.8400917053,1225.1200866698,1220.2400856018
1_Phosphoenol pyruvate; 2_phosphoenol pyruvate,0.0010244498483204776,9.23937656723056,7.713739586277628e-5,0.9929924377454808,0.9998533477824489,167 -> 79,NEG1,1230.1200866699,1223.5400886533,1232.6000862121,1226.9400749207,1230.1400985716,1221.0000801089,1235.0000953674,1224.4400825499,1223.0800857545
1_Phosphoenol pyruvate; 2_phosphoenol pyruvate,0.0010244498483204776,9.23937656723056,7.713739586277628e-5,0.9929924377454808,0.9998533477824489,167 -> 79,NEG2,1398.080104828,1404.0401000976,1399.3600959778,1402.2001037597,1402.1001091003,1405.7000923155,1401.5401039122,1400.1600990295,1402.9401130673
1_Propionylcarnitine,-0.013963881020148967,9.294524170072473,0.014368383872523927,0.9045875604802941,0.9998533477824489,218.1 -> 159.1,POS2,1255.0800781255,1194.3600769043,1379.3200950624,1322.420097351,1192.0400886534,1298.7400970462,1333.5801048288,1271.2201004026,1231.6400794982
1_Pyroglutamic acid,0.001089618094551888,9.427231624724925,8.792786644514546e-5,0.9925183572846693,0.9998533477824489,128 -> 82,NEG2,1403.360095978,1398.3201026918,1396.7600975036,1395.6801033017,1398.0201072692,1398.6000900267,1399.0001029969,1395.7400894164,1400.1201019286
1_Pyruvate,5.362950064220307e-4,9.431824038085507,2.1303434552828043e-5,0.9963173255168168,0.9998533477824489,87 -> 43,NEG2,1404.6600952148,1400.9401016236,1405.9801025391,1398.7201080321,1401.9600944519,1401.9801025388,1402.8200988771,1398.6201057433,1410.1001014708
1_Quinic acid,0.0024423534840971733,9.233563490641771,4.383132535735416e-4,0.9832967632157347,0.9998533477824489,191.1 -> 127.6,NEG1,1222.280090332,1222.1800956724,1225.3000907899,1220.000076294,1225.2600860596,1219.9600830077,1225.9400825501,1220.7800865173,1220.6400909423
1_Raffinose,0.0035346244856459107,9.23462984552566,9.180702526286081e-4,0.9758280564580617,0.9998533477824489,503.2 -> 179.1,NEG1,1223.5800933834,1221.0400962828,1226.3800735474,1220.8600769046,1227.1400833131,1221.060092926,1225.5200843812,1224.0200843806,1220.8800926208
1_Ranitidine,0.0033031299360387774,9.433334919689653,8.082557485149054e-4,0.977319325693121,0.9998533477824489,349.1 -> 313.1,NEG2,1404.2600860598,1414.9400825501,1398.1001052854,1400.6800994874,1404.3600959777,1410.1600952148,1413.4201049805,1395.9201049805,1397.220096588
1_Ribitol,0.0012397553685838758,9.232589087855448,1.1293299775923422e-4,0.9915210452917816,0.9998533477824489,151.1 -> 101,NEG1,1221.9400863647,1220.680088043,1226.5200881959,1219.2800865172,1225.4800910949,1219.8600845337,1224.9200859067,1216.2600898741,1219.9600906371
1_Spermidine,-0.039676706821572004,9.420210461008862,0.11634531157235073,0.7330326030939697,0.9998533477824489,146.2 -> 84.1,POS2,1441.30009842,1323.6800880436,1326.100090027,1379.0600891111,1269.5400924676,1390.0401115417,1378.2200965882,1277.5400772096,1738.800128938
1_Sphingosine,7.860681860142946e-4,9.42624576259856,4.576002415030854e-5,0.9946026588206291,0.9998533477824489,298.3 -> 268.3,NEG2,1398.6800994871,1398.5200958253,1397.74010849,1396.9200973511,1397.3201065062,1395.1600990296,1400.4401016236,1395.0200958253,1397.2001075746
1_Stearic acid,0.0021380843892480237,9.435660543076771,3.3866363827843695e-4,0.9853175059472198,0.9998533477824489,283.3 -> 265.3,NEG2,1404.6201019287,1409.9801025389,1403.8801002501,1406.8401107785,1407.4801025391,1408.5800971983,1407.9800949096,1402.6001014709,1407.4801063536
1_Succinic acid,0.003310726365603699,9.429114906933826,8.118290480117456e-4,0.9772692588769956,0.9998533477824489,117 -> 99,NEG2,1396.4001007079,1399.260093689,1406.400100708,1397.1800918578,1399.6800880429,1400.0600967406,1400.4601020811,1404.9000968931,1397.7201118467
1_Succinyl-CoA,-0.009538085844660841,9.386690957063124,0.006727208584312791,0.9346311574755134,0.9998533477824489,866 -> 426,NEG2,1354.3000984189,1400.0001068115,1354.8400993344,1353.3200988769,1355.0800933838,1353.9800987247,1357.8600997928,1352.7800865175,1354.2400932309
1_Taurine,0.0240057975894395,9.269981640470744,0.042413144246693193,0.836834250864976,0.9998533477824489,124 -> 80,NEG1,1232.320075989,1240.7200889586,1262.0000801084,1248.1400909422,1287.1600914002,1263.5600814819,1243.7000885008,1265.9400901794,1240.3600921631
1_Testosterone propionate,-0.09759396454832948,10.233598322684076,0.7224982319947415,0.395325664456277,0.9998533477824489,345.2 -> 271.2,POS2,2599.0401802084,2075.6201515196,3019.3402061466,2543.9201889052,2666.6601943947,1818.9401321427,2931.140213014,2141.3401412971,2230.2201385505
1_Theanine,0.0013391307984583363,9.432121216792588,1.3283238822149991e-4,0.9908043499087074,0.9998533477824489,173.1 -> 155.1,NEG2,1407.2601013184,1404.0000877381,1399.5400848386,1401.6601066589,1399.9601058959,1402.400100708,1406.2200965881,1402.100097656,1405.2601013181
1_Thiamine monophosphat,0.004995155011752886,9.234029882913815,0.0018334765402438285,0.9658457270402361,0.9998533477824489,345.1 -> 224,POS1,1245.0400772095,1420.2001075742,1457.7601127622,1366.3000946041,1291.8600845336,1267.9800872802,1374.4001045227,1362.1000976563,1438.5000953675
1_Thiamine monophosphat,0.004995155011752886,9.234029882913815,0.0018334765402438285,0.9658457270402361,0.9998533477824489,343.1 -> 245.1,NEG1,1223.0600852964,1219.7400817869,1224.520084381,1219.9200744628,1225.7000770569,1220.4400825501,1226.9800872804,1224.9600753784,1220.5800819398
1_Thymidine,0.021826992064405026,9.451169359020325,0.03530917309857401,0.8509492790001004,0.9998533477824489,241.1 -> 151.1,NEG2,1410.7800979612,1406.1400909426,1408.160095215,1405.8400993345,1467.8401145933,1395.0801010132,1448.7800903321,1397.9601173399,1455.8201065065
1_Thymine,0.002653187534113012,9.236284926854335,5.173182548461417e-4,0.9818539743702598,0.9998533477824489,125 -> 81,NEG1,1227.4800910948,1221.1400794982,1230.3200836179,1220.300086975,1227.3000907897,1220.5400962829,1229.1800804139,1225.1200904845,1221.7800865174
1_Trazodone,-0.08273490432471353,9.78138599101868,0.5131721815128802,0.47376885797105406,0.9998533477824489,372.2 -> 176.1,POS2,1900.700122834,1950.7201538081,1693.6001014706,1872.4201393124,1404.9601020817,2136.620162965,1626.3801193229,1827.2601242055,1679.92011261
1_UDP,0.0012048817544816062,9.238527352537387,1.0669505026977963e-4,0.9917585339319341,0.9998533477824489,402.9 -> 158.9,NEG1,1226.5400848388,1227.3600921628,1228.2400817872,1225.6400871276,1223.6600913999,1231.200088501,1228.4200859068,1222.4800987245,1226.7800941468
1_UMP,0.007466461676178194,9.34906253379048,0.004117831122045557,0.9488346027261243,0.9998533477824489,323 -> 97,NEG1,1344.9400787356,1322.3000946044,1290.8801002502,1368.9600944518,1297.4400901793,1366.7600975038,1359.1400871281,1324.9000930784,1245.720096588
1_Uracil,0.006487562828618097,9.433921741068453,0.0031177721445272907,0.955471647932311,0.9998533477824489,111 -> 67,NEG2,1398.3600997925,1404.5200920105,1408.0800933837,1397.060092926,1404.8600883483,1409.0801010129,1405.6600990295,1406.6600990296,1409.8801040648
1_Uric acid,-0.0022433139364273435,9.235591506447621,3.6981542586207033e-4,0.9846571582609613,0.9998533477824489,167 -> 124,NEG1,1236.5400924682,1221.5400810242,1227.1800804137,1219.2200889587,1225.4000854491,1219.920085907,1225.1400833128,1220.2800865173,1222.6401023864
1_Uridine,6.989867401368247e-4,9.42875555060696,3.618645418403468e-5,0.9952003401837373,0.9998533477824489,243.1 -> 152,NEG2,1397.6401023863,1399.2001037599,1401.1201095577,1404.0000915525,1399.5000915527,1398.6200981141,1402.2200927735,1397.3601036068,1399.2601051331
1_UTP,0.0025250794404076816,9.233909308518951,4.685160919384282e-4,0.9827309516188534,0.9998533477824489,483 -> 385,NEG1,1222.6000862123,1221.7600898743,1225.8000907899,1220.7000923155,1224.8200836182,1221.6000785828,1225.7600898745,1221.1400833127,1220.8000869751
1_Xanthine,0.004474396110426595,9.249221839219874,0.0014721572366545276,0.9693937153718082,0.9998533477824489,151 -> 108,NEG1,1242.5400848387,1237.0000839233,1227.3200912475,1237.4800872804,1233.3000946045,1228.4001007076,1245.8000831602,1246.0600852967,1224.7400894165
1_Xylitol,0.0016692660798889216,9.235823440155341,2.047683161437706e-4,0.9885828785851742,0.9998533477824489,151.1 -> 89,NEG1,1226.2800827026,1223.0000839233,1226.6600914,1223.1000938413,1226.2400894164,1222.9600830078,1227.920085907,1221.4800987243,1221.9800834656
1_Zeaxanthin,0.04175793419354809,10.472931725570485,0.13298471222934793,0.715357239981302,0.9998533477824489,569.4 -> 568.4,POS2,3943.4402809151,2372.7801666266,2153.1601333618,3192.080215453,3192.5402412407,2745.1202125545,3491.2402610781,2561.9001731874,2350.4601860042
10_Cytosine,0.07939899608463097,9.54199910287156,0.4687738988084573,0.49355177380872256,0.9998533477824489,112.1 -> 94,POS1,1483.1201019286,1417.9001083372,1531.220100403,1458.0200996401,1542.4801101684,1606.5401153569,1537.2801094058,1529.3401069637,1523.0401115421
10_Kynurenine,0.03592989797625442,9.515642113307766,0.09584959419108774,0.7568683078298598,0.9998533477824489,209.1 -> 94.1,POS1,1331.4800910952,1417.820091247,1738.0401153566,1309.6800918581,1468.1001014709,1636.2801322933,1379.8401069642,1450.8400955204,1649.4801063539
11_Cytosine,0.029510782754456164,9.707413948251686,0.06504202818995397,0.7986973129868716,0.9998533477824489,112.1 -> 69,POS1,1611.8001136785,1616.7801170358,1692.8401298517,1617.1601104732,1645.1001091007,1659.8001060492,1733.6601295472,1627.1001243589,2082.6401634208
11_Kynurenine,-0.0855636048638878,9.278916213288012,0.5391180638741364,0.4627984593361757,0.9998533477824489,209.1 -> 192,POS2,1357.4600906366,1424.9001007073,1239.3400878906,1213.1000823974,1228.9200782776,1200.7000846861,1244.3800964356,1253.1400871278,1192.8000831602
12_Kynurenine,-0.0316033185439402,9.254375104801317,0.07345007502704815,0.7863781549004386,0.9998533477824489,209.1 -> 146,POS2,1240.5000877379,1364.9800949096,1185.2000808713,1225.3000907899,1172.000076294,1284.3201026912,1214.1800804136,1230.6800918581,1245.3600807192
13_Kynurenine,-0.07259779382649305,9.392241279032485,0.3898314918417296,0.5323879900674255,0.9998533477824489,209.1 -> 94,POS2,1328.0800895689,1428.1200942993,1557.9401206963,1306.1600875859,1276.7801094055,1316.4200897217,1458.1201019285,1286.9200897217,1326.02009201
14_Kynurenine,-0.081110914468618,9.365096206134899,0.4861117546178697,0.4856669075747868,0.9998533477824489,209.1 -> 93.9,POS2,1290.8000984193,1364.7600898737,1581.8401107795,1299.4000854492,1164.7000770569,1448.3201141354,1258.1000938415,1356.2600898742,1290.4800910946
2_(+)-alpha-Tocopherol,0.00482333020105233,9.429328786523058,0.0017231111913645826,0.9668890223267113,0.9998533477824489,429.4 -> 163.1,NEG2,1398.2000999452,1399.6600990296,1399.1201057435,1399.6401023863,1402.6600875854,1400.2601013182,1407.3200950621,1398.1400985715,1398.9400978089
2_2-Aminoadipic acid,0.00268415731894749,9.425076960029346,5.335358622590926e-4,0.9815717857657601,0.9998533477824489,160.1 -> 142.1,NEG2,1395.4201049805,1397.2000999449,1395.4600944516,1395.8800964356,1397.4800949098,1398.3400955202,1397.3200874331,1394.2400932312,1395.4400863649
2_2-isopropylmalate; 3_2-Isopropylmalic acid,7.111906521350644e-4,10.235766507636157,3.8364023994464334e-5,0.9950580384562454,0.9998533477824489,175.1 -> 113.1,NEG2,1400.8600997923,1403.0400962829,1395.7800941467,1401.860099792,1401.4800910949,1398.2400970459,1406.8800964355,1411.4601135255,1402.0400962829
2_2-isopropylmalate; 3_2-Isopropylmalic acid,7.111906521350644e-4,10.235766507636157,3.8364023994464334e-5,0.9950580384562454,0.9998533477824489,175.1 -> 113.1,NEG1,2449.6201629639,2451.7201690675,2452.8001785274,2455.3201789854,2453.5401687626,2445.6001701356,2456.8001708984,2446.1401748655,2444.8201713561
2_3-Indoleacetic Acid,0.002226187053689791,9.427998360146466,3.670451531903125e-4,0.9847147255374998,0.9998533477824489,174.1 -> 128,NEG2,1397.420101166,1402.4200973508,1397.9601058958,1398.4001007079,1399.4600944522,1399.180110931,1401.7801055908,1397.4401054381,1398.240097046
2_5'-CMP,5.716204402426307e-4,9.240074232677022,2.4015975188750992e-5,0.9960898948524674,0.9998533477824489,322 -> 79,NEG1,1230.9000854493,1225.2600822449,1228.6200904847,1229.4200820923,1229.7400932314,1224.2200889588,1229.520088196,1226.540081024,1227.9600944517
2_6-Hydroxynicotinic acid,0.0019065089241460365,9.429768142810296,2.6921762915657643e-4,0.986909015070674,0.9998533477824489,138 -> 42,NEG2,1401.1600990295,1401.8401107787,1399.7801055907,1401.0000991822,1401.6001014706,1401.4601135253,1403.8001022336,1397.3400955197,1399.8001022338
2_Acetyl CoA,0.002765173404681162,9.236564803696524,5.618865118227514e-4,0.981088599339977,0.9998533477824489,850.1 -> 408,NEG1,1224.2800865173,1222.1800880431001,1227.2200889588,1222.1000900269,1226.7000961304,1221.5401039121,1227.7400894163,1223.0800781249,1230.4400863645
2_Aconitic acid; 1_Shikimic acid,0.0062267624963294734,9.25532101395861,0.002851691436635332,0.9574122246841239,0.9998533477824489,173 -> 111,NEG2,1421.8400993349,1420.3200988769,1409.7601089477,1424.2201004026,1413.5200996397,1414.6000862122,1416.900096893,1416.5200958254,1415.5000915529
2_Aconitic acid; 1_Shikimic acid,0.0062267624963294734,9.25532101395861,0.002851691436635332,0.9574122246841239,0.9998533477824489,173 -> 111,NEG1,1240.9200820923,1245.6200752258,1238.6000938416,1233.4000778199,1253.1800956724,1239.5200920105,1250.5800819397,1230.5000839231,1237.4800949094
2_Adenine,0.002427872133044843,9.239791120868814,4.332548979812676e-4,0.9833934107867273,0.9998533477824489,134 -> 92,NEG1,1227.8800849914,1226.0000953671,1227.5401000973,1230.9200706482,1225.9600944519,1235.7600860595,1228.8000793458,1223.9600906371,1223.180076599
2_adipic acid,-0.0021753341071680354,9.452529120533836,3.5078436179583616e-4,0.9850571036695344,0.9998533477824489,145.1 -> 83.1,NEG2,1424.7001075743,1420.6200981138,1435.4201011655,1417.7001075745,1436.4001121522,1413.4801025388,1421.7600975037,1411.0800933839,1427.3801002502
2_ADP,0.001941629383205709,9.23675019670433,2.7705413948800415e-4,0.9867198698988903,0.9998533477824489,426 -> 134,NEG1,1230.5400848388,1222.3800773621,1228.0400810241,1221.3000831602,1225.700084686,1221.9200897219,1233.1400833131,1222.0000839234,1221.7200889585
2_ADP-Glu,0.0010274379815549456,9.290020181099234,7.775504109843422e-5,0.9929644393528777,0.9998533477824489,588.1 -> 241,NEG1,1268.6600914004,1272.6200904843,1274.2200889587,1273.7800865174,1272.7600822449,1265.5200805664,1277.3200950621,1270.9800758361,1266.3000831604
2_ADP-Rib,0.003605287260010824,9.243845002360128,9.555435224569324e-4,0.9753398259359273,0.9998533477824489,558.1 -> 97,NEG1,1233.5400924682,1229.4800910949,1234.6400909424,1227.1000900267,1235.9400787355,1227.2000808715,1234.3000907898,1233.4800834653,1225.4800796508
2_Alanine,0.09019247123619474,10.715962857922559,0.6222804064447445,0.43020113294522333,0.9998533477824489,90 -> 72,POS1,3528.0402297979,3558.8802528367,3519.0602416991,2404.1201553352,4908.120334626,2910.7202186575,2821.260189056,3185.540214537,3933.7403030395
2_Allantoin,0.0021287779839377764,9.23446048259273,3.330025937306417e-4,0.9854407244169321,0.9998533477824489,157 -> 113.8,NEG1,1223.5000801083,1222.4000816345,1227.1400871277,1220.740081787,1225.4800834656,1221.1000862121,1227.360084534,1220.9600868227,1220.5200805667
2_Anthranilic acid,0.001900242571325979,9.236866597186301,2.6536958439381036e-4,0.9870029010340176,0.9998533477824489,136 -> 65,NEG1,1224.4000854492,1227.5200958251,1228.0000762938,1222.6200942994,1228.920074463,1222.7400894163,1228.360080719,1222.860092163,1222.1800918579
2_Arginine,0.0038427305476334377,9.430918084156497,0.0010937027262802384,0.9736178278580262,0.9998533477824489,173.1 -> 131.1,NEG2,1397.5401077267,1400.2000999452,1399.2201042175,1401.5801048275,1397.8201141354,1400.9200897218,1401.1000938412,1406.6401023865,1412.8000984188
2_Argininosuccinic acid,-0.00115745941484663,10.237861260330298,1.0162141158787628e-4,0.9919568657523283,0.9998533477824489,289.1 -> 227.1,NEG1,2449.4001617433,2464.0801734922,2470.8001861573,2446.7801856996,2449.3201789854,2447.7001609801,2459.2801704404,2454.6401786804,2446.480167389
2_Asparagine,0.0012409672531703427,9.428543031421684,1.1405838025628804e-4,0.9914789050300652,0.9998533477824489,131 -> 113,NEG2,1395.8601036069,1398.6200904845,1403.1601066588,1402.9000968932,1401.4000968932,1397.2201042174,1402.2000999451,1397.5600891115,1398.1401023865
2_ATP,0.0010211041802733517,9.235420609886102,7.662032751365585e-5,0.9930159632241157,0.9998533477824489,506 -> 158.9,NEG1,1224.1600875853,1223.5800857543,1228.3200874326,1222.680091858,1227.1000938417,1220.7600898743,1227.800086975,1220.4400863647,1221.7000770572
2_Bilirubin,0.0031113444385191874,9.434682671046673,7.171367062918897e-4,0.9786356771626864,0.9998533477824489,583.3 -> 253.1,NEG2,1401.0401000976,1406.74010849,1407.5000953673,1405.0401115418,1404.3600921631,1404.7600936892,1407.7800941467,1408.5401039121,1405.1001014711
2_Caffeine,6.024094985147137e-5,9.428469772315951,2.687748715203466e-7,0.9995863487190935,0.9998533477824489,193.1 -> 177,NEG2,1404.6800918579,1398.2201042174,1399.840106964,1398.9001045229,1397.8600921628,1397.12008667,1403.0200996398,1396.9001045228,1399.9001121521
2_cAMP,0.0016055721307906515,9.2362866595185391,1.8944431321617694e-4,0.989018361689668,0.9998533477824489,328 -> 79,NEG1,1225.3800773621,1223.8800849915,1227.8200836181,1223.9400863648,1227.7600822451,1222.3000907895,1227.5000839232,1222.8000831601,1221.7800827025
2_Caprylic acid,0.041979461568373434,9.578541138532067,0.13121908061272158,0.7171713880320003,0.9998533477824489,145.1 -> 57.1,POS2,1357.6201133722,1369.2600975036,1879.6201324461,1512.3401107793,1271.5801010126,1462.1800994865,1585.8201179498,1972.7201118473,1568.8001060484
2_Carotene; 1_Lycopene,-0.06153312081355065,10.273550327029453,0.28740407233179843,0.5918888843172193,0.9998533477824489,536.4 -> 444.4,POS2,2533.4401855465,2503.6401824943,2627.6201896663,2621.2401847832,2429.7401771545,2545.0401954647,2484.2201690676,2385.280162811,2512.1601791381
2_CDP,0.0013212282223713638,9.234931044493013,1.2827756161892128e-4,0.9909633778271644,0.9998533477824489,402 -> 110,NEG1,1226.1000900268,1222.2800788877,1226.7000885013,1221.540084839,1224.6400909424,1221.3600883486,1227.2400817872,1221.7600898743,1221.1800804136
2_Cholesterol,-0.09340296162512289,9.473189942325977,0.6471387014500802,0.42113752977415364,0.9998533477824489,369.4 -> 147.1,POS2,1562.0801086426,1321.2401008606,1513.5601081846,1577.6801185614,1545.7000999446,1518.2801094059,1245.9600868227,1282.1400794983,1426.1400909423
2_Citalopram,-0.03601078513613672,9.29891485774194,0.09553056748632183,0.7572605235235323,0.9998533477824489,325.2 -> 234.1,POS2,1259.0400962829,1318.7000961303,1300.8400955201,1290.4201011657,1225.8200874328,1214.8000831603,1320.3200874329,1274.680088043,1308.7401008606
2_Citric acid,0.003958820212874677,9.432973900730918,0.0011609386151759,0.9728192982630884,0.9998533477824489,191 -> 87,NEG2,1397.5601005553,1410.4801025392,1400.4001083371,1403.6000938416,1402.4000968932,1403.4401016237,1406.8000984192,1407.8200874327,1403.3600997926
2_Citrulline,0.0016018094627567121,9.428741577323487,1.9003154831653997e-4,0.9890013556212792,0.9998533477824489,174.1 -> 83.1,NEG2,1398.0200958252,1401.4801063536,1400.3400917055,1399.4000930787,1400.0200996393,1397.7201004028,1402.620101929,1398.1200942993,1401.0801048276
2_Creatine,0.022876881692642716,9.260377230106906,0.03850423991375128,0.8444340826079075,0.9998533477824489,130.1 -> 88,NEG1,1243.6200866698,1250.6600990293,1229.2800865173,1232.6400833131,1252.9200820925,1259.0200881956,1261.6600952147,1255.5600891112001,1223.7200889587
2_Creatinine,0.0038059889017100805,9.430042403928821,0.0010729078291635207,0.9738697470068591,0.9998533477824489,112.1 -> 41,NEG2,1398.7200965879,1399.5800933838,1403.2401008604,1398.940105438,1399.800086975,1402.5600929261,1404.2200927736,1401.7000923156,1401.4200859068
2_Cryptoxanthin,0.045084494514843414,9.25121320432811,0.1495209073833299,0.6989936173578526,0.9998533477824489,552.4 -> 460.4,POS2,1342.4001045228,1215.5600929261,1177.2600898742,1172.9400863647,1277.2200965881,1265.8200836182,1293.0200958249,1221.5600891112001,1172.4000778197
2_CTP,0.002835574681430048,9.233524053817975,5.908126549508952e-4,0.9806080182711837,0.9998533477824489,481.9 -> 383,NEG1,1222.2400856017,1220.8800849915,1224.3600959778,1221.6200752259,1224.3200836181,1220.1200866699,1226.6600914002,1221.5200920108,1220.3200836182
2_Cytidine,0.00537140916317801,9.428317463666858,0.002136848728529305,0.9631300708871513,0.9998533477824489,242.1 -> 109,NEG2,1397.3600959775,1397.8000907902,1398.4600944519,1396.780090332,1402.4801063538,1395.8400993348,1407.8000984192,1398.1600952149,1400.420101166
2_D-(-)-Arabinose; 3_D-(+)-Xylose; 2_L-(+)-Arabinose; 2_Ribose; 2_Ribulose,-0.003193707521221024,11.561210041699674,7.888653268192198e-4,0.9775929646957366,0.9998533477824489,149 -> 59,NEG1,6167.1404266359,6164.9804382324,6157.0804557798,6134.7204399108,6145.940437316,6133.2004432676,6141.480434418,6118.1604042053,6139.8604545592
2_D-Biotin,0.0018801505482154957,9.427231085694958,2.617971232090312e-4,0.9870906746220646,0.9998533477824489,243.1 -> 166.1,NEG2,1398.5200996397,1398.6200904847,1398.3000984194,1397.5401039124,1398.1401023864,1396.6801071167,1401.4801025391,1397.0000953677,1399.320095062
2_D-Erythrose 4-phosphate,0.0023937495222922534,9.429250495227365,4.2439888884223645e-4,0.9835639875174638,0.9998533477824489,199 -> 79,NEG2,1398.34009552,1403.2200965878,1400.440093994,1398.7201080321,1399.1600952148,1400.9801025388,1404.8400955199,1398.06010437,1399.5000991822
