lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,blank
2_Thymidine,-0.0030341207923031775,8.589448682012405,6.50098399892907e-4,0.9796585196082777,0.9997523523750523,241.1 -> 125,NEG2,1402.6400909424,1410.7201042176,1409.1400985716,1406.1401138304,1404.1601142879,1401.8201065061,1411.8800888062,1403.6001052855,1406.3600997925,1411.7000961302,1400.6600914005
2_Thymine,0.0017986075675059708,8.39324148845257,2.2706905299456348e-4,0.9879772836695825,0.9997523523750523,125 -> 80,NEG1,1227.8600807191,1229.060081482,1225.1000823976,1221.2200813294,1223.8800926207,1226.4400825501,1235.4000930786,1231.1000976562,1226.0200881955,1230.9400863644,1222.0000839237
2_Trazodone,-0.015617847544598034,8.456475065325144,0.017155321532107526,0.8957924540843477,0.9997523523750523,372.2 -> 148.1,POS2,1263.2600936888,1240.9800834657,1349.8600959778,1332.3001022337,1250.9001007078,1262.5000953674,1327.3800926207,1279.8200950622,1254.3000869751,1259.2800865174,1283.9000968932
2_UDP,-2.869223863217825e-4,8.39583684494628,5.778552111658161e-6,0.9980819975380578,0.9997523523750523,402.9 -> 111,NEG1,1224.0200920105,1227.7000961302,1223.7400894163,1231.6400871278,1225.9000816345,1230.4200859072,1231.4200782776,1222.660079956,1237.9000968932,1224.5200920104,1243.3400917053
2_UMP,0.042242105374661915,8.44647542174156,0.1254658822393806,0.7231802848063591,0.9997523523750523,323 -> 79,NEG1,1234.5000801086,1265.7400932311,1266.9400901795,1260.6400909424,1247.1200828555,1270.2400932311,1319.1201057433,1299.2000923156,1300.9800796509,1287.7800941466,1255.3600883485
2_Uracil,0.01269710156443812,8.591486088545203,0.011385468325491518,0.9150248325991461,0.9997523523750523,111 -> 42,NEG2,1407.0201072688,1402.7601089477,1396.5601043702,1401.0801086422,1398.6400985716,1407.7001075743,1412.3200988769,1418.0801086423,1423.7801055909,1423.6801033021,1399.3000907899
2_Uric acid,-0.002837793590077524,8.389797472627677,5.651862275695375e-4,0.981033161830008,0.9997523523750523,167 -> 123.9,NEG1,1223.5200920105,1223.4600868224,1222.5400886532,1228.1200866698,1222.9200897216,1226.2800827027,1227.1600799562,1222.8200874327,1223.7600898742,1223.5600776676,1222.620075226
2_Uridine,-0.004826296902686923,8.595970234030261,0.0016452508718237668,0.9676453242258324,0.9997523523750523,243.1 -> 110,NEG2,1399.7400970459,1406.5601005553,1439.4201087949,1413.9201011656,1413.1200904849,1405.980110168,1435.9801063538,1407.5200920105,1420.8600959778,1396.1000938415,1399.7801017761
2_UTP,-0.0026543017559420108,8.392162651654202,4.944953221338345e-4,0.9822587031068367,0.9997523523750523,483 -> 158.9,NEG1,1223.5200996397,1230.4000892639,1221.5600814819,1221.4200820922,1232.6600837706,1226.3000907899,1231.6800842284,1222.000087738,1228.5800819397,1224.8200836181,1225.9400787353
2_Xanthine,-0.003256251297145803,8.396958060979122,7.443463092914448e-4,0.9782342465088727,0.9997523523750523,151 -> 80,NEG1,1236.1200866702,1232.0400886537,1228.5200881956,1223.3000907896,1234.0200958249,1227.8000907899,1232.7000770567,1225.1400794984,1236.2600898741,1233.4400863647,1224.6000900265
3_(+)-alpha-Tocopherol,-0.0020137353344608765,8.583800343629754,2.863111408941601e-4,0.98649985410943275,0.9997523523750523,429.4 -> 135.1,NEG2,1401.2201004025,1400.9400978088,1399.1201019286,1394.6800994876,1403.4000930786,1404.6400833129,1403.0400924682,1402.4600982665,1398.1201019289,1398.5600967405,1402.0001068113
3_2-Aminoadipic acid,-0.0016039980435954794,8.592853687650209,1.8170461955855678e-4,0.9892450129007492,0.9997523523750523,160.1 -> 98.1,NEG2,1412.9401206969,1415.640094757,1408.5801162716,1402.920097351,1406.7201042171,1407.8801078796,1413.3600997924,1409.780101776,1418.5001029967,1406.8801040648,1402.2401008605
3_2-isopropylmalate; 4_2-Isopropylmalic acid,-0.002063104453299422,9.392849481911517,3.0601427240599475e-4,0.9860431068704657,0.9997523523750523,175.1 -> 85.1,NEG2,1399.7800979611,1404.9601058957,1398.3400878908,1396.8600921632,1408.1000938414,1409.9401016236,1402.8800888062,1402.1401062014,1401.320098877,1399.7001075742,1402.3201179503
3_2-isopropylmalate; 4_2-Isopropylmalic acid,-0.002063104453299422,9.392849481911517,3.0601427240599475e-4,0.9860431068704657,0.9997523523750523,175.1 -> 85.1,NEG1,2448.8601646425,2455.1801643374,2455.7801742549,2448.6001815791,2461.4201736453,2456.1801834103,2459.2001800535,2447.9201736452,2468.3401679991,2450.9401741024,2460.2201766966
3_3-Indoleacetic Acid,-0.006459513289040028,8.50771784690275,0.002938572269120643,0.9567689692814292,0.9997523523750523,176.1 -> 130,POS2,1339.5201072696,1192.1000785825,1386.0201110839,1345.4000968931,1347.3001098633,1232.8600845334,1376.0001068114,1334.2400894166,1248.1800956726,1405.56010437,1407.7401008607
3_4-Hydroxy-L-proline,-0.12065457383921023,9.541502131470843,1.0498593738536979,0.30553947654438945,0.9997523523750523,132.1 -> 68,POS2,2623.360149384,2516.7202072155,3050.6802062984,3068.3202171338,3592.0602340704,2667.7202224736,2105.2401618953,3026.7802162167,2832.6601943962,3063.380195618,1417.1201057435
3_5'-CMP,0.19804902471145674,8.74209621622014,2.7786311534389005,0.09552978449954284,0.9997523523750523,324.1 -> 112.1,POS1,1464.0201148987,1423.3001022336,1627.1401214594,1429.2601089477,1300.4601020812,1638.0201187133,1349.2601051334,1945.400131226,1770.6201477038,1629.6601333623,1622.6801223756
3_6-Hydroxynicotinic acid,0.033874468950459063,8.641292939415555,0.08117629248418012,0.7757096196847594,0.9997523523750523,140 -> 122,POS2,1328.3000907899,1492.1001091012,1488.3000907891,1536.1800956728,1412.9201011662,1513.5201034548,1667.7801208487,1499.5001144403,1321.6000938414,1444.1200942995,1331.1000862123
3_Acetyl CoA,-1.3402731693406064e-4,8.387820227662305,1.2606354895024902e-6,0.999104151161676,0.9997523523750523,850.1 -> 766.1,NEG1,1222.1600914001,1221.2400894167,1221.6600875854,1219.9600906372,1221.6000823973,1225.0200843813,1226.6200866701,1220.8600807187,1224.0200996398,1224.600086212,1220.5600852966
3_Aconitic acid,3.88109368657067e-4,8.40351013094603,1.057637435482664e-5,0.9974051772128065,0.9997523523750523,173 -> 85,NEG1,1247.3600883484,1238.5400962829,1228.8600845337,1227.780090332,1230.6200866698,1237.7400817869,1242.9200935365,1241.9400863648,1237.5800857543,1229.8800811766,1232.3200912477
3_Adenine,-0.04945790673528663,8.842838225294226,0.17388944406444273,0.6766780182571538,0.9997523523750523,136.1 -> 119,POS1,1783.7001457211,1714.5401306155,1738.3001098641,1669.8001213072,1606.3601188665,1754.1001014716,1626.2001037593,1565.1001243595,1751.6601181028,1549.4001007073,1683.1401252741
3_adipic acid,-3.2758213788554406e-4,8.61857291431925,7.584410139819392e-6,0.9978026440320337,0.9997523523750523,145.1 -> 81,NEG2,1426.440097809,1430.2001075745,1430.3201026915,1431.7401084903,1453.460102081,1424.7200927732,1438.7200965881,1440.4200859068,1450.5801086423,1433.8401031493,1424.4601020811
3_ADP,-0.0011063816575472476,8.390836400794065,8.591264732910227e-5,0.992604587656911,0.9997523523750523,426 -> 79,NEG1,1228.3000869751,1224.7400856019,1222.4000968932,1221.3800849914,1225.1400909423,1225.9400901793,1231.0200996397,1223.380077362,1226.3400917056,1225.6800842285,1222.1600914001
3_ADP-Glu,-0.06373482713214194,8.587906982875893,0.2869062007528145,0.5922099650242127,0.9997523523750523,589.1 -> 428.1,POS1,1466.9001045226,1488.820110321,1304.1600914,1311.5200881957,1653.6401176451,1310.42010498,1382.0800971985,1365.7000923159,1447.5001144408,1424.8001098632,1297.9800796508
3_ADP-Rib,0.020975998317792875,8.399499371842328,0.03089046052537002,0.8604849924491101,0.9997523523750523,558.1 -> 79,NEG1,1224.1800880432,1223.5400886534,1223.3801002501,1220.4000854491,1224.0800933838,1271.1200904846,1228.2600860595,1226.2600898741,1270.1600952147,1224.7400894162,1221.9200820921
3_Allantoin,0.01662249308610021,8.520936508255867,0.019478935147068666,0.8890021504913749,0.9997523523750523,157 -> 97,NEG1,1370.6400947572,1388.1600952147,1329.4600982663,1329.220096588,1293.0000915527,1331.300086975,1325.0200996398,1403.320098877,1372.3201026919,1373.5601005554,1235.5400924683
3_Anthranilic acid,0.13327326690497082,10.975080203311276,1.297597862840754,0.2546524681869199,0.9997523523750523,138.1 -> 120,POS1,7186.600433349,8021.1804962172,6572.2404251114,6848.0204811093,6718.1205253621,6736.8004837042,6584.2404823301,9621.5407562303,8064.780593873,7867.2805786139,6726.020408633
3_Arginine,-0.002554039873520224,8.58159712004184,4.6053457779751325e-4,0.9828786561397787,0.9997523523750523,173.1 -> 112.1,NEG2,1400.8601074219,1400.0601043701,1397.0200920103,1394.3000984192,1398.2001037594,1401.8801002502,1400.8400878906,1399.2800979613,1396.2400932315,1397.0401039125,1398.9201011654
3_Argininosuccinic acid; 4_Argininosuccinic acid,0.001211043426453065,9.390281298575646,1.0543965279521603e-4,0.9918071611386559,0.9997523523750523,289.1 -> 132,NEG1,2448.3601722717,2445.7601699827,2449.2001609801,2444.6001777646,2450.9401779174,2455.180175781,2458.0401802063,2450.7201766965,2463.9001579283,2451.5601768491,2446.4001770019
3_Asparagine,-2.66845878155454e-4,8.58646991303059,5.027819140218659e-6,0.998210920987716,0.9997523523750523,131 -> 42,NEG2,1401.6601066588,1402.120098114,1399.3201065062,1401.2400932309,1400.3400917054,1406.3601036071,1410.4600982667,1405.6000976562,1397.9400939944,1400.24010849,1411.4000930785
3_Atenolol,-0.004280855100088736,8.591593617943392,0.001294211643933561,0.9713021710425503,0.9997523523750523,265.2 -> 69,NEG2,1410.220096588,1412.1401138303,1404.8601112366,1405.8800926209,1414.8200950623,1414.6001014709,1406.640094757,1406.4600982667,1411.4000930783,1405.2801132201,1399.5801086426
3_ATP,5.332463742112935e-4,8.389610776700671,1.9956462812695946e-5,0.9964356495262123,0.9997523523750523,506 -> 79,NEG1,1223.6000709534,1223.5200881957,1221.760082245,1221.140083313,1222.7400817871,1227.0800895693,1227.5400924682,1222.8200912474,1228.7000846864,1223.9800872802,1222.1600952151
3_Bilirubin,0.03380530465410774,8.626460362468816,0.080784761862793375,0.7762367295405893,0.9997523523750523,583.3 -> 241.1,NEG2,1439.9600982664,1431.3000946046,1407.7401084898,1399.8000907894,1444.4801025388,1454.6601066591,1433.9801139834,1419.4601058957,1411.9201011661,1590.5001068113,1438.0200958249
3_Caffeine,-0.0016957116476264134,8.582779375417088,2.0301344758934248e-4,0.988631903007709,0.9997523523750523,193.1 -> 79,NEG2,1398.6200904846,1400.8401069641,1398.2201004027,1398.0200881958,1398.0001068115,1401.7601013185,1403.0200996397,1401.8000869751,1398.1401023862,1397.9800949097,1400.8801002501
3_cAMP,-0.0054442253834624775,8.55054809305354,0.002090876831836508,0.9635285554491941,0.9997523523750523,330.1 -> 268.3,POS1,1339.4200973511,1370.9601020811,1377.600093842,1352.5200996398,1424.7601051325,1475.6600952152,1316.080089569,1439.7601089481,1329.7000846863,1294.4800910949,1335.5600929259
3_Caprylic acid,-0.1089272411895315,10.12025512962101,0.861201999026382,0.35340253921182396,0.9997523523750523,145.1 -> 43.1,POS2,4484.3203659041,4065.0203056317,4248.3002586379,3725.8002357483,4691.9003219597,4499.2803306563,3892.2602691646,3766.7402076725,3775.3802680971,3785.2602424596,3800.9802513121
3_Carotene,-0.036814292639468026,8.640205391593026,0.09587065777699566,0.7568424371634929,0.9997523523750523,536.4 -> 161.1,POS2,1289.4800910949,1564.4001083375,1539.6800994873,1580.5801124568,1450.2400970456,1411.4601058963,1499.940086365,1580.7801055901,1382.5600967407,1379.4201049805,1345.4401054382
3_CDP,-2.1579443892685637e-4,8.389688895971295,3.2681970138764144e-6,0.9985575726803663,0.9997523523750523,402 -> 79,NEG1,1223.8400840758,1223.7600860597,1221.6400871277,1221.4000892639,1223.6200828551,1229.0200805667,1227.2200889586,1222.7800827029,1225.4800834655,1223.920085907,1223.0600852965
3_Cholesterol,-0.05346440031757681,9.461564595639397,0.20566074985566463,0.650189934061844,0.9997523523750523,369.4 -> 95.1,POS2,2552.1401901247,2764.7001876821,2293.8601646413,2873.4802207942,2434.1601715091,2954.2202377311,2761.7601661686,2232.6401672365,2270.020153044,2255.560150147,2931.1802215581
3_Citalopram,0.008093390470307564,9.087721909988288,0.0046815422772317206,0.9454498711508754,0.9997523523750523,325.2 -> 109,POS2,1999.6801452637999,1900.220119477,2186.3601493827,1918.3801422121,1819.6001358031,2158.4201393137,2010.2601470948,1854.8201446534,2015.0201377867,1865.0001296996,2128.7801551822
3_Citric acid,-0.0010176344905632548,8.584425038389092,7.311835682251473e-5,0.9931774303098648,0.9997523523750523,191 -> 57,NEG2,1399.1800956726,1401.1600952148,1402.0801010128,1395.6400985715,1402.4600982664,1409.0400886534,1402.3001098629,1402.4400939941,1399.9800949095,1399.0601081847,1401.5401039125
3_Citrulline,0.08471798800136728,8.575987132308397,0.5064473255488657,0.47668083919248627,0.9997523523750523,176.1 -> 159.1,POS1,1310.6800956724,1427.0801010129,1394.9001159664,1294.6600875856,1295.6401062012999,1619.0400886535,1367.220100403,1476.6001129149,1304.8201026915,1378.7000999452,1454.1801071169
3_Creatinine,0.014037544283807747,8.47816565749825,0.013862170640821958,0.9062754786228375,0.9997523523750523,114.1 -> 86.1,POS2,1307.2000961303,1359.4800910953,1147.8600769043,1322.2400970457,1264.1201019284,1260.9400825504,1271.9401016236,1191.9400901794,1230.2800788879,1524.9000968939,1437.3801002502
3_CTP,-0.001304477885037542,8.390745685271868,1.1943149001685666e-4,0.9912805148556303,0.9997523523750523,481.9 -> 102,NEG1,1230.7600860593,1223.2200927733,1222.7800827025,1220.8400878904,1224.2600898741,1229.6800842287,1228.2200851437,1222.7800941467,1226.4400749208,1224.3000831604,1222.3400840756
3_Cytidine,-0.0013926805361702225,8.58203664051941,1.3693514390902828e-4,0.9906634245498545,0.9997523523750523,242.1 -> 65,NEG2,1398.0200996397,1399.8201026916,1397.5000991822,1395.4400901797,1398.7601013182,1403.2600975034,1402.0201034547,1400.3000984191,1397.1000938417,1397.3200912475,1399.8001098633
3_D-(-)-Arabinose; 3_L-(+)-Arabinose,-0.0011050748447353096,9.432918163950346,8.786192649983676e-5,0.9925211630913209,0.9997523523750523,149 -> 43,NEG1,2518.840171814,2517.8201904297,2545.4401626587,2505.7401847839,2559.200187683,2536.2001686096,2497.1001663212,2503.4001770017,2564.8001670836,2567.4601860044,2459.0601730348
3_D-Biotin,-0.0031200959185564586,8.583641083419591,6.873373712979573e-4,0.9790841609394381,0.9997523523750523,243.1 -> 122.1,NEG2,1400.1800842285,1400.3801002504,1395.6401062012,1400.4200973509,1405.6801071165,1403.7200965882,1401.7601013181,1401.3201065061,1398.0001029969,1399.5800933837,1399.840106964
3_D-Erythrose 4-phosphate,0.009768539783751166,8.767351315515603,0.006760522165959459,0.9344698654602468,0.9997523523750523,201 -> 99,POS2,1564.1601219175,1602.4201126104,1512.3401069642,1431.1400871277,1481.8400917052,1526.360118866,1451.4600791931,1456.760105133,1477.2001037596,1751.7401237487,2240.8001594552
3_D-Fructose 6-phosphate,0.027180093661888158,9.420927209784633,0.053137069694453004,0.8176917699866668,0.9997523523750523,261 -> 207,POS2,2463.9401817323,2532.4401779174,2465.7201766968,2495.5001831053,2426.7401580811,2520.2201881403,2481.0401840202,2556.5001754761,2492.1401557922,2601.4601898192,2508.7201690674
3_D-Galactose,0.09255373760813454,8.619847320825466,0.6056110636455871,0.4364451241914079,0.9997523523750523,181.1 -> 61,POS1,1400.6400985717,1462.9000968931,1386.4801063538,1411.2401046747,1361.6400947569,1331.7401046753,1419.1800956724,1357.6601028443,1706.2601203916,1694.4601287846,1270.9000816346
3_D-Lactose,0.01988872846318602,8.525175176628498,0.02788422629532683,0.8673812952911253,0.9997523523750523,361 -> 352,POS1,1336.340091705,1314.3400878905,1327.8000946044,1352.600090027,1362.1601066588,1389.1800880429,1326.2400856019,1282.9600982665,1436.7401008605,1368.1600952147,1298.3800964356
3_D-Mannitol; 2_D-Sorbitol; 2_Dulcitol (i.e. Galactitol),-0.006707562524382856,10.40655626787428,0.003274856059762663,0.9543648818445863,0.9997523523750523,181.1 -> 71,NEG1,4951.0803565979,4978.9803657527,4972.8403358464,4952.3203506468,5004.3003425603,4957.7203521726,4989.9803581238,4949.460365295,4961.0803413392,4946.8603553771,4899.1603469848
3_D-Ribulose 5-phosphate; 3_D-Xylulose 5-phosphate,0.009110305821553531,9.59655641501963,0.005986368874927189,0.938327910397359,0.9997523523750523,229 -> 79,NEG2,2828.2802009582,2819.0401992795,2810.5801925661,2822.3401985168,2808.8201942441,2820.8002014159,2855.6602096558,2836.780212402,2869.1001930237,2831.1001853944,2810.4401969909
3_D-Sorbitol,-0.0018764276173290778,8.437077476666168,2.47522409987197e-4,0.987447523761476,0.9997523523750523,181.1 -> 59,NEG1,1263.2800827025,1249.5600852968,1259.6200866698,1266.9800949096,1300.4000854492,1278.2600898741,1249.9600868227,1274.6200942993,1264.9800834656,1279.400089264,1229.5400810244
3_D(-)-hydroxy butyric acid,-0.0698030053950497,8.768978000765392,0.3457072635909526,0.5565532613365528,0.9997523523750523,105.1 -> 77,POS2,1545.040103914,1480.9201049807,1384.2000961304,1993.7001495362,1731.3801155095,1437.140098571,1540.1801147466,1326.2401008608,1797.3401412965,1669.86013794,1618.2401084892
3_DL-3,-5.906193221565816e-4,8.390141662055699,2.4482104183007856e-5,0.9960521316635682,0.9997523523750523,183 -> 136,NEG1,1224.6000823976,1223.7400817871,1221.5200958248,1222.7600822447,1224.1600875853,1225.7400856016,1227.9600868225,1225.4800796506,1225.9600906372,1224.2200851441,1223.8400917054
3_DL-Homoserine,-0.002932008497013708,8.584765402598117,6.069815981406355e-4,0.9803445092825005,0.9997523523750523,118.1 -> 55,NEG2,1403.7401046751,1404.2400970459,1399.9201049805,1397.0801048278,1401.1001091003,1405.0000953673,1403.2201042172,1400.6201057438,1398.5401000974,1401.7200927734,1403.320098877
3_Dulcitol (i.e. Galactitol),5.241494912769913e-4,8.39006247109944,1.9281685348983627e-5,0.9964964270746561,0.9997523523750523,181.1 -> 55,NEG1,1223.1400871275,1223.8000831604,1222.6800956724,1220.1400871275,1225.0800933836,1227.920085907,1228.7400779724,1222.2000770568,1228.3000869754,1225.0000915528,1222.2600822447
3_Elaidic acid,0.06163821324628103,9.417368618623781,0.2732215143837422,0.6011788942270428,0.9997523523750523,283.3 -> 69.1,POS1,2179.0401420592,3101.5402297964,2623.5601768482,1731.7201309199,2537.9601936334,2359.4201583864,2752.2802124005,2733.4401817317,1974.3401489265,2916.9601936345,2561.9601669305
3_FAD,-0.0024824912454616604,8.444592247742296,4.332928540953986e-4,0.9833926834818943,0.9997523523750523,784.1 -> 97,NEG1,1280.2400894164,1269.5400924681,1267.9800910948,1265.6200904847,1275.3801002501,1269.7000808716,1277.1000938414,1268.6000900268,1275.2800941468,1272.8400955199,1266.6800842286
3_FMN,0.01793558641204204,8.706371914583308,0.02279089011177926,0.8800021264541737,0.9997523523750523,455.1 -> 79,POS1,1491.2200965882,1608.0601234434,1551.7601089472,1500.4801101685,1423.9201087949,1514.4801177979,1428.2800865173,1555.3201179506,1655.9401206972,1536.4801177976,1511.6801071167
3_Folic acid,-0.0010376215017279455,8.584238450060658,7.601861855745587e-5,0.993043439832963,0.9997523523750523,440.1 -> 175,NEG2,1399.7001037598,1402.4800910949,1397.7801094053,1395.740097046,1404.5801048277,1403.7400970458,1403.6601066588,1403.1800994872,1401.3800926206,1400.5401000977,1400.1400985719
3_Fumaric acid,-0.0019404997689431137,9.652695841729159,2.718140047932478e-4,0.9868460465097474,0.9997523523750523,115 -> 45,NEG2,2924.6601943972,2932.6401977539,2957.3202133171,2926.8001899717,2956.3801918029,2967.0601959228,2939.8002128602,2924.980205536,2946.0602264403,2936.3002166746,2935.9602127072
3_gabapentin,0.019095184013051582,8.456590138094755,0.025644668917042646,0.8727711629121976,0.9997523523750523,172.1 -> 137.1,POS2,1254.740081787,1225.640079498,1378.1000976566,1321.700080871,1177.7200813295,1220.6200904846,1247.9400978093,1372.8600883484,1391.7401046752,1226.0600814821,1289.5200958248
3_GDP,-0.0012599848199073935,8.39221558543068,1.114285154773572e-4,0.9915777104417338,0.9997523523750523,444 -> 97,POS1,3418.440238952,4166.5202903732,1871.8201370244,2836.4602050788,2261.4401931741,2678.9601631177,2294.8801460268,3382.7602348321,3231.9802513114,2984.7802200323,1858.4401245134
3_GDP,-0.0012599848199073935,8.39221558543068,1.114285154773572e-4,0.9915777104417338,0.9997523523750523,442 -> 150,NEG1,1233.1200866697,1224.5000839233,1225.640083313,1220.2800979615,1224.2600822446,1229.1200866699,1229.7600898741,1227.6600837709,1225.4800834655,1225.5400848389,1224.000076294
3_Glutamic acid; 3_L-Glutamate,-0.0033731915518109613,9.610912740756158,8.209249341772917e-4,0.97714230846458,0.9997523523750523,148.1 -> 130.1,POS2,2894.3802032476,3166.1602325446,3037.3601951593,2678.0801811217,2564.6601753232,2725.6401672355,2384.5001792908,3271.8602294922,2921.9202117923,3043.1402053838,2739.2602005001
3_Glutamine,-0.04741451020866414,8.664613096574074,0.1590990277956891,0.6899873779472635,0.9997523523750523,145.1 -> 42,NEG2,1474.9001007082,1465.8601112364,1486.2800979613,1537.4400978089,1573.5801200864,1453.4001045226,1446.1400985714,1475.920097351,1479.7000923154,1457.0801124574,1447.4001083374
3_Glyceraldehyde 3-phosphate,0.16830654059554812,8.69083250838954,2.0050497449312337,0.15677615113956106,0.9997523523750523,171 -> 99,POS2,1374.0200996398,1408.6601028449,1388.3800888061,1684.2201194762,1266.580089569,1608.5201072697,1541.1800918573,1582.9801101683,1671.380111694,1618.9801216125,1454.3000984189
3_Glyceric acid,0.0016364104003390202,8.39209744964729,1.8795364173896864e-4,0.9890616496482794,0.9997523523750523,105 -> 57,NEG1,1224.1400794984,1227.0401000973,1224.280090332,1221.7600898742,1224.6200828553,1231.0600852964,1227.6200942994,1223.1400909422,1228.8600845334,1233.2600784301,1222.5600852964
3_Glycerol,0.0273119758692999,8.3692524417091,0.052336913925385975,0.8190456446934183,0.9997523523750523,93.1 -> 57,POS2,1251.8000869749,1139.0800857543,1261.0400924684,1176.4400939943,1192.840084076,1164.4400863646,1169.5600738526,1315.4600830082,1160.2400817869,1342.3001060487,1104.2200851439
3_Glycine,0.18986030947011015,9.345283293885853,2.582561538151726,0.10804668732747054,0.9997523523750523,76 -> 30,POS1,1829.4201240544,2015.1001548758,2871.1402130137,1713.2801170352,1871.2601394654,1754.7601203921,2257.1401634207,2227.1601486202,2455.0201835639,3090.3402137771,4041.340312957
3_GTP,-4.7880017015999887e-4,8.391213374584542,1.609024305950467e-5,0.9967994825520446,0.9997523523750523,522 -> 158.9,NEG1,1224.9200897217,1227.940093994,1222.1800689695,1223.9000892639,1223.7000885011,1231.8600883484,1227.9000854489,1223.2400894163,1225.7600898741,1226.9400787354,1221.6800765989
3_Guanosine,1.1971506591900286e-4,8.393923221072354,1.0059772456195992e-6,0.9991997345500633,0.9997523523750523,282.1 -> 108,NEG1,1225.0800819397,1228.7200927737,1224.2000846865,1222.540073395,1231.9600868226,1225.9400863646,1233.7200965883,1225.3600883484,1231.6400871276,1231.5000953675,1224.7800903317
3_Hexanoylcarnitine,0.18129231601263734,9.122349140573812,2.346779900637065,0.12554209577141476,0.9997523523750523,260.2 -> 60.1,POS2,1651.5401115414,1512.8801002498,2307.5401573184,1997.1401290889,1690.620117187,1871.1001396183,1837.0201339717,2097.5601463331,2650.2002029411,1959.6601676928,2814.2001953148
3_Histidine,-0.0035498140815861242,8.585647198414511,8.897519115696004e-4,0.9762036620646184,0.9997523523750523,154.1 -> 80,NEG2,1404.5201034547,1402.8601074219,1402.2400970459,1398.2000846864,1404.6600990294,1404.3001022339,1402.5201110841,1404.2800941468,1398.0401000976,1403.3600959776,1402.9800949096
3_Homocysteine,0.09136061030453506,8.417511643115313,0.5864910092339382,0.44377924058301377,0.9997523523750523,136 -> 56.1,POS2,1127.980079651,1151.8000831604,1147.1800880431001,1293.8000869751,1376.2400894167,1301.0601005554,1227.2000808717,1232.6800880434,1432.5800971982,1318.4800910948,1122.6600761414
3_hydrocortisone,-0.010783616628277749,8.416735207425674,0.008170865282451811,0.9279750473125775,0.9997523523750523,363.2 -> 297.2,POS2,1263.0600814821,1247.12008667,1275.6200981141,1235.300086975,1271.9000968932,1285.4800949094,1267.0200805665,1220.2800865172,1247.5200805665,1241.0800743104,1167.0400810243
3_Hydroxybupropion,-0.0026259282311357234,8.665188137286181,4.8814381634909587e-4,0.9823729910226199,0.9997523523750523,256.1 -> 131.1,POS2,1561.0401000974,1412.8801078796,1509.3001213073,1519.0601119998,1470.8801040648,1531.5801010135,1431.5001106258,1521.720104218,1534.7400970464,1458.7001075743,1353.7400970461
3_Inosine,-0.0024374234612899053,8.39649540630324,4.1704860498285173e-4,0.98370691918122,0.9997523523750523,267.1 -> 80,NEG1,1234.9000930787,1233.8400917051,1230.1000823976,1222.5800857545,1226.4800834653,1228.7000923159,1229.3800849915,1231.4000930785,1228.9200897214,1234.3200874326,1228.900089264
3_Isocitrate,-6.661765077550615e-4,8.582972799937652,3.133322795344229e-5,0.9955337774226454,0.9997523523750523,191 -> 73,NEG2,1397.7000999452,1401.5000953673,1397.4401054385,1397.0800971983,1399.6600990291,1401.0401000976,1406.9800987245,1408.4800987244,1395.3400955197,1395.5001068112,1398.6201019284
3_ketoisovaleric acid,-3.692833445585673e-5,8.601051770883197,9.633591473851011e-8,0.9997523523750523,0.9997523523750523,115 -> 69,NEG2,1418.0400924686,1420.5200958252,1410.3601074216,1419.1201019287,1418.5401077271,1417.6400985718,1435.4401054381,1419.9601020811,1419.5000991817,1411.2601013182,1403.5401000975
3_Kynurenine,0.0016611128186047788,8.390060387271701,1.9365670985314973e-4,0.9888969494040288,0.9997523523750523,207.1 -> 118.1,NEG1,1223.7000923153,1222.220085144,1221.860076904,1220.7600860596,1223.7600898743,1226.3800888063,1227.9000701906,1222.5200805665,1225.1800880433,1232.4800872803,1222.5000877379
3_L-(-)-3-Phenyllactic acid,0.002949344744664697,8.5865373092012,6.142196649755599e-4,0.9802276876293046,0.9997523523750523,165.1 -> 73,NEG2,1399.2000961303,1403.420108795,1401.080089569,1394.280101776,1404.4600982667,1403.3200912473,1401.9001007079,1402.420108795,1399.0401039123,1427.4800949096,1401.0401115416
3_L-Arabitol; 3_Ribitol,-7.54357273394365e-4,9.38933730157254,4.091020698414067e-5,0.9948966783853419,0.9997523523750523,151.1 -> 55,NEG1,2448.6801795962,2448.1201667784,2446.1801795956,2443.1401863097,2452.9401779172,2453.8801727296,2456.7801589966,2447.7801895139,2452.6401672364,2451.7601661683,2445.0401725766
3_L-Aspartic Acid,-0.0015860914567313907,8.583343135751361,1.776180729320398e-4,0.9893666335197113,0.9997523523750523,132 -> 71,NEG2,1398.3600921632,1402.820106506,1399.9001007077,1395.4600944518,1400.7000961303,1403.3400955201,1402.0800971984,1401.3000984191,1402.040096283,1398.0400886534,1399.3001098631
3_L-Carnitine,-0.08947107689506086,8.715558652648049,0.5669033732901845,0.45149206387671476,0.9997523523750523,162.1 -> 57,POS2,1665.1601066581,1690.4001159666,1420.5000991823,1641.0401115424,1388.7001075743,1385.6801071171,1362.1800956728,1263.0400886539,1624.9201126099,1721.1801109312,1720.7601242067
3_L-Isoleucine,-0.04704942804487956,14.722652849521602,0.1630102147879029,0.6864000720076869,0.9997523523750523,132.1 -> 44,POS2,74374.344726569,80913.925292981,91787.326904294,118731.50671383,178126.5727538,84559.125549358,57945.62365724,103318.76666265,142678.22937021,139638.13208007,16766.301208503
