lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,Control1,Control2,Control3,Control4,RAC1,RAC2,RAC3,RAC4,blank,solvent_blank_media
1_Theanine,-0.006609454456302862,8.41423769655057,0.002205169232519455,0.9625457218270812,0.9993770129592536,173.1 -> 155.1,NEG2,1401.3400955201,1399.4400978088,1400.8400993348,1392.2800941469,1409.1800956723,1403.3600997924,1392.7400856019,1397.0200920104,1403.3201026915,1411.3600997924
1_Thiamine monophosphat,-0.007006511474087095,8.216027636669228,0.002464473116012167,0.9604065132742383,0.9993770129592536,345.1 -> 224,POS1,1654.660118103,1419.1800956727,2193.3201484689,1769.0201377872,1821.2601280217,1562.4201164241,2258.700172425,1640.2401351927,1841.4801330568,1399.0000915528
1_Thiamine monophosphat,-0.007006511474087095,8.216027636669228,0.002464473116012167,0.9604065132742383,0.9993770129592536,343.1 -> 245.1,NEG1,1220.9000930784,1220.8400878905,1218.2800865173,1214.680088043,1226.6200866696,1222.1200904847,1214.5200843808,1217.6400947568,1224.1600875853,1220.7200889587
1_Thymidine,-0.00923667880247691,8.41431772050814,0.004306756147803403,0.9476756841293387,0.9993770129592536,241.1 -> 151.1,NEG2,1418.4801025388,1397.6200942991,1392.720088959,1392.7000961305,1401.2800979614,1403.2600860596,1393.2801094055,1402.5401039123,1398.0600891112001,1420.1601028443
1_Thymine,-0.006144910922112887,8.218578585553681,0.0018957496426925124,0.9652709141924819,0.9993770129592536,125 -> 81,NEG1,1221.000087738,1222.5800819399,1215.7200927737,1221.4800796509,1226.7200813295,1224.1800804138,1219.7400894164,1219.6800804136,1228.0400886532,1222.8200874329
1_UDP,-0.005994982273621716,8.21955187071307,0.0018044332184282141,0.9661171545568062,0.9993770129592536,402.9 -> 158.9,NEG1,1224.6000938417,1226.4200859069,1217.1800804138,1216.4000816347,1227.5200843809,1227.0600891112001,1218.0600814818,1221.8800773619,1227.3600883484,1222.6600914002
1_UMP,-4.951309100816628e-4,8.277992496087363,1.23292062575997e-5,0.9971983961336588,0.9993770129592536,323 -> 97,NEG1,1265.0400848387,1244.4200973509,1266.3800926211,1300.0200920104,1281.0200920106,1273.4800834655,1278.520088196,1272.5800933836,1281.5000915527,1233.300086975
1_Uracil,-0.013239933125961952,8.414951969571096,0.008848935849580075,0.92505451831039065,0.9993770129592536,111 -> 67,NEG2,1400.4800987241,1409.0200996395,1402.420097351,1398.0401039123,1399.8401031493,1401.4200973511,1392.1400985717,1399.6200981142,1402.7000923158,1409.6800918579
1_Uric acid,-0.0048008923045922145,8.217008446399559,0.0011571060274278011,0.97286418362618865,0.9993770129592536,167 -> 124,NEG1,1219.9600791932,1220.3200912474,1215.3600921628,1217.4400863647,1227.1600875854,1221.9400749205,1221.0000877382,1217.0400772091,1227.1200866701,1216.720081329
1_Uridine,-0.005629242156981881,8.410870999063993,0.001599467982654812,0.9680984285979845,0.9993770129592536,243.1 -> 152,NEG2,1398.7801055908,1397.3600921632,1393.380104065,1390.2401008603,1404.7801055908,1401.7601051328,1392.6801033016,1393.1001052855,1397.9800987243,1399.5600967406
1_UTP,-0.006180194818066884,8.216677100964787,0.0019174858399528816,0.9650725105838395,0.9993770129592536,483 -> 385,NEG1,1221.5000839231,1220.5800819398,1216.4000892638,1216.6400909425,1225.8000793455,1222.7600746154,1218.0800819394,1217.7400779722,1225.2600936889,1220.4600791931
1_Xanthine,-0.008389012769937722,8.224453378659204,0.003533847375600363,0.9525967380525997,0.9993770129592536,151 -> 108,NEG1,1223.4400863647,1229.1000823972,1225.5000877379,1226.9200897218,1238.0200767516,1224.0800819393,1225.8200798035,1218.7800941464,1232.6000900269,1222.8800888062
1_Xylitol,-0.006246424762987234,8.21914800516717,0.0019589502469883335,0.964697131949764,0.9993770129592536,151.1 -> 89,NEG1,1224.2000846863,1222.6800880431001,1217.3400878908,1219.5200881954,1227.3400955198,1225.4000930786,1222.1200790406,1218.100097656,1226.9600906373,1219.740093231
1_Zeaxanthin,0.24752892623288297,9.685674796833561,3.159832070583647,0.07547094634853767,0.9993770129592536,569.4 -> 568.4,POS2,4013.2202339187,3717.4802703851,3230.8602218624,1816.1001281737001,3308.8002433784,5204.380329133,3405.0802726752,3334.600200653,2420.6201400745,1451.0601005558
10_Cytosine,-0.04402740745255977,8.891050360786958,0.0988939512153113,0.7531609947000701,0.9993770129592536,112.1 -> 94,POS1,1763.2801322932,1710.6401176451,2504.9001960737,1931.9401321411,1663.1601257323,1558.6001167297,2511.4401817312,1987.8001365657,1973.6201400751,1652.2601203909
10_Hypoxanthine,0.13494209410969332,9.070905142515677,0.9320673328214273,0.3343263055069582,0.9993770129592536,137 -> 94,POS1,2100.5801544193,1963.9001312264,2354.7601585381,2152.8801460272,2183.6201553347,2187.4801483164,3034.4802207942,2085.4201507571,1866.6001434335,1566.4001235963
10_Kynurenine,0.04097434085195054,8.712454813302305,0.08535773061944907,0.7701639466226361,0.9993770129592536,209.1 -> 94.1,POS1,1622.440120697,1521.3400993348,1917.8201446535,1745.8601188653,1525.3601074222,1889.2601509086,1975.7601432801,1656.3801231382,1672.5201339722,1349.7800903321
11_Cytosine,0.05915778880693872,8.903008267425998,0.17864638052047477,0.6725391095848283,0.9993770129592536,112.1 -> 69,POS1,1918.1201438905,1770.8801116946,2267.0801658628,1854.1601295465,1801.0601081849,2184.6801452627,2227.7601470948,1966.1201477038,1735.0601234437,1547.9401016233
11_Kynurenine,-0.044527979394846505,8.642910289968807,0.10062780647816782,0.7510775385711926,0.9993770129592536,209.1 -> 192,POS2,1625.3401107789,1544.8601036071,1837.1401290887,1618.7601089473,1441.6201095582,1609.5401229864,1861.5001411447,1555.3401031488,1697.6801300046,1243.3401031491
12_Kynurenine,0.15802856683730102,8.716945359815043,1.2692095227159483,0.25991502528098454,0.9993770129592536,209.1 -> 146,POS2,1681.5201072693,1451.1601028434,1915.3801383978,1514.6001167299,1651.2401237482,1828.0001182556,2069.5401458741,1813.0201225272,1656.4401245113,1257.2000732423
13_Kynurenine,0.030609178790042785,8.706259094864002,0.047614383304614094,0.8272676733664724,0.9993770129592536,209.1 -> 94,POS2,1596.9801177979,1465.6600952149,1954.7401237486,1718.2201194761,1605.7200965879,1770.2601165768,2021.2601318365,1523.7201118466,1807.1801376343,1312.4400978086
14_Kynurenine,0.10872312430159979,8.687700307102824,0.6004852223668657,0.4383929516371628,0.9993770129592536,209.1 -> 93.9,POS2,1713.9001197814,1452.2801017758,1761.3201332087,1586.7601203921,1502.0000953675,1898.7801399237,1952.7401428225,1716.8601188659,1673.4801139832,1259.8800926208
2_(+)-alpha-Tocopherol,-0.007166959651888382,8.413281696997897,0.0025927912088134497,0.9593897003344043,0.9993770129592536,429.4 -> 163.1,NEG2,1399.3800888064,1403.2800979617,1395.7400932312,1391.9001045227,1408.940093994,1401.6800956725,1394.5201034544,1391.8201026915,1403.7200965879,1402.1001014704
2_2-Aminoadipic acid,-0.009522439822531367,8.410172169042934,0.004576793142678337,0.9460626599404802,0.9993770129592536,160.1 -> 142.1,NEG2,1399.8400955203,1395.3400955202,1399.7401008606,1388.9601058957,1400.9001007078,1399.9201049804,1388.9201049806,1391.260105133,1399.320087433,1395.6000862122
2_2-isopropylmalate; 3_2-Isopropylmalic acid,-0.006457559538065589,9.220613162456488,0.0021392183185995894,0.9631096482519209,0.9993770129592536,175.1 -> 113.1,NEG1,2447.2801704404,2450.3001632692,2448.2001762391,2436.9001770018,2458.5801734922,2460.7001686095,2440.8001632688,2438.800174713,2465.940162659,2444.0601692201
2_2-isopropylmalate; 3_2-Isopropylmalic acid,-0.006457559538065589,9.220613162456488,0.0021392183185995894,0.9631096482519209,0.9993770129592536,175.1 -> 113.1,NEG2,1404.8600959777,1399.6400947571,1395.5400924683,1392.0601005553,1406.4601058959,1403.0601043696,1393.8001136776,1393.5601081848,1404.1600914002,1399.260101318
2_3-Indoleacetic Acid,-0.005275015079311428,8.412587262536135,0.0014045706739119201,0.9701041983763378,0.9993770129592536,174.1 -> 128,NEG2,1398.8000984191,1399.7801017763,1395.3201026914,1392.2200965879,1407.3001060485,1404.1000862124,1394.28011322,1394.3600997924,1398.8801078795,1399.4800834657
2_5'-CMP,-0.006660175197889475,8.21989828682628,0.002227099829960777,0.9623600771198247,0.9993770129592536,322 -> 79,NEG1,1223.5400848388,1223.740081787,1220.1800918578,1219.1600799558,1228.5200767516,1224.4600868227,1222.5600891113,1218.7800865172,1228.5400886537,1227.0000801086
2_6-Hydroxynicotinic acid,-0.007127482372216254,8.415736366119702,0.0025644949719229038,0.95961171661487,0.9993770129592536,138 -> 42,NEG2,1405.1001129147,1403.0400886536,1400.0000991819,1393.1000976562,1404.4001045226,1407.4601020815,1397.1400909424,1399.0401000975,1403.4401016238,1401.9800987242
2_Acetyl CoA,-0.006719161387700984,8.219720118950722,0.0022667171425225785,0.9620270200160712,0.9993770129592536,850.1 -> 408,NEG1,1224.7000885008,1222.7000846862,1218.4000854493,1220.6200904846,1228.1800918578,1224.8000831606,1219.8201026917,1221.080089569,1227.6200904845,1225.3400840761
2_Acetylcarnitine,-0.23862134592256037,9.20169303054596,2.9164522100397736,0.08768044956659685,0.9993770129592536,204.1 -> 85,POS2,3467.9002723697,2315.2201690674,2323.0001678473,2274.3201522818,1963.1001358036,2538.2801666261,2329.4801635746,2039.6401481627,2504.0801925666,2314.3001747132
2_Aconitic acid; 1_Shikimic acid,-0.012128400721958678,8.230965219342066,0.007387857411206233,0.9315040606031136,0.9993770129592536,173 -> 111,NEG2,1401.6201057431,1397.340084076,1400.7801017761,1399.6600914004,1410.7800941468,1412.0801010132,1403.9600982668,1394.3200950621,1419.5200843811,1423.7200965881
2_Aconitic acid; 1_Shikimic acid,-0.012128400721958678,8.230965219342066,0.007387857411206233,0.9315040606031136,0.9993770129592536,173 -> 111,NEG1,1230.7600860595,1243.4200897216,1229.3400878906,1230.6400833132,1230.5200805665,1231.4200820919,1228.1000938415,1233.440078735,1236.4600944517,1238.6000900264
2_Adenine,-0.0053613876417889185,8.223137385745122,0.001443331085380195,0.9696947003625668,0.9993770129592536,134 -> 92,NEG1,1225.1600837706,1222.4800796507,1222.62008667,1225.7000808719,1231.2800865173,1231.9400787355,1220.440071106,1224.1400833124,1230.3200874327,1233.1600799559
2_adipic acid,-0.010226945613614605,8.434510365168276,0.005282408527017168,0.942060621105423,0.9993770129592536,145.1 -> 83.1,NEG2,1412.1201057431,1426.0200920105,1412.2000999448,1430.4000892638,1416.2800941465,1419.7201080324,1419.9001045226,1420.400100708,1420.9201087949,1431.5201034546
2_ADP,-0.0043747677567444075,8.218772197027207,9.608635946353195e-4,0.9752712943080565,0.9993770129592536,426 -> 134,NEG1,1222.26007843,1221.1000900269,1217.5200843811,1217.5000801086,1227.5600814821,1223.5600891113,1218.9000854491,1223.6600914001,1228.6400909424,1222.0600852965
2_ADP-Glu,-0.006066307715497339,8.274464015153011,0.0018505155338000567,0.9656874890212993,0.9993770129592536,588.1 -> 241,NEG1,1273.560077667,1272.3200912476,1262.5200729372,1262.4000930785,1275.9000892639,1276.9200782776,1265.0200843813,1263.0600967405,1282.3400840757,1266.680103302
2_ADP-Rib,0.00993692654863703,8.22791305270638,0.004958781274758128,0.9438604757594474,0.9993770129592536,558.1 -> 97,NEG1,1221.6800842284,1223.0200996399,1220.9600830077,1220.740093231,1275.6400833131,1230.4000892637,1224.9400901794,1218.6600952145,1234.0600929262,1222.8600883484
2_Allantoin,-0.004812543869454347,8.219511889807087,0.0011628301735939206,0.9727971726098892,0.9993770129592536,157 -> 113.8,NEG1,1221.3600997925,1223.02009201,1220.4200859069,1218.3400878905,1227.7400741579,1229.6800880432,1220.4800834654,1219.0400772096,1226.44008255,1222.0600814819
2_Anthranilic acid,-0.005139749528158676,8.220059585654099,0.0013263422892931809,0.9709482783404502,0.9993770129592536,136 -> 65,NEG1,1223.8200836182,1224.7400932313,1218.7200927734,1217.6600761414,1229.5600929259,1228.8200798035,1219.9000892639,1219.4200782776,1227.8600845336,1224.4400901796
2_Arginine,-0.016147991554029205,8.444188584098738,0.013174169630048027,0.9086204645266948,0.9993770129592536,173.1 -> 131.1,NEG2,1414.4600906375,1405.9401016235,1405.7201042178,1519.1600952149,1417.0200996399,1413.6600952148,1405.9401054382,1480.5601119995,1399.9201011659,1416.9001083373
2_Argininosuccinic acid,-0.008750976793945457,9.218347013885325,0.003928450435003061,0.9500234325313299,0.9993770129592536,289.1 -> 227.1,NEG1,2445.6801681521,2448.0201606752,2440.8801651001,2445.4801597598,2454.3801956173,2448.6601867671,2439.7201652527,2438.4601593022,2451.4601669307,2460.0601806637
2_Asparagine,-0.006853922082008126,8.410979241520836,0.002371130596986404,0.9611629532531657,0.9993770129592536,131 -> 113,NEG2,1400.9601020809,1399.0200996396,1394.0400962829,1388.5800971982,1401.7201004028,1400.2001037599,1394.2601089475,1394.3801040647,1397.9601020814,1398.8200912477
2_Atenolol,-0.0250218810814977,8.665712361071842,0.031793240417234636,0.8584822028393744,0.9993770129592536,265.2 -> 97,NEG2,1615.8801269531,1666.5201148987,1848.1601333617,1564.1601104737,1630.6801185607,1628.4001197813,1824.1801261901,1536.0601119997,1706.3401222228,1638.8401184082
2_ATP,-0.003804565108178265,8.218854097367952,7.267186809613579e-4,0.9784934561192085,0.9993770129592536,506 -> 158.9,NEG1,1221.7801017758,1222.3400802613,1216.9400901792,1217.5600776673,1232.4600944518,1223.500087738,1219.3800926207,1220.5000877382,1226.7800865176,1226.240081787
2_Bilirubin,-0.01669439510812879,8.41844173093356,0.014070371422152117,0.9055775315421074,0.9993770129592536,583.3 -> 253.1,NEG2,1447.7601013183,1398.0401000977,1394.8001098629,1391.6200981141,1402.6600914002,1404.7000923155,1396.8800888062,1398.0800971984,1401.420108795,1398.1201057435
2_Caffeine,-0.005337480053437758,8.411531073950592,0.001437994070680848,0.9697507554039664,0.9993770129592536,193.1 -> 177,NEG2,1401.1001014707,1397.3201065062,1394.3000946043,1389.4000968933,1402.9400978089,1400.6800956723,1398.9001083373,1393.5601005554,1397.9600906372,1399.7600975036
2_cAMP,-0.004278086721198706,8.219654781801761,9.188929312525795e-4,0.9758172320136217,0.9993770129592536,328 -> 79,NEG1,1222.1800880431001,1222.100086212,1218.6400833131,1219.0200881958,1233.0200881956,1225.0800857544,1220.1200866698,1219.3000907895,1227.9600906371,1223.3000869749
2_Caprylic acid,-0.24110869177460933,9.383470067805549,2.9860009819604354,0.083987343423091,0.9993770129592536,145.1 -> 57.1,POS2,2912.6601905828,3396.6002464299,3351.9802589402,2267.2001533497,2049.8601608275,2077.5801544189,2945.7401771533,3094.2001991261,2629.0401916519,1615.1201171872
2_Carotene; 1_Lycopene,-0.06852596778788018,9.646436094321496,0.24224336608546304,0.622590512101361,0.9993770129592536,536.4 -> 444.4,POS2,3350.1002387992,2821.700214386,4250.9403228749,3117.6002311702,3166.1602363592,3335.5002288822,3312.7202377309,3128.9402198794,3201.52022934,2399.0601692195
2_CDP,-0.007262219281058538,8.218604864371079,0.002647851453089489,0.9589611439877733,0.9993770129592536,402 -> 110,NEG1,1222.3000755311,1222.5400810241,1221.9800910946,1217.3800888062,1227.1800804138,1224.6800956726,1219.3600883484,1218.400089264,1225.8400840761,1221.2800827026
2_Cholesterol,-0.013696874923870105,8.795183549019189,0.009554288212005435,0.9221339564410982,0.9993770129592536,369.4 -> 147.1,POS2,1970.9801368712,1594.8601226802,1926.3001289374,1846.4801025394,1613.6201133727,2136.4801483161,1910.9401473992,1652.7801132202,1776.9201164243,1391.2201080319
2_Citalopram,-0.04466297671033437,8.739232001748427,0.1014602167426149,0.7500843041531067,0.9993770129592536,325.2 -> 234.1,POS2,1841.7201232912,1676.2601203918,1888.2201309207,1703.880119324,1635.4001197814,1731.3801231384,1885.880130769,1684.9001045231,1756.2401313781,1254.0200767518
2_Citric acid,-0.006208233308288872,8.418299320071188,0.0019456687013478247,0.9648169331155602,0.9993770129592536,191 -> 87,NEG2,1405.0800971987,1411.240093231,1393.8800926208,1390.2801017762,1407.5201034545,1405.34009552,1393.360095978,1404.8001022337,1422.7801017762,1399.8001022338
2_Citrulline,-0.006443419766950075,8.412516123712637,0.0020956561005809893,0.9634869256051712,0.9993770129592536,174.1 -> 83.1,NEG2,1401.4600982663,1397.9800834655,1394.5800895692,1391.2201042173,1403.0401077267,1403.1001014709,1395.2200927733,1393.4200897216,1404.4600906373,1402.0401000977
2_Creatine,-0.0029181497014865,8.223290496063617,4.2759149560323007e-4,0.9835022908928317,0.9993770129592536,130.1 -> 88,NEG1,1224.9200859073,1224.2000808716,1222.2000923154,1221.080089569,1232.7800903317,1236.640094757,1223.2400894163,1219.9600906371,1230.340080261,1229.240081787
2_Creatinine,-0.007461959134005671,8.412965452309846,0.0028105933343102185,0.9577199328840899,0.9993770129592536,112.1 -> 41,NEG2,1400.3200798035,1397.6801033019,1396.320095062,1394.7000961304,1402.4200973508,1402.9000968934,1395.3201026915,1393.9400939942,1404.8600883483,1405.0800933838
2_Cryptoxanthin,-0.15634338089057298,8.637060777176444,1.2395595628429164,0.26555595368606594,0.9993770129592536,552.4 -> 460.4,POS2,1720.4801101687,1605.2401123049,1775.320114135,1712.7201347355,1373.2400970458,1719.6001243591,1663.8001251224,1399.3401107789,1747.980140687,1293.2200889588
2_CTP,-0.007558631855631934,8.216344090369628,0.002868222264615472,0.957289083208186,0.9993770129592536,481.9 -> 383,NEG1,1221.0800857544,1221.8200798037,1218.0600891111,1216.2200775146,1226.2600898741,1222.1400871276,1215.6200828553,1217.6000900266,1223.3800926206,1222.3600807189
2_Cytidine,-0.005615060270051644,8.412033576723038,0.001591455086774718,0.968178395503219,0.9993770129592536,242.1 -> 109,NEG2,1402.3400955199,1396.9801063536,1394.5601081845,1389.1200981138,1401.480102539,1400.9000968932,1398.5600967407,1394.940097809,1401.6400985718,1403.5801048279
2_D-(-)-Arabinose; 3_D-(+)-Xylose; 2_L-(+)-Arabinose; 2_Ribose; 2_Ribulose,0.026725933216250202,10.662502767361916,0.037149834382385116,0.8471603059577234,0.9993770129592536,149 -> 59,NEG1,6408.440467834,6630.1405067436,6573.5404777522,6484.1004562378,6797.4404563902,6669.9004669187,6700.500476837,6579.3004608154,7083.1005058288,6128.3804473878
2_D-Biotin,-0.006390581532771961,8.41082353960065,0.0020613637328942835,0.9637866926204612,0.9993770129592536,243.1 -> 166.1,NEG2,1398.6201019285,1398.4600982661,1393.8201026913,1389.6801071166,1402.400089264,1401.2800903319,1393.9200935364,1392.7001037596,1398.8600997923,1397.5601043701
2_D-Erythrose 4-phosphate,-0.006153172518465998,8.411437771490561,0.001911079456312248,0.9651308691278201,0.9993770129592536,199 -> 79,NEG2,1399.7801055909,1398.0401000975,1394.100101471,1390.5000915527,1402.6400871277,1401.8201026916,1394.0200996401,1394.5601005552,1399.6200866699,1402.5201034544
2_D-Fructose 6-phosphate; 5_Cyclophosphamide,-0.005178729577025172,9.419989631844851,0.0013797018572385134,0.9703699196647965,0.9993770129592536,259 -> 79,NEG2,2819.3801918027,2808.7402038571,2802.2801971432,2798.0001869203,2820.2002182005,2815.1202011109,2820.940196991,2801.9601974485,2831.5201950073,2861.3802185052
2_D-Galactose,0.01116853604908635,9.303439204961904,0.006408903817044509,0.9361930119473136,0.9993770129592536,181.1 -> 85,POS1,2388.2201538095,2471.0601844773,2861.4002189615,2747.6602058423,2307.040168762,2629.040187835,2937.3801956185,2745.8601913448,2302.7201690665,1657.820114136
2_D-Glucose; 2_D-Fructose,0.1834167682773554,10.376965625223258,1.7448187898611653,0.18652941069067744,0.9993770129592536,179.1 -> 71,NEG1,4303.4403343203,5074.2803497329,5249.3203582767,4945.5403480546,5744.8404045132,5465.4603729254,5707.1003990175,5431.2803726171,7248.5404739385,2472.4201850894
2_D-Lactose,-0.005039107296681912,8.27063624279239,0.0012769877381325623,0.971493690146657,0.9993770129592536,341.1 -> 101,NEG1,1254.7400741576,1271.7000923157,1289.9400863648,1263.5400886535,1292.9400825501,1260.4400863646,1265.6600875855,1272.9000892637,1233.5001029971,1225.3800888058
2_D-Mannitol,0.21494680045903736,10.001337178023862,2.391122646082306,0.12202596913596517,0.9993770129592536,181.1 -> 89,NEG1,3907.3402442947,3903.9402732867,4407.8602828968,4139.7603034962,5423.7804031388,4442.5603141787,4506.8603286729,4685.66034317,2502.020183563,2448.3601799009
2_D-Ribulose 5-phosphate; 2_D-Xylulose 5-phosphate,-0.008532360346645444,9.428516044112653,0.003745690697176507,0.9511982986085953,0.9993770129592536,229 -> 97,NEG2,2832.6402015684,2837.2402114862,2830.2001953125,2817.5802001949,2829.640193939,2847.840206146,2817.7202110289,2825.1201934816,2829.9202041625,2813.2801971431
2_D(-)-hydroxy butyric acid,-0.00384551020942728,8.416708378962975,7.465387465392381e-4,0.9782022230379941,0.9993770129592536,103 -> 41,NEG2,1407.0201072692,1401.6200981142,1400.9600944519,1390.5201034544,1418.2600975036,1402.8200950621,1396.500102997,1401.6800956724,1401.6801033019,1400.8200874331
2_Dihydroxyacetone phosphate; 2_Glyceraldehyde 3-phosphate,-0.006057674293092491,9.411318583522764,0.0018875828545598106,0.9653457532966718,0.9993770129592536,169 -> 79,NEG2,2802.2801971434,2797.6401977535,2789.5001945498,2782.2601776123,2806.0401916504,2804.4401893618,2795.8202018734,2787.7202110284,2800.3601913449,2803.6801948546
2_Diphenylamine,-0.0030350383605663115,8.430183269769637,4.6515586605083703e-4,0.9827929807517971,0.9993770129592536,168.1 -> 92.1,NEG2,1411.6800994871,1422.0400962831,1407.2200927735,1401.100097656,1426.1800956728,1419.4001007078,1412.9800872804,1406.6201019282,1432.1600990295,1398.0200996399
2_DL-3,-0.005092596014239253,8.21736532936594,0.001302000526788638,0.9712159826553858,0.9993770129592536,183 -> 137,NEG1,1221.6000900266,1220.98008728,1215.1800880432,1216.7800865173,1227.1600799564,1224.6600837705,1218.0000839235,1217.6800880434,1227.8401069638,1224.5400848387
2_DL-Homoserine,-0.006120264861484867,8.4120324274181435,0.0018907207770553769,0.9653169787386348,0.9993770129592536,118.1 -> 72,NEG2,1397.5001106258,1399.0800971984,1396.7001152037,1391.300109863,1402.2401084899,1400.7000923154,1395.3800964357,1396.9600982666,1400.560108185,1401.2600975034
2_Elaidic acid,-0.0034689912035449646,8.229613853505214,6.043819851325183e-4,0.9803866367387591,0.9993770129592536,281.2 -> 71,NEG1,1228.4600791931,1228.240081787,1231.48008728,1229.600086212,1241.4400863646,1233.7400932309,1227.6800804136,1233.0600891111,1230.3400878907,1222.7000808715
2_FAD,-0.005930933084394387,8.269540594426251,0.0017686546823350024,0.9664545531654829,0.9993770129592536,784.1 -> 346.1,NEG1,1265.76007843,1265.3600921629,1265.1600875856,1261.0800857544,1271.0800895688,1270.8200836182,1264.9400749208,1260.8800888058,1270.5800895691,1271.5200805664
2_FMN,0.2395961858521391,10.136898522733748,2.971852661138932,0.08472477397573752,0.9993770129592536,455.1 -> 97,POS1,3973.7602653514,4733.3203468281,4410.4402999858,3812.880275727,5959.740470884,5573.4404106136,4943.6603469854,3614.540218352,4601.4203186032,2294.3201599122
2_Folic acid,-0.009506329416159278,8.420002480847309,0.004562421239802439,0.9461472837869782,0.9993770129592536,440.1 -> 311.1,NEG2,1405.1400909425,1398.7800979614,1411.5400886537,1404.7201004029,1419.7000999452,1399.8600997924,1399.6800956722,1397.84009552,1413.0401077268,1398.8800888065
2_fumaric acid,-0.005250997919081644,8.41660114774671,0.0013919139832851424,0.9702391370684185,0.9993770129592536,115 -> 71,NEG2,1401.4200897217,1400.4601020815,1397.6001014709,1397.7000961302,1408.9600944516,1405.8000984194,1401.1400947572,1395.5401077269,1411.6200904848,1417.0001029966
2_gabapentin,-0.011693852512259288,8.619356933037954,0.006937606172992439,0.9336191278202499,0.9993770129592536,173.1 -> 154.1,POS2,1599.2401123047,1397.0200996397,1993.500133514,1489.4001045225,1446.5201034546,1726.8001251234,1766.1001167299,1513.760105133,1628.8801269531,1247.0000991819
2_GDP,-0.0073040729870424825,8.218663668500284,0.002678432890508564,0.9587250449139394,0.9993770129592536,442 -> 158.9,NEG1,1223.8600845336,1223.9600906371,1217.6600875854,1217.5400810242,1226.7400856019,1224.6200981138,1218.6800804137,1218.4800758362,1228.2800827026,1220.4400825502
2_GDP,-0.0073040729870424825,8.218663668500284,0.002678432890508564,0.9587250449139394,0.9993770129592536,444 -> 135,POS1,2161.2201576235,2238.9401474006,2630.4402160642,2342.2201614378,2527.5001716624,2589.5001831058,2658.4401931768,2437.0801506033,2121.7601509095,1841.7001495361
2_Glutamic acid,-0.012294639614319534,8.41766854368605,0.007631021027180884,0.9303887686858081,0.9993770129592536,146 -> 102.1,NEG2,1407.0000953676,1411.3201026915,1401.7001075746,1398.8801040648,1406.0800971984,1408.0200996399,1396.9800987245,1394.7201004025,1404.6801147458,1406.8000946043
2_Glutamine,-0.0024319067444305144,8.456201796252214,2.988433620325637e-4,0.9862075874908407,0.9993770129592536,145.1 -> 74,NEG2,1434.0000953675,1452.1601028442,1413.6200942994,1440.4201011658,1430.8200950622,1441.1800956726,1433.5601043699,1461.7601013185,1462.9201011659,1401.5800933836
2_Glyceric acid,-0.009813205549408444,8.219581660821651,0.004834931291293865,0.9445648325586121,0.9993770129592536,105 -> 59,NEG1,1222.2400894163,1223.5400810242,1227.4000892636,1219.1200828551,1227.4200859069,1223.9000854492,1219.3200759888,1218.2400856018,1226.1200904847,1223.580089569
2_Glycerol,-0.0025154455421248804,8.416905868985198,3.194326549921245e-4,0.9857404245241721,0.9993770129592536,91 -> 43,NEG2,1405.9600944518,1400.6201057433,1399.5001106261,1392.9000968933,1407.8800964354,1406.1201019286,1408.1000976563,1401.9401016233,1400.4200935362,1402.34009552
2_Glycine,0.044600055169817604,8.762996305658227,0.10124102678951008,0.7503454057698495,0.9993770129592536,76 -> 47,POS1,1600.9201049803,1550.4201049804,2174.7401618952,1728.6201095581,1693.0801124572,1811.4001350401,2090.2401618962,1715.3201103211,1727.3601264952,1348.500099182
2_Glycolic acid,0.004446430317615014,8.391699864953374,9.975126300926507e-4,0.9748042630508743,0.9993770129592536,75 -> 49,NEG2,1400.9800987245,1355.7200889587,1395.0000915528,1347.8600883481,1359.3801002502,1402.1400947572,1395.1201019284,1393.5200958254,1357.2800979612,1355.1600837707
2_GTP,-0.005014518443717013,8.219314836000244,0.0012624672399136339,0.9716561561067384,0.9993770129592536,522 -> 176.9,NEG1,1223.7600822447,1222.7800903319,1217.6600837704,1217.8000831603,1229.9800796509,1223.6600799562,1223.0200805664,1218.6800804136,1227.6200790406,1221.4200820924
2_Guanine,-0.10720954569908558,8.926973246107774,0.5868369706633653,0.4436448556518491,0.9993770129592536,152 -> 109.9,POS1,1956.7201309199,2176.040138245,2144.9401626593,2098.0401535041,1886.3401298519,1940.0801315308,2016.0601234444,1984.1801338191,1788.7801322935,1914.5601348877
2_Guanosine,-0.006283768635321979,8.21764691656725,0.0019823552315531567,0.9644870022841885,0.9993770129592536,282.1 -> 133,NEG1,1222.1600875855,1220.8200836182,1217.8600883484,1217.9800872803,1227.3000946044,1223.6200904844,1218.700084686,1218.0600852966,1225.6800918579,1222.0800895688
2_Hexanoylcarnitine,0.010571751819657712,9.182974382304165,0.005730889113112703,0.9396556787064345,0.9993770129592536,260.2 -> 85,POS2,2233.3401641847,2126.0401420587,2923.2002372729,2262.0001640319,2106.2801551824,2806.3401985162,2556.8201827998,2183.4801445026,2329.1001434331,2646.9001998907
2_Histidine,-0.010431111735815516,8.429127890116401,0.005494680224164716,0.9409100394157978,0.9993770129592536,154.1 -> 93,NEG2,1409.4201126096,1411.6000900268,1403.88010025,1435.5600929262,1406.6601104736,1410.5800971987,1406.0401000976,1431.6801071168,1414.4600982667,1402.1600875856
