lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,blank
PI (42:0),0.003014601,6.979513942,0.001071554,0.97388623,0.998556814,968.6897 -> 691.6897,PI,1065.94006,1117.640064,1151.380089,1143.040085,1157.120094,1084.640091,1128.540085,1170.580078,1214.860081,1065.920067,1089.800072
PI (42:1),-0.042634625,6.977376433,0.214303718,0.643414905,0.998556814,966.6741 -> 689.6741,PI,1122.720078,1198.900089,1158.720081,1172.080086,1067.640083,1158.820076,1117.880081,1083.380085,1084.760082,1125.320076,1081.080078
PI (42:10),0.017372776,6.995218137,0.035614348,0.850314125,0.998556814,948.5332 -> 671.5332,PI,1165.800083,1105.780075,1124.120079,1107.320076,1154.220085,1168.900074,1097.620079,1206.200085,1146.340084,1125.140076,1123.420086
PI (42:11),-0.030777554,6.98818415,0.111741334,0.738170295,0.998556814,946.5176 -> 669.5176,PI,1147.200081,1095.480068,1086.580074,1266.720089,1135.160084,1077.300083,1212.08009,1110.080074,1110.480076,1119.060085,1101.320076
PI (42:3),0.047243064,7.15323216,0.265891716,0.606101054,0.998556814,962.6428 -> 685.6428,PI,1230.120087,1164.100075,1381.100101,1291.680096,1231.240097,1313.740097,1301.640099,1319.140087,1397.960098,1194.780087,1156.260075
PI (42:4),0.048919849,6.965414288,0.281946171,0.595428456,0.998556814,960.6271 -> 683.6271,PI,1137.640079,1068.480083,1126.060081,1080.580074,1084.380077,1167.940075,1130.140079,1150.900078,1119.520084,1135.620079,1068.520077
PI (42:5),0.064209956,7.007795184,0.486980394,0.485277382,0.998556814,958.6115 -> 681.6115,PI,1164.600086,1144.120075,1097.680084,1135.920078,1092.740082,1130.140083,1270.620106,1154.820076,1197.920082,1156.18008,1090.540081
PI (42:6),-0.023477997,7.013696689,0.065126914,0.798568821,0.998556814,956.5958 -> 679.5958,PI,1227.220085,1129.540077,1216.580086,1159.980072,1092.140083,1090.18008,1114.660076,1101.34008,1192.020073,1249.160088,1113.900078
PI (42:7),-0.032755889,6.987676099,0.126566106,0.72201933,0.998556814,954.5802 -> 677.5802,PI,1110.940086,1123.420074,1136.640072,1112.16008,1251.220078,1086.900066,1126.060074,1240.240089,1053.140068,1117.680077,1101.080078
PI (42:8),-0.032467122,6.968996687,0.124221491,0.72450029,0.998556814,952.5645 -> 675.5645,PI,1130.900082,1121.800076,1166.880085,1168.460083,1081.500076,1108.32008,1101.600079,1098.680065,1103.600075,1147.760086,1069.920074
PI (42:9),-0.075610374,6.985852561,0.673951142,0.411677441,0.998556814,950.5489 -> 673.5489,PI,1123.760067,1131.220085,1135.400082,1267.220097,1126.520073,1076.400066,1090.480087,1116.240074,1084.120094,1139.420078,1149.600079
PI (44:0),-0.026817136,6.892963228,0.084281171,0.771577409,0.998556814,996.721 -> 719.721,PI,1054.400074,1035.58007,1074.180073,1070.040081,1084.840088,1055.460079,1035.440079,1026.50008,1054.880074,1064.900074,1107.220078
PI (44:1),-0.016656642,6.986441168,0.032726768,0.856441821,0.998556814,994.7054 -> 717.7054,PI,1160.540085,1113.400082,1100.840076,1172.400085,1152.960087,1150.660072,1108.50008,1090.020077,1093.400078,1210.100082,1094.700085
PI (44:10),0.006010096,6.982043849,0.004258689,0.947968081,0.998556814,976.5645 -> 699.5645,PI,1131.540085,1127.480083,1107.820084,1165.260086,1091.040073,1096.680077,1205.820087,1116.560078,1148.960075,1096.260086,1121.980083
PI (44:12),0.020363144,6.954650172,0.048812076,0.825143394,0.998556814,972.5332 -> 695.5332,PI,1114.500076,1065.360077,1149.160088,1107.800064,1060.500072,1143.480076,1126.100086,1142.16008,1107.460075,1073.280079,1087.940083
PI (44:2),-0.04581535,6.970942629,0.247276651,0.618999233,0.998556814,992.6897 -> 715.6897,PI,1116.720081,1170.180077,1133.60009,1158.540081,1095.600075,1140.16008,1094.960079,1083.460087,1112.020084,1083.680069,1125.300076
PI (44:3),0.021735502,6.989274075,0.055714889,0.813401619,0.998556814,990.6741 -> 713.6741,PI,1101.040081,1092.220074,1191.480087,1081.620075,1145.220078,1143.620079,1164.66008,1125.68008,1132.240082,1147.020084,1147.98008
PI (44:4),0.003325419,6.959825428,0.001301753,0.971218715,0.998556814,988.6584 -> 711.6584,PI,1139.480083,1097.800083,1079.880066,1101.720078,1110.08007,1111.900078,1130.960087,1060.860073,1128.540092,1126.600071,1130.540081
PI (44:5),0.025262069,6.960112374,0.075122791,0.784019015,0.998556814,986.6428 -> 709.6428,PI,1084.720078,1107.620083,1128.340076,1089.32008,1077.880074,1183.380077,1115.160076,1078.260075,1126.620071,1098.180084,1132.82008
PI (44:6),-0.041287194,6.956271582,0.200593755,0.654242011,0.998556814,984.6271 -> 707.6271,PI,1107.020065,1120.800079,1132.940075,1160.840088,1073.680069,1085.860065,1080.060066,1114.700089,1077.740078,1095.940079,1139.020073
PI (44:7),-0.066510185,7.049548846,0.52316873,0.469493113,0.998556814,982.6115 -> 705.6115,PI,1188.180088,1095.000072,1174.060081,1270.200081,1258.580093,1121.860081,1161.280083,1166.980087,1155.820084,1129.540081,1278.720093
PI (44:8),-0.021882906,6.965573668,0.056387704,0.812299209,0.998556814,980.5958 -> 703.5958,PI,1141.700089,1105.500084,1087.600086,1116.700077,1146.500084,1103.260078,1085.320076,1105.720074,1110.720078,1126.280087,1137.820084
PIo (16:0),0.012471944,7.038857391,0.018408593,0.892075628,0.998556814,576.3243 -> 299.3243,PI,1202.060081,1219.480095,1139.060074,1085.080086,1219.880085,1303.620087,1162.520073,1148.100071,1127.300076,1193.420074,1111.180073
PIo (18:0),0.019468115,7.01707439,0.044714012,0.832530777,0.998556814,604.3556 -> 327.3556,PI,1176.520077,1148.600075,1199.740086,1089.940071,1026.220066,1124.660084,1188.800076,1085.060085,1211.660088,1122.920086,1336.5401
PIo (20:5),0.094334564,8.127226505,1.102885149,0.293633805,0.998556814,632.3869 -> 355.3869,PI,2855.960178,2783.880161,2295.980167,2527.000183,2025.920143,2627.380188,2378.700172,2559.040176,2553.120174,3253.080204,1642.140114
PIo (28:0),0.083993636,6.959024853,0.830594911,0.362100561,0.998556814,758.4914 -> 481.4914,PI,1089.980068,1085.260078,1051.600075,1114.120071,1052.740067,1243.400097,1126.34008,1056.48008,1111.640083,1197.180077,1084.760078
PIo (30:0),-2.53E-04,6.948605244,7.54E-06,0.997809347,0.998556814,786.5227 -> 509.5227,PI,1121.300076,1111.380077,1053.560074,1137.460087,1093.300079,1052.680073,1124.840069,1103.780071,1135.720089,1116.640068,1074.020065
PIo (30:1),-0.020036875,6.936845425,0.047160174,0.82808059,0.998556814,784.507 -> 507.507,PI,1144.640076,1112.180084,1031.760067,1083.460083,1071.000072,1084.460083,1085.660069,1064.98008,1068.88007,1081.120075,1194.080082
PIo (32:0),-0.018410372,6.929224525,0.039837083,0.841799456,0.998556814,814.554 -> 537.554,PI,1097.460094,1065.580074,1035.940071,1165.980083,1109.180084,1052.020069,1079.100079,1065.620079,1138.740078,1087.16008,1064.920078
"PIo (32:1), PIp (32:0)",-0.020350319,6.979994504,0.048802039,0.825161082,0.998556814,812.5383 -> 535.5383,PI,1155.420086,1135.860085,1142.620087,1108.880085,1100.080059,1077.280079,1112.100079,1153.240086,1133.08007,1104.960079,1167.680092
PIo (34:0),-0.033700425,6.918656404,0.133353224,0.714980325,0.998556814,842.5853 -> 565.5853,PI,1102.98008,1085.620075,1146.400078,1054.800072,1055.340073,1052.400066,1029.040073,1087.840076,1063.140079,1102.300079,1095.940079
"PIo (34:1), PIp (34:0)",-0.001887211,6.950394649,4.19E-04,0.983668914,0.998556814,840.5696 -> 563.5696,PI,1077.640079,1141.880066,1079.580082,1105.120079,1096.360073,1075.820076,1132.680088,1140.460091,1073.820068,1087.940083,1127.900093
"PIo (34:3), PIp (34:2)",-0.061927029,6.944714464,0.451084539,0.501820374,0.998556814,836.5383 -> 559.5383,PI,1160.820087,1069.480072,1066.080078,1126.520077,1186.960091,1078.48008,1097.200077,1071.540077,1054.600079,1090.080074,1089.120071
"PIo (34:4), PIp (34:3)",-0.105099448,7.002298336,1.304288569,0.253431351,0.998556814,834.5227 -> 557.5227,PI,1152.860077,1121.740074,1239.360088,1247.820091,1201.440086,1096.18008,1078.940086,1093.480072,1147.760078,1144.780071,1062.920078
PIo (36:0),0.069194615,6.914151987,0.562263392,0.453349722,0.998556814,870.6166 -> 593.6166,PI,1061.020081,1063.660076,1014.480083,1066.34008,1060.940067,1047.300072,1128.800076,1136.700081,1098.560085,1131.440086,1030.140064
"PIo (36:1), PIp (36:0)",0.020107645,6.9273001,0.047504271,0.827464372,0.998556814,868.6009 -> 591.6009,PI,1058.640068,1052.18008,1070.820068,1079.940075,1119.360073,1047.90007,1116.400093,1142.760082,1111.58009,1055.300072,1091.740078
"PIo (36:2), PIp (36:1)",0.098984021,7.014304211,1.158173028,0.281844761,0.998556814,866.5853 -> 589.5853,PI,1133.360073,1087.88007,1261.68008,1083.840076,1060.260075,1400.640095,1100.680073,1206.940086,1132.360085,1203.240082,1028.060066
"PIo (36:3), PIp (36:2)",-0.09072723,7.112212297,0.978157854,0.322654026,0.998556814,864.5696 -> 587.5696,PI,1108.640083,1257.000088,1421.220104,1326.320099,1293.820091,1223.820095,1186.780079,1168.920086,1242.220089,1211.78009,1146.720089
"PIo (36:4), PIp (36:3)",-0.054922425,6.980847516,0.355707604,0.550899841,0.998556814,862.554 -> 585.554,PI,1246.440102,1214.100079,1015.660069,1061.50008,1220.800079,1180.820087,1140.980083,1088.460075,1122.800083,1029.100071,1079.220074
"PIo (36:5), PIp (36:4)",0.013443929,6.944971016,0.021261652,0.884068415,0.998556814,860.5383 -> 583.5383,PI,1096.740074,1033.140076,1143.920082,1092.16008,1102.460075,1101.480083,1100.160072,1102.440086,1160.680088,1071.54007,1090.500069
"PIo (38:1), PIp (38:0)",-0.073956223,6.993077808,0.645544107,0.421710297,0.998556814,896.6322 -> 619.6322,PI,1237.680088,1146.200085,1110.400093,1177.400085,1188.280087,1120.160076,1135.860088,1071.080074,1186.160084,1071.900074,1060.960075
"PIo (38:2), PIp (38:1)",0.246389073,7.213210982,7.249632526,0.007091552,0.077133478,894.6166 -> 617.6166,PI,1184.76009,1197.640087,1367.460075,1185.560089,1228.880081,1437.700104,1405.820095,1338.800091,1666.420124,1482.740101,1085.160072
"PIo (38:3), PIp (38:2)",0.242907306,8.117500996,7.309158918,0.006860403,0.075716654,892.6009 -> 615.6009,PI,2518.980156,2364.300171,2680.680191,2357.140175,2105.040138,3332.400238,2769.700199,2479.940166,2258.260132,3427.020298,1052.460072
"PIo (38:4), PIp (38:3)",0.037562522,7.384800193,0.170262265,0.679878829,0.998556814,890.5853 -> 613.5853,PI,1450.560101,1345.160084,1655.160122,1384.240089,1735.640129,1635.820114,1588.900101,1560.860107,1407.540108,1600.280113,1065.480076
"PIo (38:5), PIp (38:4)",0.004367007,7.063168219,0.002260724,0.962077216,0.998556814,888.5696 -> 611.5696,PI,1095.460079,1089.300083,1321.860088,1270.620087,1225.82008,1146.140083,1328.840103,1186.58009,1258.060089,1119.400093,1090.620068
"PIo (38:6), PIp (38:5)",-0.029877965,6.946904931,0.10498631,0.745925989,0.998556814,886.554 -> 609.554,PI,1123.620083,1099.840073,1065.060078,1036.140072,1210.600079,1075.480068,1201.220085,1040.980064,1050.56007,1070.48008,1134.50008
"PIo (40:1), PIp (40:0)",0.08270456,7.049776482,0.809810611,0.36817625,0.998556814,924.6635 -> 647.6635,PI,1186.440094,1127.900085,1130.900082,1162.020084,1153.660095,1278.480099,1179.60009,1251.760086,1224.200081,1186.780079,1128.000072
"PIo (40:2), PIp (40:1)",-0.052889893,7.023437131,0.330401564,0.565422728,0.998556814,922.6479 -> 645.6479,PI,1135.88007,1325.320103,1195.720081,1104.360081,1104.320076,1096.780075,1154.98008,1146.180084,1102.240074,1169.960083,1234.560081
"PIo (40:3), PIp (40:2)",0.211219084,7.265389004,5.344383805,0.02078913,0.184754944,920.6322 -> 643.6322,PI,1220.020096,1330.400093,1284.460083,1340.860081,1307.620087,1916.720131,1397.800106,1511.400101,1371.160088,1334.960098,1104.940083
"PIo (40:4), PIp (40:3)",0.048199118,7.176287416,0.277147914,0.598576697,0.998556814,918.6166 -> 641.6166,PI,1223.860096,1201.740078,1391.480095,1105.580074,1489.440098,1290.140087,1147.620083,1505.500114,1213.50008,1492.620094,1147.420086
"PIo (40:5), PIp (40:4)",-0.04124376,7.01322974,0.200980385,0.653930669,0.998556814,916.6009 -> 639.6009,PI,1122.740067,1314.960091,1197.060085,1072.660065,1155.320076,1193.180096,1110.660076,1121.140076,1071.220074,1217.220081,1108.080078
"PIo (40:6), PIp (40:5)",-0.005070772,7.029616521,0.003042427,0.956012429,0.998556814,914.5853 -> 637.5853,PI,1216.060085,1191.120083,1178.460075,1116.120079,1186.840092,1145.860073,1256.800102,1137.020084,1108.66008,1236.680099,1056.400078
PIo (40:7),0.06682049,7.058311897,0.528886694,0.467075293,0.998556814,926.6792 -> 649.6792,PI,1123.280083,1140.560074,1256.640087,1151.580082,1154.040081,1266.420082,1289.540096,1100.600079,1358.100101,1104.84008,1142.000076
PIo (42:0),-0.023272641,6.96842071,0.063769813,0.800633859,0.998556814,954.7105 -> 677.7105,PI,1102.300068,1131.640072,1121.540089,1081.82008,1156.280094,1089.320076,1152.880085,1134.500084,1079.640076,1064.800076,1176.540085
PIo (42:1),-0.03706899,6.973467925,0.16195048,0.687367069,0.998556814,952.6948 -> 675.6948,PI,1138.580078,1177.660084,1126.220078,1149.640076,1094.420078,1126.480072,1123.440079,1082.640076,1140.980076,1085.740067,1091.100079
PIo (42:2),0.006483565,6.965972793,0.00495074,0.943905937,0.998556814,950.6792 -> 673.6792,PI,1082.600079,1097.140076,1073.120087,1153.320087,1146.32008,1130.580093,1137.300079,1064.020073,1148.08009,1115.520084,1122.500072
PIo (42:4),-1.96E-04,6.974375303,4.53E-06,0.99830222,0.998556814,946.6479 -> 669.6479,PI,1125.34008,1179.760082,1113.060078,1080.00008,1113.200073,1126.480087,1119.080074,1156.32008,1107.680073,1118.220074,1105.920078
PIo (42:6),0.088321187,6.993101508,0.920397057,0.33737074,0.998556814,942.6166 -> 665.6166,PI,1109.160084,1100.560074,1127.00008,1066.500076,1121.160095,1117.700073,1132.720081,1162.580086,1220.740101,1256.480083,1092.660084
PIp (16:0),-0.083095336,7.002129852,0.814591936,0.366766117,0.998556814,574.3087 -> 297.3087,PI,1262.920078,1119.240082,1210.62009,1131.42009,1127.180077,1051.90007,1058.780075,1163.04007,1200.720081,1065.940079,1191.300079
PIp (18:0),0.018765223,7.00425887,0.04155032,0.838479348,0.998556814,602.34 -> 325.34,PI,1232.60009,1120.360073,1142.500088,1094.640076,1062.180069,1070.18008,1143.520081,1236.220089,1082.120075,1211.340084,1205.820091
PIp (20:0),-0.064150291,7.014680427,0.486126675,0.485660212,0.998556814,630.3713 -> 353.3713,PI,1090.58007,1154.240078,1186.12009,1371.020103,1095.600067,1110.380081,1166.120083,1174.960091,1110.98008,1097.380081,1136.240086
PIp (28:0),-0.038754585,6.94588507,0.176705339,0.674220044,0.998556814,756.4757 -> 479.4757,PI,1112.660072,1085.74007,1091.640087,1142.980072,1144.460079,1048.200081,1070.960075,1171.66008,1084.820076,1071.960079,1077.180073
PIp (30:1),1.67E-04,6.936429688,3.27E-06,0.998556814,0.998556814,782.4914 -> 505.4914,PI,1084.240063,1093.700069,1038.920074,1122.320072,1076.680084,1060.50008,1082.780075,1089.100075,1093.280083,1108.260078,1169.520088
PIp (32:1),-0.05224097,6.922174915,0.320467233,0.57132699,0.998556814,810.5227 -> 533.5227,PI,1072.04007,1167.140087,1115.720074,1017.660076,1113.740086,1039.700066,1058.600067,1021.820072,1048.540077,1137.320076,1111.340076
PIp (34:1),0.018067687,6.924444719,0.038363737,0.844714557,0.998556814,838.554 -> 561.554,PI,1105.560074,1087.50008,1084.240078,1045.560078,1076.740074,1100.180073,1055.940079,1134.82008,1075.960072,1117.560081,1041.240074
PIp (34:4),0.092554379,6.967912942,1.009234563,0.315086284,0.998556814,832.507 -> 555.507,PI,1081.260078,1041.560078,1075.800083,1061.160076,1162.700077,1179.780075,1067.020081,1130.540073,1187.040073,1235.480076,1067.680073
PIp (36:5),-0.004078415,6.924174206,0.001954257,0.964739423,0.998556814,858.5227 -> 581.5227,PI,1105.420078,1044.000069,1137.560078,1058.560078,1079.260075,1087.360085,1051.220078,1081.960068,1089.580082,1115.240078,1071.880089
PIp (38:6),0.004548655,6.966628805,0.002436943,0.960628097,0.998556814,884.5383 -> 607.5383,PI,1034.120056,1121.940079,1108.880085,1219.860092,1076.880074,1137.220074,1138.240078,1084.100075,1121.900085,1115.580074,1118.060066
PIp (40:6),0.128873658,7.0014737,1.959096129,0.161610019,0.891825876,912.5696 -> 635.5696,PI,1105.440075,1061.500072,1075.500076,1061.68008,1136.440083,1196.540089,1134.080074,1202.740082,1243.10009,1191.340088,1169.620083
PIp (42:2),-0.031121113,6.978188812,0.114162057,0.735454553,0.998556814,948.6635 -> 671.6635,PI,1125.680065,1094.000069,1116.260075,1188.740082,1156.740082,1123.120075,1127.900085,1114.740082,1091.000076,1121.520077,1116.120079
PIp (42:4),0.017761698,6.957392421,0.037147745,0.84716455,0.998556814,944.6322 -> 667.6322,PI,1085.000072,1111.500069,1094.860088,1130.720078,1098.040085,1162.580086,1146.260078,1055.120075,1144.640079,1097.300076,1073.920074
PIp (42:6),-0.083865172,7.075179955,0.833221657,0.361342605,0.998556814,940.6009 -> 663.6009,PI,1311.440098,1182.600086,1172.040085,1247.620087,1236.300083,1092.340076,1118.320068,1168.540081,1162.32008,1279.540096,1263.44009
PS (12:0),-0.031373828,7.08367988,0.116773695,0.732560368,0.998556814,442.2202 -> 257.2202,PS,1342.580101,1243.580086,1126.440063,1147.660088,1274.260086,1326.040092,1257.480087,1299.600098,1047.000072,1093.500076,1161.100079
PS (12:0),-0.031373828,7.08367988,0.116773695,0.732560368,0.998556814,456.1994 -> 271.1994,PS,1239.140091,1111.320076,1078.840073,1129.200062,1176.040085,1126.380081,1223.980095,1116.760071,1092.320084,1266.120094,1116.480083
PS (14:0),0.004791279,7.127978252,0.002730303,0.95832766,0.998556814,470.2515 -> 285.2515,PS,1349.660091,1319.860088,1127.080078,1176.460094,1279.440083,1178.040077,1432.840115,1264.720093,1127.540077,1290.140102,1187.840084
PS (14:1),-0.148169715,9.069728202,2.772387814,0.095903002,0.620475887,468.2358 -> 283.2358,PS,5008.84037,7235.900597,3229.860203,3870.420292,6408.220348,6539.220486,6893.280495,4221.340378,2233.64016,3448.080219,3759.520218
PS (16:0),0.057475214,7.071810641,0.391666568,0.531424681,0.998556814,498.2828 -> 313.2828,PS,1255.62009,1119.260078,1176.34008,1228.120094,1131.100082,1321.020092,1442.200108,1110.580082,1147.160076,1149.000092,1129.500076
PS (16:1),-0.069799663,6.994775556,0.574961943,0.448293882,0.998556814,496.2671 -> 311.2671,PS,1193.800098,1139.700085,1189.600079,1103.48008,1217.900078,1117.32008,1233.78009,1096.900085,1078.380077,1058.840084,1091.860085
PS (18:0),0.040326816,7.303446613,0.195328476,0.658518287,0.998556814,526.3141 -> 341.3141,PS,1357.540096,1815.580135,1389.860107,1268.860092,1224.560089,1632.360111,1439.240105,1607.220116,1455.160099,1144.640091,1190.60009
PS (18:1),0.004660614,7.147078014,0.002586967,0.959435297,0.998556814,524.2984 -> 339.2984,PS,1514.48011,1121.980072,1087.800087,1354.240089,1282.820107,1344.240105,1320.100105,1363.040089,1227.060093,1152.260082,1149.740086
PS (18:2),0.042923604,6.954764239,0.216776953,0.641506769,0.998556814,522.2828 -> 337.2828,PS,1081.800079,1149.740074,1046.240082,1122.140076,1025.400078,1133.800083,1077.720078,1097.860088,1171.160088,1126.180084,1143.440079
PS (18:3),-0.01420664,6.954119139,0.023757162,0.877504407,0.998556814,520.2671 -> 335.2671,PS,1114.760082,1173.680084,1058.580074,1145.98008,1065.980072,1180.960087,1157.280067,1058.760067,1068.140068,1057.160076,1090.240074
PS (18:4),-0.023081142,6.965541577,0.062728419,0.802234402,0.998556814,518.2515 -> 333.2515,PS,1093.32008,1122.180073,1062.82008,1139.240089,1178.560078,1097.720085,1059.740074,1206.520077,1055.780079,1106.400085,1144.500072
PS (20:0),-0.116393479,7.358901783,1.629701337,0.201744363,0.998556814,554.3454 -> 369.3454,PS,1587.400135,1458.860092,1558.380131,1686.380108,1355.720097,1441.820114,1517.240097,1185.760086,1319.460102,1609.820122,1398.94009
PS (20:1),0.096273245,6.98826217,1.092519924,0.295913549,0.998556814,552.3297 -> 367.3297,PS,1103.360077,1158.520081,1088.720078,1051.040081,1047.120068,1104.760082,1184.240082,1116.760082,1236.240089,1199.34008,1172.500084
PS (20:2),0.009976307,6.964369435,0.011718199,0.913796884,0.998556814,550.3141 -> 365.3141,PS,1112.240078,1117.360081,1055.720074,1085.600079,1158.100075,1058.320084,1040.780079,1051.200081,1074.360077,1359.300095,1142.420074
PS (20:3),-0.073823377,7.056383953,0.64585722,0.421597737,0.998556814,548.2984 -> 363.2984,PS,1244.520084,1342.560093,1255.400085,1139.880077,1171.280083,1146.660076,1310.800087,1123.780075,1181.520092,1100.100063,1055.980072
PS (20:4),-0.022002818,7.07800919,0.057410766,0.810636149,0.998556814,546.2828 -> 361.2828,PS,1236.800087,1279.020096,1256.680096,1178.160088,1135.440086,1156.360081,1356.080105,1160.780079,1177.000072,1160.500092,1170.020081
PS (20:5),0.006754209,6.97162116,0.005375186,0.941554931,0.998556814,544.2671 -> 359.2671,PS,1182.620083,1137.360085,1085.340069,1121.900082,1054.66008,1188.800079,1148.12009,1066.500069,1145.160084,1077.040077,1112.940075
PS (22:0),-0.012180699,7.020748521,0.017540095,0.894637051,0.998556814,582.3767 -> 397.3767,PS,1153.320072,1208.680088,1284.200089,1128.600082,1067.140087,1118.100067,1073.400082,1190.220089,1290.42009,1136.24007,1101.82008
PS (22:1),-0.050685337,7.011364155,0.303306014,0.581817232,0.998556814,580.361 -> 395.361,PS,1071.220078,1267.940094,1140.700077,1278.200089,1072.720078,1198.960087,1123.960083,1163.660088,1098.520077,1062.980083,1185.060078
PS (22:2),0.123819627,7.016442476,1.812328084,0.178229206,0.938673821,578.3454 -> 393.3454,PS,1205.660088,1145.180084,1038.460075,1138.68008,1058.880081,1193.700085,1171.340088,1360.380108,1198.060085,1184.880081,1019.780075
PS (22:4),0.032278261,6.936565115,0.122508877,0.72632918,0.998556814,574.3141 -> 389.3141,PS,1093.72007,1086.520077,1054.800079,1137.720078,1032.700062,1179.840073,1122.200085,1128.380077,1053.500084,1062.160076,1073.320087
PS (22:6),-0.081523372,7.259525704,0.795669725,0.372391212,0.998556814,570.2828 -> 385.2828,PS,1442.980091,1716.360123,1299.900089,1488.040092,1093.660084,1434.140106,1463.640114,1411.060101,1135.340076,1231.48008,1331.920101
PS (22:7),-0.134598289,7.023868638,2.142075058,0.143307933,0.808666195,568.3246 -> 383.3246,PS,1297.120083,1206.200077,1205.520092,1217.560085,1204.460075,1100.740074,1217.200092,1109.640083,1112.880074,1061.68008,1045.300079
PS (24:0),-0.215802442,7.565227007,5.653464804,0.017420918,0.161412334,624.3872 -> 439.3872,PS,1870.720135,1656.80011,1733.02013,1873.360138,2096.640148,1708.420116,1605.080109,1630.820118,1546.860111,1485.720085,1400.800091
PS (26:0),0.140368288,7.049169138,2.331128328,0.12680993,0.740629201,652.4185 -> 467.4185,PS,1168.620079,1156.240093,1087.000076,1102.380077,1104.380085,1333.160099,1270.520081,1181.26009,1089.180077,1337.820095,1172.040081
PS (26:1),-0.04185466,7.04907184,0.207250546,0.648930986,0.998556814,650.4029 -> 465.4029,PS,1120.080074,1136.48008,1286.180096,1128.000076,1285.260082,1271.760075,1092.340076,1124.100082,1098.640076,1215.760094,1241.480095
PS (28:0),-0.1411561,8.703988559,2.502699902,0.113651309,0.699141865,680.4498 -> 495.4498,PS,3789.900284,4268.620266,4499.520313,3747.58028,4215.500336,3377.300243,3973.100292,3946.840313,4302.900307,3059.500244,1879.920116
PS (28:1),-0.008191418,7.037068211,0.007941437,0.928990721,0.998556814,678.4342 -> 493.4342,PS,1059.08007,1083.220081,1255.460087,1255.340099,1258.780094,1189.780079,1115.640068,1240.940102,1255.100082,1096.080086,1086.940083
PS (28:2),-0.007053213,6.976216171,0.005860598,0.938977923,0.998556814,676.4185 -> 491.4185,PS,1152.980083,1155.66008,1069.100079,1122.120094,1097.000084,1141.920074,1059.120083,1186.220089,1148.080082,1052.740059,1173.300076
PS (30:0),0.039941256,6.979051592,0.188184377,0.664432061,0.998556814,708.4811 -> 523.4811,PS,1126.320087,1069.760067,1102.220074,1136.080078,1158.540077,1211.42009,1052.920074,1090.220078,1329.480103,1084.480068,1025.480068
PS (30:1),0.003982276,6.998583105,0.001871199,0.965496383,0.998556814,706.4655 -> 521.4655,PS,1181.400085,1107.360081,1178.860085,1154.000084,1058.000072,1257.720085,1137.480087,1009.140076,1152.66008,1154.900082,1161.220085
PS (30:2),0.023423612,7.209711198,0.065576863,0.797889221,0.998556814,704.4498 -> 519.4498,PS,1396.320091,1373.000103,1263.700089,1353.980095,1240.200089,1370.680107,1478.240105,1139.520088,1112.640087,1653.780128,1155.720085
PS (30:3),0.023018473,6.951917365,0.062348827,0.802821315,0.998556814,702.4342 -> 517.4342,PS,1077.320087,1103.500076,1029.00008,1140.960072,1117.460072,1175.480083,1085.100075,1119.680092,1084.620075,1110.200073,1108.580078
PS (30:4),-0.001831637,6.931095866,3.94E-04,0.984158244,0.998556814,700.4185 -> 515.4185,PS,1063.480072,1106.440079,1112.06007,1088.220081,1065.000084,1040.100079,1124.980072,1087.240086,1112.120079,1079.940079,1098.740086
PS (32:0),0.087600992,7.210668259,0.916391519,0.338424229,0.998556814,736.5124 -> 551.5124,PS,1230.740086,1346.860092,1191.920086,1452.960098,1193.880089,1411.8801,1526.960117,1328.840099,1282.900108,1290.800095,1286.700085
PS (32:1),-0.03948716,7.529670075,0.189284973,0.663512396,0.998556814,734.4968 -> 549.4968,PS,1390.2001,1596.560112,1587.460102,1803.540123,2176.220165,1812.100124,1586.040123,1711.540108,1457.920116,1786.660126,1250.160088
PS (32:2),-0.06344114,7.106229925,0.47825169,0.489215298,0.998556814,732.4811 -> 547.4811,PS,1247.220085,1115.560078,1341.680084,1354.7001,1276.300102,1144.560093,1201.48008,1278.980091,1338.840096,1118.340073,1113.260078
PS (32:3),-0.007147246,6.954866132,0.006011395,0.938199389,0.998556814,730.4655 -> 545.4655,PS,1114.340076,1062.580082,1122.980072,1139.34008,1089.940071,1186.760086,1086.840092,1043.940075,1038.940075,1162.360085,1128.720081
PS (32:4),-0.00910409,6.929158884,0.009739096,0.921386902,0.998556814,728.4498 -> 543.4498,PS,1086.040081,1080.400074,1038.580074,1131.020096,1104.000084,1080.880081,1169.280075,1060.50008,1036.220081,1076.580082,1097.16008
PS (32:5),0.020631561,6.936566762,0.050064114,0.822951748,0.998556814,726.4342 -> 541.4342,PS,1070.720081,1097.940079,1178.920078,1072.220081,1024.140064,1126.440075,1120.48008,1139.620075,1084.360077,1067.300083,1045.620079
PS (34:0),0.129716175,7.635588485,2.050661468,0.152140077,0.855289348,764.5437 -> 579.5437,PS,1800.74012,1610.820118,1856.660133,1654.160114,1761.140129,2018.760151,1788.920124,2083.74015,1908.460102,1730.5201,1339.840099
PS (34:1),0.278855038,9.604037845,9.878502929,0.001672209,0.021092322,762.5281 -> 577.5281,PS,6744.440437,6932.02047,7306.580616,6008.120544,6215.040569,8719.900635,7347.300438,9361.420479,7965.180519,7012.58057,3079.260181
