lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,Control1,Control2,Control3,Control4,RAC1,RAC2,RAC3,RAC4,blank,blank_solvent
PEo (38:3),0.027793055999725973,7.292912306978186,0.07453540007815374,0.7848442052809789,0.9999898852101796,756.5903 -> 615.5903,PE,1221.3200836179,991.6200790405,1054.2000694274,1010.8400726318,1224.0800743103,1026.4000740052,984.2400703429,1118.9200897216,1151.7800827024,1134.58007431
PEo (38:5),-0.18954586347826838,7.372827718639322,3.486750954084222,0.06186188557854061,0.9999898852101796,752.559 -> 611.559,PE,1048.4800720215,1112.5800819394,1397.5600967402,1396.5401000962,1142.2000770572,1178.3800849912,1039.6000709535,980.0200691223,1044.0800704955,1263.4200897215
PEo (38:6),0.08186020078063501,7.250268448439893,0.6453085754517605,0.42179499702805556,0.9999898852101796,750.5433 -> 609.5433,PE,1011.3600654602,996.4200744629,977.700061798,1129.9600791931,1080.1600723266,1023.4200744627,1094.1400871277,1149.5200843811,1030.6400718687,1323.5000839224
PEo (40:0),0.18392949918967302,7.562059375839576,3.321275863866834,0.06838873616251649,0.9999898852101796,790.6685 -> 649.6685,PE,1617.9201202394,1201.7200775149,1139.7600784301,1051.6000785826,1748.7801132195,1612.9400939947,1229.7600746158,1097.0200614926,1097.6400756833,1089.6000785828
PEo (40:1),-0.013540633480797265,7.425180271967851,0.017865758671014476,0.8936691793460237,0.9999898852101796,788.6529 -> 647.6529,PE,1109.1800842284,1098.6600799558,1147.5600891113,1490.9201202398,1437.6600952154,1185.000083923,1114.3800697327,1059.4600753784,1080.9400672913,1066.7600669859
PEo (40:2),-0.07711285791311953,7.315521840455018,0.575177353094982,0.44820887760381983,0.9999898852101796,786.6372 -> 645.6372,PE,1124.2000961299,1128.1800880431001,1140.9800758363,1167.4000854492,1085.6400794981,1097.5200576783,1069.940071106,1063.4600791929,1057.4200782773,1080.1800765991
PEo (40:3),0.06938990794622799,7.437548821844601,0.46867111162183583,0.49359915536747967,0.9999898852101796,784.6216 -> 643.6216,PE,1148.4600868226,1095.7400741578,1349.9800872802,1062.120071411,1205.9000778199,1207.720077514,1143.9800796511,1319.0200920106,1280.7600936887,1150.6600952147
PEo (40:4),-0.03164051482823458,7.376922344835982,0.09716088176531956,0.7552636612410246,0.9999898852101796,782.6059 -> 641.6059,PE,1184.740081787,1104.6200714111,1327.8600921636,1040.2800712582,1107.8200874326,1097.9200820927001,1163.1600761413,1178.5200843814,1162.220085144,1046.4600830077
PEo (40:5),0.13808661497360758,7.351081951400935,1.847289385715948,0.17409898423976608,0.9999898852101796,780.5903 -> 639.5903,PE,1055.1200790407,1058.0200729371,1121.9600791932,1086.3000831604,1150.5400695803,1102.1400756837,1069.7400779725,1422.8401031502,1113.580078125,1050.3600692748
PEo (40:6),-0.0503266267763583,7.471554652537264,0.2473547527226465,0.6189438670980637,0.9999898852101796,778.5746 -> 637.5746,PE,1186.7400894161,1151.8000869745,1289.6400985721,1420.6800918583,1228.9800872806,1218.9200782771,1261.2200775145,1158.4800834659,1155.2200851442,1155.2400741578
PEo (42:0),-0.09596505045931641,7.553402714519384,0.9040776092927434,0.34169070211220515,0.9999898852101796,818.6998 -> 677.6998,PE,1425.5000953677,1316.3200874323,1187.7800788878,1554.4601173404,1548.9400863643,1183.2000885004,1308.320098877,1084.8400802613,1111.8800926207,1102.5600738523
PEo (42:2),-0.005851373092530327,7.276657868162237,0.0033025504654612403,0.9541725387483113,0.9999898852101796,814.6685 -> 673.6685,PE,1035.8600692751,1088.6200790405,1090.0200805664,1095.5600852966,1132.4000778199,1066.760066986,1050.4800796509,1037.1600837705,1074.0000762939,1145.6000785829
PEo (42:4),0.0010372996871748474,7.284387408179719,1.0384605376323464e-4,0.9918693073648683,0.9999898852101796,810.6372 -> 669.6372,PE,1113.1200752258,1056.2600784301,1048.5600738526,1109.7400817871,1059.9000740051,1042.7400665284,1179.0800857542,1040.9000701903,1071.680076599,1137.220085144
PEo (42:6),-0.06127630745563898,7.3294214908951245,0.36342875538396724,0.546608131649961,0.9999898852101796,806.6059 -> 665.6059,PE,1106.2000732428,1286.8001022338,1137.5400733949,1035.4200706481,1056.7400741579,1175.4400787352,1079.6400718687,1058.9400672915,1093.3800811766,1059.5400772094
PEp (16:0),0.03429557915956752,7.259462366938383,0.11316841804297928,0.736565374164657,0.9999898852101796,438.298 -> 297.298,PE,1075.6400794981,1033.0400772094,974.8800773621,1057.3400802611,990.8400535583,1147.2200927732,1087.3600730895,1008.0200653077,1183.0200881958,985.2200622558
PEp (20:0),-0.04382441084818058,7.319431269018587,0.18589522736946973,0.6663551712795479,0.9999898852101796,494.3606 -> 353.3606,PE,1157.5200881957,1085.2800674438,1115.8800849914,1179.3400878906,1101.4000816345,1100.9800796507,1107.0800895689,1085.0600814818,1029.0400733947,1030.3800735473
PEp (28:0),-0.060037951317236576,7.477725998599655,0.35234255462821107,0.5527900528382396,0.9999898852101796,620.4651 -> 479.4651,PE,1238.1400794979,1470.7600860599,1265.5000953668,1146.7200889583,1329.3801078799,1265.1400947567,1154.8400688171,1158.8800773621,1088.3800697327,1094.6000785827
PEp (30:0),-0.09400687883345618,7.529233435123256,0.8665300348104559,0.3519177362549592,0.9999898852101796,648.4964 -> 507.4964,PE,1071.8000793456,1714.4001235964,1170.5000839235,1438.0401115415,1434.6600799558,1147.8200759893,1327.000087738,1142.4600677488,1071.960079193,1047.7800674438
PEp (30:1),0.0960954003538368,7.32411653471344,0.8929486171976038,0.34467950955464727,0.9999898852101796,646.4807 -> 505.4807,PE,1093.0600776671,1056.0200843809,1056.3400764464,1079.5800857543,1152.8000946044,1056.060066223,1074.1000823976,1287.9800834649,1137.2800827023,1021.7200698853
PEp (32:1),0.00968931193065193,7.238274557772517,0.009031290245848145,0.9242885352627436,0.9999898852101796,674.512 -> 533.512,PE,1085.7200889588,983.6400680544,1016.5800666809,1081.3200683592,1066.0200729368,1016.8600769042,1083.820072174,1020.9800758359,1061.8800735475,1018.3200683593
PEp (34:4),0.03815342746723081,7.321870677968498,0.14083632367247878,0.7074510049617891,0.9999898852101796,696.4964 -> 555.4964,PE,1033.4200782776,1181.620082855,1133.7800750731,1039.2400703429,1074.3000755312,1236.0000915527,1108.3000717159,1081.44008255,1089.8200798034,1038.400074005
PEp (36:5),-0.0197138430541928,7.261178052651988,0.03745592027653899,0.8465397471620688,0.9999898852101796,722.512 -> 581.512,PE,1018.5200691222,974.6200675964,1291.8600921633,1008.840072632,1034.8800697326,1124.0600814817,1046.5600852966,1023.260082245,1044.9800758361,1067.1200714113
PEp (36:6),0.044760854249266714,7.278019364414052,0.19321496282123163,0.660254194190449,0.9999898852101796,748.5277 -> 607.5277,PE,1060.8800773619,1053.0800704952,1107.8200683593,1005.9600677491,1166.3200683591,1026.9000778198,1108.460079193,1052.6400718689,1098.0600852964,1137.2600860597
PEp (40:7),-0.11526917809879601,7.4662951207368815,1.2975485925786199,0.25466148731499744,0.9999898852101796,774.5433 -> 633.5433,PE,1412.3801078797,1265.760089875,1374.1801071164,1120.3600692745,1242.0000762934,1276.4800910947,1135.0000877382,1115.3000793461,1091.1600761412,1100.3600807188
PEp (42:0),-0.026184105785086096,7.268445141523124,0.06607610802915254,0.7971380645787053,0.9999898852101796,816.6842 -> 675.6842,PE,1017.6400604249,1050.700077057,1156.7400779725,1077.8000907897,1046.0200691222,1056.9000778197,1067.2000808717,1048.4600639343,1093.90007782,1075.8800811767
PEp (42:2),-0.039139557194327886,7.36007117624297,0.14857893087565177,0.6998970984882993,0.9999898852101796,812.6529 -> 671.6529,PE,1218.1200904848,1197.5000801095,1143.4400787354,1075.9800796511,1171.2400894167,1135.5000915527,1057.7400703431,1139.7600746155,1108.0400810241,1116.180076599
PEp (42:4),0.015250296503389466,7.283567153308196,0.022443777745225546,0.8809125666029365,0.9999898852101796,808.6216 -> 667.6216,PE,1189.9600868231,1036.5200767516,1049.3800773621,1025.7800750734,1125.560077667,1056.5800743104,1048.7000732422,1108.540081024,1076.8000679017,1063.4200782772
PEp (42:6),-0.07432327697067957,7.3522794521636525,0.5356097784326144,0.4642578934160199,0.9999898852101796,804.5903 -> 663.5903,PE,1118.4600753784,1085.5200805667,1418.0200958242,1058.8600769043,1081.6200752259,1173.6200752254,1144.0800819396,1039.4800720216,1072.180076599,1055.9800682067
PG (12:0),-0.05639134431337887,7.476989531372312,0.310318419568302,0.5774848560941032,0.9999898852101796,460.2042 -> 271.2042,PG,1221.9200935363,1211.540084839,1324.1600952144,1254.920085907,1117.6600761412,1222.8600807189,1287.4200973513,1183.3800735476,1289.5400848381,1084.7000808713
PG (14:0),0.025487668210444677,7.348591574033207,0.06289877033362323,0.8019716235588032,0.9999898852101796,474.2562 -> 285.2562,PG,1036.8200683594,1161.7200813292,1137.62008667,1108.7600784301,1083.8000793458,1187.360088348,1110.4600868222,1135.9000816343,1203.0600929256,1081.400074005
PG (14:1),-0.07561598223061756,7.43735343254482,0.5567389554916711,0.4555771590962024,0.9999898852101796,472.2406 -> 283.2406,PG,1259.2600860593,1247.5200843813,1222.5000801085,1187.1000709534,1176.7600784301,1226.4600830079,1106.3600692748,1148.960079193,1238.4400863648,1089.5000762941
PG (16:0),0.0015023264325627185,7.605452970131882,2.2190463469828892e-4,0.9881147810637035,0.9999898852101796,516.2668 -> 327.2668,PG,1375.2200927731,1291.1600952148,1397.8001022339,1332.1000900268,1431.7401008606,1319.0201072689,1364.3000869746,1278.4600830085,1362.1600875853,1323.340091705
