lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,Control1,Control2,Control3,Control4,RAC1,RAC2,RAC3,RAC4,blank,blank_solvent
"Cer(d14:2(4E,6E)/18:0(2OH))",0.057440425581069106,8.493207212143751,0.3360032956621851,0.5621453306874243,0.9999898852101796,524.5 -> 206.3,cer,2433.0201683046,2472.2801704404,2388.9801635744,2460.2001800534,2459.2201652529,2690.6201934815,2472.1601867676,2513.0401725774,2608.5401954646,2667.260177613
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",0.0412736344861296,8.597875850675457,0.17407964116137276,0.676511263446492,0.9999898852101796,522.5 -> 206.3,cer,2577.280189514,2616.0201911925,2673.1801948541,2793.4601974494,3069.2402153021,2770.3401832579,2569.7801895139,2548.1001815796,2577.6401596067,2483.8001899718
"Cer(d14:2(4E,6E)/18:1(9Z))",-0.011049464341587859,8.536818486206638,0.012451601547365465,0.9111510827352365,0.9999898852101796,506.5 -> 206.3,cer,2622.0201911926,2570.2601852417,2484.4401817318,2651.5801925654,2452.9801940922,2792.9202003472,2414.7201690671,2572.6601905824,2628.1401901245,2504.980171203
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",-0.015389982252120075,8.470430639315076,0.024113088570257235,0.8765975102043385,0.9999898852101796,550.5 -> 206.3,cer,2448.7801742549,2422.1001777651,2458.2601776123,2590.0001792906,2461.4201774598,2524.7401809692,2422.8401679992,2389.6001777648,2427.3601722716,2450.6401596069
"Cer(d14:2(4E,6E)/20:1(11Z))",0.03414034766982785,8.511154498845224,0.11883268103761035,0.7303040056141584,0.9999898852101796,534.5 -> 206.3,cer,2431.2801666258,2495.120185852,2608.6201667785,2556.0401878356,2656.7201805115,2694.8001823417,2445.2001800537,2522.0601615911,2368.5601692196,2590.1201934814
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",-0.07984138626012993,8.633740103227856,0.6520723960107233,0.4193727169879814,0.9999898852101796,578.5 -> 206.3,cer,2508.7601776122,2998.1402168274,2870.5002059942,3062.8002166753,2550.9401817328,2748.1801948554,2749.3401908873,2758.960193634,2544.7601737977,2437.2601661684
"Cer(d14:2(4E,6E)/24:0(2OH))",-0.09483796105317202,9.97148384060763,0.9426860164532989,0.33158802296315093,0.9999898852101796,608.6 -> 206.3,cer,7606.3005828848,7660.3405456534,7871.9005966175,7963.9006042485,7453.6604728698,6546.1204490663,7048.5804939252,8018.0204963676,2474.1601753234,2434.7201728821
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",0.01545415491769492,9.276593586843314,0.024798978091957746,0.8748690017140486,0.9999898852101796,606.5 -> 234.3,cer,4569.8003540063,4554.6803245556,4821.2203369132,4074.5002899165,4745.8603172303,4600.0203094475,4303.3002586354,4539.1403427117,2503.8601760859,2622.7401809689
"Cer(d16:2(4E,6E)/24:0(2OH))",-0.09868290600732464,12.777791281027861,1.0335566278540727,0.3093247795081903,0.9999898852101796,636.6 -> 234.3,cer,52419.0839195144,59726.5645103639,57691.7841301045,55521.184108732,52181.3440666029,50974.8637618889,48761.2434997347,58197.6841735522,2569.9401779174,2528.0601806642
Cer(d18:0/14:0),0.00620562593421844,8.504535393590572,0.003922865925736763,0.9500589209315835,0.9999898852101796,512.5 -> 266.4,cer,2429.8001899712,2490.5401725771,2538.9401664729,2522.340187073,2515.180183411,2461.4201774597,2536.6001739508,2494.9601554869,2685.6201934814,2556.700176239
Cer(d18:0/16:0(2OH)),-0.012727429515215403,8.609424842208442,0.01655828749856736,0.8976116452581699,0.9999898852101796,556.5 -> 266.4,cer,2822.9001998904,2661.7201766969,2737.980197907,2716.980201721,2893.9202194211,2674.0801849359,2599.6001892086,2659.4801788329,2621.2401771545,2558.4401931758
Cer(d18:0/16:0),-0.05354132414746167,8.685689807799458,0.293550856359416,0.5879539920819821,0.9999898852101796,540.5 -> 266.4,cer,3069.3802108761,2642.6602058404,2809.340198518,3121.0602302553,2842.9002113337,2874.9802093508,2869.6802062988,2611.140190125,2875.0402107242,2672.7001953118
Cer(d18:0/18:0(2OH)),-0.012063358843036467,8.685284322991183,0.014912995702777598,0.9028049512591927,0.9999898852101796,584.6 -> 266.4,cer,2817.1401939404,2780.500190735,3094.0802040109,3001.6202087397,2811.3402328491,2842.4002151481,3030.660224914,2889.9401969918,2428.0601654049,2517.4001617428
Cer(d18:0/18:0),-0.01614010667138657,8.678450162028826,0.026668826713758698,0.8702775652604199,0.9999898852101796,568.6 -> 266.4,cer,2927.6802101133,2616.5801887509,2922.2202110289,2931.9402084348,2752.5601844794,2671.7601966857,2863.1401901244,2959.8201866147,2936.000202179,2580.0201835633
Cer(d18:0/20:0),0.16980363284556566,9.049884481834376,2.978623422823947,0.0843710028206034,0.9999898852101796,596.6 -> 266.4,cer,3174.5402450565,3427.4002418522,3527.2602424626,4208.4202995289,4247.4602851857,4277.4603271484,3597.4402236936,3987.1202507011,2641.5201950065,2546.2801818844
Cer(d18:0/22:0(2OH)),0.016230533007648627,10.2040109264015,0.027676383507946767,0.867871914872188,0.9999898852101796,640.6 -> 266.4,cer,8929.3805313115,9792.1605873095,8130.9805602998,8482.520690918,9433.9406738289,8894.6805496213,7184.2004890458,10173.5607528689,2579.3201828008,2535.6001663209
Cer(d18:0/22:0),-0.08284870784635669,9.667852847537786,0.7168900711773605,0.39716592070166234,0.9999898852101796,624.6 -> 266.4,cer,6762.9005088812,5892.8804664624,6269.9204559323,5944.7804260254,6113.8804473867,5677.2404022231,5542.2203712453,6105.2604713436,2461.8201560976,2491.9201736449
Cer(d18:0/24:0),0.006122960561512332,9.688815407839302,0.003915626612969625,0.9501049630314181,0.9999898852101796,652.7 -> 266.4,cer,5124.9003601085,5971.1604766833,7112.7805099488,5707.8003883335,6331.3604278563,5914.4203948974,5715.9003982565,6027.0004348745,3613.8202552812,2594.1201858518
Cer(d18:0/26:0),0.07298693744285983,10.293407796980304,0.5599990488754836,0.45426062578954973,0.9999898852101796,680.7 -> 266.4,cer,9335.6807136536,8724.9806518548,9404.5406570431,9237.5407485943,9868.2607002265,8643.6806411727,9372.3407287605,10641.3607749934,3079.1802101142,2617.4201850889
Cer(d18:0/h24:0),-0.03893943120765123,9.230438873088781,0.1573046872974082,0.6916502467425185,0.9999898852101796,668.7 -> 266.4,cer,3452.9002571107,4822.8003311154,5085.4003715512,4375.7803192141,3562.7802658084,3888.26025772,4736.2603149403,5038.4803276049,2498.9401626586,2538.1801872257
Cer(d18:0/h26:0),-0.032547809156310975,8.731612931493313,0.10868087513210867,0.7416509674160853,0.9999898852101796,696.7 -> 266.4,cer,2928.480194093,2832.1002006532,3489.640232087,2900.9402236943,3076.3402099611,2662.2601890566,2970.4202232362,3147.9202423083,2526.7401847836,2466.8201789857
Cer(d18:1/12:0),-0.00811431998361583,8.436660962176374,0.006696393614508356,0.9347807104694256,0.9999898852101796,482.5 -> 264.3,cer,2355.2401695253,2514.240165711,2353.6001701352,2441.8401756286,2411.640171051,2384.6401710506,2371.3201560975,2428.2801704403,2368.5601730346,2416.9001770015
Cer(d18:1/16:0),-0.05985888101355165,9.245773658571549,0.3716610575670529,0.5421002387778389,0.9999898852101796,538.5 -> 264.3,cer,7038.1404418957,3413.6402435304,3478.4202346795,3859.5402564999,3664.0602951052,4087.8203010542,4605.4003143315,4644.1203308121,3121.460231781,2539.2201576225
Cer(d18:1/18:0),0.03565299993539849,8.879482139675979,0.13090439914648755,0.7174961638286098,0.9999898852101796,566.6 -> 264.3,cer,3857.6202583304,3067.5802154535,3194.7202224719,3175.140235901,2988.3801956172,3319.620243073,3853.5803222641,3430.4402465834,2509.3201637269,2514.2601852415
Cer(d18:1/18:1(9Z)),-0.08508673445921286,9.701974552284907,0.7564061338302768,0.38445555922646657,0.9999898852101796,564.5 -> 264.3,cer,7840.8405761718,5403.7003402705,5558.180389403,6589.9004592895,6396.9604377763,5799.7003707895,5972.3404197672,5718.1403923029,2726.0801887514,2422.1601753235
Cer(d18:1/2:0),0.0020078751349574724,8.474523561962764,4.104762331840206e-4,0.9838357946464701,0.9999898852101796,342.3 -> 264.3,cer,2426.4601516724,2531.5601692205,2397.720165253,2521.3201713556,2521.1401863096,2611.6401939387,2335.4201812743,2409.7401733402,2453.5401878358,2377.7801780699
Cer(d18:1/20:0),0.07429067048819143,8.592064656804002,0.5639166647879401,0.452686449288524,0.9999898852101796,594.6 -> 264.3,cer,2619.820186614,2496.2601699829,2734.3602066037,2678.040199279,2712.7401657112,2705.1601867684,2933.0402183528,2713.0801925665,2497.6601829525,2448.7801666263
Cer(d18:1/22:0),-0.04566304164786093,9.21817353762045,0.21627811738400915,0.6418905579706526,0.9999898852101796,622.6 -> 264.3,cer,4179.3802337636,4525.2003021238,4592.9403533947,4355.6203155531,3885.9202613839,4187.1802978505,4342.0203323356,4653.660327911,2440.2201728815,2630.9201850897
Cer(d18:1/24:1(15Z)),0.08179156798226052,10.293836839725017,0.7033066919805933,0.4016748235382614,0.9999898852101796,648.6 -> 264.3,cer,8292.0205802908,8786.1606445285,10204.9207267757,9615.3806800839,9571.1007537818,9190.1006507865,9634.0807151795,10580.2607727062,2440.4401855469,2462.6201820372
Cer(d18:1/26:0),-0.16397627913383286,8.60922134086682,2.746908996099049,0.09744263992515534,0.9999898852101796,678.7 -> 264.3,cer,3141.6202316265,2865.2602233877,2852.6602058426,2656.4801902772,2647.8201827993,2577.2401885982,2521.2201843263,2515.5601882931,2606.7201957701,2592.6201858523
Cer(d18:2/14:0),-0.013464185413750322,8.459997109449525,0.018451073007968388,0.891951937455765,0.9999898852101796,508.5 -> 262.4,cer,2539.7401885987,2448.2601737978,2417.7801780697,2447.1601638794,2381.2201766965,2384.6401672363,2497.5201759339,2479.6401710507,2386.4201622011,2420.0401840209
Cer(d18:2/16:0),-0.02454566897211374,8.533617859590649,0.06145170051375337,0.8042160083540567,0.9999898852101796,536.5 -> 262.4,cer,2631.8801765441,2604.6201858517,2700.6402015686,2466.3801765439,2524.0201721193,2576.7201728821,2670.380187989,2440.1801643373,2520.9601707454,2386.7601585386
Cer(d18:2/18:1),-0.017037046140153663,8.496279461859523,0.029563486015704188,0.8634844195224762,0.9999898852101796,562.5 -> 262.4,cer,2512.1001739502,2470.3401718141,2540.360176086,2505.1201782224002,2464.820171356,2501.2201766965,2559.3201789849,2368.7001724244,2625.0201911929,2500.8601837153
Cer(d18:2/20:0),0.02942072077906917,8.561748737827687,0.08834937412137389,0.7662861665020649,0.9999898852101796,592.6 -> 262.4,cer,2738.8001937865,2605.5801773072,2506.7401847844,2542.0401878354,2791.640197754,2662.1401939391,2565.7001647946,2572.1201782227,2610.3002052307,2584.1401748659
Cer(d18:2/20:1),-0.019187722037667915,8.531266763433345,0.03754398818206511,0.8463616859070667,0.9999898852101796,590.6 -> 262.4,cer,2652.8801918034,2471.6401634215,2562.8601722716,2643.2601737975,2589.6001777649,2596.5401763921,2492.4001884462,2498.8401641845,2593.6401901241,2408.6401634215
Cer(d18:2/22:0),-0.13023736294269506,8.728331675350086,1.7386456154939829,0.18731052774112114,0.9999898852101796,620.6 -> 262.4,cer,2849.1202239988,2782.0402030936,3015.1602172839,3737.1602783221,2943.1401977541,2604.3001861571,2806.2201995851,2939.460201264,2804.3601989747,2479.8801727292
Cer(d20:0/26:0(2OH)),-0.11573252873220481,8.810192031486393,1.37676009036581,0.24065379360236563,0.9999898852101796,724.7 -> 292.4,cer,2680.1201782226,2856.3602027897,3927.9602928163,3854.980262755,2995.5402183531,3320.7602539075,2937.080219268,3020.9602127076,2429.0001792909,2409.4401779171
Cer(d20:0/26:0),-0.028900862218244793,8.540217471314259,0.08520949642199971,0.7703579934817694,0.9999898852101796,708.7 -> 292.4,cer,2745.0201911926,2567.3801879889,2554.7201690671,2602.6001853947,2605.7001800537,2488.980163574,2474.7201805108,2673.8601799013,2529.2401733399,2478.5201759332
Cer(t18:0/16:0(2OH)),0.04210300570613387,8.612000893198442,0.18117168289817753,0.6703682424485486,0.9999898852101796,572.5 -> 282.4,cer,2609.5401725767,2728.5401840202,2668.7201957694,2689.7801933285,2867.5201988219,2865.6601943966,2704.2001876824,2562.5801849368,2735.3201751712,2473.0801811218
Cer(t18:0/18:0(2OH)),0.004080565747468532,8.896952849397803,0.0017144921080007869,0.9669718900438135,0.9999898852101796,600.6 -> 282.4,cer,3510.6002426136,3417.8002510062,3024.3802108768,3406.9602127079,3538.6002426147,3085.9802207942,3397.8402290355,3352.2802391051,3029.4202117915,2590.8201866149
Cer(t18:0/20:0(2OH)),-0.04063810457766497,9.75671114526967,0.1726447598945402,0.6777719431154304,0.9999898852101796,628.6 -> 282.4,cer,5328.6804199216,6590.9204483018,6860.9404869086,6900.2805252056,7553.5205307004,5609.9203834515,5336.2404022224,6446.8404388414,3376.140239715,2722.3201828007
Cer(t18:0/22:0(2OH)),-0.011586671526186303,9.938336011958958,0.014068026615721596,0.9055853627235863,0.9999898852101796,656.6 -> 282.4,cer,6937.5404853833,6953.3404617328,7504.8606109596,8053.3405380244,7538.7205429051,6500.6604843121,7545.3405036935,7572.2004928602,2617.980178833,2637.7201843259
Cer(t18:0/24:0(2OH)),-0.14088660452060922,9.85035875420457,2.07627212517877,0.1496051596638597,0.9999898852101796,684.7 -> 282.4,cer,6274.0403938276,7322.2405471802,7175.3005218488,7401.9404945339,5899.7004394551,6698.5804634101,6293.2004241935,6620.4204330463,3930.9202690133,3350.8402595515
Cer(t18:0/26:0(2OH)),0.032672136176804305,8.691972112670273,0.10937539388035689,0.7408563644472689,0.9999898852101796,712.7 -> 282.4,cer,2807.7802009579,2843.160202026,2870.5602035516,2951.1801795963,2835.440204621,2920.3401947016,2932.2202148441,3026.2402229307,2629.8201980597,2435.6801567079
Cer(t20:0/26:0(2OH)),0.012146545762569736,8.598741434133453,0.0150814012556868,0.9022604404165574,0.9999898852101796,740.7 -> 310.4,cer,2623.0001831054,2662.860179901,2748.700202942,2812.4202003472,2554.8801956175,3002.6402015684,2782.6401977536,2581.6801872254,2433.9201660154,2415.2801780701
CerP(d18:0/16:0),-0.16005822911541595,9.749832945500353,2.6773278214733915,0.10178639627740332,0.9999898852101796,620.5 -> 266.4,cer,6693.5805244434,6131.0604324344,6928.6804962198,7275.5005073541,6011.7404174808,5669.2803802472,5827.6003799447,6629.7804641726,2564.5401763916,2527.7801780697
CerP(d18:1/12:0),0.018902249954845515,8.497475024573683,0.03640062512432063,0.8486905321731507,0.9999898852101796,562.4 -> 264.3,cer,2498.00018692,2391.860176086,2639.1201744079,2436.6601753235,2590.5001831055,2559.3601875303,2493.1001701358,2438.4601593017,2518.7801742554,2390.5001678462
CerP(d18:1/14:0),-0.064724718728619,8.527525074791019,0.427139693690208,0.5133958049273842,0.9999898852101796,590.5 -> 264.3,cer,2768.4201812742,2584.5001907345,2533.560176849,2590.9201812743,2462.3401794435,2578.4801750184,2561.0001792909,2398.8801574708,2562.6801795955,2610.940200806
CerP(d18:1/16:0),-0.10424777504435216,9.852296927822136,1.1375047705609873,0.2861802001007268,0.9999898852101796,618.5 -> 264.3,cer,7329.740600586,6537.4204559312,7312.9604949948,7454.6405220042,6200.1204338076,6001.4404487594,5674.9004173262,8688.8407287604,2468.9801826475,2446.2601699827
CerP(d18:1/18:0),-0.1232136760301728,10.119453103414891,1.5933550714478297,0.20684744191203577,0.9999898852101796,646.5 -> 264.3,cer,8604.8206825261,8223.2405776987,8905.22069930761,9261.40069579851,8846.2207031262,7649.9405059806,7053.5205039975,8530.0205535908,2352.1401634216,2379.4801673889
CerP(d18:1/2:0),-0.030225048517905195,8.473495519751161,0.09299269267391463,0.7604064938472794,0.9999898852101796,422.3 -> 264.3,cer,2637.9401817321,2329.6601715084,2449.4801826475,2524.600170136,2353.8801689146,2553.8601722718,2505.2401771543,2305.0201683046,2535.4001884459,2457.1401748658
CerP(d18:1/20:0),0.04199414444104925,8.743335177120889,0.18098208250069803,0.6705306093399483,0.9999898852101796,674.5 -> 264.3,cer,3085.5602340698,2554.0601806637,2883.6401901246,3440.5602493292,2619.2401809696,3293.2202377313,3161.1402320864,3213.5602188114,2500.9401702878,2579.3201942443
CerP(d18:1/24:0),-0.07128279851202093,9.477114933545232,0.529262252134131,0.4669171892095266,0.9999898852101796,730.6 -> 264.3,cer,5654.9804000853,5295.8403778087,5066.2403717035,5462.9804038987,5250.4403610243,4407.0003204329,5414.4003868079,5329.1804008485,2595.2401847839,2426.2401733398
CerP(d18:1/24:1(15Z)),0.06131133342912779,8.98117486267676,0.3879940287756689,0.5333557143789356,0.9999898852101796,728.6 -> 264.3,cer,3550.4202575686,2847.1202049264,4251.6603202819,3559.2202568052,3704.8802795417,3065.8601989758,3580.5602531435,4432.9002990724,2547.3001747132,2486.700180054
CerP(d18:1/26:0),0.01708170428089593,9.519607163314994,0.030416671018516084,0.8615481606431715,0.9999898852101796,758.6 -> 264.3,cer,5432.440402986,4899.1603775021,5058.5603637703,6179.9004249571,5011.0603752137,5210.5603637689,5748.8804244983,5804.000427245,2456.3801574709,2455.7401580807
CerP(d18:1/26:1(17Z)),0.013798608308549409,8.737176191394534,0.019540707330775398,0.8888274315421764,0.9999898852101796,756.6 -> 264.3,cer,2780.5602035519,3200.5802154538,3033.5001907345,3058.3802223204,3383.8802490239,2668.600185394,3174.0002365111,2946.5402107242,2389.0201797485,2467.6601638794
CerP(d18:1/8:0),-0.024604028648931877,8.48296451928512,0.06164794835976961,0.8039099978568514,0.9999898852101796,506.4 -> 264.3,cer,2546.1401710506,2414.4001693728,2627.1001930242,2436.3001708985,2326.0401649475,2552.7401809693,2405.1401748656,2552.0001869199,2477.0201873775,2460.2801704405
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",1.2342838902429659e-6,9.03556006898267,1.607065591713308e-10,0.9999898852101796,0.9999898852101796,722.5744 -> 369.1,CE,3501.2202415463,3481.7602424625,3584.1802673345,4057.8802871701,3546.3802452084,3849.1802749632,3775.9602813718,3430.2002258301,3545.1602478029,3714.4002609253
Cholesteryl nitrolinoleate,0.01394864529774746,10.098587861412064,0.02041572749970655,0.8863820989467792,0.9999898852101796,711.5696 -> 369.1,CE,6583.4204406752,8805.4006309496,6980.3805122369,9713.5606956453,10154.4207229605,6881.18044281,6251.0804405212,9082.7806472773,3985.8202896119,3871.1802864073
cis-5-Tetradecenoylcarnitine,0.008302319924018227,10.022357982557992,0.007213867106915295,0.9323134740588751,0.9999898852101796,370.3 -> 85.1,AC,6254.0604400628,7635.0805435164,6442.5204544073,6614.2004356399,6492.6604843157,7523.9805374137,6677.4205207822,6379.9404487624,10988.3208770739,5002.9203643792
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",0.009885270043960306,9.53411860338013,0.010174698729815912,0.9196538870417083,0.9999898852101796,474.4 -> 85.1,AC,5583.580398558,5215.1804008478,4636.2403182984,4989.0003623956,5359.6404037465,4899.9403266913,4967.3603401184,5301.3003540026,5358.6803741458,4534.6003265382
"ecdysone palmitate, 22:3 Cholesteryl ester, 20:2 Stigmasteryl ester, 20:3 Sitosteryl ester",0.04027128244537114,9.924078213320623,0.16987819500040935,0.6802200823142944,0.9999898852101796,720.5435 -> 369.1,CE,5432.3003845215,6897.5005073545,7587.3605499311,8309.3606224039,7893.5405006415,7485.3405494701,6013.3804283148,7605.680557252,3416.5602416998,3550.9002532965
Hexacosanoyl carnitine,0.0766746756500926,9.793038017225005,0.6138240901999632,0.43335159502902554,0.9999898852101796,540.5 -> 85.1,AC,6459.8204727164,5589.7204017617,5540.8603668192,5503.5003890982,5623.1404113746,5745.1404113798,7197.9404792795,5731.8003807075,8040.6206054674,4482.4803123475
"lanosteryl oleate, 20:2 Campesteryl ester",-0.14804360787488388,9.790889346811479,2.2907225108726017,0.13014932525642484,0.9999898852101796,708.6315 -> 369.1,CE,5682.0803947446,7702.4005241407,7452.8005065928,6119.7604751588,6582.0604820268,5417.8204078675,6540.780483247,5762.2804412848,4029.0202751164,4035.420265197
"lanosteryl palmitoleate, 18:2 Campesteryl ester",0.02463668736283554,12.49135427720626,0.06440172419396362,0.7996694286472203,0.9999898852101796,680.6002 -> 369.1,CE,37826.3021392751,47897.6630630358,45235.4631385921,45510.3633079633,46820.8234558002,33470.0421485804,45187.1431464846,53663.043884268896,3420.1602439879,3727.6002426144
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",0.008063578504000652,9.878357652394955,0.006799646193939801,0.9342809514092153,0.9999898852101796,424.3 -> 85.1,AC,6360.8403930647,6311.940448761,6402.4204406736,6637.0004844658,6458.460441587,6339.7804679868,6433.240470887,6579.4804992663,7274.9405326827,5637.9803886418
Lyso_C17 sphingosine-1-phosphocholine,-0.06091822604758323,7.111328489300972,0.3538784659790891,0.5519257931664073,0.9999898852101796,451.3223 -> 184.1,SM,980.5800628655,956.3600616454,1006.6800727845,969.5800781247,934.5000648501,910.7200584411,1002.0400695801,897.5800666811,963.3800735473,909.6800575254
Lyso_PC(10:0),0.01139794475457324,7.592216102969668,0.012736116935910147,0.9101459841235423,0.9999898852101796,412.2386 -> 184.1,SM,1146.7400894171,1005.4000778197,1507.2401008604,1521.6000976565,1409.3801078794,1186.6800689697,1346.4000930786,1269.7800865169,1651.5001144409,994.280067444
Lyso_PC(11:0),0.06450083992941459,7.312060952816845,0.40187752927013065,0.5261212121808241,0.9999898852101796,426.2542 -> 184.1,SM,1011.7000732424,1035.6200675961,1113.1000862119,1115.7200737003,1000.360069275,1348.1000938417,1168.5400810246,948.9200668336,1171.0800628657,1029.9600830079
Lyso_PC(12:0),0.016438620104405697,7.622944116081734,0.02657985797822171,0.8704922132332826,0.9999898852101796,440.2699 -> 184.1,SM,1262.3800926204,1080.6000823972,1515.5601158131,1540.600112915,1619.1001014713,1191.5400810242,1380.2600936891,1261.5200996396,1451.8600997928,918.160068512
Lyso_PC(13:0),0.11630841836069974,7.228033898213713,1.2979667896410492,0.25458494708915325,0.9999898852101796,454.2855 -> 184.1,SM,1037.3800773619,1009.8000717166,963.3200645445,910.7200622558,1026.260070801,989.0200691221,1032.3800811767,1193.9200897215,1186.1800804136,1135.5400848393
Lyso_PC(14:0),0.019271808987966155,8.685398264964528,0.03811665948874854,0.8452090718826828,0.9999898852101796,468.3012 -> 184.1,SM,3072.6802215581,3250.9802513127,2508.3201904299,3221.0402221684,3545.320243836,2473.6401824955,2885.0601730351,3292.0202713016,1435.2201118471,995.8600692747
Lyso_PC(14:1),-0.0285280492684079,7.199243492664696,0.07814387741300877,0.7798287081316579,0.9999898852101796,466.2855 -> 184.1,SM,977.2600822448,1013.2600746156,965.5000762938,1185.7400779729,985.6000671388,1069.0000724792,983.4600753783,1016.1600646974,967.6800804139,1056.8200874329
Lyso_PC(15:0),-0.13306848786659733,7.871192078992504,1.7648717576341095,0.1840180149017195,0.9999898852101796,482.3168 -> 184.1,SM,1596.6001052867,1764.6001396181,1926.6201210023,1639.9201126099,1407.0800819403,1555.920124054,1746.6201286328,1595.4601097107,1371.4000854503,991.9400672913
Lyso_PC(15:1),0.10453528708651297,7.225101638982329,1.05037141110014,0.30542156306530727,0.9999898852101796,480.3012 -> 184.1,SM,999.2000694276,1021.3400650023,971.1200675966,1015.9000740055,1103.8200721742,1047.5400848388,981.5800666809,1168.6200790403,1020.1800689696,962.3600654601
Lyso_PC(16:0),0.1313519188366163,11.727106826193523,1.8266467030404776,0.1765241342050157,0.9999898852101796,496.3325 -> 184.1,SM,26483.00202942,23652.2020645223,20943.8614044179,26094.661949166,25009.9221382022,27188.1617889483,30915.4223327614,23119.0214386018,8195.6805191017,1073.8800773619
Lyso_PC(16:1),-0.037828705822946375,10.361615142876238,0.15054421457883294,0.6980158289705399,0.9999898852101796,494.3168 -> 184.1,SM,10131.2407684281,10333.7006835934,8779.0007019055,11214.7207565369,9168.4006805415,10400.8206024189,11389.7407531808,8390.0807418855,2291.0401535032,2044.9001426693
Lyso_PC(17:0),0.15323375945125012,7.504822560995018,2.291262959218754,0.13010401780288494,0.9999898852101796,510.3481 -> 184.1,SM,1190.0800743099,1037.9800720216,1132.5000801091,1322.1000976567,1292.1801033021,1181.8600730901,1268.3200912469,1453.0200805673,1453.5001106269,944.2600669863
Lyso_PC(17:1),0.08688602503419136,7.336642314387317,0.731856490482719,0.3922820887865357,0.9999898852101796,508.3325 -> 184.1,SM,1191.9800910952,988.0600662233,1027.1600761413,1213.9001007079,1152.5400772101,1138.5000839227,1258.1600952145,1136.4400901793,973.7800750731,981.0800743103
Lyso_PC(17:2),-0.023817192213298567,7.245542413797444,0.05456734484177739,0.8152982118931188,0.9999898852101796,506.3168 -> 184.1,SM,1181.8000793457,966.0200653078,1018.9600753784,1048.4600791932,1070.7000732421,1019.4000740053,1042.9000778196,1005.380077362,1112.620067596,993.2000846862
Lyso_PC(18:0),-0.05944716991124223,8.629496929441666,0.3566457453222691,0.5503750299491864,0.9999898852101796,524.3638 -> 184.1,SM,1970.9001464851,1897.1801452639,1966.7001228337,2536.4801635741,1985.8201370234,1884.3201522823,1920.8801498413,2225.3001518258,8412.5204353337,1071.3200759881
Lyso_PC(18:1),0.16852587427301546,9.790815402764919,2.969189428071875,0.08486436662162465,0.9999898852101796,522.3481 -> 184.1,SM,5886.0403976472,6802.6604270985,6098.7404212967,5936.3004341135,6927.6006050179,6545.8403892489,7109.8604469272,7160.4206123351,2799.0202064507,1043.7000694276
Lyso_PC(18:2),0.06888579253185094,7.891904044405518,0.47018340033328876,0.49290280792166075,0.9999898852101796,520.3325 -> 184.1,SM,1428.3001022337,1313.3400650032,1442.820106506,1694.2801132206,1811.9201316834,1520.5401077266,1242.7400817867,1583.3600997924,2804.760211944,1103.3200798033
Lyso_PC(18:3),0.047578619994198,7.301425851338377,0.21805275345796638,0.6405276447751219,0.9999898852101796,518.3168 -> 184.1,SM,1077.6000823972,1122.9200859072,935.2800521852,1034.980075836,1207.4400787356,1069.0800743103,1012.1200561522,1017.3400726318,1366.1400947563,889.0800666809
Lyso_PC(18:4),0.05600964154291737,7.2254698346691235,0.30178479262631264,0.5827656736112173,0.9999898852101796,516.3012 -> 184.1,SM,1115.1400833134,1000.9600753782,992.8400650026,993.7600708008,1159.9200820924,1167.9600753783,1004.1800727844,928.3400650023,972.2600631714,996.8600692748
Lyso_PC(19:0),0.07641670085300108,7.2088474340184545,0.5596879023278225,0.45438601878636653,0.9999898852101796,538.3794 -> 184.1,SM,921.6600646973,923.5000610351,1058.9200668334,1021.4200859065,939.4400558474,1083.2800674437,1139.0800857547,969.7400741575,1169.520080566,894.6400604248
Lyso_PC(19:1),0.03581989309546548,7.231493702839212,0.12336707919042367,0.7254109290035382,0.9999898852101796,536.3638 -> 184.1,SM,1020.1400642394,998.7800712584,1081.1200866698,1009.2200736998,1014.6400718686,1096.5200805666,1045.4800758363,1048.8000717162,1057.2000808716,914.86006546
Lyso_PC(19:2),-0.04188305532915752,7.234219801411344,0.1686579875738321,0.6813072608608639,0.9999898852101796,534.3481 -> 184.1,SM,1007.040073395,1052.6200752258,1117.7600860592,1041.9200592041,1010.8400688172,1066.1400794984,1061.26007843,954.4200668334,1078.1800689699,965.5600700379
Lyso_PC(19:3),-0.016309855532969503,8.04835007822555,0.026679702824959683,0.8702513505396821,0.9999898852101796,532.3325 -> 184.1,SM,2091.0601425171,1753.780128479,1637.4001274115,1862.8401527409,1619.580101013,1801.0801429752,2087.5201301578,1737.2401237485,1932.760150909,998.9200706483
