lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,Control1,Control2,Control3,Control4,RAC1,RAC2,RAC3,RAC4,blank
PEo (34:4),0.024905156620471984,7.128077194046289,0.07791410218578809,0.7801443114944904,0.9989215810569301,698.512 -> 557.512,PE,1127.7200889587,1167.8200836178,1067.9800720213,1106.8200874326,1188.6400756831,1054.2600746156,1161.6600799563,1144.6200752257,971.1000671386
PEo (36:0),0.03639178316240202,7.601851907714934,0.17219256247730286,0.6781705142817598,0.9989215810569301,734.6059 -> 593.6059,PE,1513.2801094061,1403.2400932308,1636.6401214592,1742.8801155081,1493.9001045233,1617.2201156619,1814.6401290896,1534.8201103209,1130.2000770573
PEo (36:3),-0.041601374410747766,9.3550066953906,0.23963423030651265,0.6244704177765493,0.9989215810569301,728.559 -> 587.559,PE,6027.0003395068,5940.7004127486,5510.6204071056,5624.440444946,5540.7003707867,6288.2204589823,5542.3204307547,5085.5802726727,1377.0000915526
PEo (36:4),0.1067884560892102,8.158586142353188,1.5258147204515264,0.21674166897749103,0.9989215810569301,726.5433 -> 585.5433,PE,2755.8401870727,2222.4201469425,2355.1801834096,1916.3601455681,2524.9001617437,2696.2201957705,2549.580169678,2198.4401741031,1231.7000923151
PEo (38:1),0.008631480004909582,7.332451405358491,0.00950554800196457,0.9223321930407906,0.9989215810569301,760.6216 -> 619.6216,PE,1483.6600914014,1229.3400764465,1353.0401000977,1122.0400848393,1376.8201065066,1386.8600959783,1173.7400817872,1283.9800834653,1103.2000770566
PEo (38:2),-0.018231708558639377,7.998474708514688,0.04417475225699263,0.8335288227261572,0.9989215810569301,758.6059 -> 617.6059,PE,2068.5601425176,1968.9001464842,2379.7801666263,2197.1001586914,2368.240161896,1976.8401603693,2554.3601760876,1620.380115509,1171.3600807189
PEo (38:3),-0.042880877325677115,8.57389120609026,0.24985596653186626,0.6171765140965708,0.9989215810569301,756.5903 -> 615.5903,PE,3622.520271301,3580.9802703869,2820.8802146922,3169.3802413943,3552.1603012092,3063.3401870719,3189.1201972952,3009.4202346811,1284.4800987236
PEo (38:4),0.04512977705555553,9.102440114407582,0.28061712871237,0.5962970137750255,0.9989215810569301,754.5746 -> 613.5746,PE,4197.020221711,4101.0402450573,5887.8804740879,4557.5203285223,5268.8803520237,4991.680397033,4813.020347595,4283.3403015135,1292.9400825488
PEo (38:5),0.03308077632201449,9.421975024251012,0.1516932528546313,0.6969224486263301,0.9989215810569301,752.559 -> 611.559,PE,5744.3802375798,5813.2803535469,6223.9404220637,5746.1404151858,6203.4804687471,6356.6204109124,6434.580493924,5100.4803428682,1550.7801055914
PEo (38:6),0.00936892262682258,8.916351643794046,0.012045119764114709,0.9126074387170442,0.9989215810569301,750.5433 -> 609.5433,PE,3927.120262146,4216.7802467363,3863.200229645,4698.8803634635,4148.0003356922,4532.2803611749,4483.2203140259,3662.6202697753,1095.2000656129
PEo (40:0),0.03219189421437622,9.24299290184071,0.1431858646278652,0.7051341506614127,0.9989215810569301,790.6685 -> 649.6685,PE,5950.5804061895,5238.5203590401,4458.2202796936,5102.7803421024,5908.080287931,5467.5203704825,5103.420288083,4756.9002838127,1440.3400993351
PEo (40:1),-0.04117691344219204,7.474884488241216,0.21851282755631374,0.6401754128915056,0.9989215810569301,788.6529 -> 647.6529,PE,1493.5601043695,1543.3201103207,1545.080104828,1272.8800849913,1416.420097351,1469.0801124574,1500.6001052856,1306.5200920103,1166.4800796509
PEo (40:2),0.09311489250207516,7.372131601782199,1.109524697788446,0.2921852920145025,0.9989215810569301,786.6372 -> 645.6372,PE,1555.020114899,1209.4000778202,1295.880088806,1137.6800804138,1528.9601287839,1299.4800796513,1372.2000961306,1347.9000930784,1089.9000816343
PEo (40:3),0.06621173679766698,7.877824248587527,0.5790931839914499,0.44666798351014414,0.9989215810569301,784.6216 -> 643.6216,PE,1994.5601730346,2198.3801536559,1706.0201110839,1758.0001258839,2153.380153656,2220.4001693722,1765.260131836,1878.8201217644,1152.9600830079
PEo (40:4),0.035452765846574016,8.82048614466595,0.17203116201138613,0.6783129227599374,0.9989215810569301,782.6059 -> 641.6059,PE,4223.9003181455,3377.8202514647,3489.6002693167,4297.6602516127,4140.4002342224,4093.4002342233,4124.3402824406,3431.5602111832,1211.3800849917
PEo (40:6),-0.006557076724822875,7.991296321822765,0.005709583059015699,0.9397677422032515,0.9989215810569301,778.5746 -> 637.5746,PE,2309.2601509089,2086.9801254279,2011.1001586912,2073.2401313783,1907.9201354979,2152.3401489251,2540.4801788337,1848.2401084895,1275.740089417
PEo (42:0),-0.035227471261534,7.287220597383696,0.157802956949598,0.6911873887108015,0.9989215810569301,818.6998 -> 677.6998,PE,1289.7000923151,1448.6600913995,1164.7400741575,1199.5400772095,1256.8200836181,1180.90007782,1190.5200843817,1349.6200942992,1076.4800834655
PEo (42:2),0.002397649549164542,7.176047558468614,7.23256847054099e-4,0.978544729722072,0.9989215810569301,814.6685 -> 673.6685,PE,1075.8800773619,1113.4400749209,1126.3600807191,1250.3800964356,1164.4200820924,1191.8800964354,1166.2600860597,1053.5200729369,1182.6600799562
PEo (42:4),-0.09571158669164909,7.378103128049747,1.1731299604593866,0.2787590500633856,0.9989215810569301,810.6372 -> 669.6372,PE,1416.6800918579,1478.2801094054,1369.5201034546,1328.48009491,1319.0000953675,1316.8400802612,1308.4400901792,1290.5400962834,1059.460067749
PEo (42:6),-0.031072477425305712,7.311376568579751,0.12296493626508997,0.7258407623102965,0.9989215810569301,806.6059 -> 665.6059,PE,1134.1400833126,1434.8201065068,1199.6000709535,1400.8001022338,1404.2601089473,1158.8000831605,1392.0601005543,1107.3800849915,1118.5600776671
PEp (16:0),0.04312745049015612,7.01258426825567,0.23092195306338398,0.6308410552877219,0.9989215810569301,438.298 -> 297.298,PE,1039.08007431,1001.3000717162,976.8600769041,1015.3800735474,1069.4000701904,1012.6000785828,1059.3200759885,1015.3000679015,1027.660079956
PEp (20:0),0.11241650248352093,7.083443722024751,1.5780229217473023,0.20904570563777924,0.9989215810569301,494.3606 -> 353.3606,PE,1004.3600654604,1027.3600769041,1047.9800720215,1052.400066376,1065.5800704959,1177.4200820923,1140.3200759896,1084.7600708007,1081.3200721741
PEp (28:0),-0.03186320499199971,7.051998371536387,0.1265063235113152,0.7220822659718491,0.9989215810569301,620.4651 -> 479.4651,PE,1096.3800773619,1030.0800704957,1082.1000747681,1052.1400756831,1070.2000770568,1069.8600769041,1020.0600738526,1009.200073242,1042.7000732422
PEp (30:0),0.08515895223423761,7.103133396771808,0.9072321094109443,0.34084988971177815,0.9989215810569301,648.4964 -> 507.4964,PE,992.500072479,1092.6600761413,1088.8000717165,1058.9800758362,1080.8200836179,1112.6600799556,1155.5600738521,1141.4400749206,1091.3200683593
PEp (30:1),0.08896048391508322,7.0333085344013835,0.9846437622863545,0.32105501891485433,0.9989215810569301,646.4807 -> 505.4807,PE,992.0600738525,1020.2800827026,1010.6600723266,1018.2800750733,1164.2400817865,1041.5600776673,1055.5200767517,1038.7800712585,1010.6200675965
PEp (32:1),-0.034077495250136806,7.180906077582217,0.14626295013392632,0.7021325078911889,0.9989215810569301,674.512 -> 533.512,PE,1149.2400817868,1137.4200897217,1214.44008255,1169.000087738,1373.7801094058,1109.2000846861,987.8400650024,1092.820072174,1127.480079651
PEp (34:4),-0.05220596568760015,7.040534224363024,0.33916277491893676,0.5603128831735494,0.9989215810569301,696.4964 -> 555.4964,PE,1080.4400825503,1000.6200637815,1076.9800682069,1089.3800773621,1037.2600784302,1005.8600769042,992.7400741577,1061.3800697327,1051.2800788878
PEp (40:7),0.03956953425928449,8.590136951792962,0.2129256121713219,0.6444839395154516,0.9989215810569301,774.5433 -> 633.5433,PE,3489.6602363574,3974.2802886972,2664.8601913447,2931.1802062992,3204.5601997381,3454.4002685556,3748.0402946471,3019.7002220155,1124.0800819391
PEp (42:0),-0.04385747227128686,7.18905512242884,0.24237205487059743,0.6224981166261382,0.9989215810569301,816.6842 -> 675.6842,PE,1259.0400924686,1275.7200889591,1045.5200729371,1125.6600799559,1285.0000915535,1073.9600791931,1083.8400802611,1123.6400794986,1147.3400840756
PEp (42:2),0.09752215720597252,7.236420932098342,1.2040190939276112,0.27251986813627266,0.9989215810569301,812.6529 -> 671.6529,PE,1181.6200904845,1165.1000823974,1090.2800750733,1242.4600868224,1438.3200988768,1110.980079651,1304.7000999449,1156.6600799558,1082.0800781251
PEp (42:6),-0.09250896724094801,7.275024586744927,1.0871667360172985,0.29709982218826525,0.9989215810569301,804.5903 -> 663.5903,PE,1272.340106964,1227.8200950625,1546.5800857546,1116.4400711061,1150.3600769042,1271.5200958254,1155.200084686,1265.3200798035,1056.2600708007
PG (12:0),-0.026003548281500338,7.153011076451995,0.08493748730184247,0.7707145456444042,0.9989215810569301,460.2042 -> 271.2042,PG,1176.000087738,1040.8400688171,1068.0600738523,1264.8400955201,1107.3200759892,1083.94008255,1099.5000724791,1178.5000839238,1139.5000762939
PG (14:0),-0.031304235804595196,7.136204975174815,0.12288287127530806,0.725928574990663,0.9989215810569301,474.2562 -> 285.2562,PG,1190.480091095,1106.6200714111,1118.1600799562,1075.480079651,1197.8800849913,1075.2400703429,1049.8200759887,1073.3600807192,1155.0400810241
PG (14:1),0.05280414009535209,7.1615729292977495,0.34977227928433163,0.5542420655472327,0.9989215810569301,472.2406 -> 283.2406,PG,1150.6800880429,1036.3600769042,1111.4400787354,1078.5600814818,1209.4600906367,1129.6600685118,1102.2200775148,1101.2000808714,1297.4000854495
PG (16:0),-0.07170097943901194,7.377477522200552,0.6574163851032182,0.41747354093435873,0.9989215810569301,516.2668 -> 327.2668,PG,1515.7400932313,1354.9201087955,1227.5000915522,1362.5201072702,1462.3600997919,1450.2201042175,1104.0600852966,1182.5400848391,1218.1800956724
PG (16:1),0.06345881708329375,7.154439253351996,0.5061796050667406,0.47679736908848325,0.9989215810569301,500.2719 -> 311.2719,PG,1076.2000732423,1152.0800781251,1106.7000732423,1104.0600738526,1083.7800788876,1248.9200782773,1149.0400848391,1156.9800796511,1093.760089874
PG (18:0),0.05504168838272778,7.137687238935281,0.38030115447230406,0.5374421076434505,0.9989215810569301,530.3188 -> 341.3188,PG,1075.6800651551,1162.9400787349,1091.5800704956,1069.6800689698,1211.2000846861,1021.6200714111,1203.1200828557,1136.3200836184,1083.1600761414
PG (18:1),0.07235839491588018,7.1617129185887265,0.6569811216878225,0.4176277482506956,0.9989215810569301,528.3032 -> 339.3032,PG,1089.6800804137,1122.5800857544,1077.2000694276,1072.2600708009,1053.5000648499,1168.6000862122,1126.480075836,1236.3400840758,1270.2000961296
PG (18:2),-0.011799628552292276,7.097715211592934,0.01739647961072599,0.8950667780274176,0.9989215810569301,526.2875 -> 337.2875,PG,1053.0400848388,1088.9800834653,1078.3800773621,1107.1000900271,1106.5200805664,1102.6000709534,1023.5400657653,1060.5200767516,1155.5400848391
PG (18:3),0.02164671345656243,7.097324870158954,0.0586009575436246,0.8087210059391375,0.9989215810569301,524.2719 -> 335.2719,PG,1089.280067444,1088.3200759886,1060.7000770568,1072.7200775146,1033.8000793455,1178.7200813294,1044.6200752258,1118.9800796509,1087.100074768
PG (18:4),0.03444663719598767,7.116434551781264,0.1485144879584146,0.6999590279399646,0.9989215810569301,522.2562 -> 333.2562,PG,1092.6600837705,1075.3000717164,1073.5600776671,1079.2600822449,1255.0200881957,1056.5000724791,1048.3600845337,1067.5400733947,1157.1800804139
PG (20:0),-0.07269925514385318,7.327166099547555,0.6734404071472948,0.4118546899064306,0.9989215810569301,572.3294 -> 383.3294,PG,1229.0600891112001,1330.7201004023,1178.1600875855,1535.5601158147,1316.6000900271,1203.4000892641,1353.4001007075,1144.0600738523,1180.7000770567
PG (20:1),0.07608048556060683,7.149214800471739,0.726982745007013,0.3938629499908729,0.9989215810569301,556.3345 -> 367.3345,PG,1106.4000778196,1055.060070038,1056.3800811765,1172.2400817872,1207.0200920103,1127.7800827025,1141.7800788881,1152.90007782,1114.5600814817
PG (20:2),0.0355607631435865,7.1101295587585325,0.158318549569323,0.6907093286760685,0.9989215810569301,554.3188 -> 365.3188,PG,1096.1400756835,1096.8200759885,1091.620071411,1044.8400764465,1130.1600875852,1037.5200691224,1142.4600830077,1128.2400741577,1094.8400802612
PG (20:3),0.001294164887583009,7.127502552328587,2.0990485367944345e-4,0.9884405782673318,0.9989215810569301,552.3032 -> 363.3032,PG,1151.4400825502,1080.9200820921,1051.9600715635,1134.1200790405,1096.6000785829,1103.1600799558,1153.7400817873,1070.7600784301,1138.9800796509
PG (20:4),0.04532610277827865,7.124007297218521,0.2572775415569586,0.6119967197988895,0.9989215810569301,550.2875 -> 361.2875,PG,1123.4000816345,1060.6600837709,1093.2400856018,1047.0800781249,1236.1000900274,1094.2800788878,1060.8000755311,1073.5200843809,1168.080089569
PG (20:5),-0.01906952459112513,7.122178551540944,0.045616188805311264,0.8308750127419141,0.9989215810569301,548.2719 -> 359.2719,PG,1108.8000717164,1067.7200813291,1228.8200798035,1080.1600761413,1091.8200798034,1170.1000785829,1044.2400817871,1121.100086212,1033.6200714112
PG (22:0),-0.008556103354764758,7.12295448058108,0.009180669817379528,0.923666859029406,0.9989215810569301,586.3814 -> 397.3814,PG,1153.820072174,1061.3000717162,1130.3400802613,1113.4200782775,1128.2600784303,1022.680076599,1084.2800750733,1197.5600891115,1058.700073242
PG (22:1),0.032812235272865906,7.091638178406947,0.1345672769557924,0.7137427496627423,0.9989215810569301,584.3658 -> 395.3658,PG,1063.4400787355,1142.2600784301,1040.940071106,1027.2800598145,1101.0000839232,1074.2800788879,1078.7000808717,1118.3000793463,1090.4200820923
PG (22:2),-0.054873754279081095,7.1124335303922575,0.3770061348805034,0.5392098734872544,0.9989215810569301,582.3501 -> 393.3501,PG,1170.1400833127,1151.9400672911,1050.9200820923,1098.1200828551,1055.6600723267,1058.3600730896,1115.2800827025,1075.800075531,1102.0600891114
PG (22:4),-0.01296574093843221,7.067241371328518,0.020962210160821226,0.8848819510428896,0.9989215810569301,578.3188 -> 389.3188,PG,1046.320072174,1042.3000679017,1032.2600746153,1136.4400863647,1043.5600814819,1082.6000747681,1047.8000793458,1046.2800750733,1094.5600776672
PG (22:6),-0.1187776092055013,7.213790153429371,1.7828663455711924,0.18179774927059,0.9989215810569301,574.2875 -> 385.2875,PG,1282.740081788,1175.5200729376,1176.9400901789,1330.6000976556,1302.9800910949,1078.3400802613,1145.8400840761,1049.9600753782,1060.4800758363
PG (24:1),-0.0012757263632434954,7.099309319651444,2.0359333923880563e-4,0.988615679656482,0.9989215810569301,654.4076 -> 465.4076,PG,1036.5200881956,1037.7000770569,1102.0800781256,1178.8400802611,1065.7000770568,1116.7000770572,1094.4000778198,1075.6800804138,1081.0200729372
PG (26:0),-0.10104103548996202,7.300463424636384,1.299179949381882,0.2543630696147654,0.9989215810569301,656.4233 -> 467.4233,PG,1372.6800918574,1225.7600860594,1121.8400764466,1544.0001068116,1294.7600860596,1299.9000968938,1129.3000831603,1186.5800857543,1085.2400779725
PG (28:0),-0.013841722171429552,7.126235009882688,0.024013100006674115,0.8768515838752772,0.9989215810569301,684.4546 -> 495.4546,PG,1074.4000778199,1045.3000793455,1086.080078125,1239.1200866696,1081.8000907895,1146.2000808715,1032.3400688171,1142.4400863649,1123.9000778198
PG (28:1),-0.017468404449608784,7.0963052396312385,0.038140410351911624,0.845161463338257,0.9989215810569301,682.4389 -> 493.4389,PG,1069.5200767516,1138.4200744632,1102.300075531,1039.000072479,1096.3800773621,1057.5400695802,1054.1600837707,1089.1600723265,1121.0800781248
PG (28:2),-0.004441001721524228,7.09350432325025,0.0024648830867262106,0.9604032228825515,0.9989215810569301,680.4233 -> 491.4233,PG,1014.2800788879,1096.6000747682,1083.7800750732,1130.8600654601,1079.180076599,1083.2000617983,1083.0400772095,1067.6000785827,1110.4400825498
PG (30:0),-0.023564842619121864,7.2295062411473445,0.07028905541902475,0.7909163799773564,0.9989215810569301,712.4859 -> 523.4859,PG,1060.5400733947,1095.4400863648,1305.7800865169,1404.8200950633,1219.2600860599,1148.6800804136,1163.9800796504,1256.480091095,1062.1000785825
PG (30:1),0.004099840664135173,7.098995525037189,0.0021034670221210527,0.9634189908039886,0.9989215810569301,710.4702 -> 521.4702,PG,1120.5000801082,1100.5400772094,1057.6600837707,1081.360080719,1145.660079956,1089.9200744626,1038.9800758363,1098.8600769043,1053.9600715637
PG (30:2),0.06171360501378378,7.0849215141389745,0.47575376786880796,0.49035200701327375,0.9989215810569301,708.4546 -> 519.4546,PG,1025.6800842283,1021.2200775143,1047.1400756835,1118.3200836183,1133.6000785829,1050.5400695801,1138.780090332,1075.3800773619,1081.1400756835
PG (30:3),-0.034509548667311006,7.088377142138597,0.14878936659926167,0.6996949777501945,0.9989215810569301,706.4389 -> 517.4389,PG,1045.0200729369,1104.2200698854,1093.6400794982,1117.0800857541,1092.6400794982,1045.4600677491,1046.9800720215,1072.5000801086,1096.8200683594
PG (30:4),-0.002421737432799503,7.079580766362857,7.324809757073281e-4,0.9784083804077457,0.9989215810569301,704.4233 -> 515.4233,PG,1079.2800827021,1096.2400779723,1075.0200881957,1047.8400688175,1081.1000709536,1100.8400764465,1047.700077057,1062.3600769042,1065.500087738
PG (32:0),-0.021485998676413216,7.170102375134894,0.058092456938413584,0.8095366949465531,0.9989215810569301,740.5172 -> 551.5172,PG,1097.9000816344,1110.8000755309,1176.4000778198,1228.1800727849,1237.0600929257,1138.2800865178,1029.9200706481,1141.0400848387,1122.7600898743
PG (32:1),0.07954013928004332,7.139790669685103,0.7945042713489949,0.3727415984211455,0.9989215810569301,738.5015 -> 549.5015,PG,1077.6400718689,1119.4800720218,1080.7600746154,1103.2600822447,1104.4000816343,1208.9400825494,1153.7600898742,1162.7000808714,1058.2200660705
PG (32:2),-0.041711488127551447,7.0506426607112935,0.21673220060289422,0.6415411780315136,0.9989215810569301,736.4859 -> 547.4859,PG,1033.2400779725,1061.9800796507,1051.0000762937,1120.2800750731,1061.4800720216,1039.7400779723,1006.9000663757,1037.6200790404,1051.1800727842
PG (32:3),-0.022348198086194662,7.0798568400116135,0.06235156018925303,0.802817081411412,0.9989215810569301,734.4702 -> 545.4702,PG,1066.6400756836,1023.5800666808,1072.7200737001,1150.5800781251,1080.9000854493,1040.560070038,1059.1600837707,1067.8800697325,1094.3800697328
PG (32:4),-0.012958259436309945,7.105149424598391,0.021015245942572758,0.884737430886173,0.9989215810569301,732.4546 -> 543.4546,PG,1157.8200836181,1076.2400817871,1071.5400733949,1083.2600746155,1107.1600761417,1102.4000778198,1097.0200691225,1044.9800720215,1088.520084381
PG (32:5),0.07768063385215927,7.101533576523925,0.7548950452023715,0.38493084207425265,0.9989215810569301,730.4389 -> 541.4389,PG,1031.4200782775,1061.440071106,1056.0000762939,1094.94008255,1036.1000671385,1147.700088501,1094.3200721741,1199.6200828554,1080.8600807189
PG (34:0),-0.0639889020578632,7.175871563751207,0.5156913773862541,0.47268542728628976,0.9989215810569301,768.5485 -> 579.5485,PG,1244.5600852961,1177.9000816343,1093.8400726318,1203.8800888061,1129.6000862122,1163.7400817871,1098.5200767516,1124.5800857541,1087.8200683592
PG (34:2),-0.04387285689190951,7.297096811412541,0.24501031009763885,0.6206105948178783,0.9989215810569301,764.5172 -> 575.5172,PG,1303.1400947573,1377.2200965872,1173.1000823977,1315.3801002502,1149.0200691225,1322.6800918575,1168.000072479,1372.140087127,1052.1800689697
PG (34:4),0.008689458267616712,12.551135164928024,0.010696690043115353,0.9176258271095873,0.9989215810569301,760.4859 -> 571.4859,PG,56514.6228218176,52946.8635330257,53589.7437248287,50293.3836975232,55244.9642296255,52019.7237243682,53341.3035926765,54087.2031364391,2544.7601585392
PG (34:5),-0.0337374002816033,9.860956003937536,0.1588243604122388,0.6902412137434577,0.9989215810569301,758.4702 -> 569.4702,PG,8348.5805091972,9621.9607582062,7774.5805740398,7391.9004478416,9006.2005309959,8079.9406509485,7773.280586243,7521.4805603036,1180.6200752258
PG (34:6),-0.013339115026640336,7.085996777509679,0.02222383481728607,0.8814931843512951,0.9989215810569301,756.4546 -> 567.4546,PG,1137.1400871277,1022.3600692749,1043.7800712585,1113.1400833131,1070.020072937,1073.4200782776,1063.3200683595,1071.3400764465,1102.7600784301
PG (36:0),0.003151875155514954,7.085650410490792,0.0012419314008428328,0.9718875316907478,0.9989215810569301,796.5798 -> 607.5798,PG,1060.3400764464,1083.100074768,1052.6400642397,1128.0800819397,1135.5200767515,1069.3800773621,1072.4600791931,1057.740081787,1038.7200813292
PG (36:1),-0.04930899911941494,7.163001871418171,0.3060183576315936,0.5801338202812271,0.9989215810569301,794.5641 -> 605.5641,PG,1180.3600883483,1240.660087585,1080.9800834657,1165.8000793457,1156.980079651,1124.5200920106,1129.3600730895,1101.1200790405,1054.7600822446
PG (36:2),-0.03125400159991675,7.460931683049224,0.12570300768958553,0.7229295872816216,0.9989215810569301,792.5485 -> 603.5485,PG,1585.100097656,1573.0401039129,1395.7400932311,1191.0600814819,1389.0801010131,1297.2600822442,1428.800094605,1505.9001083381,1220.4800834651
PG (36:3),-0.017503424606956426,7.128227410154457,0.03844368191638914,0.8445549039458982,0.9989215810569301,790.5328 -> 601.5328,PG,1178.4200820918,1066.7800712582,1180.5600852969,1069.200077057,1084.0600776671,1055.9000778196,1184.4200820922,1117.9000930785,1051.1000747679
PG (36:4),0.05546542876176386,7.1250465014937365,0.3858929687998407,0.5344661708738921,0.9989215810569301,788.5172 -> 599.5172,PG,1147.8600921628,1048.520061493,1060.8400764467,1114.0600929258,1161.9800872798,1084.5000648499,1145.6600914002,1151.9400711058,1050.9000854493
PG (36:5),0.033466711044855976,7.083420857611055,0.1398795445360781,0.7084007906787826,0.9989215810569301,786.5015 -> 597.5015,PG,1081.5800819396,1055.6600761413,1053.9400711059,1053.5200691223,1171.0400772096,1031.9800758363,1048.4400749206,1094.1600837708,1090.7200775146
PG (36:6),-0.013668024670176275,7.095948035215979,0.02336901711609851,0.878501361235499,0.9989215810569301,784.4859 -> 595.4859,PG,1044.1000709533,1033.140083313,1150.0200881954,1144.9000778198,1125.7600898745,1096.2200889586,1048.4200782775,1062.120082855,1061.8800811766
PG (36:7),0.05666839141324379,7.110767818270364,0.4013760897462101,0.5263794412650232,0.9989215810569301,782.4702 -> 593.4702,PG,1058.7200660707001,1076.1200752255,1043.5800666807,1061.4600753786,1047.2400741578,1127.6600914001,1158.3000869751,1077.5800704958,1213.3600921632
PG (36:8),0.003937513014908893,7.112492201830277,0.0019426025757024457,0.9648446480976842,0.9989215810569301,780.4546 -> 591.4546,PG,1132.4600830077,1088.1800842283,1106.7600784301,1078.7800827025,1071.1000709535,1140.1800842285,1104.7000808712,1103.1400756836,1054.1800727843
PG (38:0),-0.03565114109320729,7.064180391636668,0.15858482473447122,0.6904627900390665,0.9989215810569301,824.6111 -> 635.6111,PG,1011.3200721739,1150.1800804137,1071.6200675967,1081.0200691222,1038.9000778196,1077.8400840759,1058.3600654601,1034.1200752258,1031.0600738526
PG (38:1),0.05489400831972065,7.0932397897859785,0.37691159558063614,0.5392607502992899,0.9989215810569301,822.5954 -> 633.5954,PG,1089.2200775144,1095.2600669861,1032.4200744629,1052.4600715639,1044.8200798035,1152.7000770566,1062.8200721741,1173.9200935364,1043.6000785825
PG (38:2),0.005180289472824379,7.100241395512725,0.0033576279005578247,0.9537924049876266,0.9989215810569301,820.5798 -> 631.5798,PG,1089.3400878905,1068.6800689697,1057.4600830079,1136.3600845334,1075.9800834651,1096.6000823975,1108.7000808717,1087.320072174,1074.8000717163
PG (38:3),0.09175439136532153,7.1355410613026065,1.0570594380197271,0.3038868183536528,0.9989215810569301,818.5641 -> 629.5641,PG,1068.5200805663,1105.9600830078,1106.060066223,1077.040081024,1139.7400894165,1219.1000823975,1097.9800720215,1186.9400825499,1038.2400779722
PG (38:4),0.011967362476679325,7.162844038537896,0.01802212347486276,0.8932076548903736,0.9989215810569301,816.5485 -> 627.5485,PG,1158.2200775153,1083.8400650023,1112.0200805664,1205.0400848386,1199.2800865174,1183.2600860597,1142.260074616,1075.0000839231,1073.7800788878
PG (38:5),-0.011331562086814557,7.108903627523785,0.016080875644792547,0.8990904701255711,0.9989215810569301,814.5328 -> 625.5328,PG,1146.6400833128,1117.3600769042,1051.8400726318,1094.9600753784,1149.5000762945,1079.4000816344,1129.560081482,1020.2600708007,1066.8000755308
PG (38:6),0.0024827608265144342,7.076246177146327,7.701244290034825e-4,0.9778606548573425,0.9989215810569301,812.5172 -> 623.5172,PG,1118.5200767518,1123.0600814818,1027.4600791932,1033.9800796506,1106.3600730896,1065.5600776671,1095.260066986,1044.6400833127,1020.560066223
PG (38:7),0.0034148097629351066,7.069628453919902,0.0014548091540645958,0.9695744959597512,0.9989215810569301,810.5015 -> 621.5015,PG,1087.5800781249,1023.5000724795,1115.8000793459,1024.1000747681,1088.4000892639,1068.2400856018,1085.6000785828,1020.8600769044,1075.1200790403
PG (38:8),0.0043546511991361956,7.091259445885935,0.002371437888436967,0.9611604387405549,0.9989215810569301,808.4859 -> 619.4859,PG,1041.2000694273,1138.680076599,1119.9600791929,1035.0400733948,1071.3800773619,1117.6600799561,1103.780078888,1055.9400711059,1052.1400642394
PG (38:9),0.04024131667903529,7.08098525717012,0.20221597536815805,0.6529380888946607,0.9989215810569301,806.4702 -> 617.4702,PG,1056.2200813293,1068.1200790402,1056.9200668335,1049.5200729372,1086.4600868223,1121.160079956,1056.9400711058,1086.600074768,1082.6600723268
PG (40:0),0.060984320138660626,7.10491438012027,0.4656402533595696,0.4949997230408578,0.9989215810569301,852.6424 -> 663.6424,PG,1119.4000740052,1089.020084381,1035.4400749205,1051.2600860597,1116.0000877377,1105.7200851439,1146.8600807187,1113.1600875852,1051.2600822447
PG (40:1),0.0023434333034487343,7.056797606345151,6.846607967050389e-4,0.9791249157513318,0.9989215810569301,850.6267 -> 661.6267,PG,1046.0400810239,1038.8400688171,1115.1400794984,1028.9400787352,1112.740081787,1026.5000686646,1025.4000778198,1072.200073242,1038.5200767517
PG (40:10),-0.005310890656602851,7.089491233491152,0.0035248021047251665,0.9526573725160433,0.9989215810569301,832.4859 -> 643.4859,PG,1074.1000862122,1097.6200866698,1073.04006958,1078.9800682066,1083.7600860595,1030.440078735,1137.3200836176,1057.6800804138,1089.6600837707
PG (40:2),0.06185001287654644,7.090020432475303,0.47809449486646594,0.48928670222819015,0.9989215810569301,848.6111 -> 659.6111,PG,1075.5600776673,1058.7600708008,1037.3000717162,1058.1400794984,1107.5000762938,1158.4200782775,1069.9000778196,1080.3800697328,1079.9200744628
PG (40:3),-0.026809078518717874,7.064028765314503,0.08967906116071828,0.7645855599956475,0.9989215810569301,846.5954 -> 657.5954,PG,1087.5600700377,1054.5000877379,1059.0200767518,1099.8200836185,1055.8000831604,1047.5800781248,1099.7400779725,1020.3200798034,1028.7600708007
PG (40:4),0.08341525346576063,7.111233542595858,0.8711444129313763,0.3506386815176557,0.9989215810569301,844.5798 -> 655.5798,PG,1020.5000724791,1101.0600776669,1079.3000831604,1062.1600685118,1115.7600784301,1052.5000724792,1222.920082092,1126.560070038,1090.240081787
PG (40:5),3.4407580265687223e-4,7.092638291190792,1.4804210666685691e-5,0.996930047766384,0.9989215810569301,842.5641 -> 653.5641,PG,1119.0600891113,1064.8400650025,1077.160079956,1077.5200614932,1067.0800743103,1026.8600769042,1139.0400810244,1107.6200790404,1064.3400688172
PG (40:6),-0.07187849467315441,7.105917995959448,0.6466299046030004,0.42132015974187287,0.9989215810569301,840.5485 -> 651.5485,PG,1124.0600776673,1125.44008255,1081.6600837708,1154.1000709534,1032.3000717164,1140.9600868221,1033.3400726319,1061.2200698852,1080.6000709532
