lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,blank,solvent_blank_media
1_Hypotaurine,-0.005264384658855549,8.184696644739116,0.0020534890525684135,0.9638558811785173,0.9995488517464919,108 -> 65,NEG2,1400.6601028441,1397.5400848387,1394.7800979612,1396.7000999451,1384.2000999451,1396.0201034545,1399.1800956726,1398.2401046755,1392.3800964353,1397.7601051328,1404.1400985717,1405.7000999448
1_Inosine,-0.005905330284689484,7.989254850999701,0.0025675068692238984,0.9595880266378245,0.9995488517464919,267.1 -> 135,NEG1,1224.6000823974,1218.4200935361,1216.3800811767,1219.5200843812,1210.0400924681,1219.0200767517,1220.1400833133,1215.7400932311,1217.680091858,1222.1600875854,1228.9600944518,1227.0000762939
1_ketoisovaleric acid,-0.0074518347064777965,8.181682916601465,0.0041142599257790735,0.9488567637551363,0.9995488517464919,115 -> 114,NEG2,1396.6800994872,1398.8601036068,1392.5001068116,1395.7201080319,1383.860103607,1394.8001136779,1395.1601028442,1388.360095978,1392.3200874327,1396.1200981139,1395.0800895691,1395.7401008606
1_Kynurenine,-0.0056238763681642455,7.988879944243153,0.0023286028355435084,0.9615125401605672,0.9995488517464919,207.1 -> 190.1,NEG1,1225.7400817872,1217.0400886536,1214.3600807189,1219.8600845338,1211.5401000976,1219.8400917051,1218.1400833127,1217.1600952146,1217.3000907898,1223.0800857546,1225.1400756833,1220.0600891113
1_L-(-)-3-Phenyllactic acid,-0.007398811473764306,8.182891487673032,0.004056051436225325,0.9492193470345505,0.9995488517464919,165.1 -> 147,NEG2,1400.3601074215,1396.8600959776,1391.9200935365,1399.0201034544,1384.5201110837,1396.5001068114,1395.4201011654,1388.0600891113,1391.600097656,1400.4801101683,1397.6400909422,1399.4800834656
1_L-Arabitol; 2_Ribitol; 2_Xylitol,-0.008166855020216648,9.573035753301589,0.005080322149628759,0.9431777945331954,0.9995488517464919,151.1 -> 71,NEG1,3672.5202560424,3659.1602859495,3649.6402511593,3667.8202667236,3641.8202629086,3662.440254211,3649.700256347,3647.8002662654,3652.0802192688,3667.6202659612,3678.4402656557,3668.6002388004
1_L-Aspartic Acid,-0.0077576970228679645,8.181596316968413,0.004458875437875015,0.9467609762305561,0.9995488517464919,132 -> 115,NEG2,1399.5000991822,1397.000099182,1391.8400993344,1394.02009964,1383.980102539,1394.2800903321,1395.4401054381,1387.7801017757,1389.7000961302,1396.8000907898,1398.1800918581,1397.1600914002
1_L-Carnitine,-0.10228136281984475,8.485446394643928,0.7813382136773412,0.3767321787254426,0.9995488517464919,162.1 -> 102.1,POS2,1713.3201103218,1907.3801383976,1673.8201141364,1710.2801170348,1837.1401176456,1605.2601051337,1639.7401161187,1796.2201309192,1625.2801208497,1612.6801109317,1804.9201202395,1340.0401077272
1_L-Dihydroorotic acid,-0.005881649628676133,8.187086832349245,0.002563510867410239,0.9596194600785785,0.9995488517464919,157 -> 113,NEG2,1399.5801010131,1398.260101318,1400.7600975034,1401.4601058958,1389.8600959776,1395.7600975037,1401.7800941465,1394.1600875854,1396.0400886535,1408.8800926208,1400.6600990294,1403.6400985718
1_L-Glutamate,-0.006595040255466654,8.186738129890298,0.0032229973638192716,0.9547272580474692,0.9995488517464919,146.1 -> 128,NEG2,1397.3600921629,1402.960105896,1399.0401039125,1394.5000953674,1393.4200973508,1408.5400924681,1391.8201026914,1389.900100708,1399.5800971983,1400.8200912475,1405.5801048279,1399.640094757
1_L-Phenylalanine,0.009710602838681389,8.237248432687037,0.006998593093026022,0.933328673706433,0.9995488517464919,164.1 -> 147,NEG2,1434.8601112363,1449.6401176451,1436.0200996397,1463.4800987242,1425.8200988769,1459.0200996401,1445.4800987243,1468.6001052856,1464.9201126098,1457.2801055908,1427.6600990294,1396.7800903319
1_L-Serine,0.016833978844038377,8.223281047990932,0.02102322286914976,0.8847157102297015,0.9995488517464919,104 -> 74,NEG2,1422.740104675,1414.9601097105,1420.4000968935,1422.7401008605,1437.4401054381,1437.440105438,1438.0401000976,1427.1400909423,1450.6400947569,1485.0800895692,1422.8601036071,1397.8801078796
1_L-Threonine,0.04666537240021396,8.138615122925156,0.16115138191429312,0.6880986724078035,0.9995488517464919,118.1 -> 74,NEG1,1318.680091858,1308.6600914,1299.420085907,1333.2000885008,1403.2400970455,1353.8800964352,1344.8201065061,1293.8200988769,1511.6801109314,1413.5201072692,1300.0200958251,1224.4000816346
1_L-Tryptophan,-0.008107198425437999,7.992070997927312,0.004839685310299449,0.9445376294396558,0.9995488517464919,203.1 -> 159.1,NEG1,1232.6400871277,1218.200088501,1223.1400871275,1219.080078125,1215.2600898741,1222.1200904845,1219.4000816345,1218.2600860596,1216.8600959776,1228.220085144,1225.6800880433,1219.8200874328
1_L-Tyrosine,0.014932838382972704,8.056359562464335,0.016455298670306123,0.8979288100413123,0.9995488517464919,180.1 -> 163,NEG1,1270.4200935361,1268.6200866698,1258.6600914002,1262.5000877379,1275.6600952147,1318.1400947571,1271.0200881956,1247.8600845335,1323.4000968931,1273.9200820923,1282.6800765992,1221.2000846863
1_Lactic acid,0.05286520260374645,8.412570194453583,0.20850705271257475,0.6479400856260458,0.9995488517464919,89 -> 45,NEG2,1643.8201179504,1636.8201026916,1553.1201171873,1651.1201171873,1620.6601142883,1684.4001274108,1644.6201095581,1613.9201202392,1808.9001388546,1700.1601295473,1437.3601074219,1421.4000968933
1_Lauric acid,-0.0076571069072014835,8.182184481692524,0.00434406997404671,0.947449830112764,0.9995488517464919,199.2 -> 176.6,NEG2,1399.3200874327,1396.7801055906,1392.7601089477,1395.8600883485,1384.1600990293,1395.2601013183,1394.1000938413,1389.0000915526,1391.1201019286,1397.5601043701,1398.9201126096,1397.9001007077
1_Malic acid,-0.005185049237491626,8.183375413692483,0.0019920167632555136,0.9644006237958911,0.9995488517464919,133 -> 115,NEG2,1399.5001029967,1397.1000976563,1392.1401023865,1398.1600952146,1383.1600914,1394.4001007079,1398.6600952147,1393.4800872804,1391.4600944517,1402.1401023864,1397.320098877,1401.5401039125
1_Maltose; 1_Sucrose,-0.005986241080353314,8.989340019552332,0.002706209311020419,0.9585117700204135,0.9995488517464919,341.1 -> 179.1,NEG1,2444.6201705934,2437.5401802062,2435.2801856995,2446.6001892088,2426.800178528,2448.6401557923,2436.8801612856,2437.8001670837,2432.5601615906,2445.7201728819,2456.5601844787,2453.1401710515
1_Margaric acid,0.16816206743158604,8.813218814578162,2.1279400175810306,0.14463501840252085,0.9995488517464919,271.3 -> 71.1,POS1,2492.7201614366,2187.3001594532,1975.2401466369,1816.9801330577,1797.1401405333,2170.0401535029,2226.820144653,2565.8401603702,2367.1401596071,2279.760181426,1876.6801567071,2345.4401779166
1_meso-Erythritol,-0.0066640868602872326,7.988293492068444,0.003269628336416419,0.9544012808417227,0.9995488517464919,121.1 -> 89,NEG1,1221.8800926208,1219.440086365,1216.4200820924,1220.4200859068,1210.7000846862,1220.4600791933,1216.2200775146,1218.6000900269,1214.0800857543,1222.0800857544,1223.4200935363,1221.6800842283
1_Methionine,-0.008853110768144448,8.181159007070132,0.005806873557493597,0.9392577194396166,0.9995488517464919,148 -> 100,NEG2,1399.1400947572,1395.8200950623,1393.0800933837,1394.7801017757,1382.8800964353,1393.9601020811,1392.2601013183,1386.2600975038,1388.7600975037,1396.8600921632,1400.1201019286,1397.3401069639
1_myo-Inositol,-0.007600432288961152,7.988906769298787,0.004253054751935957,0.9480024610124753,0.9995488517464919,179.1 -> 161,NEG1,1224.560081482,1220.6800918578,1215.3000831604,1220.2000846861,1212.1600952145,1222.6000862123,1216.1600875855,1216.1000862121,1214.5200805665,1222.1600990294,1224.9600906372,1216.6200866699
1_NAD,-0.0084815761393200809,8.039097745374987,0.005305457407829603,0.9419345773355099,0.9995488517464919,662.1 -> 540.1,NEG1,1268.400100708,1262.8800773619,1257.800086975,1265.2000732422,1256.5400962829,1265.2800827025,1259.4200935362,1257.9000930784,1257.9400939939,1264.9800834658,1268.580104828,1260.5400924682
1_NADH,-0.006128123695323936,8.041342489605146,0.0027698646988178477,0.9580271086907763,0.9995488517464919,664.1 -> 408,NEG1,1268.480091095,1265.7000846862,1258.7000846864,1265.320087433,1257.5600967408,1267.4600906371,1265.7200965882,1260.2000846866,1260.9600791932,1266.3800926207,1270.0400886533,1265.9400787354
1_NADP,-0.007321645488224613,8.0399489517581,0.003953589190881818,0.9498639936240063,0.9995488517464919,742.1 -> 620,NEG1,1266.5800819397,1262.04006958,1257.8400917055,1268.5000915526,1254.6200904845,1264.7800903321,1259.5000953673,1259.4200897217,1259.860092163,1265.7800788879,1274.3200874327,1263.9200744629
1_NADPH,-0.006289670423623906,8.04003511610033,0.0029176813092724393,0.9569227629224136,0.9995488517464919,744.1 -> 408,NEG1,1266.5400924682,1263.140094757,1258.5000953675,1265.7200889587,1255.7400932312,1265.9200973511,1259.2400932312,1258.5800743105,1264.1400871277,1266.1000938418,1270.4400939944,1269.5000877378
1_Nonanoic acid,-0.0883053134905041,8.338900808996861,0.5801704357357771,0.4462455233219899,0.9995488517464919,159.1 -> 103.1,POS2,1520.1601066589,1762.36013794,1310.1600875853,1381.1800994872,1968.7401390072,1454.5201110841,1320.120098114,1417.8801116939,1742.7801437379,1578.2801170357,1645.9201049801,1297.9201011654
1_O-Phosphoethanolamine,-0.009700560872177369,7.989838726650539,0.006928357469574424,0.933663287451118,0.9995488517464919,140 -> 79,NEG1,1221.3200874329,1220.7600860594,1224.7200813293,1222.460094452,1211.5800857545,1223.200077057,1214.7400894163,1215.2000923154,1216.3000907897,1221.1600875852,1226.680088043,1229.6200790407
1_Ornithine,-0.027146617310772607,8.489498721682153,0.055076824218103226,0.814453602992818,0.9995488517464919,133.1 -> 116.1,POS1,1816.3601303102,1515.9201049801,1563.2000923159,1827.9001426686,2008.2601356513,1776.4401435855,1565.9401245113,1848.5001525882,1904.2001380931,1514.9201049804,1645.4601211545,1359.8200950622
1_Oxaloacetate,-0.01594906543739822,8.192961012049382,0.018853321523692415,0.8907878231283235,0.9995488517464919,131 -> 87,NEG2,1421.5201072691,1405.62008667,1407.6400947571,1408.2801017759,1401.6801033019,1399.7601242062,1402.960102081,1406.6200942995,1390.7200889587,1402.3800926208,1402.580089569,1415.9600982668
1_Oxoglutaric acid,-0.00428481982791925,8.017578196575592,0.0013529932547769047,0.9706579837595282,0.9995488517464919,145 -> 100.9,NEG1,1251.4800834659,1241.8800811766,1231.5200881957,1237.2800865175,1239.4000892639,1252.9000892639,1242.4600906374,1236.300086975,1228.8400878906,1253.8800964352,1263.0800857542,1252.3400802614
1_Palmitic acid,-0.007791593547042444,7.991931360928216,0.004470180806425174,0.9466936262249205,0.9995488517464919,255.2 -> 80,NEG1,1225.4600830078,1222.7400779724,1218.3200759888,1227.1800842285,1213.1400909422,1228.1000938413,1218.3400955198,1215.8200798031,1219.1400909424,1223.2200927734,1226.1600799561,1224.7600898745
1_Palmitoleic acid,-0.006666059602159356,7.992706695913058,0.003272033094405012,0.9543845336433847,0.9995488517464919,253.2 -> 71,NEG1,1227.2400856017,1221.6600837706,1218.1600952145,1226.7000846863,1212.5400772092,1225.8000755311,1217.2200889587,1218.8800811767,1220.8400802611,1226.1800880431001,1229.7200927733,1222.0200805664
1_Pantothenic acid,0.03147357790918601,8.053994835003737,0.07309404383840179,0.7868840010190961,0.9995488517464919,218.1 -> 146.1,NEG1,1232.9000930789,1268.8000946046,1270.3600883483,1261.8600807193,1258.1000938414,1289.2800941466,1256.400096893,1282.7001037598,1337.1200981136,1298.5400886535,1274.6600837708,1229.2000885011
1_Phosphoenol pyruvate; 2_phosphoenol pyruvate,-0.007725840264733303,7.990438716455567,0.00439479528926455,0.947144355360923,0.9995488517464919,167 -> 79,NEG1,1224.8400878903,1222.140083313,1217.3600807191,1222.6400871275,1212.5800781249,1221.880088806,1217.2000770568,1218.140071869,1216.9600791932,1223.5000839233,1226.4600830077,1228.9000816345
1_Phosphoenol pyruvate; 2_phosphoenol pyruvate,-0.007725840264733303,7.990438716455567,0.00439479528926455,0.947144355360923,0.9995488517464919,167 -> 79,NEG2,1405.6200866699,1397.720096588,1394.7400817872,1396.8201026916,1386.7200965882,1396.3200950624,1395.6400985716,1389.4000892638,1391.7601013182,1398.3200950621,1405.0800895688,1405.6601028445
1_progesterone,-0.005542548001511797,8.714029178136494,0.0023076700770530145,0.961685786777068,0.9995488517464919,315.2 -> 109.1,POS2,1909.22012329,2127.7401428225,1942.9401435855,2034.2801399243,2086.4001502992,2110.5801467883,1911.5801315301,1977.36013794,2122.1001510621,1992.32013321,1968.3201370238,2308.0801658617
1_Propionylcarnitine,-0.13954925776190247,8.38897504304593,1.4502806010994465,0.22848293302996645,0.9995488517464919,218.1 -> 159.1,POS2,1671.6001281747,1663.1201095579,1470.5600967412,1809.1801223743,1720.9801101688,1614.4801063535,1411.6801109315,1522.0000953673,1655.0601387023,1401.6400985714,1764.5401153573,1394.2800979615
1_Pyroglutamic acid,-0.009463499496115605,8.188824233885295,0.006636952338226851,0.9350701761293729,0.9995488517464919,128 -> 82,NEG2,1406.280090332,1402.5200920105,1393.0801010133,1411.0200881957,1396.2200927736,1400.2601013185,1394.7801017763,1390.4800910949,1400.5401039124,1412.4601020812,1398.2600975035,1397.4800949096
1_Pyruvate,-0.007214732279427975,8.1891125142139,0.003857380497117646,0.950476974743956,0.9995488517464919,87 -> 43,NEG2,1408.6201057435,1403.8801040648,1395.9001007078,1401.1201095579,1389.1801033021,1402.8800964356,1397.8001022339,1398.0200996398,1398.4401054382,1401.9400939944,1411.0201034544,1399.4000968935
1_Quinic acid,-0.006736972442017036,7.988707212606623,0.0033415685553295077,0.9539029182749618,0.9995488517464919,191.1 -> 127.6,NEG1,1223.2200927735,1218.5000724791,1215.4200782775,1221.4200935363,1211.5000839235,1221.3000831605,1215.6600761413,1216.4000778196,1216.3200874327,1222.6600952147,1225.2200889586,1221.5200881957
1_Raffinose,-0.00751582322049555,7.990557129052356,0.004159136548805613,0.9485789801288876,0.9995488517464919,503.2 -> 179.1,NEG1,1228.7800941468,1221.3400802608,1216.4800796508,1221.8600845334,1211.4200897218,1222.6000823975,1215.7200889587,1217.2800827025,1216.3400917051,1227.020076752,1225.9600868226,1220.9000816346
1_Ranitidine,-0.005383618550436951,8.184089469059183,0.002147481468513922,0.9630385197043696,0.9995488517464919,349.1 -> 313.1,NEG2,1399.0600929257,1397.1200981139,1392.9001083373,1395.6600914001,1383.4601058961,1397.5601043698,1392.8800926207,1400.0201034545,1389.9800910949,1396.9400939942,1409.6600990298,1398.060092926
1_Retinyl palmitate,-0.11664440885739685,8.47873957103934,1.016136157152923,0.31343728006710725,0.9995488517464919,525.5 -> 269.2,POS2,1824.8401412953,1396.3600997927,1844.86013031,1764.2401428227,2059.6401443476,1865.1601295478,1395.3001098631,1599.9601249702,1855.3201370238,1524.040103913,1717.4401168832,1226.0600738524
1_Ribitol,-0.008611168131724745,7.987119994268579,0.005459049602963152,0.9411015879071187,0.9995488517464919,151.1 -> 101,NEG1,1220.6600914002,1218.5400886537,1213.1000938415,1223.0600891113,1210.9200782776,1219.1400871274,1213.7400894164,1212.5401000975,1215.2800750733,1219.920085907,1225.9800872802,1221.340084076
1_Spermidine,0.09648330689414783,8.828638429321735,0.7004590683703125,0.4026294836124428,0.9995488517464919,146.2 -> 84.1,POS2,1882.7601394648,1900.5601234429,2236.4001350411,1916.6201248178,2437.4201660159,2399.2001800545,1997.9801483154,1883.8801383981,2255.7001571655,2610.8201904291,2508.7201881408,1553.3000869748
1_Sphingosine,-0.007888526882068548,8.181219234651756,0.004610469936412828,0.9458648874140141,0.9995488517464919,298.3 -> 268.3,NEG2,1400.560092926,1393.5000801085,1391.0600891114,1395.2401123047,1384.0200920104,1393.1600990292,1395.5001029966,1388.0001068117,1388.2401008607,1396.4601058958,1398.8001098632,1396.340099334
1_Stearic acid,-0.0050549571559638075,8.186387530071524,0.0018934698696667293,0.9652917893808156,0.9995488517464919,283.3 -> 265.3,NEG2,1399.5401039123,1398.8000946045,1396.660095215,1397.9400863648,1390.0401000975,1400.5001144411,1399.3800849914,1397.4600982666,1392.88010025,1403.4601020811,1403.040096283,1402.6800956726
1_Succinic acid,-0.00942620386336563,8.183595460759166,0.00658361014761686,0.9353310535112781,0.9995488517464919,117 -> 99,NEG2,1398.2601089479,1401.3801078796,1391.3200988768,1395.3601074217,1395.3200912475,1393.8400993348,1391.960094452,1393.6200904847,1392.0401115418,1399.8001022338,1397.0400924681,1403.8400993349
1_Succinyl-CoA,-0.019558222374064013,8.151356694980187,0.028315679336463007,0.8663688018042642,0.9995488517464919,866 -> 426,NEG2,1401.3800964357,1398.0600967405,1353.4400901794,1360.0601043701,1342.6600952148,1353.3000984188,1394.4401016236,1347.3400955203,1347.6400947574,1354.7800903317,1355.5400924681,1354.660095215
1_Taurine,-0.008696837148363027,7.992909038254312,0.005569390282511036,0.9405104187949714,0.9995488517464919,124 -> 80,NEG1,1223.1800842287,1226.2000808715,1221.6000862119,1221.9600830077,1219.3600883483,1231.0400848387,1218.160083771,1217.6800880432,1217.0800819397,1222.280086517,1228.1600875853,1232.6800918577
1_Testosterone propionate,-0.04945936431318073,10.102630507833249,0.1873355621856172,0.6651435198726258,0.9995488517464919,345.2 -> 271.2,POS2,5185.9203720098,4569.4002418525,5369.1403808581,6429.5203552187,5513.9403648405,5585.3403854373,5929.4804573039,4550.5603256221,4894.6403160073,5291.7203941373,4789.6404113754,1836.8801269531
1_Theanine,-0.009111041818251859,8.185028036518142,0.006150900665506748,0.9374878575287695,0.9995488517464919,173.1 -> 155.1,NEG2,1406.1800880434,1398.1401023864,1394.0800971988,1397.0600891116,1389.8800964356,1396.8600997923,1398.0200996398,1391.7600936889,1391.4800987244,1398.3000946045,1403.3201026915,1411.3600997924
1_Thiamine monophosphat,-0.007424102266080773,7.988413693710977,0.004057939338960648,0.9492075463700816,0.9995488517464919,343.1 -> 245.1,NEG1,1223.6000823971,1219.5600929257,1214.3400840759,1222.2200889587,1210.9400711059,1222.2800865175,1216.8800811766,1214.8600845337,1214.5000839233,1221.4800872802,1224.1600875853,1220.7200889587
1_Thiamine monophosphat,-0.007424102266080773,7.988413693710977,0.004057939338960648,0.9492075463700816,0.9995488517464919,345.1 -> 224,POS1,1680.4601173405,1726.2401313775,1584.3601188662,1982.4201431277,1704.9201126102,1419.2601013181,1641.9001274109,2253.2001686097,1694.1201133722,1543.5401191706,1841.4801330568,1399.0000915528
1_Thymidine,-0.008054178963895575,8.186714129297116,0.0048070293351615,0.944724762814416,0.9995488517464919,241.1 -> 151.1,NEG2,1414.9401054382,1403.3601074217,1393.6800994875,1394.5800933837,1387.6800918576,1398.8200988766,1403.9200897214,1390.6201057435,1393.9200897213,1403.260105133,1398.0600891112001,1420.1601028443
1_Thymine,-0.00816060704732268,7.991012505379852,0.004903417728738632,0.9441742324701576,0.9995488517464919,125 -> 81,NEG1,1227.600082397,1219.2800865173,1215.3400917051,1226.4800910948,1213.7200813293,1220.8800811768,1218.5800933838,1216.9200744629,1217.8400840758,1224.4200820922,1228.0400886532,1222.8200874329
1_UDP,-0.007671789406361611,7.991127639825932,0.004333617055643821,0.9475130012279303,0.9995488517464919,402.9 -> 158.9,NEG1,1223.0800857542,1221.0200958251,1218.9400787352,1221.7200813293,1217.5000915528,1223.8600845338,1216.1400871275,1217.7200775145,1216.2600898744,1226.6000823975,1227.3600883484,1222.6600914002
1_UMP,-0.010670315802794643,8.046551252525763,0.008398887140031758,0.9269797454116582,0.9995488517464919,323 -> 97,NEG1,1288.8200912475,1267.4000740053,1259.7600898742,1242.8800811767,1286.1800765992,1261.9600868223,1273.6000785826,1250.5200881956,1271.9200973508,1272.2200889589,1281.5000915527,1233.300086975
1_Uracil,-0.008331705603797018,8.185165697948895,0.0051436719230514155,0.9428252192443493,0.9995488517464919,111 -> 67,NEG2,1404.3401107787,1402.2600936893,1390.3600959777,1394.5201034543,1393.0000877379,1395.1201057433,1405.7200927734,1386.9601097106,1389.3800964353,1402.0601005552,1402.7000923158,1409.6800918579
1_Uric acid,-0.005438925100443474,7.989343025171071,0.0021779814875045878,0.9627771580040394,0.9995488517464919,167 -> 124,NEG1,1223.4800872803,1218.2800941466,1214.4600906371,1219.8800811767,1213.240081787,1225.5200843812,1219.160079956,1216.4800834656,1215.8400955199,1220.0200843812,1227.1200866701,1216.720081329
1_Uridine,-0.007195046907132688,8.1826851645364,0.0038356887067708886,0.9506162377645347,0.9995488517464919,243.1 -> 152,NEG2,1397.5000991822,1397.7200965878,1393.3000946044,1396.2801017758,1386.1201057435,1395.4400939941,1394.0800971985,1392.4801063535,1390.8600997922,1398.4400939942,1397.9800987243,1399.5600967406
1_UTP,-0.006966533513331907,7.989070111671775,0.003573223692770397,0.9523336840835198,0.9995488517464919,483 -> 385,NEG1,1223.8400917053,1218.760093689,1215.1600914002,1223.1600952144,1211.3000793458,1220.7000923156,1217.4200859069,1216.320095062,1216.860080719,1222.2000885009,1225.2600936889,1220.4600791931
1_Xanthine,0.0032860562146432896,8.000523194581014,7.953418120334663e-4,0.9775011975204624,0.9995488517464919,151 -> 108,NEG1,1226.8000946046,1230.5000877379,1222.6600799561,1223.3800926209,1216.8600959779,1232.9400749205,1222.9000892637,1227.8400840761,1231.5600891114,1250.2200889585,1232.6000900269,1222.8800888062
1_Xylitol,-0.0071198087456260505,7.9901704339716275,0.003732317502463403,0.9512853860482742,0.9995488517464919,151.1 -> 89,NEG1,1223.9000968931,1220.7400894164,1217.4800834654,1222.6400756838,1212.0400886535,1222.5400810242,1218.3000907896,1217.0600776671,1216.7000846863,1222.8400840757,1226.9600906373,1219.740093231
10_Cytosine,-0.09471404599149728,8.622671446162508,0.6722556292693302,0.4122662957104579,0.9995488517464919,112.1 -> 94,POS1,1918.9801444997,1672.6201210023,2079.0801162719,2086.9601364127,1953.9001502992,1730.5001106269,1697.7401008611,1863.2601470939,2073.2401580801,1775.7001304623,1973.6201400751,1652.2601203909
10_Kynurenine,0.012456960379853802,8.46434010457115,0.011588870843278087,0.914272049682326,0.9995488517464919,209.1 -> 94.1,POS1,1517.6601142879,1463.5801010132,1999.3401603707,1861.1601371764,1594.0801162716,1399.4800987242,1779.9401283273,1682.5001029965,2045.500141144,1642.6201095582,1672.5201339722,1349.7800903321
11_Cytosine,0.06852096183555124,8.636207210368221,0.3521348660025665,0.5529071150105533,0.9995488517464919,112.1 -> 69,POS1,1669.3201103206,1977.9401359562,1885.1601371764,2074.7801551822,1781.2001190177,1901.7201309203,1993.6201438902,1927.0801429741,2158.2801551825,1913.1601371774,1735.0601234437,1547.9401016233
11_Kynurenine,0.011452191596981848,8.350285141853265,0.00976178077890566,0.9212956991829464,0.9995488517464919,209.1 -> 192,POS2,1462.2400970462,1484.1001129152,1362.6400871278,1524.4001197809,1888.3001174926,1459.420108795,1441.1801033018,1477.9400901795,1809.6801261899,1634.7201194766,1697.6801300046,1243.3401031491
12_Kynurenine,-0.07285245829152806,8.476572652041394,0.39647779695395213,0.5289138983168127,0.9995488517464919,209.1 -> 146,POS2,1650.2401199346,1574.4001121516,1753.5201148989,1725.180137634,2073.0401458729,1554.800121307,1662.9801177981,1602.2001266478,1809.860145569,1753.9001388551,1656.4401245113,1257.2000732423
13_Kynurenine,0.027525581598906224,8.419639558682345,0.056493972232713574,0.8121257236949112,0.9995488517464919,209.1 -> 94,POS2,1642.9201202396,1385.4800910953,1628.8201103212,1608.3401184078,1778.0001106257,1537.3001060482,1529.2601089486,1633.020114899,1863.2201309199,1677.8401031502,1807.1801376343,1312.4400978086
14_Kynurenine,-0.08417205715908786,8.332807290272017,0.5269990759869505,0.4678712498392282,0.9995488517464919,209.1 -> 93.9,POS2,1679.6001129154,1406.0800895692,1645.3001136782,1478.0200996401,1671.8801231395,1407.8001060481,1424.4201011657,1447.5200996401,1585.5001029966,1608.5801010132,1673.4801139832,1259.8800926208
2_(+)-alpha-Tocopherol,-0.007577630941350444,8.185640590666441,0.004254789760024649,0.9479918710829445,0.9995488517464919,429.4 -> 163.1,NEG2,1399.6201095579,1403.0400962831,1397.9400901794,1396.400100708,1387.6800994871,1406.3801002505,1396.7401008604,1389.1400985719,1391.7400932313,1399.2001037595,1403.7200965879,1402.1001014704
2_2-Aminoadipic acid,-0.010308033612999389,8.182304258126376,0.007872631643004363,0.9292981974796192,0.9995488517464919,160.1 -> 142.1,NEG2,1400.5001029967,1396.6600990296,1390.5400924679,1404.9201011657,1383.1600952148,1392.1000976565,1394.0800971985,1386.900100708,1391.1800956727,1396.8000907898,1399.320087433,1395.6000862122
2_2-isopropylmalate; 3_2-Isopropylmalic acid,-0.00874617217958115,8.991813102442993,0.005777041293220243,0.9394136482109786,0.9995488517464919,175.1 -> 113.1,NEG2,1404.2600898743,1409.1600952147,1394.2600975033,1395.7401008602,1386.3801078795,1396.8600883484,1412.1800956726,1389.9001007082,1392.7600975033,1403.7201042175,1404.1600914002,1399.260101318
2_2-isopropylmalate; 3_2-Isopropylmalic acid,-0.00874617217958115,8.991813102442993,0.005777041293220243,0.9394136482109786,0.9995488517464919,175.1 -> 113.1,NEG1,2456.2201766968,2442.4601631166,2436.5601654053,2450.2201690677,2435.3801498415,2452.4401512146,2434.9401817325,2433.6201744078,2440.3601722716,2447.0001831056,2465.940162659,2444.0601692201
2_3-Indoleacetic Acid,-0.0060520221027573285,8.184318120816604,0.002713937103936845,0.9584526292938352,0.9995488517464919,174.1 -> 128,NEG2,1400.8801002501,1399.1600952148,1392.8001060488,1396.5400924679,1387.0000915529,1397.180091858,1397.540096283,1393.8801040647,1393.4401130675,1400.2601013183,1398.8801078795,1399.4800834657
2_5'-CMP,-0.006495965217804606,7.992323445072466,0.003107151263419719,0.955547478254412,0.9995488517464919,322 -> 79,NEG1,1226.5000801086,1221.1600952149,1220.5000839233,1223.2600860597,1213.3000831604,1223.3800773621,1218.1000785827,1218.2800865171,1220.8600883483,1227.4600830078,1228.5400886537,1227.0000801086
2_6-Hydroxynicotinic acid,-0.008346593526192658,8.186785104293765,0.005162342424017079,0.9427217248372582,0.9995488517464919,138 -> 42,NEG2,1402.0201072693,1400.3600959779,1395.8800926208,1399.0400886534,1395.5801010129,1398.4201049805,1402.1001052857,1391.0601005555,1393.7200965881,1402.2600898744,1403.4401016238,1401.9800987242
2_Acetyl CoA,-0.005129113633585078,7.991955919834484,0.0019371143572708624,0.9648943113669711,0.9995488517464919,850.1 -> 408,NEG1,1225.5400848391,1220.6200790408,1217.0600852967,1223.3800888063,1214.0000877381,1222.0200805661,1221.8600807187,1218.5400924681,1218.100078583,1229.1400833131,1227.6200904845,1225.3400840761
2_Acetylcarnitine,-0.08382254140460842,8.744871890942292,0.527692771563478,0.46757848459644336,0.9995488517464919,204.1 -> 85,POS2,1824.7801322923,1714.1601333617,2388.9801712043,2054.6401557929,2371.2001495353,1539.9801025384,1984.6401557915,2259.5401420596,2216.7601356512,1813.6201171879,2504.0801925666,2314.3001747132
2_Aconitic acid; 1_Shikimic acid,-0.012312355953632744,8.000097095726893,0.011165312723404666,0.9158473229352967,0.9995488517464919,173 -> 111,NEG1,1229.4800834654,1239.6600990293,1219.1400871279,1237.100090027,1224.1200790407,1228.84009552,1225.4400863648,1224.9400901793,1223.7800827025,1225.0000953674,1236.4600944517,1238.6000900264
2_Aconitic acid; 1_Shikimic acid,-0.012312355953632744,8.000097095726893,0.011165312723404666,0.9158473229352967,0.9995488517464919,173 -> 111,NEG2,1409.4201011658,1399.4600982661,1390.1800918579,1404.080101013,1385.3200874331,1395.0401000975,1397.8801002502,1398.4001045226,1390.4400978088,1411.2801017758,1419.5200843811,1423.7200965881
