lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,blank,solvent_blank_media
4_Asparagine,0.5467103139950487,11.602494773577602,22.927572414540386,1.6822147067397051e-6,8.615342462374062e-5,133.1 -> 87.1,POS2,11333.1608123675,8585.8006095856,11437.740806575,11052.1406364446,17370.921173103,21619.081390371,13504.1409950081,14244.8009719766,20849.781631474,17508.7211914,17109.3611564603,1188.7200737
1_L-Proline,0.5418110432210146,12.707321021328381,22.57464950936035,2.0213427739098964e-6,9.662018459289305e-5,116.1 -> 70.1,POS2,24866.6018371625,22497.1812744085,22177.101608276,30482.242340075,29869.161773681,43437.38293456,34896.362380961,26663.841949467,50332.042541499,34628.922729506,34100.142456043,3489.1802368143
5_L-Phenylalanine,0.513572488800475,15.012982052009827,20.327960914761253,6.524020408095475e-6,2.7516015485908567e-4,166.1 -> 120.1,POS2,115990.128845188,100811.727539035,130179.97045886,138507.751205436,165440.57324223,203187.69567866,164354.1901856,138224.010375916,220447.15527351,207239.9364015,165891.47058108,5968.6204681383
5_Methionine,0.4821475795070316,12.206630393581607,17.8833840495996,2.348627501189102e-5,8.862978517645189e-4,150.1 -> 56.1,POS2,16286.861076365,15863.1011657669,17602.821304329,19344.541633598,25178.501724247,27450.34214783,25692.601745607,19303.2813110404,29831.36225892,29968.362014768,23620.281723034,2198.4601554876
5_D-Glucose,0.4783204466119363,10.367700977779236,17.471976233071143,2.9157408274959714e-5,0.0010452930866573058,163.1 -> 85,POS1,5175.040332794,5230.0803680416,4974.5404052715,6142.520439147,4765.2603759766,6794.4804305999,7075.3405685429,7674.9805908201,8483.6605148319,6782.1004714971,6784.980464934,1564.5600929261
5_D-Fructose 6-phosphate,0.4482301410831832,17.708772683140072,15.509016567845768,8.211264372216679e-5,0.002803560264228266,261 -> 81,POS2,892439.6870117,706134.04443359,751699.83251935,923305.76074193,963488.69042991,1354592.419922,1037059.82763685,928202.93164081,1376370.8925782,1112227.54248039,1292087.8906247,3082.1202125541
4_UDP,0.44527015138033393,11.095206089866279,15.212643087926736,9.605815103651726e-5,0.003130622467871949,405 -> 96.9,POS1,9080.7006683366,8540.50064087,7574.7604904164,9615.100624081,9663.040744781,13918.3209838849,10393.3607025127,10167.8807373053,14795.1610183706,11598.1608085619,10391.2407150298,3231.9002265913
5_DL-Homoserine,0.4310881928027403,12.537997793154357,14.319241562528916,1.542798263706725e-4,0.0046091098128238405,120.1 -> 56,POS2,19052.941238402,18834.22132874,20697.481262188,22153.0815277034,45117.283660882,33568.402526845,28312.021926887,23157.581695549,37417.902893053,47937.002899174,18635.101341241,4619.1003303525
4_Glutamine,0.4211056976568621,10.556170860972195,13.575093333364698,2.2920659139322478e-4,0.006573645041157687,147.1 -> 130,POS2,4643.5803298949,4705.0403518686,6029.1004638683,5950.2004356394,9780.4806442214,8543.0405235323,6399.1405296316,6787.9804649389,9570.7006454463,10541.5007286061,6760.1004295364,1821.0201110838
6_L-Phenylalanine,0.4185601108961308,12.437755259093196,13.498630571385046,2.3873761648245207e-4,0.006583648885304543,166.1 -> 103.1,POS2,21427.701629639,18361.121307375,20169.641517639,23823.3015327369,29978.722137468,33908.022506702,26675.001800538,23211.341812133,36291.402900696,32659.942367555,27126.4819488392,1814.3401184079
10_Hypoxanthine,0.39957587352674295,9.393022891975567,12.102365025477368,5.035790929506879e-4,0.01337282257946827,137 -> 94,POS1,2595.1801719657,2518.5401687631,2929.440208434,3080.1802253725,3360.2602195733,3868.2002792342,3646.6002578721,3740.5202751145,4350.0803184512,3586.9202117923,1866.6001434335,1566.4001235963
3_D-Glucose; 2_D-(+)-Mannose; 3_D-(+)-Mannose; 3_D-Fructose,0.3888937974457783,12.787333451547491,11.664090880055943,6.371807293929803e-4,0.016316377963384532,179.1 -> 59,NEG1,28396.961990356,24977.0416946454,25993.7818450923,29692.4021415682,34001.882308965,40109.582702642,31448.722114566,32071.462226866,46130.9233284012,38536.822708129,42810.323226932,5087.8803443911
3_L-Threonine,-0.37877219363431824,9.006969161868051,10.801841730607482,0.001013991657898516,0.02507006961080124,120.1 -> 102.1,POS1,2865.2601928715,2626.4801902776,2436.0001602163,2407.4001693724,3452.8002281179,2174.8401489275,2321.8201675422,2319.6201591492,2350.9001464854,1483.0201072691,2733.4601936334,1818.3601188667
4_5'-CMP,-0.3681325121906572,10.047623182076192,10.345595122112982,0.001297840168928842,0.03001778713296709,324.1 -> 97,POS1,7928.5806083649,8824.2606315613,4285.1803283688,3937.920253756,3950.4203071582,4354.5202560437,5132.2403106704,6584.6004371625,3740.6602249154,2749.760196686,4325.7402839675,12505.560867312
5_Pantothenic acid,0.3692383208319711,10.01969701951621,10.403594257978156,0.0012577027000236186,0.03001778713296709,220.1 -> 90.1,POS1,4274.4803123471,3788.1002388005,4243.7802581781,4864.4803276071,4580.7803344744,6002.5405044542,5058.2603073113,4773.2203750582,6957.8604774473,5444.7004127491,4918.6603507995,1321.56010437
5_5'-CMP,-0.36713847280688033,9.480812947096675,10.228369768732144,0.0013829684323958126,0.030987136438368677,324.1 -> 95,POS1,5421.9803657534,5115.780380248,2836.320201874,3492.8402099614,2602.7602043148,2794.6201782222,2861.0802116399,3674.5202560453,3176.120212556,2696.8801879878,3036.0002212509,7045.7005004863
5_D-Ribulose 5-phosphate,0.36121744957941954,13.518423079372894,10.074881509081283,0.0015030428811974874,0.032657022600563586,231 -> 81,POS2,48220.683044421,39736.922546394,41352.463439947,57180.823974608,51709.843536371,71382.90521243,52199.804290771,54012.38379286,74915.505126932,54900.963989237,75466.345703126,1769.5401306151
3_Alanine,-0.36203301752403044,9.942815962619331,9.998380460484043,0.0015667795392801844,0.03304061557834977,90 -> 45,POS1,10241.1807212835,4070.280265808,5676.3404083261,3432.7602577214,3673.9402503974,3792.0602493272,4897.2003555311,4146.4802780136,4110.2202987647,4276.8602943442,3606.3002510084,8971.0406532307
3_4-Hydroxy-L-proline,0.3563932972528716,9.740244727186434,9.667562386753694,0.0018754999228491561,0.0373537067967457,132.1 -> 68,POS2,3495.7002449056,2796.4801864628,2699.3201599133,3741.6002502448,5259.1203193671,4995.4603729239,4136.9602241522,3561.5602416988,5108.9003639222,5328.9203224195,4123.5402717593,1365.5601005555
5_L-Serine,0.3560188819910009,10.015041091929998,9.677464053703957,0.001865419245724451,0.0373537067967457,106.1 -> 42,POS2,3492.5002403271,3766.1602516177,3402.0602226258,3426.0202560432,8421.4205627397,5359.1203651428,4102.4402961716,3838.5602416984,6491.2604675293,9165.4407005249,3312.0002555863002,2187.2201843254
3_Anthranilic acid,-0.35381145207854464,9.97807044521065,9.552781956503118,0.0019964660831873456,0.03844652335165222,138.1 -> 120,POS1,7748.6605682378,6908.6605453514,4333.0802993742,4826.4604072552,3687.5602722187,3972.9802894585,4138.4402732829,6118.3804397579,3443.7601814275,3995.4202651992,4055.0402984617,8989.1606254555
5_Arginine,0.35166994988168215,11.311013293589808,9.515341238251494,0.002037612116266087,0.03844652335165222,175.1 -> 70.1,POS2,3334.9202690122,4393.4803237916,3428.1803016677,4656.7003173828,42135.6025657568,5205.6604576083,4935.1203269948,3451.8002281191,7253.740619653,53408.3443031227,2744.5602302546,2130.2401695244
4_Succinic acid,0.34825890592060893,10.66774189064692,9.301165498924028,0.0022900812065119935,0.042102262181258954,119 -> 73,POS2,6618.7605323806,6020.3204078672,6411.2204399125,6719.1405677807,8710.6806945788,9880.5606765793,6866.980442047,6291.4004211421,10673.400894167,10419.800788877,7465.1605758653,1490.5401077269
1_L-Lysine,0.339226413520611,10.74339591649029,8.831324901568259,0.0029610333462650293,0.051781973396878685,147.1 -> 130.1,POS1,5901.0403099071,5134.0403366102,6137.0604019156,7778.3605461142,12389.1007843006,8704.8406295769,7958.1005020118,5726.1404037487,10763.100704192,14283.500911721,5986.7404746993,2533.3601798992
2_Lactic acid,0.33802021783963854,9.554903687615395,8.688012482831166,0.0032030971862991656,0.05468144482325005,89 -> 43,NEG2,3309.0602264409,3277.0002517682,3025.4002075203,3515.9602355965,3641.6602630629,4258.0603027363,3726.7402496346,3689.9802589419,5269.5604171735,4368.4402923595,1681.5801124571,1688.7201194764
5_Cytidine,-0.33179840542934197,9.607443455653565,8.3704465381715,0.003813719017179206,0.0635915473329649,244.1 -> 95,POS2,4536.1403274542,4270.2602920494,4627.4602966295,4025.720260622,3480.7002220156,3080.0202255255,3879.9002838113,3885.4802551246,2921.4402313247,2951.6002006516,3526.5202751177,5470.8403396625
2_Ornithine,0.3131821651308286,10.264412416082266,7.505804298304895,0.006150047019638428,0.1002178116609262,133.1 -> 70.1,POS1,4871.6803588844,4199.900260924,4106.2803039553,4865.480361938,8430.8405570991,7178.4005508441,5575.2603683473,5029.8002929664,7669.20046997,7586.7405662516,5571.060386658,1849.3801422113
6_Uracil,-0.31126812720425845,10.403248758953223,7.422010784327433,0.006443077231838102,0.10265969722728709,113 -> 43,POS1,9088.8206596352,8506.8606491107,7292.1005172718,5796.480415346,5535.7803649896,6166.9204444891,5642.5403976456,6733.4004669189,5832.2803649915,5005.340351102,5899.0804138203,11640.6608352678
3_D-Mannitol; 2_D-Sorbitol; 2_Dulcitol (i.e. Galactitol),0.30802970022780574,11.099417799994718,7.297724996322475,0.006904197549016767,0.10313145088843796,181.1 -> 71,NEG1,9074.4206390387,9759.6606712345,9207.0006713851,10035.7406501774,11369.0808067301,13160.6209335318,10380.5007362356,11053.6207923898,14300.3610153226,12644.7808837917,5049.3803634643,4896.920333862
4_DL-Homoserine; 4_L-Threonine,0.3085957214801192,11.166982950365366,7.32572016141286,0.006797472201925227,0.10313145088843796,120.1 -> 74.1,POS1,7861.3404579178,9313.1407203695,8228.0606231702,6316.9404525759,19186.5013427782,11334.9208869795,13178.7609176667,9312.8207664454,11048.2609710717,18424.8212394667,7419.5005607626,3763.9202308653
4_DL-Homoserine; 4_L-Threonine,0.3085957214801192,11.166982950365366,7.32572016141286,0.006797472201925227,0.10313145088843796,120.1 -> 74.1,POS2,10970.6408233634,10795.600746153,11843.8006896913,13354.6410140916,21957.561599737,19625.521575923,17340.861206067,13291.161140431,20282.441452027,26861.441955575,10334.0406951954,2685.1601638793
5_Bilirubin,0.3114263424116397,9.369203190802546,7.352446449964239,0.0066971561547223635,0.10313145088843796,585.3 -> 299.1,POS2,2911.9002189634,2471.280170441,2768.5602111811,2798.0801696776,3133.6602516167,3819.0602912914,3216.2402610756,2668.7002220166,3837.6402587896,4024.9003105186,3315.4002265928,1528.9401092526
3_D-Sorbitol,0.30442021878273196,9.083348595595695,7.004009965946769,0.008132733746108843,0.11900347134612327,181.1 -> 59,NEG1,2234.1201629632,2419.3801727299,2244.1201629637,2502.6801948551,2805.9802093505,3158.9802093509,2559.9202003468,2695.6002006538,3614.9602355957,3125.1802139304,1311.3600921633,1225.7600784302
4_L-Cystine,0.30483606783566114,8.685205220565008,6.966021297304807,0.008307200377201295,0.11912525340906657,241 -> 122,POS2,1625.8601150509,1594.6801033023,1617.4201049804,2040.4001502995,2132.3001518259,2489.5201644889,1983.6601333615,2369.8401718153,2207.1201553337,2128.7601318366,1564.8201026917,1339.1800918573
2_D-Glucose; 2_D-Fructose,0.29904895284020533,10.347975397813991,6.8474659372021165,0.008876708949942377,0.12479608464918988,179.1 -> 71,NEG1,5539.8004188558,4923.4203567507,5239.720382688,5683.8804206853,6196.4004440339,7202.7405166633,5985.660423278,6154.4804382308,7939.7005538934,6828.7604675282,7248.5404739385,2472.4201850894
5_Glutamine,-0.2921997005568915,8.703536696682946,6.397055863724348,0.01143097749079775,0.15761559347888435,147.1 -> 64,POS2,1946.5801315311,2279.7001457208,2374.8801536549,2014.6601257326,2215.2001533501,1578.8401069644,1600.9001121523,2120.420139312,1818.5201454166,1775.9201278694,2295.2801399234,2553.9201812743
4_L-Tryptophan,0.28683311646973386,9.746071186862366,6.266712820194055,0.012302717751137754,0.1664348797653919,205.1 -> 188.1,POS1,3491.6602287284,3180.8602294931,3000.900196076,3507.740280151,5072.6203613282,4436.8403434755,4139.96026993,3888.1803207392,5316.9803466791,4590.8403053269,4797.8802986145,1564.9401206967
5_L-Threonine,0.2816652642316714,10.405587573632015,6.08108100709461,0.013663713440426222,0.18142375068121486,120.1 -> 57,POS1,4933.5603713992,5030.1603546155,4871.780342103,5330.4603958137,10157.3206176826,6492.8004455576,6282.0604476933,6088.4004058827,7290.420509338,10876.3207016016,4425.9602928149,2143.1201438906
2_D-Mannitol,0.2723152639167813,9.886404846817314,5.662235837306971,0.017334012290511316,0.22597248749630208,181.1 -> 89,NEG1,4149.6203041078,4226.2602996817,3937.1602630627,4312.4603080751,4842.7003440854,5486.6403694171,4333.8002815249,4687.3203277579,6309.7604141234,5254.1603927624,2502.020183563,2448.3601799009
4_D-Glucose,0.26511940086832797,8.921463582669965,5.293310631700667,0.02140748605986425,0.2735850009963962,163.1 -> 97,POS1,2066.9601402292,1809.8201293951,2084.9401550289,2111.900135041,2458.4001617418,2282.9201507562,2107.3001289353,2874.020221711,2980.0002250658,2480.4601631171,2380.2601661675,1336.620098114
5_L-Tryptophan,0.2615526093863192,11.208194643090495,5.265719122161727,0.021749435225654926,0.2735850009963962,205.1 -> 146.1,POS1,9645.9208755505,7143.7005615182,10471.8206710861,9775.0607337924,15489.6412086442,13274.3208312907,12031.2408180219,8732.4804878144,15503.1408805746,13685.7010116528,9429.4804725707,1723.520095825
4_Phosphoenol pyruvate; 7_phosphoenol pyruvate,-0.25345187644527767,9.625796559540248,4.890293030649582,0.027008101815917354,0.3338760172760818,169 -> 123,POS1,4416.5402946501,4909.9203186037,4176.5003128041,3749.0002746592,3529.9602508574,3115.7802162175,3260.4202308655,4495.6203689583,3249.3202209479,3420.0802688586,3400.7402420064,5449.9203796361
4_Phosphoenol pyruvate; 7_phosphoenol pyruvate,-0.25345187644527767,9.625796559540248,4.890293030649582,0.027008101815917354,0.3338760172760818,169 -> 123,POS2,3056.1402130113,3731.8002548208,3826.4002571108,3222.5402030954,3168.5402183524,2992.1602172868,3347.420253752,2847.2202072147,2841.6001968368,2767.6202087425,3224.3602371196,4753.4203567481
5_D-Erythrose 4-phosphate,0.24661228290790743,10.42236838290052,4.66291197886171,0.030820877809194118,0.3745520235456302,201 -> 81,POS2,6097.680324553,6395.6804275498,5200.1803207391,6479.4604797363,6162.8803558348,7434.5404815659,6358.080467223,7446.0605201709,8760.4206275942,6189.7804908741,6039.8804130546,2430.1601638788
4_meso-Erythritol,0.2420719459560478,14.224410945429668,4.533560738773588,0.033236394435071384,0.397174913499103,145 -> 104,POS1,114859.168655233,123069.088287399,54673.64323807,56658.6440696687,91261.0876540821,54349.7432823168,53724.4633789026,190077.41448971,173348.490238341,54449.8238448985,45967.2829284733,234604.995777009
1_Dulcitol (i.e. Galactitol),0.23491305036246782,8.706075894626956,4.144188081874392,0.0417776859033088,0.4910590293880722,181.1 -> 101,NEG1,1824.6201477047,1808.3801193229,1799.4801139828,1967.5801544195,2142.760158538,2286.5401573184,1948.5801315306,2048.6801376348,2766.3202133193,2240.2801666258,1236.0200805664,1220.9400863647
4_Arginine,0.23299351605257534,9.0878830255941,4.103170041679277,0.04280288840724512,0.4929178073241088,175.1 -> 116.1,POS2,1798.2401313788,2105.6201400752,1319.1600952148,2191.140125275,4727.9003715503,1508.0401000976,1571.3601112363,1563.4601097103,2936.740219115,6780.2004280053,2322.0401687623,1722.0001106261
5_D-Sorbitol,0.2308778592983807,10.202497916549705,4.08323083738161,0.04331076968119784,0.4929178073241088,183.1 -> 85,POS1,5009.0603713982,5356.1803703296,4990.140357971,4426.9603614793,7746.220592497,6956.6604881303,7156.9604873629,6255.5404129014,6485.9804687506,5579.9004135133,2293.8601379406,2004.5401382444
2_L-Lysine,0.22865869429923524,14.534810921007358,4.046078002797714,0.044274093201936475,0.4960082004029446,147.1 -> 84.1,POS1,96385.208076502,82537.2654113255,76653.4453278102,74679.464889516,213547.255615194,110804.728080887,88922.16520686,68879.5655669688,119577.527130058,252448.33850111,72629.2047080357,18275.0014267108
4_Creatinine,0.2270847465349967,11.198570070302491,3.96979173533002,0.04632350148518427,0.5109838548442635,114.1 -> 44.1,POS2,9633.7806091301,9433.7606277452,6411.9203910822,14485.6209335388,11188.84069061,11014.3207397435,10491.4007644585,12390.4409904334,15485.7211380081,10764.0408477756,13088.6408805869,4528.4603080739
1_Cryptoxanthin,0.2277048605033542,8.60604554260478,3.8825148510846077,0.04879142126181729,0.5300522582533788,552.4 -> 551.4,POS2,1695.3001251215,1605.1201133725,1817.8401222233001,1859.1801376339,1734.7601203917,1914.8601379393,2352.5001869194,2160.8601303093,1528.7201080327,2286.5801544181,1621.6001205445,1591.500102998
3_Creatine,-0.2231163768584454,8.906470146651055,3.7505130068672763,0.05279130657013204,0.5649457732952936,132.1 -> 90.1,POS1,2267.1201896665,2583.640193939,2757.2601737982,2566.4801673886,2302.2401504514,2017.120140076,2195.8801651001,2373.9201698298,2358.0601615895,1797.6601333616,2123.2001380927,2143.9201354969
1_Zeaxanthin,-0.21187364843963236,9.086443767251541,3.3931505705242557,0.06546774249779287,0.6629380460613361,569.4 -> 568.4,POS2,1999.1801528929,2540.6401634212,3236.9801826479,3006.5602340682,3308.0202255222,2661.8201904296,2438.1601409907,2680.7201881413,2072.4201698304,2358.9201622009,2420.6201400745,1451.0601005558
3_Homocysteine,-0.21385613451106603,8.260020908563801,3.391827063121231,0.06552030882771198,0.6629380460613361,136 -> 56.1,POS2,1504.3201141359,1565.1801109312,1856.7001457219,1556.5201110845,1332.8200912477,1280.4800834657,1251.1400909423,1494.7401199339,1446.1000938413,1304.2400970464,1593.1001167297,1204.6400833132
4_L-Serine,0.20920235892078132,10.84958127121702,3.3656036007041905,0.06657118454172413,0.6629380460613361,106.1 -> 60,POS2,5646.3603706355,5662.0804176308,6491.2605133058,6479.7204513561,18203.541046148,9568.7406234734,6969.2604446422,6246.0604476941,9854.8206252953,16675.5410919295,5927.6003684988,2950.8801918025
6_Oxoglutaric acid; 8_Oxoglutaric acid,0.20870144112455893,12.756629388999066,3.3668376601501393,0.06652132946966996,0.6629380460613361,147 -> 105.9,POS1,38482.0422859217,43745.8425598048,21658.1018257194,21762.4216537561,35897.5425262448,19807.6213722228,19959.7012329125,67960.4647674515,60672.9046554788,19960.1616325308,16139.161075592,78215.6055908244
6_Oxoglutaric acid; 8_Oxoglutaric acid,0.20870144112455893,12.756629388999066,3.3668376601501393,0.06652132946966996,0.6629380460613361,147 -> 105.9,POS2,12235.1608848537,12093.0209083589,14892.541076661,16151.6211509641,13840.6409149129,6984.4204826361,11844.3406829847,12182.1409416082,7087.2805175727,10104.9406852737,6961.3405532847,25997.0415611099
4_Malic acid,-0.20818063228538974,10.371480779242473,3.322927657966563,0.06832006501539291,0.6710340632333797,135 -> 45,POS2,7163.6004562357,9664.600692747,5905.5804519682,5892.26045227,5723.380386353,5104.1603775026,6696.6604995728,8305.4805946346,4671.8203277589,5126.5203323365,5680.620414736,10755.78070831
3_Margaric acid,-0.19908748185143677,9.070944089997084,2.994759709051861,0.08353430430855888,0.7985879491898229,271.3 -> 55.1,POS1,2831.8201980593,2884.6602134709,2311.1801681506,3026.1801719663,2672.9401855461,2202.8601799008,2368.6801643376,2652.6602058419,2604.0601844797,2190.7001609794,2665.9601821899,2683.6001930227
2_Hydroxybupropion,0.19191852635305998,8.695900773567415,2.762759030985009,0.09648171297105113,0.8879861219689765,256.1 -> 139,POS2,1837.3201103203,1815.1001358026,2223.1801643365,1515.8401107789,1817.4801292419,2014.9401245108,2136.3001556401,2486.3001556392,2037.2001266474,1900.2801475529,2119.0601692199,2048.7601165776
4_Caffeine,-0.19266622783406087,8.31266995370703,2.757329246112395,0.0968097319620328,0.8879861219689765,195.1 -> 138.1,POS2,1516.4801216121,1562.6801109313,1725.1801109305,1588.8601112363,1635.900112152,1404.3000946046,1403.7801017761,1446.9401092529,1427.0800933836,1377.8400878905,1699.7401161196,1299.5000953674
6_Histidine,0.19038806251532922,9.058650071939939,2.7404130364658883,0.0978394750844479,0.8879861219689765,156.1 -> 93,POS2,2204.9801597592,1838.0201416009,2304.7801361095,2113.2401695237,3806.5602798451,2493.2001762405,2270.1201438908,2036.0001716613,2798.3802108752,4471.7602653507,1866.9801139825,1546.0401000974
5_D-Mannitol,0.18883915498963383,9.775192180549416,2.720293273351283,0.09907980943706794,0.8880027920797214,183.1 -> 98,POS1,3685.7202491757,3700.780265808,4374.1603088369,3430.2602348332,4391.9803085346,3512.6602592472,4220.4003105164,4646.440334322,6027.8204040543,4041.4802970897,4302.2003135664,3039.5002326961
4_Glyceraldehyde 3-phosphate,0.18968212616779637,8.671097990786292,2.698009415977341,0.10047362043040446,0.8893776030691357,171 -> 81,POS2,1769.9801330566,1913.6801414486,1668.1801261902,1811.4801254262,1967.4401397706,1982.1401405346,1874.0401344294,1971.200138092,2298.0801467885,2346.7201652521,1937.3401298522,1989.3801383972
3_Methionine,0.18651403163598534,9.332115094379713,2.640177264092692,0.10419191782760039,0.9009136481521712,150.1 -> 104.1,POS2,2884.8602142338,2598.5401687628,3135.1401786802,2552.4201736445,3442.4802360521,3469.580249786,2430.1401710518,2675.7602119451,4253.7403144834,3904.0802574172,2738.1601829515,1214.4600906368
6_ADP,0.18546087969229816,9.587043933978764,2.6191953782910753,0.10557796449262637,0.9009136481521712,428 -> 97,POS1,3792.4802551258,2988.3602142315,3633.320274351,3587.5802536006,3524.5402679453,4390.8803138726,3629.7402381893,3973.3002929669,4466.2803459181,3572.2602500898,3093.6802597052,2888.4802246098
6_Glutamine; 3_L-Lysine,0.1837736843223387,11.152230801532516,2.6009026035472402,0.10680287321190314,0.9009136481521712,147.1 -> 56.1,POS2,9425.8207855243,8003.3805770857,9084.9806861874,10178.7006378212,19412.281494136,13772.8811340286,12380.0408935548,9965.6206893891,15714.82115936,19697.9615402092,11988.3009872607,2634.4201622015
6_Glutamine; 3_L-Lysine,0.1837736843223387,11.152230801532516,2.6009026035472402,0.10680287321190314,0.9009136481521712,147.1 -> 56.1,POS1,9865.2007789609,8254.0605430586,7611.260509491,8412.1205825795,17995.5610313278,9819.2207069398,9107.6006126354,7459.5604858386,12316.4609146218,20839.5815734794,8803.0605583166,2646.1001892086
6_meso-Erythritol,-0.18599487112528842,9.027723146968075,2.6041310264254065,0.10658556583557109,0.9009136481521712,145 -> 58.1,POS1,2062.2601547232,2228.9601669309,1980.820137024,3017.3402137763,2528.040172577,2211.3401870727,1617.9401321409,2689.7801513671,1896.640140534,2020.2801513673,5356.4604072573,1980.4601211544
_2-hydroxy-butanoic acid,-0.00855553606458326,8.202760477128948,0.005426560100599338,0.9412767984917977,0.9995488517464919,103 -> 57.1,NEG2,1409.1200942994,1418.3600997926,1415.4600982666,1423.2201004026,1401.9400863648,1422.8201026917,1407.6401023866,1403.2600936892,1423.0200920104,1405.060092926,1425.7600975036,1440.1201019286
1_(+)-alpha-Tocopherol,-0.008779524229523234,8.182511676998983,0.005711004576238701,0.9397602589061045,0.9995488517464919,429.4 -> 414.4,NEG2,1398.9200897217,1397.7800827028,1392.1200942994,1398.620098114,1385.3600959776,1394.2800979612,1393.7000999451,1387.7800903319,1391.3200912477,1398.4401016235,1400.0400962827,1398.2600975037
