lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,blank,blank_solvent
PG (38:4),0.043151785397515054,7.061124329463755,0.20533432658326056,0.6504491517806015,0.9990118469723621,816.5485 -> 627.5485,PG,1111.1400833128,1071.2400703429,1142.0200843809,1068.880077362,1029.6000709535,1203.020084381,1199.7400856016,1025.1600685117,1058.360080719,1088.9600715637,1123.4600830079,1084.6200714111
PG (38:5),0.005385599359674857,7.150560144038276,0.003216287066329926,0.9547743610895392,0.9990118469723621,814.5328 -> 625.5328,PG,1093.460079193,1137.0400924684,1139.2000808716,1382.2600860601,1129.6400718693,1115.6600837705,1079.7000732422,1296.060092926,1154.6200904845,1251.1200866706,1115.5400733947,1029.2800712585
PG (38:6),0.010198377412599744,7.125214183946712,0.011514723973727214,0.9145456837878324,0.9990118469723621,812.5172 -> 623.5172,PG,1133.9200782778,1131.7600822447,1345.3200912481,1067.0800819395,1078.4000816343,1268.8800735474,1286.1400985714,1138.2800750732,1064.0600662231,1028.9000740051,1134.480075836,1043.5200729369
PG (38:7),-0.021411668254895756,7.051259318778927,0.050515309622439664,0.8221690105296904,0.9990118469723621,810.5015 -> 621.5015,PG,1107.4600715637,1108.0600776672,1139.9200782774,1086.4200782775,1049.5000724793,1069.0800819396,1123.3400840757,1055.6800804136,1129.0000762939,1022.4800682069,1148.3400878906,1049.4600753782
PG (38:8),0.10486419604822138,7.1406213733888615,1.2184250619380772,0.2696699558130514,0.9990118469723621,808.4859 -> 619.4859,PG,1251.1400871268,1087.4600753786,1111.2200851439,1133.6000747681,1060.3600769041,1121.6200866703,1218.4800796506,1318.2600860592,1206.8000755308,1191.8800811769,1110.8800849914,1085.2600708005
PG (38:9),-0.023859474262597463,7.191327855665224,0.06325575325504618,0.8014221782252765,0.9990118469723621,806.4702 -> 617.4702,PG,1330.4801063533,1120.5000877379,1313.8200836184,1163.200077057,1179.000087738,1139.900074005,1206.4800796513,1200.1200828554,1266.7800865169,1178.6600875858,1172.0600738524,1084.1200866699
PG (40:0),0.002807044178603487,7.092576305420115,8.699351108909514e-4,0.9764700758680928,0.9990118469723621,852.6424 -> 663.6424,PG,1140.6400756838,1101.2000732419,1185.6800880435,1080.5800666808,1069.2800712586,1070.5200805662,1131.840084076,1117.380077362,1219.1000900272,1037.9000816342,1236.6000823973,1037.1400794983
PG (40:10),-0.09206546715536547,7.186033511901563,0.9415564135730534,0.33187789310310023,0.9990118469723621,832.4859 -> 643.4859,PG,1098.2400703431,1113.9600753785,1154.4600791929,1456.1800994887,1415.9600868227,1184.7800827022,1140.7800750731,1102.7200736997,1201.8000831605,1215.340084076,1128.6000671387,1111.6600761411
PG (40:2),0.05714684032136793,7.164664791818567,0.36223279510341766,0.5472688057041651,0.9990118469723621,848.6111 -> 659.6111,PG,1115.7600784304,1092.8600845336,1263.6800918577,1167.9000740055,1164.0400886534,1190.2000923152,1159.9200897216,1219.3800888063,1239.8200912472,1217.9400939941,1193.0600967404,1098.3600769045
PG (40:3),0.07317203070332788,7.230797519542277,0.5966100711787607,0.4398743683734465,0.9990118469723621,846.5954 -> 657.5954,PG,1153.2800827027,1234.8200759889,1309.92010498,1247.5801048285,1192.0000801088,1310.200077057,1499.4800987239,1020.1800727844,1535.7800979615,1077.5800704956,1052.8800811767,1034.2000694273
PG (40:4),-0.04117213173814334,7.080195358333784,0.18711653074211387,0.6653274182086092,0.9990118469723621,844.5798 -> 655.5798,PG,1111.2800750733,1075.5600738528,1312.300086975,1061.0200691222,1092.1800804135,1085.0000724792,1138.620082855,1099.1400794985,1133.0800781254,1025.8800697326,1151.5200767518,1079.9600868223
PG (40:5),-0.010653957238994404,7.073396745658737,0.012531893386983795,0.9108662709912152,0.9990118469723621,842.5641 -> 653.5641,PG,1133.2800636296,1159.1200904845,1101.8000793456,1076.0200767516,1134.0600814821,1092.5000762938,1118.5600738524,1111.2800827025,1173.1600837712,1056.600074768,1070.0200729371,1109.300086975
PG (40:6),-0.03622366137553199,7.263246794711328,0.1464481362066703,0.7019530208405713,0.9990118469723621,840.5485 -> 651.5485,PG,1355.4401016235,1114.8800773621,1281.1200904848,1215.7600784301,1544.8401031498,1225.8600769042,1134.1400680543,1169.2000846863,1468.0001068112,1336.3400840765,1101.5200805664,1168.7400894172
PG (40:8),0.06612593267777164,7.077411565050613,0.4827278904511223,0.4871892856971039,0.9990118469723621,836.5172 -> 647.5172,PG,1050.3000717165,1095.7200851441,1199.4200706483,1040.1600723267,1072.2200813294,1095.1400756836,1119.3200798034,1058.4200744628,1353.140102386,1075.0000801088,1099.9600868223,1110.5800704951
PG (40:9),-0.012750667249556744,7.036327122309187,0.01789708869558948,0.89357654183137325,0.9990118469723621,834.5015 -> 645.5015,PG,1068.0600738527,1082.6400718689,1123.0000801085,1081.1800765989,1058.820075989,1136.9200782777,1037.780067444,1068.0800743102,1057.0000801087,1056.7400703431,1145.1200828551,1096.2000770569
PG (42:0),-0.009943892215031707,7.0274399144161475,0.010877414840000266,0.9169353681420076,0.9990118469723621,880.6737 -> 691.6737,PG,1098.6600761416,1035.5800666808,1083.5400772093,1083.1400833128,1064.1600723267,1048.140071869,1135.8400840761,1033.9200820921,1036.6600723267,1062.2000732421,1158.6800765992,1047.9600753783
PG (42:1),0.009328580328326232,7.075447104597346,0.009607320128513397,0.9219188435784726,0.9990118469723621,878.658 -> 689.658,PG,1084.5600814817,1115.0600738524,1047.7000732421,1145.3400917056,1167.4400863648,1052.8000717163,1105.1200714111,1241.1400947574,1105.6600761414,1083.8000869751,1094.6200790403,1084.0600891113
PG (42:10),0.02708100168521023,7.044865952107369,0.08079641071460486,0.7762210270206396,0.9990118469723621,860.5172 -> 671.5172,PG,1162.3800849914,1039.1800651549,1065.9200706482,1052.6200714111,1072.6600723266,1085.8800735473,1126.9000778201,1036.0000686646,1102.9000816344,1129.4000854495,1111.1400833128,1070.5000801085
PG (42:11),-0.06154917412460507,7.10868641672642,0.4188805283366288,0.517496168020536,0.9990118469723621,858.5015 -> 669.5015,PG,1262.580101013,1268.4400939939,1133.7200775146,1108.7400856019,1043.5600814822,1130.340076447,1097.6400680542,1030.6000709533,1163.9400863647,1137.3000755307,1152.1400756836,1077.780075073
PG (42:2),-0.029742194897871894,7.3508183045144015,0.09917211151885041,0.752825403514073,0.9990118469723621,876.6424 -> 687.6424,PG,1426.70009613,1406.0000953661,1271.1800765996,1660.4601097102,1155.9200859072,1420.0600891115,1261.7400856021,1311.9400863648,1494.860115051,1282.4600944515,1127.8800773622,1015.9200706481
PG (42:3),-0.0707500547403233,7.1505798464962975,0.5543024480457586,0.45656502565002965,0.9990118469723621,874.6267 -> 685.6267,PG,1121.9200744627,1260.8000831607,1058.3000717162,1348.6200981142,1153.3000869749,1162.9600868223,1115.2600822446,1149.2800865178,1095.0200805665,1129.5400695799,1299.9801025386,1169.5200881957
PG (42:4),-0.09190384029457649,7.08857414240954,0.9328369618461834,0.33412682574862396,0.9990118469723621,872.6111 -> 683.6111,PG,1200.6000785827,1093.2200698852,1174.1600799559,1220.0200920104,1111.4200820926,1105.9400863648,1071.04006958,1081.7200775144,1070.9800796508,1101.3600845341,1124.2400817869,1044.8200759886
PG (42:5),-0.01025866882886332,7.111614847139714,0.011645500131873376,0.9140636589527794,0.9990118469723621,870.5954 -> 681.5954,PG,1213.7400894166,1234.4600868228,1144.8000831608001,1150.6800842286,1017.76007843,1110.2600898741,1103.2200775146,1194.5600891116,1212.7000885009,1089.3800735475,1084.6000823976,1022.3000717162
PG (42:7),-0.0012098127844807627,7.02919334622834,1.6117543513871624e-4,0.9898707376164195,0.9990118469723621,866.5641 -> 677.5641,PG,1060.6000823971,1126.9400749206,1038.3800811766,1092.200077057,1095.9800720213,1045.0600700381,1109.1200790401,1021.400074005,1058.4200706482,1163.2000770565,1040.9800796508,1088.7200660707001
PG (42:8),-0.0163478603545713,7.068032575477451,0.02948151881036587,0.8636719461689875,0.9990118469723621,864.5485 -> 675.5485,PG,1128.2400817871,1133.9000778201,1060.3000793456,1143.8800849913,1091.7400779724,1179.8400802614,1110.2800750733,1040.640071869,1075.1800842283,1079.4200820922,1135.8000869746,1067.2000732423
PG (42:9),-0.07687519858257322,7.111922098836216,0.6539888273650067,0.41869016937478454,0.9990118469723621,862.5328 -> 673.5328,PG,1044.3000793455,1085.1200752258,1522.2401046746,1108.6200675971,1149.7200927732,1126.8200683594,1091.700077057,1060.6400680544,1138.6800880427,1172.0400886534,1056.4400749205,1145.6000823976
PG (44:0),-0.0015587951485297015,7.057058144848182,2.678859363954844e-4,0.9869414297779053,0.9990118469723621,908.705 -> 719.705,PG,1159.5000801088,1061.7400741578,1116.6400604248,1056.7600708007,1096.2400817871,1131.6200752256,1102.1600799558,1070.980075836,1084.840068817,1083.2400703432,1125.1200866699,1119.8000717163
PG (44:1),0.022567344255098477,7.122360944325311,0.05638101743124213,0.8123101299756235,0.9990118469723621,906.6893 -> 717.6893,PG,1165.740081787,1134.7600746155,1159.6200828551,1138.5400772095,1129.4400787355,1170.8000869748,1131.7400856018,1266.7600784302,1144.44008255,1095.8200759887,1113.5400772092,1059.1200637816
PG (44:10),-0.08113355345165706,7.1478975256753925,0.7299126999775338,0.3929114872880026,0.9990118469723621,888.5485 -> 699.5485,PG,1348.0600967412,1107.2000770568,1286.8600997926,1202.9400863643,1126.6400794987,1110.0000648497,1097.1000747682,1189.4200820927001,1194.1400756839,1136.1200828551,1079.2000846862,1061.2200698854
PG (44:12),-0.006689361554491126,7.076005040437783,0.004940660572439581,0.9439629748706397,0.9990118469723621,884.5172 -> 695.5172,PG,1129.4800682071,1216.5800933838,1068.3800735472,1073.5800781251,1111.7400856016,1188.840084076,1138.5000762939,1064.2400741577,1090.5600776672,1080.7400779724,1085.4400787353,1056.9200744627
PG (44:2),0.03712542480496716,7.085250940277995,0.1522200297679428,0.6964227821973116,0.9990118469723621,904.6737 -> 715.6737,PG,1153.9400749207,1115.7800674441,1055.5600700379,1118.4200782776,1090.8600807189,1184.5000762937,1186.8600769042,1104.3200836181,1088.8400764468,1103.3800773621,1124.0400886535,1131.9200859067
PG (44:3),0.025904176813139418,7.110096872271109,0.07422894825423221,0.7852761082608198,0.9990118469723621,902.658 -> 713.658,PG,1163.7200927733,1113.5600776671,1081.0000839232,1192.8800849915,1115.9400711058,1344.480083466,1079.0800743102,1060.2600746154,1086.0800704956,1189.4800796509,1113.4400749206,1117.4200706481
PG (44:4),-0.013232964910312495,7.076109548404231,0.019328403491026158,0.8894291067136537,0.9990118469723621,900.6424 -> 711.6424,PG,1272.8800849913,1086.0200805664,1052.3800659182,1032.0000762939,1149.2200889589,1183.8000793456,1081.8400840759,1113.8800773617,1055.2400779721,1094.0400772094,1131.1200752258,1060.1400871274
PG (44:5),-0.06235627996961899,7.0990699308163805,0.4299108583894089,0.5120326919098177,0.9990118469723621,898.6267 -> 709.6267,PG,1191.7800750731,1114.8400802612,1136.2600784303,1033.8600730896,1336.8800888057,1193.420085907,1115.6400909422,1035.9800834655,1112.9400711061,1096.5600776673,1078.9600753782,1063.2000694277
PG (44:6),0.034251972574732774,7.069127952128212,0.12944864197036354,0.7190043920320209,0.9990118469723621,896.6111 -> 707.6111,PG,1166.180088043,1082.3600769044,1095.4600830076,1096.7400779723,1036.6200675963,1237.6800842286,1057.0200653077,1143.7800750732,1044.9000663759,1115.5600776671,1115.320072174,1117.8200645448
PG (44:7),-0.02453991750197883,7.260887539590922,0.06719679834774439,0.7954628368903308,0.9990118469723621,894.5954 -> 705.5954,PG,1076.8000831603,1191.5400810244,1410.2801017768,1512.7401161192,1266.8600883479,1258.3800926212,1216.9800872799,1344.9600982672,1317.7200851439,1206.6400947569,1118.7000770567,1139.8200836178
PG (44:8),0.01537938710573897,7.01654539761917,0.026025867719149,0.8718371603794339,0.9990118469723621,892.5798 -> 703.5798,PG,1063.7800788879,1084.4200782777,1063.7200698851,1080.9600906372,1040.860076904,1087.7200775148,1072.8600769042,1088.5200805663,1079.1600799561,1053.1200752258,1037.1000785828,1038.640068054
PGo (16:0),-0.020655150312563656,7.1744119359615075,0.047325304516327105,0.8277845774506066,0.9990118469723621,488.3083 -> 299.3083,PG,1194.3800849918,1141.3400764464,1200.9600753782,1112.3600769043,1316.1400947573,1217.12008667,1237.7400932314,1130.5400810241,1158.6000747681,1123.9400711059,1281.6800918579,1099.7000694273
PGo (18:0),0.12176067426632266,7.348402871831187,1.6593192120199918,0.19769526755018213,0.9990118469723621,516.3396 -> 327.3396,PG,1389.9200859073,1198.4000892638,1222.3201026916,1239.7000846862,1384.5000953676,1489.9201087956,1212.040088654,1454.4001045226,1584.5201072693,1249.6000862115,1377.4401016235,1414.4601058964
PGo (20:0),-0.017404619697196404,7.486586895521122,0.03415071667631153,0.8533865940275972,0.9990118469723621,544.3709 -> 355.3709,PG,1773.6401290906,1353.8800926213,1551.4001159675,1378.8000907894,1448.5401115415,1322.1000976565,1412.0200958248,1884.500110626,1493.5001068119,1292.0400962831,1390.6601028445,1368.1000938409
PGo (28:0),-0.008924279908657056,7.170002615862324,0.008844164659916887,0.9250746661633279,0.9990118469723621,670.4753 -> 481.4753,PG,1174.7800750732,1165.5400810236,1291.8800964354,1138.7400779719,1253.4800872796,1282.6800880432,1207.2800750732,1169.3400802612,1146.2200813291,1169.880088806,1075.360069275,1108.1600799559
PGo (30:0),-0.03835424370774602,7.140548025763975,0.16302474003341327,0.6863868432924466,0.9990118469723621,698.5066 -> 509.5066,PG,1133.8600883484,1251.3800735474,1199.5000915528,1085.9200782777,1258.5800819403,1205.6400871276,1055.0800743103,1269.0400962827,1182.2400779723,1053.9200744629,1118.5600738527,1177.5000839232
PGo (30:1),0.09343464794372798,7.090472630425639,0.964546111075971,0.32604413997942766,0.9990118469723621,696.491 -> 507.491,PG,1151.4600791928,1072.3600730898,1103.7800827025,1045.180076599,1092.9200744627,1081.2000846864,1367.1401023863,1149.0600738527,1131.7200851439,1088.7000846862,1088.0600700376,1098.6600914
PGo (32:0),0.04784684706136477,7.109573201394857,0.2531358538337205,0.6148756306226374,0.9990118469723621,726.5379 -> 537.5379,PG,1186.9000854492,1065.2000808715,1078.760070801,1159.1000823969,1107.840084076,1088.0800819398,1125.7000885013,1080.4200782775,1327.5001029964,1151.600078583,1163.1000823973,1011.2200660707
PGo (34:0),0.08326314313205482,7.207290050613424,0.7713213591631032,0.37980858946462187,0.9990118469723621,754.5692 -> 565.5692,PG,1115.8000831603,1329.2800979618,1168.9600830078,1126.6000747681,1252.1000900267,1378.8800964364,1324.8400993348,1121.3400802613,1257.6800994871,1252.7800827026,1085.9400749209,1098.7000770567
PGo (34:1),-0.042945346713001535,7.147868730875443,0.20450543070019345,0.6511085085550926,0.9990118469723621,752.5536 -> 563.5536,PG,1234.2200813286,1171.7600822447,1126.520072937,1193.2000656123,1258.9200859068,1187.2400856022,1137.4800720219,1136.1200866699,1124.8000793461,1211.2000770565,1092.0800666808,1075.1800804138
PGo (34:2),-0.035179568985141185,7.061711402501749,0.13655643782497706,0.7117286658522458,0.9990118469723621,750.5379 -> 561.5379,PG,1160.2000770569,1185.9200782774,1179.9400863649,1029.1000671387,1057.0600700378,1073.9000778197,1091.4800834656,1161.7000732419,1117.0000724792,1022.1600799559,1052.120075226,1085.1800765991
PGo (34:3),0.033876250759121464,7.0690695424138,0.1266556433317294,0.7219251006952102,0.9990118469723621,748.5223 -> 559.5223,PG,1173.8000831603,1060.280075073,1088.5000801085,1066.6200599669,1106.6400756838,1104.8800811765,1240.7200889586,1090.8200874331,1102.0400733948,1075.1400794982,1079.9600677492,1042.2400703431
PGo (34:4),0.006431873998583637,7.098386719056048,0.004570262011328374,0.9461010996176582,0.9990118469723621,746.5066 -> 557.5066,PG,1152.5200729372,1131.0400772094,1208.500083923,1076.3000831603,1045.6000709534,1148.6200904846,1209.8200798036,1145.940078735,1045.9400749207,1077.26007843,1200.0400886537,1064.0000839232
PGo (36:0),0.005253935026742056,7.077862476257172,0.0030462475343839834,0.9559848479107647,0.9990118469723621,782.6005 -> 593.6005,PG,1057.2000732422,1082.480079651,1219.3000907901,1073.1800689699,1110.8600730894,1112.8200836181,1157.4000892635,1038.6200752258,1171.2200851441,1071.1800727842,1168.3200874327,1095.4400787354
PGo (36:1),0.07388688746201337,7.451367765271759,0.6151628884632601,0.43285048730570486,0.9990118469723621,780.5849 -> 591.5849,PG,1292.08008194,1509.3801116945,1415.8801078799,1283.6600913998,1725.4801177975,1532.9400978086,1504.7601013191,1593.5001182553,1574.4200973516,1389.2200965885,1075.1600837707,1104.26007843
PGo (36:2),-0.03410356234810307,7.227894162166289,0.12951041501688998,0.71894019833138,0.9990118469723621,778.5692 -> 589.5692,PG,1098.2200775145,1294.3400993349,1152.940086365,1396.4001045233,1358.9000930778,1196.2800903321,1442.3801078803,1268.0000839229,1188.6800727847,1053.2800788879,1157.4800834654,1059.5000762937
PGo (36:3),-0.06348073874388499,7.084815384229725,0.444514329955106,0.5049515898146796,0.9990118469723621,776.5536 -> 587.5536,PG,1245.3000831601,1122.44008255,1122.2200736994,1093.4600791932,1067.90007782,1124.1000709535,1076.3800697326,1097.4800720215,1063.0600738525,1035.8600654604,1277.7800979613,1149.7400779724
PGo (36:4),-0.001517338998799805,7.143415213148427,2.5501832384566825e-4,0.9872588890837332,0.9990118469723621,774.5379 -> 585.5379,PG,1292.0400924684,1153.6400794983,1125.1600837706,1167.8600807188,1077.4400863643,1072.9600715638,1074.1400718688,1228.140098572,1300.7600936887,1122.2400703431,1222.3001022338,1107.6400909423
PGo (36:5),0.01244260432292055,7.065272650651717,0.017076720503703235,0.8960300945974158,0.9990118469723621,772.5223 -> 583.5223,PG,1132.3200874328,1046.6000709533,1155.9800796509,1058.9600715636,1103.460079193,1071.0400886534,1095.3400726318,1090.1400718692,1120.3400764471,1154.6600837706,1127.5200881956,1047.0800666808
PGo (38:0),0.04234627069896881,7.044572939226862,0.19754269296244242,0.6567116675418047,0.9990118469723621,810.6318 -> 621.6318,PG,1054.5600662231,1086.4600791929,1095.3000793458,1078.540081024,1044.0600776672,1065.8200759889,1041.3800773618,1090.2800712585,1281.8200912475,1029.3600730895,1115.44008255,1096.4400825499
PGo (38:1),-0.049861948231178926,7.111955438007736,0.27504839441666884,0.5999651953044327,0.9990118469723621,808.6162 -> 619.6162,PG,1141.8200721742,1200.1800842285,1151.7400894167,1177.5600852965,1155.9600791931,1090.2200737,1221.6600914004,1109.7800788884,1084.7600822447,1111.840080261,1110.2200736999,1080.5800743104
PGo (38:2),-0.05796320732641674,7.140628135144097,0.3724188393196983,0.5416887366873119,0.9990118469723621,806.6005 -> 617.6005,PG,1164.8000717164,1231.6400756835,1194.9400825501,1260.1000976566,1139.2600822447,1235.4600868225,1115.420070648,1173.9000778199,1038.6400794984,1182.520084381,1072.4800720214,1131.0400810247
PGo (38:3),-0.03807407546663041,7.070848371536061,0.15990661896296599,0.689242504953765,0.9990118469723621,804.5849 -> 615.5849,PG,1170.3600845333,1078.1200675965,1171.6200714105,1074.9800682067,1103.8600845339,1057.8800697326,1079.960079193,1169.1200675968,1069.7400741576,1065.6200752259,1165.3800773622,1067.6800727844
PGo (38:4),-0.03539124420351242,7.388973929210544,0.14066124291143112,0.7076245303321848,0.9990118469723621,802.5692 -> 613.5692,PG,1507.1801109318,1509.7001152035,1092.8000717161,1493.6800956726,1516.1201133725,1177.8200874328,1272.7200927735,1376.1201019287,1148.3600845333,1950.2401542667,1163.6200866701,1103.1600837709
PGo (38:5),0.01958392679525551,7.0844981641953675,0.042365161045222255,0.8369252772403338,0.9990118469723621,800.5536 -> 611.5536,PG,1148.4000740049,1079.1800804139,1096.0000839231,1075.6600799559,1181.8400917059,1067.7400703432,1262.5000839233,1053.5800819395,1160.1600837708,1099.5600776672,1094.08008194,1125.4400863647
PGo (38:6),0.03327698893413496,7.214901771454274,0.12320377617395373,0.7255853815588181,0.9990118469723621,798.5379 -> 609.5379,PG,1549.1201248169,1116.5800781247,1081.9000740054,1191.8800811766,1150.6600761418,1167.3800735472,1224.1600875852,1343.4800949102,1309.1000976558,1173.5400733948,1185.680088043,1125.9600868221
PGo (40:0),0.023869507922098885,7.274399112038339,0.06363343835575108,0.8008426610869697,0.9990118469723621,838.6631 -> 649.6631,PG,1162.7400817868,1727.0201263425,1413.8000907896,1059.54006958,1070.1800804137,1238.3800811762,1353.6200904848,1599.7000923158,1181.9600791935,1158.5800819392,1098.9000854493,1055.4200744629
PGo (40:1),-0.0049187074466700426,7.101481837484857,0.0026754725739608354,0.9587478402810619,0.9990118469723621,836.6475 -> 647.6475,PG,1196.0200805663,1124.6000862117,1085.3400764466,1177.3800888061,1122.8600807191,1119.9200744623,1102.5400772094,1079.3000717161,1176.3800811771,1195.7800712587,1083.8600730897,1065.1200790405
PGo (40:2),-0.039840594581215576,7.054162672003617,0.17498242795798613,0.6757212028367816,0.9990118469723621,834.6318 -> 645.6318,PG,1145.9000854492,1067.4800720214,1134.3600807185,1186.1200866696,1026.4600753783,1071.5600814821,1045.5600700378,1168.5200843809,1067.8200759888,1047.3200721739,1103.4600677491,1077.300075531
PGo (40:4),0.01527152809246582,7.049080139856471,0.025706447305311686,0.872619314100851,0.9990118469723621,830.6005 -> 641.6005,PG,1112.840084076,1197.6800956727,1047.7600746154,1050.500072479,1036.7200698851,1078.5200805665,1096.9800720215,1062.7800750734,1130.5600776668,1122.1800804131,1083.3000717164,1038.3800697327
PGo (40:5),-0.04334025251571447,7.056865996983407,0.20708395532531731,0.6490626341607223,0.9990118469723621,828.5849 -> 639.5849,PG,1126.8400764464,1140.9600753786,1133.9800834656,1080.5800857544,1089.500087738,1125.7400779723,1112.9200744629,1073.5800704954,1039.1000709530001,1045.1400642395,1118.8600807188,1074.0800743103
PGo (40:6),0.0690301155515344,7.254235730184547,0.5312117637536371,0.46609785396290754,0.9990118469723621,826.5692 -> 637.5692,PG,1171.0800819396,1206.6600761413,1289.380092621,1293.0401039122,1222.3600921626,1286.6000938413,1319.720088959,1181.8800659179,1308.4400939942,1374.6200981138,1201.9000816345,1035.7800750732
PGo (42:0),-0.050340789663140637,7.053775400845224,0.279319658994281,0.5971474833521194,0.9990118469723621,866.6944 -> 677.6944,PG,1104.3600845335,1162.6200790405,1112.2000808717,1149.120082855,1040.8000755309,1088.5000724792,1055.7600746155,1146.9600830078,1062.200061798,1017.1400756834,1121.700088501,1057.7200660705
PGo (42:1),-0.03315979028990658,7.04871459311596,0.12119252307930639,0.7277446840197385,0.9990118469723621,864.6788 -> 675.6788,PG,1111.2400741578,1083.2200775147,1070.6000747677,1159.0800781249,1109.0800781249,1137.5200767516,1103.54006958,1075.9200744629,1048.5600662234,1033.4000854491,1085.5200691223,1124.9800834655
PGo (42:2),0.12342632437977094,7.113782759382736,1.6851235946064032,0.19424503607993907,0.9990118469723621,862.6631 -> 673.6631,PG,1139.6200752255,1037.5200767515,1097.9600753783,1165.5000724795,1055.5800628662,1081.9400749204,1310.7200927733,1269.6401023867,1071.7200736997,1241.100097656,1099.9000778198,1109.2400703431
PGo (42:4),0.027670619101994382,7.113578075550345,0.08474746886891715,0.7709639912672649,0.9990118469723621,858.6318 -> 669.6318,PG,1118.900085449,1081.420074463,1058.8400726317,1374.8800926209,1071.5400772094,1084.7000732421,1254.6600875855,1115.3400726318,1064.8000717164,1285.9400863645,1052.2800674439,1036.4800796508
PGo (42:6),0.02177324096399421,7.041007274692445,0.05219326040607186,0.8192898591579414,0.9990118469723621,854.6005 -> 665.6005,PG,1135.3600769042,1044.240081787,1071.7600669861,1038.2400665282,1068.6400756836,1062.2400703428,1037.9600868225,1094.8000755305,1150.8200798032,1082.0400772094,1168.4400825501,1064.4200668333
PGp (16:0),0.03197892639279216,7.163347073545379,0.1132735378019738,0.7364476012668135,0.9990118469723621,486.2926 -> 297.2926,PG,1149.9600791931,1125.7200775145,1213.8600807191,1137.360080719,1121.7600898742,1179.2800712583,1210.5000839236,1261.500091553,1080.480079651,1135.8200721742,1399.0001106265,1069.3200721741
PGp (18:0),0.01864345738939638,7.182702318501608,0.03856150022380689,0.8443199313224473,0.9990118469723621,514.3239 -> 325.3239,PG,1160.3800849914,1183.0000877375,1231.4200897218,1161.3600845336,1159.44008255,1124.8800773623,1328.4401054384,1165.560092926,1194.8800888061,1145.7800788876,1333.1001052847,1327.7800979609
PGp (20:0),0.027244438367150237,7.226809423225394,0.08265992234307173,0.7737246124688243,0.9990118469723621,542.3552 -> 353.3552,PG,1192.8600845333,1097.0600814818,1296.9600944522,1338.1600837707,1251.3600921634,1204.0600814824,1407.2000961308,1231.6400794982,1310.7400894172,1130.3800849913,1137.3800888059,1121.3400764463
PGp (28:0),-0.07438703776779679,7.157893346588338,0.6135760019627949,0.4334445504865213,0.9990118469723621,668.4597 -> 479.4597,PG,1203.2600860595,1222.9000740052,1202.7400856016,1085.2200813293,1342.2400970456,1226.7400932312,1235.240081787,1100.7000732422,1061.2000732422,1115.560077667,1170.1400718693,1082.2000770566
PGp (30:1),0.03310675035958358,7.101691144600926,0.12111619975837096,0.727827019963672,0.9990118469723621,694.4753 -> 505.4753,PG,1232.7000885008,1075.9600791931,1059.8800735473,1135.4400749206,1075.1400756836,1121.2800750732,1127.6600723266,1209.1400985711,1180.2000885012,1060.3200721741,1192.9800910949,1073.6800727846
PGp (34:4),-0.06571004594745082,7.249654671359689,0.48143263295999184,0.4877741084244303,0.9990118469723621,744.491 -> 555.491,PG,1147.7000694274,1206.8600845336,1506.2201194762,1413.2800979608,1214.5800819392,1563.6201171873,1207.98008728,1227.8600883489,1185.6600875851,1011.4600753784,1135.4800758361,1133.5200805665
PGp (36:5),-0.02482479497053079,7.049865610862694,0.06792361509920875,0.7943843356706638,0.9990118469723621,770.5066 -> 581.5066,PG,1176.2000846861,1088.6800842285,1090.8800735474,1062.94008255,1098.9600677493,1113.5400848388,1022.8800697324,1095.9600753782,1084.7600708007,1094.8800849913,1099.440074921,1069.1400756835
PGp (40:6),0.06844368805541573,7.566735671368587,0.5304515014035616,0.46641710077414333,0.9990118469723621,824.5536 -> 635.5536,PG,1331.5400772089,1402.5400962832,1622.1001243599,1681.2601127621,1810.080120086,1336.0800895693,1271.4000930789,1544.200122834,2098.900157929,1958.78012085,1148.1800918581,1118.6200675963
PGp (42:2),-0.062303521583981995,7.038268849130346,0.4275298826405647,0.5132034929413486,0.9990118469723621,860.6475 -> 671.6475,PG,1108.8000793456,1095.6600799559,1074.4000854491,1135.2600860595,1132.1200828553,1020.0600814815,1056.2600708006,1095.9800758362,1072.0400733947,1057.9400672913,1081.8600730897,1076.880077362
PGp (42:4),-0.08926947828514266,7.054269353080528,0.8785865930073484,0.34858909257536164,0.9990118469723621,856.6162 -> 667.6162,PG,1154.1400871276,1164.400081634,1275.8800849915,1023.6400718689,1054.5600814819,1076.400074005,1039.6800804137,1100.5400810241,1069.0800704958,1034.9200744628,1074.7200737,1124.1800842283
PI (12:0),-0.010791601677607985,8.111661992460416,0.013421047669195163,0.9077720210162794,0.9990118469723621,534.241 -> 257.241,PI,2465.4201736449,2167.2801513669,2329.2201690674,2329.0801696778,2164.6201705934,2255.3401756286,2250.1201667784,2378.9401817326,2195.0201339724,2268.4001579284,2331.2001686097,2307.1401634211
PI (14:0),-0.016076192486333053,7.14297308978123,0.028610713346600036,0.8656810035082938,0.9990118469723621,562.2723 -> 285.2723,PI,1111.7200851442,1327.2200927733,1040.1600685122,1129.0000762937,1195.0600852968,1191.2600746155,1126.4200744628,1152.8000717161,1216.9800910949,1043.260070801,1297.3200874323,1174.9200973504
