lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1-Cells_r1,C1-Cells_r2,C1-Cells_r3,C2-Cells_r1,C2-Cells_r2,C2-Cells_r3,C3-Cells_r1,C3-Cells_r2,C3-Cells_r3,R1-Cells_r1,R1-Cells_r2,R1-Cells_r3,R2-Cells_r1,R2-Cells_r2,R2-Cells_r3,R3-Cells_r1,R3-Cells_r2,R3-Cells_r3,blank
PC (32:1),0.11706603387497859,15.730576979559647,1.8345580504187637,0.17559011866980945,0.2958762629554269,732.6 -> 184.1,PC,434552.56909183,422033.74963391,411591.14428729,542850.17517105,539068.26159674,536601.03674311,467091.93139638,463425.81054672,443800.35449191,335797.51879888,323163.165710425,307757.802307141,446383.13183589,425449.24792488,430448.59045414,472995.332092325,450870.83215317,442595.35107415,30069.9421653802
C34:0,-0.1141110439280781,11.359163692476459,1.7379741183646713,0.18739572418026265,0.3133022263638766,507.5 -> 507.5,FFA,20447.1415519692,19207.741321564,19443.7013435382,19675.7013778691,21265.6014747603,20468.1814498871,19022.361335754,19945.061420442,19267.3413543697,18686.5412597684,20183.8214111316,19751.6012954688,19204.0413208003,21260.1015548693,19536.2013359096,20062.5013351449,19661.121421815,20047.1614837642,15378.2811698904
PC (44:5),-0.11599105582869754,7.313233417288198,1.7113845488365724,0.19080583087295408,0.3165306031535827,892.7 -> 184.1,PC,1129.9400749208,1108.8800849912,1135.3400726317,1167.9000740052,1271.2200965882,1221.1000938414,1104.6200675966,1222.2200851441,1209.2600898739,1112.2000808716,1198.0600852966,1076.5000724792,1193.2200813292,1147.1600799559,1166.1400833132,1281.3200798037,1266.4800987243,1135.4400749206,1237.7800827023
PC (44:4),-0.11364663377428345,7.292137411948784,1.6424923135261311,0.19998385551717776,0.32920419292827724,894.7 -> 184.1,PC,1314.8001098635,1134.1200828552,1115.9400672913,1120.7400741575,1103.9600715636,1219.7400932309,1199.300086975,1203.9400863647,1112.6600761413,1092.6200714113,1201.580089569,1119.0400886533,1207.0200958251,1176.880088806,1260.3401031493,1127.4200744629,1191.6800842283,1135.5800857544,1074.0600814818
Lyso_PC(18:4),-0.11227284815433843,7.311926986196357,1.6035078639662537,0.2054068028680367,0.3355500443798462,516.3012 -> 184.1,PC,1146.7200775147,1158.1800804137,1168.5800857542,1183.2800903324,1053.3400650025,1157.9800834655,1188.920085907,1251.6000900268,1284.4000854499,1165.2800827025,1226.7201004026,1104.4200744628,1208.200096131,1180.4000740053,1168.3800888064,1117.4800872803,1323.3401069639,1075.9800796508,1195.5400886536
PCo(40:5),0.1097962553864246,8.451554829064138,1.5777753962766834,0.20908142090389867,0.3389653338896539,822.6 -> 184.1,PC,2631.4601936341,3079.9602203374,2633.3401832591,2841.9002037049,3314.820251465,3148.3202018718,2779.3001708977,3222.2402114854,2531.5401916506,2152.120155335,2407.6601486204,2184.9801177966,2897.3202209476,2415.2201309219,2339.0201530458,2816.8801803588,2538.5801658627,2666.0802040094,1533.1401023864
C15:0,-0.10712358187191086,12.561152573496496,1.5343661068184264,0.21545835086690443,0.340959968498241,241.3 -> 241.3,FFA,48069.023208637,52688.843521127,53777.563705455,42091.302848811,43323.042846679,44754.4634361145,38836.562683105,42836.042922983,42237.922912598,43083.623016365,41470.362960814,43728.723175046,50298.863906857,51393.6838149958,52795.943542486,38253.902694707,40874.502883918,44562.083084102,39058.582794191
Lyso_PC(14:0),0.10770324328807224,8.882627730935825,1.5268694085536154,0.21658289942302403,0.340959968498241,468.3012 -> 184.1,PC,3630.0402603149,2989.7402229321,3152.9002571097,3879.8602790849,4623.8203163161,4394.7403335562,4799.180358888,3713.1402130129,3779.9802856428,3148.5402336122,2679.2602195755,2760.820213318,2777.7801818842,2998.0201950064,3561.9402427674,4213.9603004454,3731.6203193652,4154.2002677898,2486.4401474011
Lyso_Sphingosine-1-phosphocholine,-0.10958948233219792,7.308192512658808,1.5261921244876073,0.21668483979327466,0.340959968498241,465.3379 -> 184.1,PC,1067.5600738526,1225.8400802609,1084.1600723267,1153.8800888062,1174.7000808716,1118.4400863647,1191.0600891112001,1207.0200805666,1161.0200958248,1210.2000770573,1061.3400726317,1043.6200675963,1067.0600776671,1140.7400856019,1171.0400772093,1178.9400749201,1213.6000785821,1257.7400894161,1459.2001075741
PC (42:10),-0.1097765336420314,7.5459107406680745,1.5452198399175856,0.21384251166431742,0.340959968498241,854.6 -> 184.1,PC,1311.6800880433,1478.6601028443,1162.8200874329,1504.0801124571,1373.7600936896,1473.3001060487,1493.6401138296,1231.4800834655,1583.5001068124,1435.2200889587,1483.2201004015,1268.1600952149,1390.9400939935001,1495.4801139832,1339.6000938408,1221.3600845334,1526.7001075743,1375.0600967405,1247.7000961304
C22:4,-0.10612635734088545,11.797828223582469,1.5045340674146246,0.21997503743050661,0.34361064240969647,331.3 -> 331.3,FFA,26626.7218322735,26269.7418632519,26060.2417297399,27989.8219985905,26961.001914976,28379.6619033876,27686.1619110088,27535.9219245912,25443.0818634054,28548.561981198,27911.7818298322,27464.7820129361,26682.8218460067,25578.0218200674,26648.8019828854,27003.702018734,25860.981765747,24969.4817428587,20940.6414222699
PC (42:6),0.1073762629705484,7.883646410762357,1.492246900575676,0.2218681675528861,0.3440564337414321,862.6 -> 184.1,PC,1867.5601348866,1775.6801261894,1866.0801162725,1960.2601394659,2013.0601463322,2082.780158998,1993.4401588431,1994.2001495354,1885.2801399221,1653.180122375,1560.6001090998,1378.3600959786,1811.8801269516,1626.1001129153,1471.3601036067,2007.500137329,1713.9201049805,1742.4601287825,1265.7800827023
Lyso_PC(13:0),-0.1076499953910904,7.457054867248037,1.4813473780064328,0.22356383145759584,0.34419179807140654,454.2855 -> 184.1,PC,1264.4400825503,1341.5601005553,1225.8600845338,1274.0400848391,1308.7200927736,1531.6001052851,1320.4400978085,1203.8400917053,1286.4000930778,1506.480098724,1321.9600753781,1158.3800849912,1325.1200866697,1173.1000900267,1111.3000831603,1250.6000976564,1488.0401115413,1338.4801025393,1315.5201034554
PCo(34:4),0.10591668292397423,7.8544080736120305,1.4507924563874504,0.22840083874500197,0.3491269963673601,740.6 -> 184.1,PC,1999.4001426678,1661.3401336659,1422.8200950621,2306.0601501469,2407.160190581,1508.9001007081,1797.800117493,2013.6001472468,1945.340118409,1857.8601341246,1503.5001144402,1568.3201026927,1328.6200904845,1720.6001205455,1465.9200897221,1756.680130005,1773.3801116949,1612.2601203918,1298.9200935361
C12:1,-0.10257397389854339,11.15116397470416,1.4036767282052836,0.23610893529330979,0.35834973157991695,197.2 -> 197.2,FFA,18213.2412681556,17076.801227571,16566.8412170416,17768.6012496918,17709.2211456322,16422.0411605827,16600.8811569244,16620.1411972037,17670.3212966918,18377.4213409429,17572.2813110371,16101.3811950663,17311.6812591555,16862.001190188,17574.2812728883,16854.7012100212,16028.3211822511,16314.541160584,14202.7810058631
Lyso_C17 sphingosine-1-phosphocholine,-0.10453324644963312,7.339832293969345,1.3917047310400363,0.23811742224739296,0.35885301662635277,451.3223 -> 184.1,PC,1135.0800781248,1317.3001060488,1134.0600891114,1173.2400894167,1288.4400863642,1196.440093994,1359.9001045224,1243.7200927741,1042.4200744628,1185.9401016233,1334.3000907896,1257.4000968925,1163.8000831604,1154.7600860598,1108.6200752258,1087.320083618,1147.4600715637,1338.1800842288,1155.9200897217
PC (34:6),-0.10237974212889447,7.925914977047022,1.3579495883163304,0.2438931521210716,0.3649869549224428,750.5 -> 184.1,PC,2106.8001670841,1737.6801261899,1752.3601226809,1913.5201225286,1752.1201210023,1755.3401107795,1949.320117949,2111.8201675412,1577.3401184078,1761.6601181032,1799.6001205436,1696.3401222226,1742.1001014697,1808.7201347345,1611.0201148986,2027.7801361089,2013.4401550272,2069.0601463338,1342.5800895687
SM (d18:0/16:0),0.09936102942337277,12.868317211182827,1.320521587169452,0.2504984635579439,0.3722685500097222,705.6 -> 184.1,PC,59832.4245376497,57414.1835784874,59141.623931892,76043.125518805,73181.085433989,67121.1642990113,63417.964157103,59702.7843246511,61063.703567508,48255.382980344,44802.8033752511,42974.06223679,60035.264328001,57186.303939829,56159.223709112,65235.864669796,64512.364563003,59109.364898682,10604.1006813067
SM (d18:2/14:0),0.10122657360948316,7.4210228762368065,1.3090333824770788,0.2525697413077905,0.3727581009646011,673.5 -> 184.1,PC,1456.280101776,1436.9801063538,1532.1400909426,1490.8401107783,1093.0600814816,1260.240085602,1585.7801132196,1247.4200897217,1386.3000869747,1111.6800727844,1117.060081482,1358.8000869748,1349.1000976558,1163.0800895694,1114.9600715635,1114.9600753783,1204.820095062,1210.5200805665,1051.0400695802
PC (48:0),-0.10105847361882957,7.216391534452441,1.2949562856379326,0.25513657545183127,0.3739673092239171,958.8 -> 184.1,PC,1113.6200866699,1087.3000755312,1084.3200759887,1199.1800880427,1086.2200813294,1101.3200798034,1113.5800781247,1090.4000778195,1105.6600837708,1076.3600692748,1109.9000854491,1063.3600845337,1124.7800750732,1103.7800827026,1159.2800750735,1076.1000785825,1060.400085449,1096.0000686645,1096.7200813294
Lyso_PC(22:2),-0.09893542267096794,7.605407994808644,1.2574829304993713,0.2621280757795216,0.3816014164409362,576.3951 -> 184.1,PC,1595.8201179499,1623.0801048285,1360.8200874329,1643.800117493,1349.2201042171,1442.2801017768,1645.2601356505,1206.2600822448,1359.6000785834,1347.9000968937,1286.3200988771,1457.98008728,1306.5400886531,1587.1201248182,1380.4400978096,1533.5801010139,1718.7401275643,1464.0001182561,1251.6400833125
PC (40:8),-0.09648822670356652,7.729593206630558,1.1999891882356444,0.27332383922617204,0.39521149725946503,830.6 -> 184.1,PC,1557.9001121525,1454.4001007084,1485.2601089483,1760.600124359,1424.1801109308,1434.1600914008,1814.9601287845,1846.5001335139,1620.0001335148,1421.2400970458,1399.5400848381,1604.0401153566,1348.8801040651,1551.4801063532,1851.0001297002,1818.0201148983,1499.5801048284,1733.6201210025,1393.2800941462
Lyso_PC(11:0),-0.09563163484014338,7.4316375953643,1.1678391729933253,0.27984567748891476,0.40123333522099375,426.2542 -> 184.1,PC,1317.1600914,1135.7400779722,1227.2600784299,1442.4800872805,1294.500091553,1147.5400848389,1313.7200965882,1334.6200904843,1325.3200874328,1552.4401092535,1142.6600913999,1247.6400871281,1160.4800834656,1208.9600868224,1239.2600975033,1179.9200859068,1190.4200859069,1427.8600921635,1370.0200881962
Lyso_PC(17:2),-0.09556993453983821,7.291756924353318,1.1610961763628307,0.2812383190801358,0.40123333522099375,506.3168 -> 184.1,PC,1113.6400833128,1170.4000816342,1087.7000732422,1323.7401046753,1137.0800819395,1164.9000816346,1164.7800903319,1192.060089111,1162.5800857538,1172.2200889585,1247.6000823971,1197.0000877384,1080.1200828553,1099.6600837701,1154.3400878905,1111.1200714111,1137.8800697326,1139.2400817871,1191.9600868227
PC (46:0),-0.09499989203291294,7.239668560160096,1.1451363506998913,0.2845696010618556,0.4032973154121662,930.8 -> 184.1,PC,1111.4800720214,1086.2000808715,1186.7000923156,1107.6600761415,1105.3000831604,1166.0800857544,1154.5800781252,1087.5400772095,1121.5400772095,1076.900074005,1072.540081024,1118.3600807189,1199.2400779725,1070.0600814817,1115.44008255,1075.7000694273,1105.9800796509,1146.2200775144,1156.5200881956
PC (40:0),0.09143958741933347,8.573268976802012,1.0965089403970651,0.2950335244655791,0.41266126951394727,846.7 -> 184.1,PC,2846.9401969922,3504.8002433775,3023.6402244579,3882.2403297439,3252.8202209464,3091.0802116399,3253.7002372742,2872.5401802081,2791.1202125557,2990.5402183531,2695.9201965326,2770.8002128596,2135.5801582338,2555.4201736453,2530.800170899,3320.5002250675,2768.020195009,2875.680206299,1443.9400939939
PCo(40:4),0.09130016763591996,9.030985385379305,1.099529757846895,0.2943693259547365,0.41266126951394727,824.6 -> 184.1,PC,3938.2602615362,4435.4003067028,4470.08026123,5220.5403099053,4787.5203475952,3906.8002738956,4716.3603210444,4143.8403244022,3980.3002929696,3107.5002288818,3678.0802803036,3502.5402564986,4308.4602966312,3558.0402221675,4056.1003189082,3613.0402908307,3799.5402717596,4698.120372772,1438.5000877385
SM (d18:1/20:0),-0.08948016194115485,13.755567968088268,1.0715010069852724,0.3006066498808293,0.41772612386037317,759.6 -> 184.1,PC,101814.266830413,101984.246597234,97729.14675905,131921.987823546,128722.187622034,127463.569335889,105946.446960595,106914.94802863,104337.847015328,87589.887069684,91067.425155627,86445.445495557,122288.269165048,119939.227478106,114405.589187609,128955.00823976,123921.447997979,116105.487548872,11250.0007553173
Lyso_PC(5:0),-0.09059731263311421,7.520036003807759,1.0513361938200019,0.3051995500415325,0.41867117762107664,342.1603 -> 184.1,PC,1446.6401176443,1297.0200805662,1414.0600929258,1260.1400909426,1493.9601097103,1478.6201171877,1490.3201141352,1161.1600875854,1305.2401046745,1325.200088501,1275.8200912474,1207.6800880432,1317.1800994873,1334.2800941459,1364.1800880431001,1394.4401092531,1436.3600959782,1494.6801109309,1374.2000923164
PC (44:2),-0.09120234443234952,7.331431022692126,1.0591703358231737,0.3034044883865273,0.41867117762107664,898.7 -> 184.1,PC,1162.1600799559,1103.3800811766,1157.5200767518,1344.4201049807,1149.7000846864,1338.7600898739,1175.5200843812,1211.5200767513,1236.6400871277,1191.1000900269,1126.2000770569,1191.3400802612,1119.9400825499,1084.3000793456,1149.6200790404,1204.4600906371,1200.5400886536,1417.3400878909,1157.5800895688
C28:0,0.08635947945252789,12.535010990232754,0.9972834219080231,0.3179687342940693,0.43340961234987785,423.4 -> 423.4,FFA,53832.023757931,50204.7636566253,48253.6232147278,52079.1236724728,48232.1633987363,51834.1838378751,45345.3030090254,44862.5632019035,47381.283782961,42950.9830932603,41986.8429031419,41610.0430412275,40385.9828567547,40076.042583466,41935.462936397,46608.1031875657,43431.1231537007,45141.1433639507,23953.0817413311
Lyso_PC(18:1),-0.08367094398417223,10.713259936891687,0.9330789411224885,0.33406414012355695,0.45037171832263273,522.3481 -> 184.1,PC,12481.0408401634,12572.0208587632,11463.8807296734,14445.1809463456,13757.4610519467,13891.5410614011,15043.980876924,14236.8009681619,12486.780864702,12912.8607444658,10421.8807601928,10127.720664978,13436.3609046826,13818.9010238615,13836.4212303084,14969.6811218199,14407.1208000133,14086.9007492023,3729.0402374264
Lyso_PC(3:1),-0.08542443484895944,7.3822257733922925,0.9309277044681865,0.3346219776322365,0.45037171832263273,312.1134 -> 184.1,PC,1150.4200782774,1279.9600868227,1287.520095825,1421.1600914006,1195.0600814818,1206.4400787358,1306.9000968939,1306.6400985715,1170.8600959777,1355.8600845334,1178.1600875852,1181.8000869749,1182.7400817876,1316.3200874324,1130.5400772095,1243.1600990295,1138.4200668335,1344.3800926205,1149.7800750733
PCo(42:4),-0.08289180393189825,7.520093040964225,0.8805794978644741,0.34804300876194266,0.4655075242190983,852.7 -> 184.1,PC,1253.7800865177,1266.1600913996,1548.7201042172,1442.6400985715,1396.0601043705,1361.7600975028,1560.7000923163,1395.7601013178,1314.9001007085,1210.4200935364,1400.0600891106,1320.3801040646,1301.0000877373,1567.580123902,1454.1001052854,1243.2000961302,1182.8200874327,1573.5001068126,1166.5200843811
PC (34:5),0.08072874739982716,8.274700177690042,0.8506127505304892,0.3563790514095206,0.47178397346277934,752.5 -> 184.1,PC,2242.7601280204,2737.9001503003,2093.3001441943,3012.2002220166,2559.8402137758,2379.6801872244,2743.5602073669,2784.2801895134,2422.9001426708,1820.7401351929,2145.8601455683,1813.8401336675,2727.2001800549,2347.5601806626,2337.1201820366,2623.1002006538,2086.7801361086,2176.420154571,1316.820083618
PCo(38:3),0.07998621713313887,9.569660892847464,0.8479078296994835,0.3571448771073376,0.47178397346277934,798.6 -> 184.1,PC,6399.5604553270005,6173.8604202276,6291.2404823285,7029.1604537953,7184.0605583182,7356.5805015605,5703.7403411873,6060.4404983507,5314.8003425596,4442.3603134158,5323.2203254708,5100.6603546149,4905.3003425591,5544.6603431722,6460.1604576113,6371.4005393974,6357.8404579159,5760.1804351792,1904.8401412966
PC (46:1),-0.08061663941515447,7.23339560535936,0.8244326269043678,0.3638873493063606,0.4777416733224611,928.8 -> 184.1,PC,1153.1600723268,1114.8200798034,1141.6200752257,1148.2200851439,1075.2000770569,1108.6000900267,1146.3200912473,1117.7800788878,1119.4200859068,1071.2400703432,1167.860099793,1081.8800811767,1068.94008255,1082.1000900268,1097.1600875854,1062.8000793455,1105.1200828552,1138.6400756839,1164.1600761415
SM (d18:0/26:0),-0.07769925250935862,7.483275274643408,0.7728004605154934,0.3793520993189693,0.4950082271601185,845.7 -> 184.1,PC,1263.6400985716,1462.2801017761,1295.0800933836,1349.9200935362,1281.7400856022,1338.4400978089,1323.3600883484,1433.6600990301,1465.3401031498,1237.840080261,1316.4600906377,1243.4400863645,1514.7201080332,1329.6400833134,1148.1200866694,1468.520126342,1362.6600914004,1288.4801101687,1175.8600730891
PC (38:4),0.07168359820204319,11.868205891161255,0.6866640880767552,0.40730137101092234,0.528257535735378,810.6 -> 184.1,PC,30867.3023224004,29976.6021690356,26625.462081919,37309.1822204616,37831.6626968348,35082.9025345003,29021.2823181092,30058.2224273854,29310.8821563551,22783.7621231099,23409.8618240466,23537.0619697709,28619.001853948,29282.202209463,30112.2423629808,31748.442314143,30601.7618560735,31430.5024642728,5126.9003601079
PC (42:8),-0.07141814502090124,7.587781558601268,0.6551552839247137,0.4182755386724704,0.5328991327463559,858.6 -> 184.1,PC,1642.360118866,1432.6400947575,1318.1801033018,1410.2000961303,1823.8401260381,1630.7401237478,1226.3200874327,1338.6000976563,1459.1401023867,1241.1000938416,1473.6601104741,1416.1800956725,1352.8200874329,1317.2000999449,1660.9201240539,1544.700107574,1580.3601112363,1285.9600868224,1135.1600799561
PC (44:12),-0.07172883745503755,7.318083606887547,0.6549436500753592,0.4183507210345224,0.5328991327463559,878.6 -> 184.1,PC,1207.0400848389,1174.9600791932,1164.8800888063,1205.1800918578,1223.5000839231,1115.7200813294,1282.6000900262,1161.8200836181,1330.2400932311,1222.1400833129,1168.6000747686,1099.3000831605,1137.1800765993,1169.7200851439,1230.5600852965,1179.4000854494,1246.6000976559,1085.5400695803,1109.660079956
SM (d18:0/18:0),0.07069264280689401,14.25352450093403,0.6689352477055754,0.4134230745728385,0.5328991327463559,733.6 -> 184.1,PC,152712.949066124,148984.350311263,144589.511413467,191392.334289454,193852.714141893,187565.073303302,164126.111968923,162169.930236865,160736.052459688,126977.208404527,117882.389831569,121627.888885477,157475.609893645,155184.850250043,155747.250060991,167639.83242796,168002.771484526,155038.371429436,11872.8607711758
PC (38:7),0.06763885200379421,8.72298842976945,0.6012621232638118,0.4380968736804031,0.5547498873822856,804.6 -> 184.1,PC,3597.580249785,3966.8202476492,3797.1602897641,2892.1602020275,3873.24023819,3558.3602752688,3215.1202392573,3231.0802116382,3217.4402236938,3103.960182188,3335.3002281196,2854.040245057,2944.5401802059,2954.1401939415,2429.2201461794,3593.3402557373,3550.9402427667,2882.180198669,1529.9600982671
Lyso_PC(22:1),0.06391561961247298,7.912527383362429,0.529161114137219,0.46695975815050017,0.5878199308482767,578.4107 -> 184.1,PC,2455.360176086,1521.6201171875,2017.1001358037,1946.1201286316,2026.1601600646,2112.5201683045,1712.6601219178,1945.9601440433,1785.0601425191,1497.9401092525,1855.1201591497,1588.6201324466,2034.2601280217,1767.3801231389,1494.0401115419,1699.580112458,1929.3201217654,1614.2401275641,1289.4400978087
Lyso_PC(17:0),-0.061814148052114756,7.6088765826899465,0.4902683298649553,0.48380763306207797,0.5916276198587697,510.3481 -> 184.1,PC,1429.6401023873,1292.2801055911,1512.8401031484,1399.4400978092,1372.0001068116,1503.9001007073,1493.5200958251,1398.1200942992,1579.9201049797,1525.0201072696,1329.460083007,1424.6401062015,1414.1801071166,1385.6800880433,1460.9400901793,1391.460094452,1213.860088349,1342.7200965883,1821.1601409909
Lyso_PC(17:1),-0.062414694930884695,7.454641964806797,0.4981064117588847,0.48033333212021334,0.5916276198587697,508.3325 -> 184.1,PC,1112.7200736996,1342.3000946036,1394.1201095579,1355.2200965878,1340.4200935363,1212.4400863646,1311.500102997,1522.7001075736,1382.700096131,1312.7000999456,1325.4600753787,1189.8200836181,1296.5000991816,1252.0200920102,1241.4400863646,1204.3800926207,1360.1801071165,1354.7400894158,1236.9400978088
Lyso_PC(3:0),-0.062071471708262174,7.482816656684144,0.4929629301029461,0.4826085778943075,0.5916276198587697,314.129 -> 184.1,PC,1251.5200767521,1515.6201019293,1472.8600997931,1305.2600898737,1336.6800918577,1264.9600906373,1338.2400894162,1195.6000823976,1473.2600936902,1401.9000968939,1185.340084076,1421.7401084897,1171.7800750734,1250.4400787351,1365.8800849912,1192.5200843803,1477.7401046748,1233.7000770568,1325.3201065063
Lyso_PC(7:0),-0.06284636575312645,7.499800518868112,0.5059545448955944,0.4768953662742391,0.5916276198587697,370.1916 -> 184.1,PC,1318.1600914002,1224.6400833126,1615.380119324,1256.9600830083,1312.9000968933,1400.3800888067,1671.400112153,1238.9000740045,1426.0800895692,1200.3000831604,1274.2600860597,1352.8000907897,1306.920101165,1288.4200859071,1156.6000633242,1431.9401130678,1411.8801078794,1625.360103607,1112.2000732422
PC (44:6),-0.06298213967807835,7.365792776223909,0.5058937346448671,0.4769218503077125,0.5916276198587697,890.7 -> 184.1,PC,1241.5200805662,1206.2000923157,1286.3200874332,1236.0600891112001,1196.2200851439,1203.9800796505,1316.6001052858,1294.400096893,1332.7800903324,1227.26007843,1150.5600738524,1135.7600822447,1245.9800910949,1217.8800849915,1167.2800750732,1237.540081024,1306.5400886543,1231.9200859065,1079.8000717161
C18:4,-0.05784980598564142,11.165701411946806,0.44657246741563483,0.5039671451455731,0.6093162093850432,275.3 -> 275.3,FFA,20055.5414237954,16623.281238554,18472.681316374,17784.501243592,18559.2213096631,16992.4211616503,16872.1612091062,17277.141227718,17759.1212387107,17274.4012374904,17238.7012290948,16245.2811470019,16560.5211334202,17456.9812507613,15980.58107758,17411.0012054385,17964.7011871334,18013.0212173455,12110.1808624252
PC (42:0),-0.05954239094637205,7.337371003554283,0.45143384091271965,0.5016548315276262,0.6093162093850432,874.7 -> 184.1,PC,1268.0000915526,1197.5200767517,1169.1400871276,1204.3000793456,1336.4400939944,1266.8600807187,1135.2200851441,1326.6000900274,1065.8200721741,1151.2000961305,1083.6000747679,1087.8000793456,1197.8400840759,1165.0200805666,1204.9800872802,1171.4600830075,1193.8000869753,1295.8600730899,1257.8400917051
Lyso_PC(15:1),-0.057999100847150785,7.322767900334824,0.42821834325342323,0.5128644774660305,0.6137531066822138,480.3012 -> 184.1,PC,1331.2600860596,1276.8600845335,1169.9600906372,1258.6200866697,1171.5200920106,1075.4400711059,1138.8400726318,1302.6001014704,1201.8800773621,1241.9600868224,1224.4200859068,1244.9400863647,1108.1800842285,1138.8000831603,1180.1400871278,1134.2800712587,1168.6800956727,1035.200065613,1147.4200782776
PC (30:0),-0.05615148925141473,14.328422897129855,0.42206862740033557,0.5159066401308625,0.6137531066822138,706.5 -> 184.1,PC,154859.169784672,149310.03192133,150148.708770855,192784.472747906,184099.015319823,186882.154113673,169143.609756603,166595.749664229,162043.632476631,130200.726867683,132517.290374736,127905.709960929,174131.773193491,164999.469543509,168707.754394582,190588.89086899,185448.251800534,184654.01318363,14715.5011749146
PC (34:2),-0.05610292289986153,14.986159414827753,0.4213967176810911,0.5162409308541985,0.6137531066822138,758.6 -> 184.1,PC,249606.802123906,240411.934570162,234082.195312378,302714.105163561,301957.043090763,303088.026489331,259210.256469538,252724.700988811,252372.177978436,206906.074920695,200757.513763444,198916.332275348,284609.718932986,270719.496337889,274608.019470178,291158.280517694,288266.041748001,289759.742614728,18247.5612678524
PC (46:2),-0.051507351663206545,7.2408250470227475,0.3367248519772823,0.5617258277132741,0.6568815690198943,926.8 -> 184.1,PC,1136.3400840759,1177.8600807192,1116.7800750731,1198.8000793455,1073.4400711062,1092.3000793457,1148.340072632,1246.7200889587,1129.6400718687,1068.7000732422,1062.3800735473,1125.5400772096,1121.480079651,1093.4800720213,1067.9000740052,1092.600074768,1105.2400779722,1129.3600845337,1123.5400848387
PCp(40:6),-0.05101855627782559,8.419738419229356,0.34051117206780646,0.5595343122387691,0.6568815690198943,818.6 -> 184.1,PC,2514.9201698286,2345.2801551803,2380.5801734926,3049.5201873772,3730.8002548211,2506.920154572,2311.5601501457,2841.600215912,2335.4801444991,2013.2001533517,2229.0401420596,2164.9801673905,2277.4201622006,2580.5401878354,2640.7602004986,3081.4202384938,2954.2801971436,3065.4402313238,1836.9801177975
SM (d16:1/24:1),0.05075689712695115,11.949251883354634,0.34432401503843835,0.5573438889568125,0.6568815690198943,785.6 -> 184.1,PC,30897.74275969,31587.9226379469,29170.8422317563,38950.582504278,38444.1430130006,36875.022491441,32025.8422622671,30920.8022308255,31541.6222915683,24552.5818672244,23279.7620849696,23205.4615096897,31894.802284237,30644.4624710061,30698.981933602,35292.6625594952,33902.3018646309,34982.1420135508,5384.400352477
C14:0,-0.045947827011298,13.296431044472875,0.28249513591049435,0.5950704604933704,0.6883517759220609,227.3 -> 227.3,FFA,89960.066390967,77643.645462043,80838.145538325,88370.066192658,81275.365478486,75709.385299682,68027.684768669,72199.145324688,70961.045242312,71365.584930433,67478.364685013,66271.344619744,84678.725357052,86301.6462249651,86225.686218247,69794.345138539,68858.104919417,70506.905319207,54649.503845207
PCp(42:4),-0.04708064114230269,7.493953040310831,0.28387856957499213,0.5941702604864706,0.6883517759220609,850.7 -> 184.1,PC,1228.7200965876,1468.4400901797,1292.2800941463,1394.3600921637,1503.480110169,1601.3001365669,1342.9200897211,1343.0000953676,1298.1800842279,1244.2800941466,1196.9000930783,1179.3200798034,1496.8001022344,1221.4000816342,1417.2601051331,1398.3201103207,1383.7800903318,1357.9200973515,1170.1000900268
Lyso_PC(14:1),0.045867539435657585,7.529499360529195,0.26958013041090645,0.603613563462117,0.6944801214026508,466.2855 -> 184.1,PC,1459.260097504,1562.1601104724,1456.70010376,1369.2200889588,1346.7400894168,1551.4401168822,1391.7600975041,1438.4201126111,1492.9001045221,1494.3000984193,1337.9401092527,1308.8600845331,1305.1800956724,1232.9400863648,1153.2600784307,1323.8000869748,1265.5600891113,1241.9600982673,1330.6001091004
PC (44:3),-0.04410614970152321,7.29647661847122,0.24747616902991165,0.6188578176502684,0.7082116201987028,896.7 -> 184.1,PC,1294.1600799563,1282.4200859063,1159.660068512,1209.5200881958,1277.1000938416,1153.4000892639,1134.9800796508,1153.4000740053,1157.1400833128,1063.4800758362,1179.8400955199,1139.1000823975,1235.3000869748,1130.2800788879,1158.5800857542,1140.8200836182,1104.7400856017,1139.0800781248,1084.0200767516
PCo(42:6),-0.04218797571566679,7.641658781006506,0.2288968405814984,0.6323430136631668,0.7197947070421155,848.6 -> 184.1,PC,1464.6201019286,1409.460098267,1264.0000915527,1433.6801033031,1568.580108643,1670.4401321408,1757.5401382453001,1663.8201065067,1586.6801300044,1377.3001022339,1583.2001190184,1347.8000793459,1294.8601036079,1611.0201263419,1467.3201026922,1331.560092926,1629.8201065065,1478.6601028451,1308.8400802607
SM (d18:0/14:0),0.03868093835555974,9.711321714725388,0.19851602252019163,0.6559213456077683,0.7426834283601186,677.6 -> 184.1,PC,6925.9404411305,7309.0404510452,5934.5803718552,8126.0405120848,8021.9206008956,7463.5205078102,6425.1403884881,6695.3005409238,6006.6404151911,5467.2003707886,5708.4604339582,5467.8804054249,6632.7004966736,6315.3003883378,6480.7803955071,7192.6005744934,6578.3204612715,6689.3205299367,1732.1401100164
