Majority protein IDs,logFC,PValue,FDR,Fold_change,average_C_lfq,average_R_lfq,MS_C_average,MS_R_average,Gene names
B0BMY2;Q5U211,-0.154966329,0.919913778,0.999921583,8.98E-01,103915600,93055200,11.2,7.6,LOC684097;Snx3
B0BMY7,-0.226200925,0.883352995,0.999921583,8.55E-01,7590800,6538000,2.4,1,Twf2
B0BN18,-0.312414215,0.839489929,0.999921583,8.05E-01,30846800,24902400,3.2,1.8,Pfdn2
B0BN30;A0A1W2Q6G8,-1.283640542,0.412290769,0.999921583,4.11E-01,57964400,23744000,8.2,2.4,Mtch1
B0BN46,-1.358834295,0.386328903,0.999921583,3.90E-01,39756200,15452400,8,2.6,Grhpr
B0BN52;A0A0G2K459;A0A0G2K7P7,-0.278461561,0.8567054,0.999921583,8.24E-01,387826000,319116000,42.8,25.2,Mtch2
B0BN55;P32362,0.213729242,0.889736408,0.999921583,1.16E+00,45457200,52678600,7.6,6.4,Urod
B0BN63,-0.1241917,0.935773873,0.999921583,9.18E-01,766448000,701598000,14.4,10,Ahsa1
B0BN81;P24050;A0A0G2K200,-0.004872178,0.997477226,0.999921583,9.97E-01,804224000,798868000,59.6,48,Rps5
B0BN85;Q7TQ12;F1LMY6,0.34310708,0.824002346,0.999921583,1.27E+00,90465000,114630000,14.6,14.8,Sugt1
B0BN93,0.10362153,0.94639168,0.999921583,1.07E+00,575558000,617732000,43.2,38.6,Psmd13
B0BN97;Q498E0,-0.096567192,0.95003557,0.999921583,9.35E-01,59698400,55659400,7.4,6,Txndc12
B0BN99,-0.408086039,0.791478776,0.999921583,7.54E-01,83574600,62850000,10,5.2,Hmgb3
B0BNA5,-0.322322052,0.83448239,0.999921583,8.00E-01,82032400,65371200,7.4,4,Cotl1
B0BNA7;M0RCH0,0.315188097,0.83808728,0.999921583,1.24E+00,252672000,313754000,22.2,23.8,Eif3i
B0BNB0,-1.147708185,0.462139305,0.999921583,4.51E-01,21916000,9750400,2.8,2,Golt1b
B0BNB2;D3ZU54,0.166082286,0.914193584,0.999921583,1.12E+00,20072600,22474000,5.2,3.8,Denr
B0BNB9,-0.838864327,0.588766369,0.999921583,5.59E-01,10976600,6114400,2,1.8,Htra2
B0BNE3,0.182742826,0.905629774,0.999921583,1.14E+00,10494200,11921400,3.4,2,Trappc5
B0BNE5,-0.275996801,0.857958289,0.999921583,8.26E-01,149572000,123160800,13,9.8,Esd
B0BNE6,-1.005930992,0.51804032,0.999921583,4.98E-01,58693200,29151400,8.2,4,Ndufs8
B0BNF5;Q91XU1;A0A0G2JUS0;D4A2X0;F1LMH5;A0A0G2JXZ5,-0.201991405,0.895751363,0.999921583,8.69E-01,639400000,554626000,43,28.4,Qk;Qki;LOC100910212
B0BNF6,-2.589685384,0.113065523,0.999921583,1.66E-01,24023800,4010800,4.2,1,5-Mar
B0BNG0;A0A0A0MXU4,-0.180990255,0.906530072,0.999921583,8.82E-01,74807400,65888000,8.4,5.4,Emc2
B0BNG3,0.031770667,0.983550709,0.999921583,1.02E+00,169446000,172988000,20.8,15,Lman2
B0BNI9;Q9QZG1,-2.185691046,0.174410012,0.999921583,2.20E-01,14934600,3240600,2.4,0.4,Slc22a23
B0BNJ1,0.250920876,0.870727545,0.999921583,1.19E+00,99264600,117762000,12,10.4,Sri
B0BNJ4,-0.239194604,0.876712246,0.999921583,8.47E-01,28912200,24381800,5.8,3.4,Ethe1
B0BNJ5;P69736,0.695452881,0.653313967,0.999921583,1.62E+00,2661200,4238240,0.8,1,Edf1
B0BNK1,-0.119055516,0.938423905,0.999921583,9.21E-01,652734000,598618000,41.4,30.6,Rab5c
B0BNK6;A0A0A0MXW1;P35738,-0.192776648,0.90047821,0.999921583,8.75E-01,79989200,69889600,9.8,6.6,Bckdhb
B0BNL2,-0.583868091,0.705709639,0.999921583,6.67E-01,29295800,19514200,5,3,LOC364561
B0BNL8;G3V648,-0.449696163,0.770863205,0.999921583,7.32E-01,60081000,43933200,9.4,5.4,Agpat3
B0BNM1,-0.521093528,0.735924751,0.999921583,6.97E-01,103480400,72221400,8.4,4.8,Apoa1bp
B0BNM3;M0R9L3,-1.058522418,0.496848254,0.999921583,4.80E-01,16869800,8073600,3.2,0.8,Snx9
B0BNM9,-0.145766735,0.924651422,0.999921583,9.04E-01,27654200,24895400,3.8,3.8,GLTP
B0K008;B5DFN1,0.337427868,0.826862407,0.999921583,1.26E+00,73632200,92818200,5.4,5.4,Eif1;Eif1b
B0K010,0.317191384,0.837074594,0.999921583,1.25E+00,35769400,44452000,2.8,3.4,Txndc17
B0K014;D4A9K3,-0.318379939,0.836473911,0.999921583,8.02E-01,23806200,19044000,2,2,Dtd1
B0K017,0.122651942,0.936568233,0.999921583,1.09E+00,105642200,114761400,15.8,11,Adprhl2
B0K020,-0.935369049,0.547293507,0.999921583,5.23E-01,53554200,27794400,4.2,3,Cisd1
B0K030;D3ZUU5,-0.188983337,0.902425093,0.999921583,8.77E-01,14715200,12863600,2.4,3.6,Dnajb1
B0K031;P05426;B0K023,0.003177375,0.998354779,0.999921583,1.00E+00,1405100000,1404560000,46.6,37.8,Rpl7
B1H227,-0.468247194,0.761730326,0.999921583,7.23E-01,196754000,141980000,20.4,10.2,Rcc1
B1H264,-0.461129599,0.765230007,0.999921583,7.26E-01,54826200,39705600,6,4,Tbc1d17
B1H267,-0.404957885,0.793035588,0.999921583,7.55E-01,107357600,80932200,16.8,8.4,Snx5
B1H2A6,0.184895582,0.904524129,0.999921583,1.14E+00,48034600,54466600,5.8,7.2,Fxr2
B1WBM0;P40241,1.174090925,0.452173659,0.999921583,2.26E+00,22328800,50212600,4,4.8,Cd9
B1WBN3;F7EV94;P11960;Q5EB89,0.037717446,0.980472406,0.999921583,1.03E+00,129794000,132968000,18.8,11.6,Bckdha
B1WBQ0;O08837,0.036116342,0.981301175,0.999921583,1.03E+00,76916200,78678800,10.8,6.8,Cdc5l
B1WBS4,0.088770408,0.954064352,0.999921583,1.06E+00,141626000,150408000,19.6,15.2,Vps26b
B1WBW4,-1.134141923,0.46731804,0.999921583,4.56E-01,23531200,10799200,5,2.2,Armc10
B1WBY1,0.465537518,0.763062007,0.999921583,1.38E+00,92786400,127880000,12.6,14.2,Cul1
B1WC02,0.151032346,0.92193933,0.999921583,1.11E+00,69593400,77062600,9.2,7,Ctps1
B1WC16,0.33699369,0.827081168,0.999921583,1.26E+00,65122000,82083600,4.6,4.6,Bclaf1
B1WC26,0.192864705,0.90043302,0.999921583,1.14E+00,104264400,118956000,13,10.8,Nans
B1WC28,-0.014159801,0.992668275,0.999921583,9.90E-01,104686200,103502800,20.2,10.2,H2afy2
B1WC32;F1LS72,-0.100826228,0.947835434,0.999921583,9.32E-01,456498000,424902000,26.8,20.8,Uba2
B1WC34,0.1485055,0.923240674,0.999921583,1.11E+00,586940000,648586000,30.2,32.8,Prkcsh
B1WC40,-1.499295865,0.340931439,0.999921583,3.54E-01,10550400,3685600,2,0.4,Ncbp2
B1WC49,-0.230892388,0.880954444,0.999921583,8.52E-01,251648000,213980000,15.8,17.4,Api5
B1WC61,-0.455042927,0.768227139,0.999921583,7.29E-01,512314000,372658000,47,32.6,Acad9
B1WC73,-0.25624559,0.868012514,0.999921583,8.37E-01,10020680,8364520,2.8,2,Arl6
B2CZC8;P31424-2;P31424;A0A0H2UHW6;A0A0H2UHN1,-1.605523983,0.309267744,0.999921583,3.29E-01,58785800,19390800,8,1.6,Grm5
B2GUU4;Q3MIB4;Q6TXI3;F7FF30,-2.093923668,0.191752954,0.999921583,2.34E-01,20416200,4843400,3.6,0.8,Lonp2
B2GUX3;A0A0G2JY07,-2.655361788,0.105135988,0.999921583,1.59E-01,224636000,35485600,20.6,4.8,Mcm5
B2GUZ3,-0.132918597,0.931273081,0.999921583,9.12E-01,252330000,229832000,20.4,15,Mthfd1l
B2GUZ5,0.290864393,0.850407106,0.999921583,1.22E+00,263276000,321358000,18.6,16.8,Capza1
B2GUZ7,0.783041929,0.613493384,0.999921583,1.72E+00,5375000,9247200,1.6,1.8,Tbcc
B2GUZ9,0.183539954,0.905220359,0.999921583,1.14E+00,115465400,131020000,15.6,12.4,Fam49b
B2GV01,-0.257689104,0.867277043,0.999921583,8.36E-01,173150000,144438000,17.2,12,Mta2
B2GV06,-0.529223457,0.731983907,0.999921583,6.93E-01,364964000,252558000,31,16.2,Oxct1
B2GV15,-0.115035376,0.940498656,0.999921583,9.23E-01,73196600,67448200,14,9.4,Dbt
B2GV24;A0A0G2K266,0.050268648,0.97397653,0.999921583,1.04E+00,48371000,49982400,7.8,5.2,Ufl1
B2GV33;G3V9Z3;P21396,-0.397274206,0.79686357,0.999921583,7.59E-01,267034000,202126000,20.8,14.6,Maoa
B2GV41,-0.358141731,0.816443856,0.999921583,7.80E-01,83857000,65230200,8.8,6.4,Usp39
B2GV72,-1.240892517,0.427564725,0.999921583,4.23E-01,70365400,29668400,7.8,3.4,Cbr3
B2GV73,-0.093627182,0.951554577,0.999921583,9.37E-01,143162000,133716000,11.2,10.4,Arpc3
B2GV92;P83868,-0.008553405,0.995571135,0.999921583,9.94E-01,413746000,409976000,16,15.8,Ptges3
B2GVB4;Q9QZR6-2;Q9QZR6-3;Q9QZR6-4,0.270016494,0.860999899,0.999921583,1.21E+00,382106000,459454000,29.2,30.8,9-Sep
B2GVB7;P13676;G3V9E4,0.267584269,0.862237616,0.999921583,1.20E+00,109212000,130990000,11.2,12.2,Apeh
B2RYB3;A0A0G2K4F6,0.165253896,0.914619697,0.999921583,1.12E+00,27046000,30233400,3.6,4.2,Srrm1
B2RYC9,-0.268109487,0.861970309,0.999921583,8.30E-01,130564800,108105200,10,8.6,Gba
B2RYD7;Q7TQ74,0.109298574,0.943460153,0.999921583,1.08E+00,158082000,170154000,11.4,12.6,Stt3b
B2RYF6,0.055481528,0.971279155,0.999921583,1.04E+00,53009600,54941200,5.4,4,Clptm1
B2RYF7;A0A0G2K6R7,0.532472462,0.730411153,0.999921583,1.45E+00,18111600,26172600,2.4,3,Wash1
B2RYG2;F1LQJ7,-0.701923162,0.650332038,0.999921583,6.15E-01,75764400,46358000,12.8,5.6,Pck2
B2RYG6,0.233588773,0.879576256,0.999921583,1.18E+00,448162000,525362000,33,33.2,Otub1
B2RYI0,0.454148802,0.768667488,0.999921583,1.37E+00,4931000,6743000,0.8,1.6,Wdr91
B2RYI2,0.140540716,0.927344112,0.999921583,1.10E+00,111924000,122966000,9.6,10.8,Srp68
B2RYJ1,0.169194868,0.912592766,0.999921583,1.12E+00,46345600,52008800,8,6.4,Anapc2
B2RYJ3,0.032876241,0.982978395,0.999921583,1.02E+00,60919800,62240800,9,8,Cul4a
B2RYJ7,0.14372849,0.925701507,0.999921583,1.10E+00,86581600,95495400,8.8,5.8,Actr1b
B2RYK3;P18297;D3ZT59,-1.635805673,0.300656942,0.999921583,3.22E-01,19107600,6224600,2.8,0.6,Spr
B2RYL4,0.819478477,0.597293986,0.999921583,1.76E+00,4967800,8760200,2.2,2.4,Armc6
B2RYL7;F7EPZ4,-1.295454264,0.408135359,0.999921583,4.07E-01,34434600,13918600,6.2,2.4,Dis3
B2RYN0;D3ZFX4,0.040070467,0.979254472,0.999921583,1.03E+00,628324000,645378000,35.6,34,Pgm3
B2RYN1,-1.683144,0.287561492,0.999921583,3.11E-01,9001600,2813400,3.2,1.8,Fn3krp
B2RYN3,-0.044529106,0.976946815,0.999921583,9.70E-01,40950200,39602000,5.2,6,Eef1e1
B2RYN6,0.006145243,0.996818047,0.999921583,1.00E+00,126718000,127042000,13.2,12.2,Ap1g1
B2RYP3,-0.823030105,0.595727129,0.999921583,5.65E-01,21518400,12131200,4,3.2,Fam91a1
B2RYP4,-0.31610235,0.837625075,0.999921583,8.03E-01,288666000,231102000,18.6,23.4,Snx2
B2RYP5;Q9WVR7,0.000687452,0.999644043,0.999921583,1.00E+00,193798000,193464000,26,24.2,Ppm1f
B2RYP6,0.03980276,0.979393036,0.999921583,1.03E+00,168872000,173208000,18.4,20.6,Luc7l2
B2RYP8,0.622602784,0.687322494,0.999921583,1.54E+00,14267000,21921600,3.6,2.6,Tubgcp2
B2RYQ2,0.322405553,0.834440219,0.999921583,1.25E+00,114193600,142502000,10.2,11,Ppp2r4
B2RYQ5;A0A0G2KAN5,0.051913372,0.973125439,0.999921583,1.04E+00,150590000,155530000,6,7,Erh
B2RYR8;P62243;M0R7Q5;D3ZIE1;Q6TXJ0,0.041606915,0.97845923,0.999921583,1.03E+00,1339680000,1375460000,49.8,43.2,Rps8;LOC100363452;RGD1566369;LOC297756
B2RYR9;Q9Z336,-0.056041461,0.970989442,0.999921583,9.62E-01,30855400,29617000,2.6,2.8,Dynlt1
B2RYS2,-0.546282514,0.723741078,0.999921583,6.85E-01,26675000,18218400,3.2,2.4,LOC685596
B2RYS6,-0.096929527,0.949848377,0.999921583,9.35E-01,42787800,39867000,4.8,4.2,Prtfdc1
B2RYS8,-0.408075553,0.791483993,0.999921583,7.54E-01,64197000,48189800,7.8,4.4,Ndufb8
B2RYS9,-0.71312741,0.645182273,0.999921583,6.10E-01,33886000,20672400,3,2,Trmt112
B2RYU2;P23358;A0A140TAC5;M0R4B6;D3ZJE2,0.092158954,0.952313239,0.999921583,1.07E+00,915056000,972524000,29.6,31.4,Rpl12;Rpl12-ps1
B2RYU7,-0.759517221,0.624069113,0.999921583,5.91E-01,111758200,65895600,13.6,7,Cbx5
B2RYV5;G3V6C3,-0.198246322,0.897671904,0.999921583,8.72E-01,36122800,31289800,5.4,5,RGD1562502;Pbdc1
B2RYW3,-0.62632197,0.685568072,0.999921583,6.48E-01,88811200,57366400,12.8,4.2,Ndufb9
B2RYW7,-0.056063676,0.970977805,0.999921583,9.62E-01,13113800,12451200,3.2,1.4,Srp14
B2RYW9,-0.246198359,0.873136796,0.999921583,8.43E-01,65288400,54920800,10.4,6.4,Fahd2
B2RYX0;M0R9L0,0.284879161,0.853445141,0.999921583,1.22E+00,542460000,659784000,18.6,17.4,Naca
B2RZ09;P0C5H9,0.456788413,0.767367289,0.999921583,1.37E+00,24874800,33909000,4,3.8,Manf
B2RZ24;F1LM47,-0.325412384,0.832922028,0.999921583,7.98E-01,212164000,168890000,23.8,18.6,Sucla2
B2RZ37,0.179378636,0.907358068,0.999921583,1.13E+00,50752400,57335200,3.2,5.4,Reep5
B2RZ68,-1.58908434,0.314018559,0.999921583,3.32E-01,13591000,4534600,2.4,0.6,Dcaf7
B2RZ72,0.130527359,0.93250609,0.999921583,1.09E+00,493664000,538840000,19,16.8,Arpc4
B2RZ74;D3Z8H0,-0.114118298,0.940972015,0.999921583,9.24E-01,203222000,187218000,15,15.6,Snrnp70
B2RZ78;A0A0G2JTS3;B2RZ78-2,-0.481893046,0.755036341,0.999921583,7.16E-01,144842000,103339600,13.6,7.8,Vps29
B2RZA9,-0.016363883,0.991527081,0.999921583,9.89E-01,518850000,512016000,27.6,21.8,Ube2l3
B2RZB6,-2.311946604,0.152729892,0.999921583,2.01E-01,37577200,7466800,5.4,2,Lsm8
B2RZB7,-0.321315922,0.834990563,0.999921583,8.00E-01,270346000,215712000,36.8,27.2,Snrpd1
B2RZC6;A0A0H2UHX8;Q7TP98,-0.027470785,0.985776686,0.999921583,9.81E-01,353110000,346086000,26.8,18.4,Ilf2
B2RZD1,0.133007141,0.931227428,0.999921583,1.10E+00,62757400,68636400,7,6.6,Sec61b
B2RZD6,-0.557827298,0.718183298,0.999921583,6.79E-01,145334000,98252000,7.4,4,Ndufa4
B3DM90;Q8CGU6,0.001116193,0.999422043,0.999921583,1.00E+00,85975400,85859400,6,5.6,Ncstn
B3DM93;Q9JID1;Q9JID1-2,-0.848850304,0.584399389,0.999921583,5.55E-01,141520000,78369200,15.4,7.8,Pdcd4
B3DMA1;A0A0G2JYE0,0.048146525,0.97507471,0.999921583,1.03E+00,98062600,101207000,7.4,10.8,Atxn2l
B3DMA2,0.285675806,0.853040559,0.999921583,1.22E+00,25863000,31505200,5.2,3.6,Acad11
B3SVE9;Q64232,0.139693682,0.927780634,0.999921583,1.10E+00,147566000,162306000,10.4,10.2,Tecr
B4DL66;Q3B7D1,0.475755378,0.75804462,0.999921583,1.39E+00,13147200,18256200,3,4.6,Ube2z
B4F758;P63159;D3ZCR3;A0A0G2K6P4;D3ZXR5,-0.330313466,0.830448932,0.999921583,7.95E-01,1993900000,1582280000,70.4,52.6,Hmgb1;Hmg1l1
B4F764;Q4KM65,-0.030253612,0.984336047,0.999921583,9.79E-01,158238000,154394000,19,13,Nudt21
B4F768;A0A0G2K9I7;A0A0G2JVM0;A0A0G2JUB9;A0A0G2JUT5;Q7TP27;P0C2X9,0.759626192,0.62401992,0.999921583,1.69E+00,299684000,506080000,20.6,35.2,Aldh4a1;Tas1r2
B4F772;F7F2F3,0.583977977,0.705657361,0.999921583,1.50E+00,399948000,598390000,24.6,32.6,Hspa4l
B4F779,-1.819814506,0.252211664,0.999921583,2.83E-01,49770000,13962400,8.6,0.8,Appl2
B4F795,-0.371655591,0.809666504,0.999921583,7.73E-01,51038800,39348600,7,4,Slc44a2
B4F7A3,-1.190163958,0.446170328,0.999921583,4.38E-01,41861600,18371400,6.2,1.6,Lgalsl
B4F7A9,0.237010522,0.877827918,0.999921583,1.18E+00,131064000,153978000,10.8,7.8,Csnk2a2
B4F7C1;Q9QYC5,-0.237630821,0.877511049,0.999921583,8.48E-01,77659800,65779800,6.6,4.6,Gpr37l1
B4F7C2,-1.173044625,0.452565813,0.999921583,4.43E-01,18378000,8185200,2,2.8,Tubb4a
B4F7C7,-0.154195344,0.920310589,0.999921583,8.99E-01,18035000,16241000,3.6,2.8,Hebp1
B4F7C9;A0A0G2JWH5,0.3331311,0.829028013,0.999921583,1.26E+00,122296000,153752000,10.2,10.8,Stt3a
B4F7E2;P50430,-1.404515229,0.371121952,0.999921583,3.78E-01,69876000,26528000,8,2.8,Arsb
B4F7E8,1.157247151,0.458520354,0.999921583,2.23E+00,69257400,154242000,8.2,14.8,Fam129b
B4F7F3,-1.500123355,0.34067685,0.999921583,3.54E-01,122613000,43278400,13.6,4,Arvcf
B5DEH2,0.481577005,0.755191141,0.999921583,1.40E+00,277882000,387600000,24.4,27,Erlin2
B5DEI0,-0.653829756,0.672650977,0.999921583,6.36E-01,209078000,132396000,14,10.2,Pcyox1l
B5DEJ1;A0A0G2JZ92;D4A208,0.142932416,0.926111676,0.999921583,1.10E+00,61884200,68186200,11,8.6,Srgap2
B5DEK0,-0.734800071,0.635276245,0.999921583,6.01E-01,45655400,27421600,7.8,2.8,Rprd1b
B5DEL7;A0A0G2K7E7,-1.447740017,0.357125086,0.999921583,3.67E-01,8428600,3052000,1.4,1.2,LOC100363239
B5DEL8;A0A0G2JZJ9,-0.343313541,0.823898421,0.999921583,7.88E-01,68729400,54051800,8,6.2,LOC100361505
B5DEL9;P62083,0.29542066,0.848096094,0.999921583,1.23E+00,555278000,680892000,49.8,38.6,Rps7
B5DEN4;P04642;Q6P9U7,0.262804178,0.864671244,0.999921583,1.20E+00,3565260000,4268940000,119.4,134.8,Ldha
B5DEN5,-0.010675109,0.994472556,0.999921583,9.93E-01,721564000,715062000,23.2,19.8,Eef1b2
B5DEP7;A0A0G2K3V8,-0.183631009,0.905173586,0.999921583,8.80E-01,33082600,28892000,2.6,3.6,LOC100911683
B5DEQ4,-0.906927663,0.559343642,0.999921583,5.33E-01,25139800,13367800,3,1.6,Snrpb2
B5DER3;Q711G3,-0.482516991,0.754730723,0.999921583,7.16E-01,62749200,44628000,6.4,3,Iah1
B5DES0;M0R8K2,-0.27530105,0.858312028,0.999921583,8.26E-01,287476000,236864000,18,14.2,Snrpd2;Snrpd2l
B5DEX7;G3V7I3,-0.011025503,0.994291129,0.999921583,9.92E-01,93803200,92955600,9.6,9.4,Atp13a1
B5DEY8,-0.168552951,0.912922875,0.999921583,8.90E-01,48871200,43415000,7.4,6,Snx6
B5DEZ4;D3ZTL0,-0.133444186,0.931002093,0.999921583,9.12E-01,177938000,161850000,16,12.8,Tcerg1
B5DEZ6,-1.548415065,0.326006779,0.999921583,3.42E-01,18529400,6319400,3.6,1.4,Gnpda2
B5DF51,-0.601968414,0.697092249,0.999921583,6.59E-01,36174000,23597400,4,2.6,Mmgt1
B5DF55,0.111088264,0.942536167,0.999921583,1.08E+00,73630800,79268200,8.6,10.2,Stam
B5DF60,-0.144398204,0.925356409,0.999921583,9.05E-01,39594200,35634000,4.4,2.6,Eif1ax
B5DF65,-0.195764715,0.898944985,0.999921583,8.73E-01,386510000,336584000,28.2,14.8,Blvrb
B5DF91,-0.060922211,0.968464305,0.999921583,9.59E-01,323102000,309188000,23,16.6,Elavl1
B5DFB2;D4A250,0.060273645,0.968799831,0.999921583,1.04E+00,549138000,571856000,44,26.4,Rbbp4;RGD1563620
B5DFC6;M0RCH5,-0.532612914,0.730343199,0.999921583,6.91E-01,26604200,18276400,5,2.8,Gnpda1
B5DFC8,0.210160389,0.891564488,0.999921583,1.16E+00,518608000,598600000,32.4,29,Eif3c
B5DFD8,-0.019541154,0.989882041,0.999921583,9.87E-01,99927600,98206200,12,8,Sh3bgrl
B5DFF7;G3V9L3;A0A0G2K3I9,0.242639634,0.874953293,0.999921583,1.18E+00,15525000,18157800,3.8,3,Dusp3
B5DFG2;F2Z3R2;F1LQ48-2,-0.35273326,0.819160699,0.999921583,7.83E-01,171440000,133806000,8.4,9.4,Hnrnpl
B5DFI3,-1.298628956,0.407022937,0.999921583,4.07E-01,15186200,6101400,2.8,2.2,Ap1s1
B5DFJ3;G3V9M1,-0.075224526,0.961066951,0.999921583,9.49E-01,54822200,51951000,7.6,6.6,Ddx23
B5DFJ4,-0.389404057,0.800790196,0.999921583,7.63E-01,48062600,36681000,4.8,2.8,Vps18
B5DFK5;F1LML7;Q99PW9,-1.941960503,0.223606483,0.999921583,2.60E-01,12911400,3404400,2.8,1,Hip1r
B5DFK6,0.192655113,0.90054058,0.999921583,1.14E+00,164116000,187372000,18.6,18.4,Ap3d1
B5DFK8;G3V6B0,0.225842792,0.88353652,0.999921583,1.17E+00,79983600,93338200,8.8,10.2,Pdxdc1
B5DFL7;F7FHT4,0.414893744,0.788094024,0.999921583,1.33E+00,212824000,283392000,21.4,19.4,Sema3c
B5DFM8,-1.539404134,0.32870808,0.999921583,3.44E-01,14961800,5184000,4.4,2.2,Bcas2
B5DFN2;A0A140TAI8;D3ZWL6,-0.632427808,0.682691635,0.999921583,6.45E-01,834640000,537178000,36.4,26.6,Ahcyl1;Ahcyl2
B5DFN4,-0.692539446,0.654659326,0.999921583,6.19E-01,17392200,10605600,2.6,1.6,Pfdn5
B6DTP5;Q6AYI1,-0.080611796,0.958281534,0.999921583,9.46E-01,608628000,573472000,35.6,33,Ddx5
B6DYP8;P04904;Q9JLX3;A0A0G2JVT2,0.031133238,0.983880687,0.999921583,1.02E+00,394226000,401728000,17.8,17.2,Gsta1;Gsta3
B6DYQ0;P24473,-0.763529634,0.622258987,0.999921583,5.89E-01,62403800,36648800,9.8,6.2,Gstk1
B6DYQ7;P04906,-0.267213217,0.862426472,0.999921583,8.31E-01,5555480000,4602480000,146,103.6,Gstp1
B6DYQ9;P30713;A0A0G2K3C6,-0.49886716,0.746738959,0.999921583,7.08E-01,158676000,112044000,14.6,10.6,Gstt2
B6RIU0;A0A0G2K376;Q5U317,-0.45081673,0.770310294,0.999921583,7.32E-01,14885800,10861600,2.4,1.2,Fip1l1
C0JPT7,0.688212668,0.656659604,0.999921583,1.61E+00,5525600000,8889580000,184.6,220.4,Flna
C0KUC5;C0KUC6,0.085456101,0.955777346,0.999921583,1.06E+00,67574800,71578400,11.8,9.4,Lims1
C6L8E0;Q07266-2;A0A0H2UHL9;Q07266,0.949287854,0.54145005,0.999921583,1.93E+00,166698000,321360000,12.4,19.8,Dbn1
C7C5T2;P47860;A0A0A0MXY5,-0.202664848,0.895406074,0.999921583,8.69E-01,101639200,88314000,12.4,10.6,Pfkp
D2XV59,0.144749695,0.925175373,0.999921583,1.11E+00,61277000,67563200,8.8,5.8,Gtpbp1
D3Z8B2,-0.96765731,0.533792655,0.999921583,5.11E-01,76864600,39273000,10.2,7,Nup133
D3Z8D7;A0A0G2K743;P62856;D3ZJ54;A0A0G2JY64,-0.523384066,0.73481366,0.999921583,6.96E-01,304208000,211014000,9.4,9.4,LOC100361854;Rps26;RGD1565117
D3Z8I7,-1.134635608,0.467129195,0.999921583,4.55E-01,70951000,32233800,8.8,5,Gstt3
D3Z8L7,1.064865721,0.494328682,0.999921583,2.09E+00,68345600,142632000,7,17.6,Rras
D3Z8R4,0.012738961,0.993403944,0.999921583,1.01E+00,101209800,101883600,10.2,10.2,Rbm25l1
D3Z900;O88994;M0R6N2,-0.819280052,0.597382086,0.999921583,5.67E-01,41827000,23608800,8.2,3.2,Marc2;LOC100910481
D3Z941,0.098248087,0.949167198,0.999921583,1.07E+00,512458000,547568000,34.8,35,Mars
D3Z956,-1.713505869,0.279395807,0.999921583,3.05E-01,16081200,4895600,3.2,1.8,Rlbp1
D3Z9K9,0.235102914,0.878802524,0.999921583,1.18E+00,56102200,65939600,3.4,5.4,Gdpd2
D3Z9L5,0.223356282,0.884808502,0.999921583,1.17E+00,28812000,33538000,4.4,4.8,Wdr11
D3ZAF6,-0.389154592,0.800914805,0.999921583,7.64E-01,263110000,200012000,16.4,14.2,Atp5j2
D3ZAF9,0.014028551,0.992736232,0.999921583,1.01E+00,74009800,74580400,8.8,8.6,Sh3pxd2b
D3ZAL7;A0A0G2JZD5;C6JUQ2,-0.482910583,0.754538005,0.999921583,7.16E-01,44833600,32118000,6,3.8,Gab1
D3ZAN3,0.17535763,0.909424425,0.999921583,1.13E+00,1731160000,1952240000,66.8,59.6,Ganab
D3ZAS8,-0.053788305,0.972155264,0.999921583,9.63E-01,170918000,164334000,21.4,15,Sart3
D3ZAW4,-0.985015787,0.526614315,0.999921583,5.05E-01,58029400,29073600,7,3.2,Abhd4
D3ZAX5,-0.090075787,0.953389694,0.999921583,9.39E-01,8668000,8159000,2,2.2,Cherp
D3ZAY8,0.187715376,0.903076193,0.999921583,1.14E+00,46462800,52783800,5.4,7.6,Pnn
D3ZAZ0,-0.134370526,0.930524505,0.999921583,9.11E-01,187128000,170328000,18.2,15,Eif3m
D3ZB30;A0A0G2JTV1;Q6P736;Q00438-2;Q00438,0.145045214,0.925023126,0.999921583,1.11E+00,1328320000,1466340000,71.2,54,Ptbp1
D3ZBL6,-0.444473477,0.773441018,0.999921583,7.35E-01,1879200000,1390828000,6.8,3.4,Nup160
D3ZBN0,-0.467379383,0.762156728,0.999921583,7.23E-01,1863980000,1345180000,28.8,23,Hist1h1b
D3ZBP3,-2.317734198,0.151793202,0.999921583,2.01E-01,9687800,1949540,2.2,0.4,Exosc2
D3ZBT9;F1MAH5,0.229763239,0.881531703,0.999921583,1.17E+00,96124400,112462000,16.2,11.4,Ppp6r3
D3ZC56,2.088379265,0.192845814,0.999921583,4.25E+00,42137200,180611400,2,19.8,Dst
D3ZC84;A0A0G2K2C7,0.181052604,0.906498041,0.999921583,1.13E+00,190334000,215562000,25,23.2,Usp9x
D3ZCA0,0.274342833,0.858799266,0.999921583,1.21E+00,36311800,43859200,5.6,6.8,Prosc
D3ZCD4;P53812;P53812-2,0.087992449,0.95446647,0.999921583,1.06E+00,32281000,34102800,7.8,5,Pitpnb
D3ZCD7;D3ZL21,-2.363887254,0.144505522,0.999921583,1.94E-01,34535200,6619500,3.2,1,Tp53rk;LOC685619
D3ZCS3,-0.528334866,0.732414233,0.999921583,6.93E-01,162034000,111726000,5.4,3.8,Pcbp4
D3ZCT7,0.334530875,0.828322351,0.999921583,1.26E+00,348084000,438094000,24.2,24,Sec23b
