Majority protein IDs,logFC,PValue,FDR,Fold_change,average_C_lfq,average_R_lfq,MS_C_average,MS_R_average,Gene names
Q4KLP0;A0A0U1RRZ4,-0.225526268,0.88369842,0.999921583,8.55E-01,37932400,32364800,4.2,2.6,Dhtkd1
Q4KLZ3,0.032120122,0.983369838,0.999921583,1.02E+00,60719800,61955000,6.2,4.8,Dazap1
Q4KLZ6,-0.676713795,0.661988165,0.999921583,6.26E-01,26950400,16832800,4.8,3.6,Dak
Q4KM38,-0.015330145,0.992062311,0.999921583,9.89E-01,78041800,77053800,8.6,5.4,Srsf10
Q4KM69;F7EUU4,-0.061374564,0.96823029,0.999921583,9.58E-01,65382600,62485200,11.6,7.6,Cops5
Q4KM71;A0A0G2K8K0,-0.130410077,0.93256657,0.999921583,9.14E-01,2094900000,1910260000,61.8,56,Sfpq
Q4KM73;A0A0G2JSJ2;A0A0G2JTN5,-0.19344169,0.900136929,0.999921583,8.75E-01,144162000,125662000,14.2,10.6,Cmpk1
Q4KM74,0.053192809,0.972463395,0.999921583,1.04E+00,330386000,341978000,21.8,21.8,Sec22b
Q4KM87,-0.10435339,0.946013713,0.999921583,9.30E-01,112075600,103965800,12,6.6,Actl6a
Q4KMA2,-0.069967878,0.963785355,0.999921583,9.53E-01,94339000,89520200,6.8,8.2,Rad23b
Q4KMA8;Q9JJ22;A0A0G2K2Y3;Q9JJ22-2,0.820445977,0.596867428,0.999921583,1.77E+00,93177400,164270000,9,13.2,Erap1
Q4L2A2;B4F7A5,1.425454154,0.36429432,0.999921583,2.69E+00,27903200,74848000,1.6,3.6,Cd99
Q4QQS4;G3V8T5,0.07611254,0.960607776,0.999921583,1.05E+00,302558000,318376000,31.8,27.4,Ruvbl2
Q4QQS7,0.045459965,0.976465058,0.999921583,1.03E+00,65078200,67076800,14,8.6,Umps
Q4QQT3,-0.086528918,0.955222836,0.999921583,9.42E-01,33406400,31421200,6.8,5.2,Celf1
Q4QQV0,0.535671277,0.728864139,0.999921583,1.45E+00,846498000,1224940000,59.8,46,Tubb6
Q4QQV3;A0A0G2JWV2;Q63571;D4ADP1,-0.668341091,0.66588058,0.999921583,6.29E-01,53359200,33415800,5.8,3.2,Fam162a
Q4QQV4,0.097960404,0.949315814,0.999921583,1.07E+00,218292000,233214000,24.4,23.2,Hars
Q4QQW4;D3ZVU7,-0.16571124,0.914384441,0.999921583,8.91E-01,145671600,129408000,15.2,12.4,Hdac1;Hdac1l
Q4QQW8;B1WBP6,-1.031005777,0.507870499,0.999921583,4.89E-01,78231200,38091600,11,4.2,Plbd2
Q4QRB8;P20673,0.701878642,0.650352459,0.999921583,1.63E+00,20100200,32691000,3.8,7.6,Asl
Q4V7C6;A0A0G2K2C2;A0A096MJ75,-0.331508971,0.829845967,0.999921583,7.95E-01,282570000,223802000,24.8,17,Gmps
Q4V7D1;A0A0G2K075;A0A0G2JX79;A0A0G2JXS8;Q7TPJ0,0.100081015,0.948220364,0.999921583,1.07E+00,86554000,92608200,8.2,5.4,Ssr1
Q4V884;A0A0G2JT88,-0.124302338,0.935716798,0.999921583,9.17E-01,61276600,56038200,9.6,8,Cdc16
Q4V888,-1.199019831,0.442884823,0.999921583,4.36E-01,35139000,15275000,7.2,2.2,Tmem55a
Q4V8B7,-0.286401796,0.852672031,0.999921583,8.20E-01,39646400,32444800,9.4,5.6,Hsdl1
Q4V8C5-2;Q4V8C5;A0A0G2K5P6,-2.233001325,0.165997242,0.999921583,2.13E-01,6945460,1457820,3,0.6,Arl2bp
Q4V8E1,-0.336077973,0.827542604,0.999921583,7.92E-01,43697000,34534400,6,4.4,Gatad2b
Q4V8E2,-0.045755826,0.97631194,0.999921583,9.69E-01,150170000,145272000,13,9.2,Psmd14
Q4V8F9,-2.031251757,0.204404573,0.999921583,2.45E-01,233108000,56915800,21,5,Hsdl2
Q4V8H5,0.289824485,0.850934771,0.999921583,1.22E+00,404124000,492958000,30.4,29,Dnpep
Q4V8I7,-0.101526792,0.947473579,0.999921583,9.32E-01,33980400,31614000,4.6,4.4,Lrrc8a
Q4V8I9;A0A0G2K542;Q5XFW3,-0.021246353,0.988999189,0.999921583,9.85E-01,361994000,356340000,30,25.2,Ugp2
Q4V8K2,-0.531867735,0.730703738,0.999921583,6.92E-01,18997400,13032000,3.8,3.2,Ctnnbl1
Q4VBH2,-0.297926708,0.846825622,0.999921583,8.13E-01,21864600,17759000,5.6,4,Trnt1
Q505J6,0.456777428,0.76737265,0.999921583,1.37E+00,25102400,34459800,5.8,6,Slc25a18
Q505J8,-0.098302025,0.949139335,0.999921583,9.34E-01,172346000,160908000,23,17.8,Farsa
Q52KJ9,0.10566811,0.945334764,0.999921583,1.08E+00,108010600,115939400,11.2,11.6,Tmx1
Q52KS1;A0A0G2KBC7;P47858,-0.423584691,0.783779577,0.999921583,7.46E-01,1307440000,973066000,59.6,42.4,Pfkm
Q561R9,-1.149268023,0.461546436,0.999921583,4.51E-01,24833600,11102400,6.6,2.4,Lactb2
Q561S0;A0A1W2Q6F8;Q6P6W6,-0.185555985,0.904184986,0.999921583,8.79E-01,244688000,214720000,26.6,14.8,Ndufa10
Q562C2,0.311724271,0.839838989,0.999921583,1.24E+00,16519800,20525600,2.4,3.4,Bop1
Q562C6,0.260462335,0.865864055,0.999921583,1.20E+00,22807800,27265600,4.6,5.6,Lztfl1
Q566C7,-0.110910196,0.942628096,0.999921583,9.26E-01,62470800,57637000,7.6,4.6,Nudt3
Q566E4;Q811S1,-0.202347512,0.895568776,0.999921583,8.69E-01,935958000,811226000,36.2,36.4,Hnrnpr
Q566E5,0.192693886,0.90052067,0.999921583,1.14E+00,20239600,22940400,3.2,3.4,Kdelc2
Q566Q8,0.808189519,0.602289273,0.999921583,1.75E+00,5530800,9591600,1.8,3,Bles03
Q568Z4,-1.988081294,0.213512474,0.999921583,2.52E-01,19174200,4808260,2.4,1.2,Spcs3
Q568Z6,-0.403091695,0.793964663,0.999921583,7.56E-01,20740800,15574400,4.4,2.8,Ist1
Q569A6,0.007647861,0.996040011,0.999921583,1.01E+00,26274800,26351200,5,3.6,Kdelr1
Q56A27,-0.048303328,0.974993564,0.999921583,9.67E-01,101941800,98498000,14.8,8.2,Ncbp1
Q56R15;A0A0G2JZS1;Q3KR98;F1LT58;A0A0H2UHW5;Q56R16,0.07361107,0.961901275,0.999921583,1.05E+00,70135800,73663600,9.6,9,Kpna6;Kpna5
Q56R17,-0.014934579,0.992267121,0.999921583,9.90E-01,153998000,151960000,14,12.6,Kpna4
Q56R18,0.563118037,0.715641961,0.999921583,1.48E+00,43105600,63475200,4.8,8.6,Kpna3
Q5BJ93;M0R5J4;P04764;Q5EB49,-0.176242873,0.908969447,0.999921583,8.85E-01,13742200000,12127400000,494,343.2,Eno1
Q5BJM8,-0.393895796,0.798548138,0.999921583,7.61E-01,8643300,6593400,1.8,0.8,Slc30a7
Q5BJN3,0.014458523,0.992513606,0.999921583,1.01E+00,89215200,89942800,12.2,10.2,Tial1
Q5BJP4,-0.463624662,0.764002571,0.999921583,7.25E-01,243382000,175848000,19.4,15.4,Rbm39
Q5BJP9,0.113453065,0.941315397,0.999921583,1.08E+00,31057200,33582600,6.6,5,Phyhd1
Q5BJQ6,-0.100660475,0.94792105,0.999921583,9.33E-01,24915200,23170200,5.4,3.6,Cstf1
Q5BJT7,-0.066830803,0.965407882,0.999921583,9.55E-01,44442600,42318800,6.8,6.8,Ccdc93
Q5BJZ3,-0.170447633,0.911948576,0.999921583,8.89E-01,653814000,580134000,42,28.2,Nnt
Q5BK07,-0.129894811,0.932831989,0.999921583,9.14E-01,6823000,6163840,1.8,1.4,Ccdc43
Q5BK63,-0.355134898,0.817953973,0.999921583,7.82E-01,205654000,160450000,22.2,11,Ndufa9
Q5BK81;Q5BK81-2,-0.49975383,0.746306441,0.999921583,7.07E-01,107985200,76196800,9.2,6.6,Ptgr2
Q5BKA1;P38062;Q6IRK1;F1LRI8,-0.633371634,0.682247397,0.999921583,6.45E-01,35687400,23074800,8.4,3.6,Metap2
Q5D023;Q62698;A0A096MIY2;O35109;O35108;Q76N43;O35110;A0A096MKA1,0.193902335,0.899900551,0.999921583,1.14E+00,204394000,233538000,20.8,25,Dync1li2
Q5D059;P61980;M0R9K1,-0.242701335,0.874921715,0.999921583,8.45E-01,4435660000,3743920000,144.6,116.4,Hnrnpk;LOC100359916
Q5EAJ6-2,0.847582971,0.584952418,0.999921583,1.80E+00,6750460,12123400,2.4,3,Ikbip
Q5EB77,-0.12549687,0.935100594,0.999921583,9.17E-01,90868000,83063600,9.2,7.8,Rab18
Q5EB90,-0.310815469,0.84029869,0.999921583,8.06E-01,31874400,25527600,4.8,4,Polr2c
Q5EBA4;G3V728,-0.093003844,0.951876662,0.999921583,9.38E-01,44443400,41584600,5.4,3.6,Nipsnap1
Q5EBB0;G3V9A3;Q68FS0,-0.204471085,0.894480088,0.999921583,8.68E-01,373760000,323704000,5.6,3.8,LOC298795;Sfn
Q5EBD4;Q3B8P4;Q8K4F7,0.099794591,0.948368316,0.999921583,1.07E+00,89879600,96121400,15.2,7.8,Dcps
Q5EGY4,0.03856944,0.980031404,0.999921583,1.03E+00,259042000,265410000,18.8,17.2,Ykt6
Q5FVH2,-2.284241131,0.157278687,0.999921583,2.05E-01,14071600,2857800,3.4,1.6,Pld3
Q5FVI6,0.694333712,0.65383107,0.999921583,1.62E+00,19216800,30998600,3.6,4.8,Atp6v1c1
Q5FVL2,-0.844349467,0.586365791,0.999921583,5.57E-01,90577800,50294200,9.4,7.2,Emc8
Q5FVM2;A0A0G2JWZ2;Q7TP38,0.254469131,0.868918258,0.999921583,1.19E+00,73071400,87099400,9.6,7.6,G6pc;Psme3
Q5FVM4,-0.354042477,0.818502809,0.999921583,7.82E-01,769356000,600408000,51.6,42.2,Nono
Q5FVN0,1.195513011,0.444183994,0.999921583,2.29E+00,21217600,48715600,3.4,5.8,Lpcat3
Q5FVQ8;A0A0G2K1Q1,-0.42628024,0.782442885,0.999921583,7.44E-01,31792400,23703600,5.4,3.8,Nlrx1
Q5FWT1,0.408032327,0.791505385,0.999921583,1.33E+00,19231200,25235600,2.4,3.2,Fam98a
Q5FWY5,0.381845836,0.804566709,0.999921583,1.30E+00,38676200,50285400,7.6,7.4,Aip
Q5GFD9,0.157583875,0.918566368,0.999921583,1.12E+00,50495200,56249800,10,7.6,Impact
Q5HZA7;D4A4P1;F1LMX1;O08839-6;O08839-5;O08839-2;O08839;O08839-3;O08839-4,0.423785632,0.783679913,0.999921583,1.34E+00,56793600,76110200,8.4,10.8,Bin1
Q5HZE4,-0.225670009,0.883624897,0.999921583,8.55E-01,82198200,70404000,14.8,8,Mri1
Q5HZV9;R9PXV7,0.172030291,0.911134845,0.999921583,1.13E+00,111407200,125254000,17.2,12.2,Ppp1r7
Q5HZY0,0.127253117,0.934194709,0.999921583,1.09E+00,96050800,104620200,9.4,9.2,Ubxn4
Q5HZY2,-0.201105993,0.896205313,0.999921583,8.70E-01,37406200,32415600,3.6,4.2,Sar1b
Q5HZY3;A0A0G2K2A5,-0.094368609,0.951171487,0.999921583,9.37E-01,22644000,21162400,7,4.2,Uchl5
Q5I0D1,0.125654259,0.935019407,0.999921583,1.09E+00,139064000,151502000,17.6,12.6,Glod4
Q5I0D5,-1.132757226,0.467848825,0.999921583,4.56E-01,63981600,28897800,6.8,2,Lhpp
Q5I0D7,0.832037374,0.591762725,0.999921583,1.78E+00,156980000,279212000,16.8,23.8,Pepd
Q5I0E7,-0.022405489,0.988399066,0.999921583,9.85E-01,125006000,122772000,10.8,10.6,Tmed9
Q5I0F0,0.444863343,0.77324849,0.999921583,1.36E+00,22048200,29949000,5.4,4.6,Drg1
Q5I0G4,0.167073253,0.913683881,0.999921583,1.12E+00,538916000,603482000,31.6,33,Gars
Q5I0H3,0.247177194,0.872637288,0.999921583,1.19E+00,56582600,67040800,5.4,6,Sumo1
Q5I0H4,-0.133817638,0.930809551,0.999921583,9.11E-01,44495400,40507000,4.6,4.4,Tmco1
Q5I0L4,0.506803156,0.742870614,0.999921583,1.42E+00,3356800,4718600,0.8,1.6,Nubp1
Q5I0M7;P04256;Q6P6G9,-0.125772622,0.934958353,0.999921583,9.17E-01,2014200000,1842160000,109.4,82.8,Hnrpa1;Hnrnpa1
Q5I2Z0;G3V9N7,-0.331631536,0.829784063,0.999921583,7.95E-01,23989600,19138800,4,3,Pacsin3
Q5M7A4,0.125508374,0.935094801,0.999921583,1.09E+00,11749960,12844400,2.8,2.2,Uba5
Q5M7A7,-0.459508216,0.766027897,0.999921583,7.27E-01,22999600,16760200,2.2,1.8,Cnrip1
Q5M7T1;A0A0G2JVS7,1.948196981,0.222219064,0.999921583,3.86E+00,2438800,9376000,0.6,2,Ciao1
Q5M7T6,-0.426732649,0.782218699,0.999921583,7.44E-01,44816400,33213000,8.2,3.6,Atp6v0d1
Q5M7T7,-2.470490483,0.128819863,0.999921583,1.80E-01,785768000,141379600,43.4,10.4,Pla2g7
Q5M7U6,0.284070268,0.853855917,0.999921583,1.22E+00,463606000,563596000,29.6,36.4,Actr2
Q5M7V8,0.013959507,0.992771981,0.999921583,1.01E+00,201542000,203032000,13.2,13.4,Thrap3
Q5M7X1;O35142;A0A0G2K0P9,0.321987094,0.834651561,0.999921583,1.25E+00,683330000,852738000,43.8,43.4,Copb2
Q5M808;A0A0G2K3R7;Q5M808-2,-0.847561052,0.584962068,0.999921583,5.56E-01,23303200,12958200,3.6,1.8,NA
Q5M819,-0.570140276,0.71227445,0.999921583,6.74E-01,68811200,46260200,10.4,8.6,Psph
Q5M823,-0.316126483,0.837612838,0.999921583,8.03E-01,58397400,46532800,7.8,4.6,Nudcd2
Q5M827,-0.229365924,0.88173484,0.999921583,8.53E-01,47295000,40273000,8.8,4.8,Pir
Q5M830,-0.897316156,0.563448878,0.999921583,5.37E-01,10267980,5513120,3.2,1.6,Rfc3
Q5M876,0.328512252,0.831357544,0.999921583,1.26E+00,28132600,35323000,3.6,4.4,Acy3
Q5M8C7;Q6P9X7;Q8K581,0.40147909,0.794767727,0.999921583,1.32E+00,4094820,5393200,1.4,2.2,Txndc9
Q5M918;Q32KJ5;F7EQ81,-1.099669032,0.48064134,0.999921583,4.67E-01,250574000,116686000,17.4,9.8,Gns
Q5M920;A0A096MIZ8,-0.178805976,0.907652106,0.999921583,8.83E-01,3153500,2767740,1,1.4,Ebna1bp2
Q5M943;F7FA68,-0.945438034,0.543062542,0.999921583,5.19E-01,25933600,13405400,5.4,1.2,Thumpd1
Q5M9F7,-0.407551299,0.791744612,0.999921583,7.54E-01,20110600,15029000,5.4,2.6,Actr10
Q5M9F8,2.606148275,0.111029326,0.999921583,6.09E+00,3656800,22397400,0.6,3.2,Scyl1
Q5M9G9,-1.489563176,0.343946649,0.999921583,3.56E-01,7603000,2673800,1.6,0.6,Tbrg4
Q5M9H2;P45953,-0.497765852,0.747276304,0.999921583,7.08E-01,420894000,296954000,27.6,20.8,Acadvl
Q5M9H4;P13638,-1.653654863,0.295667843,0.999921583,3.18E-01,664142000,210448000,24.2,12.8,Atp1b2
Q5M9H7;O35824,0.10367875,0.946362129,0.999921583,1.07E+00,200306000,214772000,19.8,15,Dnaja2
Q5M9I2;F1LPQ3;P21139,0.104260968,0.946061444,0.999921583,1.07E+00,84322800,90524200,11.4,10.4,Man2c1
Q5M9I5,-1.276624936,0.414771984,0.999921583,4.13E-01,46157800,18848000,2.8,2.6,Uqcrh
Q5MPA9-3;Q5MPA9;E9PSS1;Q5MPA9-2,0.332589653,0.829301012,0.999921583,1.26E+00,91909800,115528000,8.8,12.6,Dclk2
Q5PPH0,-0.092836856,0.951962948,0.999921583,9.38E-01,38917000,36428400,6,5,Enoph1
Q5PPH9;F7EL36;P49911;A0A0G2K7X0,-0.48827308,0.751913763,0.999921583,7.13E-01,511590000,363652000,24.4,17.8,Anp32a
Q5PPI1,-0.130841996,0.932343625,0.999921583,9.13E-01,8707420,7898140,2.8,2.6,Srsf9
Q5PPJ6,0.176878365,0.908642851,0.999921583,1.13E+00,355100000,400684000,32.6,27.2,Lars
Q5PPL3,0.998868389,0.520926372,0.999921583,2.00E+00,20297800,40475600,3,5,Nsdhl
Q5PQJ6,-0.192708553,0.900513109,0.999921583,8.75E-01,44671600,38977800,4.2,4,Pycrl
Q5PQJ7,0.192160284,0.900794508,0.999921583,1.14E+00,11064200,12551000,2.8,2.6,Tbcel
Q5PQK2,-0.159846753,0.917401742,0.999921583,8.95E-01,598364000,534300000,22.8,17,Fus
Q5PQK5;Q5WQV5;T1SRT4;E9PT65;A0A0G2K095,0.083802552,0.956632068,0.999921583,1.06E+00,530586000,560868000,34.2,24.4,Rdx
Q5PQL2,-0.313567646,0.838906175,0.999921583,8.05E-01,9616480,7651600,3.4,2.6,Rqcd1
Q5PQN0,-0.877624427,0.571911125,0.999921583,5.44E-01,23414000,12702800,2.8,1.2,Ncald
Q5PQN1,-1.004675408,0.518552543,0.999921583,4.98E-01,27323800,13721600,2.6,3.2,Herc4
Q5PQN7,-2.662099662,0.104350536,0.999921583,1.58E-01,15367400,2400000,3.2,2,Lzic
Q5PQR0;E9PTI6,0.150257948,0.922338126,0.999921583,1.11E+00,103006800,114134000,11,9.2,Raly
Q5PQX1-3;Q5PQX1;Q5PQX1-2,-0.320991521,0.835154428,0.999921583,8.01E-01,22930800,18282800,6.2,4,Tor1aip1
Q5PQZ9,-0.35766187,0.816684803,0.999921583,7.80E-01,81431600,63353000,9.2,5.8,Ndufc2
Q5QD51;Q5QD51-3;Q5QD51-2;Q62766,0.184420317,0.904768208,0.999921583,1.14E+00,205442000,232900000,24.6,20.8,Akap12
Q5QJC9,-0.179596615,0.907245936,0.999921583,8.83E-01,16438200,14408400,3.8,2,Bag5
Q5RJK5,-0.3439457,0.82358024,0.999921583,7.88E-01,156128000,122560000,14,8.2,LOC100360260
Q5RJK6,-0.552190103,0.720894621,0.999921583,6.82E-01,12368200,8420800,3.8,3,Inpp1
Q5RJN0,-0.676371108,0.662147318,0.999921583,6.26E-01,54122000,33739400,7.2,3.8,Ndufs7
Q5RJR2,0.433796943,0.778719603,0.999921583,1.35E+00,208468000,281084000,19.6,21.2,Twf1
Q5RJR8,0.22291948,0.885031984,0.999921583,1.17E+00,273824000,318716000,21.8,16.6,Lrrc59
Q5RJR9,0.2439495,0.874284554,0.999921583,1.18E+00,3237340000,3827300000,149.4,148.6,Serpinh1
Q5RK08,-0.433009197,0.779109538,0.999921583,7.41E-01,137888000,101925600,14.8,7.6,Gbas
Q5RK09,0.227162848,0.882861381,0.999921583,1.17E+00,155724000,181932000,15.6,13.4,Eif3g
Q5RK10;P35427;A0A1W2Q6L2,0.238468055,0.877083399,0.999921583,1.18E+00,354718000,417292000,17.2,21.6,Rpl13a
Q5RK17;D4A7Z5,0.16302472,0.915766495,0.999921583,1.12E+00,28879200,32214000,4,4.4,Diablo;LOC100360940
Q5RK30,-0.231949146,0.88041426,0.999921583,8.51E-01,82522800,70184600,12.2,6.8,Sbds
Q5RKG9,-0.131650272,0.931927052,0.999921583,9.13E-01,64861200,59041200,5.8,7.6,Eif4b
Q5RKH0,-0.935414625,0.547274297,0.999921583,5.23E-01,40629000,21268800,5.8,2.4,Glyr1
Q5RKH2,0.37682394,0.807078789,0.999921583,1.30E+00,86903600,112714400,9.2,12.6,Galk1
Q5RKH5;A0A0G2K9C8,-1.981627702,0.214901697,0.999921583,2.53E-01,10497800,2696200,1.6,0.4,Phkb
Q5RKI0,0.112138904,0.941993781,0.999921583,1.08E+00,2983400000,3215360000,98.4,108.8,Wdr1
Q5RKI1;A0A0G2K8B7,-0.081653775,0.957742858,0.999921583,9.45E-01,222416000,210032000,19.8,17.6,Eif4a2
Q5RKI5,0.592478263,0.701605023,0.999921583,1.51E+00,19646800,29616600,3,4.8,Flii
Q5RKJ4;Q04631,0.145724339,0.924673263,0.999921583,1.11E+00,31093400,34321600,7.2,5.6,Fnta
Q5RKJ9;Q7TQ88;P35281,0.021105522,0.989072103,0.999921583,1.01E+00,470180000,475680000,42.2,31.6,Rab10
Q5U1W6,-0.184391865,0.904782821,0.999921583,8.80E-01,22929200,20134600,6.4,3.4,Apool
Q5U1Z0;F1LMT8;D4ABP4,1.022016124,0.511502413,0.999921583,2.03E+00,7451800,15106800,2.2,2.4,Rab3gap2
Q5U1Z2,-0.074714958,0.961330445,0.999921583,9.50E-01,38069000,36027200,6,4,Trappc3
Q5U1Z9,-0.075891557,0.960722041,0.999921583,9.49E-01,20237400,19173400,4.2,2,Mtx2
Q5U204,-2.717299151,0.098116103,0.999921583,1.52E-01,35776400,5376400,5.4,0.6,Lamtor3
Q5U214,-0.049627302,0.974308415,0.999921583,9.66E-01,153854000,148264000,13,11.4,Snrpa
Q5U216,-2.632874996,0.107792905,0.999921583,1.61E-01,16186600,2624200,2.6,1.4,Ddx39a
Q5U2N0,0.642978139,0.677733532,0.999921583,1.56E+00,9842400,15273400,1.4,2.8,Ctps2
Q5U2Q3,0.043816269,0.977315744,0.999921583,1.03E+00,43363800,44645000,7.4,4.8,NA
Q5U2Q5,-0.158350702,0.918171686,0.999921583,8.96E-01,344036000,307784000,23.4,19.4,Rrm1
Q5U2Q7,0.380327636,0.80532591,0.999921583,1.30E+00,132976000,172856000,17.4,14,Etf1
Q5U2R0;A0A0G2JT30,0.174846786,0.909686994,0.999921583,1.13E+00,24887400,28012800,3.4,3.4,Mat2b
Q5U2R7,0.189032516,0.902399982,0.999921583,1.14E+00,90938800,103387400,10.2,7.4,Mesdc2
Q5U2S7,-0.092834977,0.951963918,0.999921583,9.38E-01,614056000,574200000,43.6,40.2,Psmd3
Q5U2T0;F7EZZ0;A0A0G2K264,-0.206938089,0.893215529,0.999921583,8.66E-01,23214200,20161000,5,3.4,Dap3
Q5U2T9,-1.039495211,0.50445413,0.999921583,4.86E-01,17361800,8353400,4.6,1.4,Fkbp5
Q5U2U0,-2.437351821,0.133528685,0.999921583,1.85E-01,66752200,12240600,10.2,2.8,Clpx
Q5U2U2,0.127515738,0.934059255,0.999921583,1.09E+00,183782000,200370000,24.6,14.2,Crkl
Q5U2U7,-0.065642933,0.966022304,0.999921583,9.56E-01,59249800,56494600,10,8.6,Rnmt
Q5U2V1;A0A096MJW1,0.440254588,0.775525467,0.999921583,1.36E+00,55612800,75320400,5.2,8,Fkbp10
Q5U2V8,-0.031527487,0.983676595,0.999921583,9.78E-01,51350800,50145800,6,4.2,Emc3
Q5U2X6,-0.056671427,0.9706635,0.999921583,9.61E-01,115275400,110555800,13.6,16.6,Ccdc47
Q5U2Z3;A0A0H2UHZ2,0.031687037,0.983594001,0.999921583,1.02E+00,395268000,403572000,25.2,20.2,Nap1l4
Q5U300,0.167500957,0.913463904,0.999921583,1.12E+00,3857760000,4325620000,126.8,121.8,Uba1
Q5U302;A0A0G2JYF7,0.167038591,0.913701708,0.999921583,1.12E+00,1664980000,1865040000,72,72,Ctnna1
Q5U316,0.226724176,0.883085729,0.999921583,1.17E+00,36969000,43027400,5,5,Rab35
Q5U318,-0.515944028,0.738425041,0.999921583,6.99E-01,940102000,654242000,57.8,30.2,Pea15
Q5U328;P13383;C1KE06;Q9QZX1,0.03915489,0.979728373,0.999921583,1.03E+00,1987740000,2037820000,89.8,78.2,Ncl;NRP
Q5U3Y8;M0R5M7,-0.362864756,0.814073391,0.999921583,7.78E-01,166264000,128693000,12.4,6.2,Btf3;RGD1563812
Q5U3Z7,-0.431471375,0.779870945,0.999921583,7.42E-01,957352000,708332000,54.4,36.8,Shmt2
Q5U401;A0A0H2UHA7;Q63424,-0.43285066,0.779188022,0.999921583,7.41E-01,99421400,73526800,8.8,5.8,Slc15a2
Q5UAJ5;Q8SEZ4;Q8HIC8;P11608,-0.115147686,0.94044061,0.999921583,9.23E-01,4929600,4484300,0.8,0.8,ATP8;Mt-atp8
Q5VLR5,0.349417349,0.820827614,0.999921583,1.27E+00,189304000,240806000,21.4,20.4,Erp44
Q5XFV9;B0K038;Q6P3E1;P62250;A0A1W2Q631,0.010600683,0.994511092,0.999921583,1.01E+00,907868000,912164000,36.8,37.4,Rps16
Q5XFW8,0.060168255,0.968854354,0.999921583,1.04E+00,141104000,146554000,11.8,8.8,Sec13
Q5XFX0,0.826205811,0.594328013,0.999921583,1.77E+00,142486000,252004000,12,18,Tagln2
Q5XHX3;A0A0G2K6I4,-0.157120918,0.918804661,0.999921583,8.97E-01,32452600,29045400,5.6,3.2,Enah
Q5XHY0,-2.360825988,0.14497924,0.999921583,1.95E-01,25656200,4894600,3.8,0.8,Ddx18
Q5XHZ0,-0.353127165,0.818962744,0.999921583,7.83E-01,722792000,563872000,41.2,35.2,Trap1
Q5XI01;M0RC12;M0R7D1,-0.681003239,0.659998121,0.999921583,6.24E-01,34036800,21149800,5.6,2.4,Larp7
Q5XI04,-1.827240587,0.250393205,0.999921583,2.82E-01,24176600,6879400,4.2,1.4,Stom
Q5XI18;A0A0G2K756;G3V6E4;Q7TNY6,0.393514542,0.798738664,0.999921583,1.31E+00,107557600,140944000,9,10.6,Acbd3
Q5XI19;A0A0G2JWC7,-0.0089768,0.995351908,0.999921583,9.94E-01,735316000,729508000,41.6,36,Fermt2
Q5XI21,0.37036606,0.810312481,0.999921583,1.29E+00,41413000,53364400,2.4,4.8,Tom1
Q5XI26,1.921575451,0.228190368,0.999921583,3.79E+00,9186200,34778400,0.8,4.2,Stat2
Q5XI28,0.166283888,0.914089887,0.999921583,1.12E+00,67686600,75757400,9.2,7.4,Raver1
Q5XI31,-0.347004764,0.822041007,0.999921583,7.86E-01,58198400,45550400,5.4,3.6,Pigs
Q5XI32;A0A0G2JYB1,0.098992571,0.948782611,0.999921583,1.07E+00,588076000,628830000,37.6,38.6,Capzb
Q5XI34,0.022659763,0.988267421,0.999921583,1.02E+00,1887620000,1912560000,93.2,76.2,Ppp2r1a
Q5XI67,-0.069577957,0.963986994,0.999921583,9.53E-01,6925600,6556840,1.4,2,Fbxo30
Q5XI72;A0A0G2KAW7,0.075301129,0.96102734,0.999921583,1.05E+00,177102000,185940000,9.6,7,Eif4h
Q5XI73,0.363101991,0.813954375,0.999921583,1.29E+00,2221300000,2850220000,55.2,58.8,Arhgdia
Q5XI77,-0.060060314,0.968910196,0.999921583,9.59E-01,109962400,105267400,15,10.6,Anxa11
Q5XI78,0.063287017,0.967240961,0.999921583,1.04E+00,535452000,558584000,39,34.2,Ogdh
Q5XI83,0.269398385,0.861314407,0.999921583,1.21E+00,34233200,41211200,7.2,5.4,NA
Q5XI85;M0R9I6,-1.563532798,0.32151195,0.999921583,3.38E-01,48334600,16232000,10.6,2.8,Amt
Q5XI97,0.210254276,0.891516371,0.999921583,1.16E+00,13388800,15471800,3,4.6,Aarsd1
Q5XIA5,-0.446395064,0.77249218,0.999921583,7.34E-01,50194400,36877600,6.4,4,Coasy
Q5XIA6,-1.108579023,0.477175289,0.999921583,4.64E-01,39139000,18050400,7.4,3.2,Smpd1
Q5XIA8,-0.924614519,0.551832591,0.999921583,5.27E-01,19166000,10117000,5.6,2.6,Ghitm
Q5XIB7,-1.131265692,0.468420202,0.999921583,4.57E-01,11960460,5446400,2.8,1,Tsen34
Q5XIC0,-0.519317855,0.736786569,0.999921583,6.98E-01,231600000,161356000,21.2,15.6,Eci2
Q5XIC6,0.087359974,0.954793303,0.999921583,1.06E+00,321346000,340804000,27,24,Psmd12
Q5XID1,-2.079191965,0.194666718,0.999921583,2.37E-01,20243000,4858600,3,1.2,Ciapin1
Q5XIE0,-1.366237046,0.383835598,0.999921583,3.88E-01,337798000,131324000,16.2,4.2,Anp32e
Q5XIE6;Q5XIE6-2,-0.959626833,0.537132535,0.999921583,5.14E-01,67927800,34863600,12.2,6,Hibch
