Lipid name,logFC,FoldChange,PValue,FDR,C1,C2,C3,C4,C5,AverageC,R1,R2,R3,R4,R5,AverageR,lipid_class
Lyso_PE(24:6),0.012904798,1.00898505,0.892431339,0.999011847,1084.640083,1055.440071,1007.080067,1017.22007,1048.54007,1042.584072,1056.340069,1071.280071,1050.060078,1044.060081,1027.38007,1049.824074,
Lyso_PG(12:0),0.172815812,1.127256487,0.067671521,0.54318157,1234.060097,1148.580078,1269.700085,1302.60009,1289.720093,1248.932088,1451.900101,1479.880104,1117.620071,1521.220093,1450.64011,1404.252096,
Lyso_PG(13:0),0.011026479,1.007672255,0.907540013,0.999011847,1179.380081,1134.00008,1181.840084,1184.440083,1230.600098,1182.052085,1170.700081,1161.360081,1254.500088,1186.200092,1172.600082,1189.072085,
Lyso_PG(14:0),0.013507452,1.009406619,0.887060705,0.999011847,1134.920071,1201.580093,1127.82008,1065.480072,1120.440086,1130.04808,1112.16008,1133.560081,1168.040085,1161.080078,1117.080074,1138.38408,
Lyso_PG(14:1),0.016681881,1.011630108,0.860279884,0.999011847,1407.480095,1362.600101,1246.800091,1036.340092,1125.540077,1235.752091,1307.92009,1235.940079,1277.420078,1244.220081,1169.860085,1247.072083,
Lyso_PG(15:0),0.091418209,1.065417002,0.335761096,0.999011847,1103.620064,1113.520081,1289.700089,1126.260082,1076.080078,1141.836079,1257.780075,1091.600075,1275.040092,1168.800087,1278.100098,1214.264085,
Lyso_PG(15:1),0.072902125,1.051830419,0.442605595,0.999011847,1230.7201,1079.120079,1111.580078,1254.820091,1099.600071,1155.168084,1318.680103,1101.480091,1257.060089,1311.340084,1079.480083,1213.60809,
Lyso_PG(16:0),0.033667924,1.023611261,0.722798919,0.999011847,1182.040073,1123.380066,1199.420078,1263.140087,1138.480068,1181.292075,1240.920094,1270.080082,1196.860088,1183.940086,1144.34008,1207.228086,
Lyso_PG(16:1),-0.120671748,0.919759292,0.203243751,0.999011847,1349.860088,1215.680084,1289.140087,1298.28009,1229.780094,1276.548089,1136.260094,1124.660069,1211.540089,1167.160084,1218.580074,1171.640082,
Lyso_PG(17:0),0.049707389,1.03505497,0.598830827,0.999011847,1542.940105,1310.380089,1233.540089,1371.780102,1195.800087,1330.888094,1252.040096,1338.620102,1347.500092,1552.680099,1379.820091,1374.132096,
Lyso_PG(17:1),0.063158247,1.044750354,0.505680237,0.999011847,1292.840088,1086.140083,1174.24007,1281.640095,1052.140079,1177.400083,1163.50008,1260.400085,1210.040085,1298.080082,1205.600079,1227.524082,
Lyso_PG(17:2),0.015123866,1.010538205,0.873595933,0.999011847,1153.260078,1165.280087,1216.060085,1116.84008,1059.340076,1142.156081,1141.080082,1220.66008,1187.160076,1145.140076,1066.300076,1152.068078,
Lyso_PG(18:0),0.046196584,1.032539222,0.626813408,0.999011847,1263.100086,1128.800083,1181.200085,1030.620079,1126.760082,1146.096083,1285.900085,1208.200092,1176.200085,1068.82008,1163.900085,1180.604086,
Lyso_PG(18:1),0.066710909,1.04732624,0.48300068,0.999011847,1189.840088,1093.520077,1079.620079,1077.440075,1121.480072,1112.380078,1224.580082,1201.920078,1243.500092,1048.08007,1097.120075,1163.040079,
Lyso_PG(18:2),0.018200232,1.01269535,0.848271178,0.999011847,1185.960091,1090.220081,1157.860077,1147.920094,1029.300072,1122.252083,1183.580086,1152.400085,1112.340076,1039.640072,1182.200096,1134.032083,
Lyso_PG(18:3),0.059538185,1.042132115,0.531108091,0.999011847,1125.340076,1150.380077,1147.340092,1158.280079,1049.980076,1126.26408,1167.260082,1122.080086,1228.140076,1131.12009,1209.560078,1171.632082,
Lyso_PG(18:4),0.015275829,1.010644653,0.872484713,0.999011847,1100.700073,1140.240074,1149.420078,1094.60009,1062.980064,1109.588076,1153.08009,1141.28009,1131.020081,1107.840088,1063.860077,1119.416085,
Lyso_PG(19:0),0.116802718,1.084329122,0.213907043,0.999011847,1840.980122,1396.900097,1487.980099,1628.820114,1378.960098,1546.728106,1841.100136,1611.820126,1704.780109,1604.020111,1608.260109,1673.996118,
Lyso_PG(19:1),0.061818496,1.043780602,0.514426123,0.999011847,1125.260071,1238.820095,1239.100082,1076.280075,1330.320084,1201.956081,1272.300076,1345.600094,1183.980095,1300.580093,1157.400078,1251.972087,
Lyso_PG(20:0),0.178673076,1.131842391,0.058515063,0.485744883,1346.900108,1204.740089,1268.760086,1491.300095,1187.260098,1299.792095,1446.320091,1520.560104,1368.600098,1433.240089,1571.840103,1468.112097,
Lyso_PG(20:1),-0.007083792,0.995101924,0.940576643,0.999011847,1254.880089,1160.240082,1140.880085,1169.780083,1084.040073,1161.964082,1177.440086,1053.920074,1271.92009,1120.020077,1148.400085,1154.340083,
Lyso_PG(20:2),0.077950206,1.055517286,0.412712108,0.999011847,1172.620079,1074.720078,1053.300076,1107.280083,1045.420067,1090.668076,1197.320084,1122.640079,1229.020088,1089.480083,1108.260078,1149.344083,
Lyso_PG(20:3),-0.022143161,0.984768718,0.815886008,0.999011847,1254.620075,1064.020061,1204.100082,1117.940075,1090.540081,1146.244075,1150.120083,1078.100086,1083.000084,1168.440083,1150.34008,1126.000083,
Lyso_PG(20:4),0.003958505,1.002747595,0.966840899,0.999011847,1163.560081,1102.520069,1086.960079,1063.68008,1085.080082,1100.360078,1173.460079,1194.720081,1058.280075,1049.660076,1029.480068,1101.120076,
Lyso_PG(20:5),-0.014335768,0.99011241,0.880117985,0.999011847,1139.980076,1166.120075,1207.540096,1134.200085,1137.760082,1157.120083,1218.780083,1061.340073,1178.940079,1128.620075,1131.020084,1143.740079,
Lyso_PG(21:0),0.153474756,1.11224511,0.10227375,0.724117447,1572.74012,1356.480095,1555.840099,1398.220093,1902.940144,1557.24411,1653.360115,1648.260105,2536.52018,1683.42012,1141.040081,1732.52012,
Lyso_PG(22:0),-0.117130307,0.922019835,0.213794969,0.999011847,1377.92009,1556.780106,1342.000095,1749.160126,1683.760124,1541.924108,1322.10009,1304.700108,1332.300106,1689.280121,1449.560097,1419.588104,
Lyso_PG(22:1),-0.03095231,0.978774005,0.743959913,0.999011847,1122.560081,1212.040085,1327.520084,1484.720097,1144.700085,1258.308086,1178.780083,1177.980083,1274.640095,1110.720085,1406.600105,1229.74409,
Lyso_PG(22:2),-0.003273014,0.997733891,0.972529332,0.999011847,1147.860085,1200.460079,1148.100086,1161.900082,1114.700089,1154.604084,1284.440083,1070.820076,1102.920082,1219.060089,1073.600067,1150.168079,
Lyso_PG(22:4),0.039059095,1.027443524,0.681098786,0.999011847,1103.54007,1078.700085,1153.620087,1205.820091,1152.440083,1138.824083,1218.160088,1151.520077,1291.680103,1101.160076,1081.82008,1168.868085,
Lyso_PG(22:6),0.088352081,1.0631551,0.352368166,0.999011847,1206.380089,1055.740082,1238.680092,1073.160072,1094.360077,1133.664082,1139.140091,1168.380089,1521.760117,1123.360077,1066.220074,1203.772089,
Lyso_PI(12:0),-0.011140666,0.992307618,0.90676749,0.999011847,1238.600079,1071.900074,1111.140079,1161.280083,1089.060074,1134.396078,1176.300083,1155.900078,1132.460079,1080.760078,1072.340073,1123.552078,
Lyso_PI(13:0),-0.0727408,0.950829916,0.442404366,0.999011847,1627.240112,1466.660099,1182.700089,1087.160076,1162.460087,1305.244093,1195.780083,1414.260101,1188.340084,1144.120079,1242.260094,1236.952088,
Lyso_PI(14:0),-0.208859519,0.865220936,0.027802304,0.280075556,1260.980091,1145.020084,1339.300095,1405.780094,1310.720089,1292.360091,1069.720081,1094.680073,1115.040077,1181.800079,1119.760075,1116.200077,
Lyso_PI(14:1),0.068265522,1.048455421,0.471532687,0.999011847,1202.540081,1296.960098,1232.980083,1205.980083,1068.200077,1201.332085,1221.940094,1304.060089,1196.860077,1120.940079,1437.620098,1256.284087,
Lyso_PI(15:0),-0.080466674,0.945751672,0.396586219,0.999011847,1305.440083,1477.160103,1149.820087,1074.620087,1139.32008,1229.272088,1203.08009,1132.720089,1134.48008,1131.880077,1196.420082,1159.716084,
Lyso_PI(15:1),-0.048567323,0.966896034,0.609452692,0.999011847,1276.260101,1214.060085,1131.26009,1054.300079,1155.460087,1166.268089,1096.220081,1116.780083,1194.300083,1108.620075,1109.700073,1125.124079,
Lyso_PI(16:0),0.100771396,1.072346684,0.28903488,0.999011847,1162.920086,1117.220081,1037.280071,1166.640087,1099.960079,1116.804081,1190.360092,1336.240097,1045.260078,1290.880081,1112.320087,1195.012087,
Lyso_PI(16:1),-0.048920244,0.966659535,0.604613536,0.999011847,1313.880104,1396.100113,1449.2201,1406.680092,1325.500092,1378.2761,1397.040092,1392.360107,1435.100094,1223.780094,1205.420074,1330.740092,
Lyso_PI(17:0),-0.174611413,0.886006131,0.061330329,0.505806722,2282.560158,2166.88015,2406.900173,2266.580147,2192.340157,2263.052157,1990.460155,1518.220112,2232.88015,2186.88018,2080.700153,2001.82815,
Lyso_PI(17:1),-0.006856006,0.995259052,0.941258415,0.999011847,2406.600174,2484.160194,2514.160183,2572.340172,2151.760147,2425.804174,2671.080208,2315.720165,2286.640167,2417.500179,2360.680164,2410.324177,
Lyso_PI(17:2),0.065666799,1.046568541,0.489074207,0.999011847,1243.860088,1121.000092,1212.700089,1123.34008,1129.340084,1166.048087,1112.280067,1128.220089,1356.8801,1390.780087,1102.840073,1218.200083,
Lyso_PI(18:0),0.088074829,1.062950806,0.353762351,0.999011847,1117.420071,1147.28009,1128.280064,1116.900082,1193.820087,1140.740079,1239.640083,1108.940079,1432.08012,1183.180084,1093.300079,1211.428089,
Lyso_PI(18:1),0.105785935,1.076080446,0.253985448,0.999011847,2203.36018,2902.840233,2659.160164,2828.020233,3463.600262,2811.396214,3329.840233,2255.500145,3216.68021,2745.840206,3561.500256,3021.87221,
Lyso_PI(18:2),0.073163718,1.052021157,0.437731587,0.999011847,1530.92012,1308.900093,1451.820103,1232.500095,1532.020096,1411.232101,1442.880112,1220.020084,1405.480099,1631.64011,1699.900127,1479.984106,
Lyso_PI(18:3),0.217499546,1.162716639,0.018688847,0.215533776,3284.98019,3178.98016,2895.260212,3661.720291,3548.400234,3313.868217,3932.280277,3410.620224,3469.400219,4117.32024,4296.580276,3845.240247,
Lyso_PI(18:4),0.064526265,1.045741495,0.490898451,0.999011847,1820.680122,1427.520107,1749.500114,1859.980122,1976.800129,1766.896119,2018.720161,1774.320122,1779.30014,2072.900154,1580.58012,1845.16414,
Lyso_PI(19:0),0.065078606,1.046141938,0.479346951,0.999011847,5050.06041,6594.020432,4890.020351,5437.600372,4985.700325,5391.480378,4410.460308,7453.900501,6613.700405,4031.240265,5646.560356,5631.172367,
Lyso_PI(19:1),-0.060186936,0.959139832,0.518176385,0.999011847,2201.800159,2591.380207,2052.720146,2194.720142,2670.580166,2342.240164,2262.620163,2034.240143,2278.28017,2201.940128,2434.040188,2242.224158,
Lyso_PI(20:0),0.004899749,1.003402021,0.958496919,0.999011847,1285.040081,1392.900101,2025.100151,1091.440079,1732.140102,1505.324103,1177.820084,1566.620106,1411.040096,1651.940105,1716.040115,1504.692101,
Lyso_PI(20:1),0.025091513,1.017544235,0.790859116,0.999011847,1324.460083,1193.980083,1201.460094,1578.580112,1153.580086,1290.412092,1115.860073,1123.340073,1179.34008,1396.520096,1732.040112,1309.420087,
Lyso_PI(20:2),-0.015877284,0.989055042,0.866887786,0.999011847,1215.760086,1212.560081,1318.120087,1188.300091,1398.140076,1266.576084,1206.700085,1198.080086,1262.220085,1444.940109,1140.160076,1250.420088,
Lyso_PI(20:3),0.073241558,1.052077919,0.432052039,0.999011847,1331.160099,2570.5602,3436.000221,1624.080109,1816.46011,2155.652148,2086.200134,2414.50016,2316.42017,2592.540203,1908.54015,2263.640163,
Lyso_PI(20:4),-0.14951426,0.901553955,0.114982682,0.767062249,1367.320087,1206.360088,1291.68008,1228.94009,1334.900085,1285.840086,1130.320084,1254.800102,1152.500095,1108.340073,1136.820076,1156.556086,
Lyso_PI(20:5),-0.136848274,0.909503898,0.137700636,0.864806088,5242.480301,5112.720352,3713.580299,3914.600269,5860.560455,4768.788335,4000.180275,3501.18026,5356.920383,4233.480309,4554.020329,4329.156311,
Lyso_PI(21:0),-0.074983724,0.949352831,0.421013965,0.999011847,2053.260155,2626.80022,2312.380161,2604.480179,1941.500141,2307.684171,2068.38015,1712.700127,2300.140175,2295.520138,2560.68018,2187.484154,
Lyso_PI(22:0),-0.148327718,0.902295741,0.112853786,0.762002102,2391.820164,1851.580132,1930.420135,1861.960144,2027.800144,2012.716144,1712.98011,1718.940117,1639.540123,1824.820137,2151.020149,1809.460127,
Lyso_PI(22:1),0.014690559,1.01023474,0.874513741,0.999011847,1737.920124,1627.720112,2815.900185,3046.920246,2929.860199,2431.664173,2646.560188,2175.000141,2850.140171,2250.240131,2365.360157,2457.460158,
Lyso_PI(22:2),0.149546473,1.109220722,0.110455257,0.76051991,1968.70013,1626.700108,1761.100098,1850.400135,1349.08009,1711.196112,1964.460163,1643.580135,1951.10014,2147.720154,1767.280109,1894.82814,
Lyso_PI(22:4),-0.142334797,0.906051653,0.133094199,0.84498325,1245.140091,1202.58009,1494.100109,1269.260086,1372.740093,1316.764094,1111.960083,1083.780079,1132.160076,1505.440117,1119.100082,1190.488087,
Lyso_PI(22:6),-0.025577901,0.982426988,0.787136101,0.999011847,1276.420078,1473.940094,1345.740086,1197.940086,1068.600067,1272.528082,1231.12009,1380.860096,1224.900089,1295.58009,1105.840069,1247.660087,
Lyso_PS(12:0),-1.17E-04,0.999919205,0.999011847,0.999011847,1633.840111,1632.100113,1459.760098,1347.7201,1537.3801,1522.160104,1785.220135,1291.920086,1504.900112,1477.380104,1535.160099,1518.916107,
Lyso_PS(13:0),0.026989003,1.01888343,0.775977665,0.999011847,1243.980095,1282.740089,1067.380085,1110.480076,1332.7201,1207.460089,1221.220089,1240.620079,1244.200085,1252.680084,1180.360088,1227.816085,
Lyso_PS(14:0),-0.042660835,0.970862685,0.651230101,0.999011847,1514.980118,1659.940121,1203.960087,1314.380093,1426.160103,1423.884104,1392.340103,1485.780117,1421.500103,1273.12009,1325.620094,1379.672102,
Lyso_PS(14:1),0.195434587,1.145069041,0.03373307,0.324572678,3427.30022,9602.000641,3951.06031,3721.300301,4728.100357,5085.952366,6936.460583,11051.28075,3449.520229,4142.420258,3485.180252,5812.972414,
Lyso_PS(15:0),-0.050588228,0.965542569,0.591419548,0.999011847,1301.08009,1934.160137,1511.440105,1354.060101,1340.78009,1488.304105,1375.880089,1915.460148,1443.140099,1143.960068,1293.700092,1434.428099,
Lyso_PS(15:1),-0.348116531,0.785609058,1.78E-04,0.004312396,2714.740196,6065.240498,2584.980156,1897.780125,2803.140167,3213.176228,1591.840111,4564.4603,2737.700191,1523.780125,2166.600113,2516.876168,
Lyso_PS(16:0),0.024291467,1.016980112,0.797877843,0.999011847,1273.520096,1337.960098,1163.620083,1077.180077,1174.880085,1205.432088,1180.340073,1522.720093,1148.48008,1118.50008,1143.560078,1222.720081,
Lyso_PS(16:1),0.070648804,1.050188865,0.455875962,0.999011847,1222.740097,1367.5401,1256.840088,1176.840076,1094.66008,1223.724088,1230.180103,1270.480083,1181.840084,1285.080086,1440.420109,1281.600093,
Lyso_PS(17:0),0.253780374,1.192327346,0.005592111,0.086533596,8156.220535,22141.74146,8328.24062,8352.840523,11492.18076,11694.24478,13762.28107,27034.76191,9763.840649,10268.64074,8743.740585,13914.65299,
Lyso_PS(17:1),-0.001366881,0.999052999,0.988541613,0.999011847,1126.080086,1149.260067,1040.620079,1152.440094,1108.10009,1115.300083,1090.460079,1187.060093,1089.300072,1142.48008,1051.920071,1112.244079,
Lyso_PS(17:2),0.038399414,1.026973827,0.686352509,0.999011847,1079.580074,1198.040081,1218.220085,1042.160072,1085.480072,1124.696077,1185.740082,1092.560085,1201.840084,1082.38007,1201.100079,1152.72408,
Lyso_PS(18:0),0.018812136,1.013124965,0.842727913,0.999011847,1209.360096,1420.560108,1125.000072,1159.90007,1183.580078,1219.680085,1255.780102,1412.700104,1216.98008,1118.460075,1162.880077,1233.360088,
Lyso_PS(18:1),-0.049081908,0.96655122,0.606383259,0.999011847,1059.720074,1136.58009,1145.540085,1052.200069,1162.380081,1111.28408,1105.120075,1047.340076,1028.440067,1055.020081,1122.88007,1071.760074,
Lyso_PS(18:2),0.003920776,1.002721371,0.967085917,0.999011847,1270.440102,1235.600098,1166.260082,1063.900066,1064.960075,1160.232085,1183.880085,1183.880089,1286.520092,1095.380077,1056.840076,1161.300084,
Lyso_PS(18:3),0.125154425,1.090624466,0.187403204,0.999011847,1159.640072,1111.960079,1150.700085,1094.340092,1192.040085,1141.736082,1381.500088,1277.940086,1215.740089,1243.240082,1097.360081,1243.156085,
Lyso_PS(18:4),-0.070355091,0.952403554,0.459521126,0.999011847,1181.240082,1229.10009,1197.580078,1073.160072,1121.38007,1160.492078,1143.220074,1147.740074,1055.000076,1074.880081,1092.660076,1102.700076,
Lyso_PS(19:0),0.005654079,1.003926799,0.952257797,0.999011847,1434.600105,1375.900085,1450.880093,1303.560093,1293.320087,1371.652093,1181.200081,1890.00013,1206.240086,1319.780098,1267.400105,1372.9241,
Lyso_PS(19:1),-0.138137881,0.908691267,0.144891148,0.891318084,1422.240105,1281.380096,1201.160072,1414.560104,1262.560085,1316.380093,1215.200089,1197.560078,1220.920082,1193.860096,1143.580086,1194.224086,
Lyso_PS(20:0),0.07253621,1.051563674,0.441885156,0.999011847,1145.62009,2035.360153,1358.540089,1129.400078,1283.860096,1390.556101,1318.140099,2255.620144,1422.240093,1094.520073,1206.060089,1459.3161,
Lyso_PS(20:1),-0.060000457,0.959263816,0.527939381,0.999011847,1282.620094,1157.360085,1182.900097,1125.520088,1116.700085,1173.02009,1168.640087,1162.120083,1142.900082,1087.700081,1053.340073,1122.940081,
Lyso_PS(20:2),-0.019721689,0.986422978,0.835728378,0.999011847,1130.720081,1268.320084,1079.640076,1165.880077,1068.460075,1142.604079,1136.700081,1079.88007,1096.240086,1179.200085,1133.020077,1125.00808,
Lyso_PS(20:3),-0.081716325,0.944932824,0.389954311,0.999011847,1226.180084,1264.620075,1073.420074,1208.080074,1160.980087,1186.656079,1107.460079,1212.860088,1096.980072,1067.900074,1110.200085,1119.08008,
Lyso_PS(20:4),-0.017603526,0.987872306,0.8530559,0.999011847,1137.980068,1323.400097,1079.640072,1126.660084,1142.700073,1162.076079,1239.720104,1191.84008,1101.98008,1072.820072,1123.16008,1145.904083,
Lyso_PS(20:5),0.028031974,1.01962028,0.768019805,0.999011847,1195.440083,1151.100075,1093.820076,1074.700077,1214.960083,1146.004079,1192.860088,1120.760086,1204.780083,1111.700085,1200.160084,1166.052085,
Lyso_PS(21:0),0.059656032,1.042217245,0.529966071,0.999011847,1138.340088,1095.080082,1105.920086,1228.940113,1176.740074,1149.004089,1221.740093,1190.48008,1247.960094,1152.180084,1166.780098,1195.82809,
Lyso_PS(22:0,-0.074718398,0.949527443,0.427321592,0.999011847,1451.420116,1384.940098,1576.180115,1606.100113,1786.620129,1561.052114,1335.100098,1375.840084,1642.400093,1686.280113,1362.520107,1480.428099,
Lyso_PS(22:1),0.011084216,1.007712583,0.906696858,0.999011847,1392.7001,1438.960125,1305.000084,1251.08009,1180.040077,1313.556095,1250.900085,1282.780094,1437.220093,1243.360092,1389.8601,1320.824093,
Lyso_PS(22:2),-0.127584596,0.915362696,0.179248062,0.999011847,1194.300083,1343.740101,1138.360077,1202.360081,1257.200096,1227.192088,1111.880085,1128.280079,1137.100079,1092.860069,1136.12009,1121.24808,
Lyso_PS(22:4),0.058921629,1.04168684,0.535799666,0.999011847,1134.540073,1048.400078,1117.300079,1096.340084,1090.500072,1097.416077,1223.620087,1061.940075,1209.020088,1128.580078,1083.920078,1141.416081,
Lyso_PS(22:6),-0.00987242,0.99318032,0.917040732,0.999011847,1158.020081,1470.2001,1184.740093,1142.540089,1268.860088,1244.87209,1184.940075,1211.24007,1270.740082,1200.040085,1302.400097,1233.872082,
Lyso_Sphinganine-1-phosphocholine,0.065979647,1.046795514,0.488301027,0.999011847,1087.760075,1003.04007,1151.600075,1069.540081,1100.24007,1082.436074,1073.700081,1095.820072,1184.800087,1234.600086,1066.180073,1131.02008,
Lyso_Sphingosine-1-phosphocholine,-0.024720397,0.983011094,0.795362524,0.999011847,1085.500069,1050.100075,1031.920082,1202.740078,1059.920074,1086.036076,1062.680084,1025.120079,1012.280075,1182.320091,1046.500069,1065.78008,
O-(11-carboxyundecanoyl)carnitine,0.215922511,1.161446348,0.018755364,0.215533776,7011.880539,6205.220413,6451.000454,6472.640453,6340.900455,6496.328463,7957.180557,6627.360474,7182.860508,8248.500568,7626.640522,7528.508526,
O-(13-carboxytridecanoyl)carnitine,0.213304805,1.159340865,0.020281995,0.222214089,6586.560448,6594.900478,6445.860462,5427.420406,5940.040424,6198.956444,7326.420536,7040.00045,7266.940525,7456.420547,6761.880482,7170.332508,
O-(17-carboxyheptadecanoyl)carnitine,0.087165939,1.062281363,0.343069836,0.999011847,6239.220394,6191.500423,6051.660408,5396.620419,5390.780373,5853.956403,6019.080395,7121.400494,6065.060413,6195.700428,5617.800411,6203.808428,
O-arachidonoylcarnitine,0.116772988,1.084306777,0.203691558,0.999011847,6810.980469,6088.060417,6948.440495,5915.820408,6389.800476,6430.620453,6147.900455,8175.460579,6451.760448,7324.420517,6660.840466,6952.076493,
O-behenoylcarnitine,0.207451853,1.154646997,0.023880074,0.245506783,8461.300594,6853.080528,7047.220539,6098.320457,5891.500404,6870.284505,8705.220654,7853.480598,7907.520535,7768.880562,7326.380524,7912.296574,
"O-oleoylcarnitine, Elaidic carnitine",0.134021587,1.097348357,0.144532217,0.891318084,7722.020554,5937.700455,6624.26049,6337.380424,6327.04044,6589.680473,7549.760517,6944.70052,6798.840469,7407.960526,7355.440514,7211.340509,
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",0.295762949,1.22753397,0.001270463,0.023837062,8249.660572,7102.140503,7644.280529,7634.060516,8646.560574,7855.340539,10779.54071,8924.780647,9366.340691,10119.16081,8939.680603,9625.900691,
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",0.149368495,1.109083891,0.104587149,0.737020234,5319.600376,4973.660332,5938.64045,5151.840351,4415.940315,5159.936365,5818.340405,5378.480404,6042.620419,6014.140442,5311.100376,5712.936409,
PC (30:0),-0.189529248,0.876891805,0.038634161,0.362436725,10962.1607,11230.50087,10904.72073,10505.02072,11978.36072,11116.15275,10498.40083,7430.840561,11659.22082,10134.2806,8977.900707,9740.128703,PC_and_SM
PC (30:1),-0.322010371,0.799954378,4.55E-04,0.009830609,8876.320583,9153.880745,8913.300663,7814.560516,9710.88073,8893.788647,7385.580528,6448.520447,7187.000477,7582.240547,6897.000393,7100.068478,PC_and_SM
PC (30:2),-0.02193816,0.984908659,0.814519972,0.999011847,2076.120152,2015.900116,1939.960144,1855.220135,1816.940136,1940.828136,1832.300121,2003.940125,1993.960148,1982.600105,1726.220139,1907.804128,PC_and_SM
PC (32:0),-0.552518603,0.681828778,1.62E-09,9.34E-08,35455.78298,39390.94252,38576.72263,35555.08278,44006.34353,38596.97489,28030.14212,23216.56152,27401.06179,25538.70193,27177.32178,26272.75783,PC_and_SM
PC (32:1),-0.623735151,0.648988513,9.91E-12,7.83E-10,60772.48434,64033.78534,61489.22421,55698.58427,70794.88527,62557.79269,43652.08286,34968.90249,43530.64328,40031.70229,40479.42259,40532.5507,PC_and_SM
PC (32:2),-0.814056143,0.568780479,1.25E-18,2.09E-16,9297.400597,9672.840733,9903.060638,8393.56057,10989.14063,9651.200634,5801.660442,4921.320354,5732.880386,5380.820354,5556.660397,5478.668387,PC_and_SM
PC (32:3),-0.416606919,0.749184565,9.76E-06,3.05E-04,1754.50013,2335.020153,1553.320118,1685.500114,1725.58012,1810.784127,1359.680092,1458.860115,1203.800079,1408.280106,1337.000103,1353.524099,PC_and_SM
PC (32:4),-0.150865503,0.900709946,0.112381747,0.762002102,1236.660084,1001.06007,1334.760094,1162.380074,1404.920078,1227.95608,1163.300083,1153.300072,1094.000076,1089.160084,1019.480064,1103.848076,PC_and_SM
PC (32:5),-0.117487219,0.921791763,0.209839665,0.999011847,2119.840157,1689.80011,1608.980103,2035.260139,1915.600121,1873.896126,1460.900097,1705.200123,1692.600109,1877.460144,1878.480125,1722.92812,PC_and_SM
PC (34:0),-0.561935621,0.677392716,9.66E-10,6.31E-08,12420.02093,12511.50103,11847.58076,12650.44093,14539.62106,12793.83294,8076.440529,8381.820522,8947.54055,8859.600601,8983.580608,8649.796562,PC_and_SM
PC (34:1),-0.733256914,0.601544381,1.29E-15,1.75E-13,145222.9919,143075.2695,146897.7922,133184.6086,160991.0709,145874.3466,92423.20676,77868.34534,91141.26622,87603.30553,88872.64661,87581.75409,PC_and_SM
PC (34:2),-0.956343257,0.515361526,3.43E-25,1.29E-22,26146.88157,26748.34184,29329.542,23403.28173,31533.46259,27432.30195,15445.8009,12847.82082,14592.68122,13586.26105,14077.32096,14109.97699,PC_and_SM
PC (34:3),-0.291683416,0.816948242,0.001528615,0.027643997,6247.320492,6266.100471,6079.180367,6182.520416,7302.300411,6415.484431,5437.400402,5392.480362,5524.18037,5143.560345,4673.040314,5234.132359,PC_and_SM
PC (34:4),-0.017109438,0.988210686,0.851229646,0.999011847,99379.76712,97339.66794,85496.92685,89111.1055,90330.48578,92331.59064,90340.72507,103145.347,85255.66565,88708.64601,87663.10638,91022.69802,PC_and_SM
PC (34:5),-0.117702502,0.921654221,0.198119175,0.999011847,17571.02123,17687.82112,16907.66137,16932.38132,18385.76137,17496.92928,15592.58103,16360.56104,14296.28115,17370.96136,16797.18117,16083.51315,PC_and_SM
PC (34:6),-0.11831974,0.921259988,0.212551473,0.999011847,1115.460083,1184.380077,1350.860088,1318.900093,1275.220097,1248.964088,1240.220081,1202.68008,1005.220066,1179.66008,1115.020073,1148.560076,PC_and_SM
PC (36:0); PCp(38:6),-0.196431795,0.872706353,0.034138038,0.326377035,3146.580235,3187.520222,3437.940239,3227.560192,2994.34024,3198.788226,2541.340168,2653.720203,3021.420204,3051.280205,2666.660198,2786.884196,PC_and_SM
PC (36:1),-0.529138581,0.692968375,9.51E-09,4.92E-07,6574.160423,7009.080536,7202.42046,7058.220612,7782.160618,7125.20853,5244.120449,4480.140285,5195.260353,5022.720371,4714.840374,4931.416367,PC_and_SM
PC (36:2),-0.835406665,0.560425045,1.12E-19,2.11E-17,24105.3016,26250.80218,26078.90174,25000.46188,28411.14191,25969.32186,15587.00125,12565.821,15565.30112,14397.50114,14555.70098,14534.2651,PC_and_SM
PC (36:3),-1.237087803,0.424228131,3.91E-40,5.86E-37,9707.300625,9242.740631,10577.0209,8619.640621,9013.900604,9432.120676,3720.100254,3297.040226,4743.860298,3767.56023,4435.50037,3992.812276,PC_and_SM
PC (36:4),-1.081147738,0.472652654,9.33E-31,7.00E-28,4374.64032,4426.300266,4706.540386,3663.020283,4319.160297,4297.93231,2402.640171,1647.980129,2522.78014,1769.980145,1804.640121,2029.604141,PC_and_SM
PC (36:5),-0.170714485,0.888402597,0.071607798,0.565701607,1447.520111,1270.360081,1412.720119,1229.660091,1315.080105,1335.068102,1357.580101,1062.460079,1169.300095,1246.32008,1083.200077,1183.772086,PC_and_SM
PC (36:6),0.066747808,1.047353027,0.482543664,0.999011847,1098.540077,1095.50008,1200.340088,1097.800072,1137.160088,1125.868081,1391.980114,1006.780071,1231.320087,1100.300079,1157.540081,1177.584087,PC_and_SM
PC (36:7),-0.167508558,0.890378981,0.07721484,0.594356283,1300.260094,1210.680084,1422.240082,1251.340092,1410.900082,1319.084087,1232.740086,1153.160084,1212.140087,1145.28009,1118.56007,1172.376083,PC_and_SM
