Lipid name,logFC,FoldChange,PValue,FDR,C1,C2,C3,C4,C5,AverageC,R1,R2,R3,R4,R5,AverageR,lipid_class
15:0 Cholesteryl ester,-0.11843582,0.921185866,0.194624738,0.999011847,29102.26205,38005.00262,42340.08306,38391.62302,42141.70293,37996.13474,35249.58233,29029.50216,41962.34326,30439.24202,38198.58285,34975.85052,
15:1 Campesteryl ester_simulated,0.002174091,1.001508101,0.980991591,0.999011847,45646.2633,62625.90447,69421.78596,60832.40401,71440.40524,61993.35259,58060.82394,46833.98359,81551.14544,60323.02413,63595.70435,62072.93629,
15:1 Cholesteryl ester,-0.232056409,0.851420417,0.011279137,0.148508636,10562.30072,13947.26106,15372.281,13962.86099,15760.96115,13921.13299,8265.800625,11119.48078,14267.821,12815.2609,12712.06088,11836.08484,
16:0 Campesteryl ester,-0.019894631,0.986304738,0.82750107,0.999011847,27995.32219,36460.74266,40393.46305,42676.50309,40418.00286,37588.80677,33276.08233,30123.78244,49796.02352,40272.96291,32039.94218,37101.75868,
16:0 Cholesteryl ester,0.042390799,1.029819004,0.643410447,0.999011847,9135.440662,11733.54081,11097.08071,12808.60085,12439.26088,11442.78478,10615.74077,10639.40078,12550.98091,11100.14075,13932.78108,11767.80886,
16:1 Cholesteryl ester,0.029048561,1.020339003,0.750235184,0.999011847,45534.92347,58571.34442,69847.52468,59230.24424,62596.1847,59156.0443,54852.32394,50582.20318,77998.74545,58857.92356,59382.70431,60334.78009,
16:2 Campesteryl ester,-0.011469087,0.992081751,0.900095202,0.999011847,21701.82154,27178.56208,29463.62204,21822.00165,26124.50191,25258.10184,23640.68176,18570.82136,35996.22265,21900.14166,25124.48153,25046.46979,
"16:2 Cholesteryl ester, zymosteryl palmitoleate",-0.030178211,0.97929932,0.743504267,0.999011847,4838.640335,4223.980274,3573.180264,5197.140347,3970.180283,4360.6243,4007.680294,4074.340313,4655.920319,4381.060318,4207.060291,4265.212307,
16:3 Campesteryl ester,0.14644331,1.106837409,0.110304919,0.76051991,5980.500416,6783.860497,9799.680683,8717.680626,10766.56081,8409.656606,9712.940697,7838.420593,11427.04081,10230.64074,7354.480564,9312.704681,
16:3 Cholesteryl ester,0.014085436,1.009811097,0.877289341,0.999011847,75267.58582,97723.22736,102173.6477,102457.3078,106798.3873,96884.03118,82974.36589,76938.84532,133454.5898,99013.22752,96816.10656,97839.42701,
16:3 Stigmasteryl ester,0.229256083,1.17223034,0.012112246,0.158091143,20280.80152,26887.36185,28810.92195,29264.90207,30809.16219,27210.62991,25710.84173,22851.28151,44185.32322,31911.58187,34813.08223,31894.42211,
17:0 Campesteryl ester_simulated,0.122556652,1.088662412,0.180048791,0.999011847,12002.40082,17156.72128,23596.32173,19819.24149,22620.16172,19038.96941,19220.92137,16534.36123,25575.98196,23556.56161,18761.54121,20729.87348,
17:0 Cholesteryl ester,-0.037440779,0.974381888,0.681754051,0.999011847,33972.26237,34185.02236,41217.78315,35253.12248,38840.80261,36693.79859,33573.96223,27514.22187,44388.88327,38161.58273,34948.84232,35717.49848,
17:1 Campesteryl ester_simulated,-0.041382236,0.9717235,0.650867545,0.999011847,17569.62128,15261.08094,18606.48129,16908.70108,19397.00146,17548.57721,14593.2211,12834.48093,22226.2215,17580.98128,17913.58116,17029.69719,
17:1 Cholesteryl ester; 16:1 Campesteryl ester,0.058665043,1.041501591,0.520407955,0.999011847,38555.90299,44638.5232,49806.96379,42740.90294,53534.36372,45855.33133,42230.62289,43161.54309,61094.72429,43726.02323,48351.00337,47712.78337,
18:0 Campesteryl ester,0.111747127,1.080535991,0.221502873,0.999011847,15110.68106,20479.18114,17925.66125,23802.68166,23041.14169,20071.86936,17222.9012,16420.6011,31328.76229,21765.98157,21797.08156,21707.06554,
"18:0 Cholesteryl ester, 16:0 Sitosteryl ester",0.117662381,1.084975436,0.198084245,0.999011847,14899.66109,17129.88128,20464.4015,20656.02142,20643.82157,18758.75737,18880.88134,17049.40119,23903.66178,22869.60169,19026.72145,20346.05349,
18:1 Campesteryl ester,0.098083445,1.070350605,0.287757882,0.999011847,3813.700291,3664.02026,3957.880287,4519.820313,4295.80032,4050.244294,4571.680309,3800.200268,4967.240353,4383.22031,3944.880272,4333.444302,
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",0.019182555,1.013385123,0.833848423,0.999011847,12383.22081,18369.56129,18022.50149,16288.40114,18671.88134,16747.11321,15046.88094,12882.18094,22030.04173,18390.08133,16488.5211,16967.54121,
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",-0.127754149,0.915255124,0.162389265,0.953030466,17838.58113,18901.34133,18000.14131,20481.66145,18994.62138,18843.26932,18248.7813,16737.94114,17428.6612,15676.80112,18019.2812,17222.29319,
18:3 Campesteryl ester,0.142803344,1.104048342,0.121933928,0.80273169,3919.720257,3698.940262,4101.380314,3444.220253,3879.100285,3808.672274,4528.880306,3725.580254,4207.320286,4053.300293,4460.360325,4195.088293,
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",0.058810253,1.041606425,0.519914464,0.999011847,14908.88107,19260.02138,24712.26176,22341.92167,22393.14154,20723.24548,18080.1814,15875.80109,30401.26211,21465.28162,22124.12147,21589.32954,
19:0 Campesteryl ester_simulated,0.215566212,1.161159543,0.018810743,0.215533776,8097.460545,8001.080544,7006.480534,7793.880547,8102.720585,7800.324551,7977.040558,7723.860516,12085.24077,10056.18069,7429.640556,9054.392618,
"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.186549435,1.138038555,0.041286302,0.380188587,15274.54105,19543.84147,20181.46141,21612.96167,25439.58186,20410.47749,18676.5612,19459.20128,31754.66225,21825.18157,24413.40182,23225.80163,
1-O-behenoyl-Cer(d18:1/16:0),0.031175316,1.021844249,0.737289632,0.999011847,2552.040169,2502.76017,2773.520191,2404.460171,2456.58017,2537.872174,2657.58017,2510.240177,2516.720184,2744.880203,2509.100182,2587.704183,
1-O-carboceroyl-Cer(d18:1/16:0),-0.086712085,0.941666372,0.350228148,0.999011847,2621.640171,2751.940201,3242.240227,2710.860207,2854.28019,2836.192199,2748.760193,2424.620159,2579.340199,2912.780193,2661.300194,2665.360188,
1-O-carboceroyl-Cer(d18:1/18:0),0.011618694,1.008085981,0.900387407,0.999011847,2880.04023,2715.620182,2750.28019,2587.660187,2737.860168,2734.292191,2843.960209,2616.78017,2961.060211,2736.480206,2599.840191,2751.624197,
1-O-cerotoyl-Cer(d18:1/16:0),-0.038089858,0.973943605,0.680994474,0.999011847,3011.10022,2951.100231,2966.100212,3202.740219,3404.70026,3107.148228,3209.500229,2769.200207,3093.96022,2892.580219,3142.160217,3021.480219,
1-O-cerotoyl-Cer(d18:1/18:0),-0.020225283,0.986078712,0.8269361,0.999011847,3341.120255,3077.880203,3779.980282,3701.640255,3203.340225,3420.792244,3678.54026,3470.360218,3762.400261,3267.66024,2677.620201,3371.316236,
1-O-eicosanoyl-Cer(d18:1/16:0),-0.081857062,0.944840649,0.375689619,0.999011847,3523.020237,3386.84024,4042.240292,4019.560318,4100.78027,3814.488271,3044.860222,3692.880238,4089.280308,3748.980267,3420.340252,3599.268257,
1-O-lignoceroyl-Cer(d18:1/16:0),0.138581554,1.100822265,0.132398926,0.84498325,3690.880253,4099.240318,6027.440426,4790.14035,5277.900421,4777.120354,5011.580322,4832.22036,6238.360397,4615.800327,5566.920391,5252.97636,
1-O-myristoyl-Cer(d18:1/16:0),0.028662898,1.020066282,0.755979033,0.999011847,4156.340324,4743.720314,4161.940308,4096.880268,4064.4203,4244.660303,3163.680241,4382.180313,6484.460468,4243.38031,3374.120235,4329.564314,
1-O-palmitoyl-Cer(d18:1/16:0),0.055313727,1.039085037,0.551106509,0.999011847,2622.840168,2856.620209,2796.660198,2643.140194,2815.400185,2746.932191,2724.540188,2864.7402,3298.32024,2730.660168,2635.46019,2850.744197,
1-O-stearoyl-Cer(d18:1/16:0),0.027494351,1.019240388,0.767230877,0.999011847,2506.080204,2734.380192,2621.640205,2563.560173,2654.040199,2615.940195,2930.840225,2552.700191,2617.200188,2703.240177,2507.000183,2662.196193,
1-O-tricosanoyl-Cer(d18:1/16:0),0.048341195,1.034075264,0.602915436,0.999011847,2511.500202,2821.720188,2516.080193,2360.60017,2495.68018,2541.116187,2562.120182,2510.980175,2617.800175,2892.220211,2528.760178,2622.376184,
1-O-tricosanoyl-Cer(d18:1/18:0),-0.010717809,0.992598508,0.90829974,0.999011847,2539.680187,2357.720184,2495.440178,2360.620182,2333.580158,2417.408178,2569.980194,2322.46019,2391.580158,2311.340164,2378.080177,2394.688177,
20:0 Campesteryl ester,-0.188260738,0.877663163,0.041114049,0.380188587,3939.080269,4704.540348,7174.100498,4704.840309,4472.260342,4998.964353,3474.500244,3773.68026,5290.240353,4537.260288,4819.700352,4379.076299,
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.116664169,1.084224993,0.203366688,0.999011847,7199.020508,8884.180626,8511.140602,7864.220558,8943.140636,8280.340586,7688.700546,9382.540676,11019.04075,6915.800484,9815.84071,8964.384633,
20:1 Campesteryl ester,-0.086971217,0.941497248,0.342954042,0.999011847,7779.740528,8408.16058,9874.20068,9231.9007,9274.940647,8913.788627,8235.160591,7795.900562,10529.06071,6529.980427,8838.700607,8385.76058,
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0.0805064,1.057389129,0.381553786,0.999011847,5169.020359,4810.200314,6275.880482,4309.9603,6288.040428,5370.620377,4970.240372,4475.200317,8043.580532,6443.360447,4444.42033,5675.3604,
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",0.174168506,1.128313916,0.058574166,0.485744883,5462.200371,4457.020306,5981.340397,3813.180283,4531.300323,4849.008336,4284.380322,4532.120319,5635.080433,7261.580475,5545.48037,5451.728384,
20:3 Campesteryl ester,0.213345528,1.15937359,0.019906605,0.221331953,7730.360504,9883.480698,11716.26084,9404.68071,11383.06079,10023.56871,9324.860672,9801.640686,14945.06111,10876.32078,13082.96091,11606.16883,
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",0.053425148,1.037725699,0.560919879,0.999011847,5572.460407,6178.540417,6697.740452,5814.980373,7591.820473,6371.108424,6229.960457,4782.600346,8223.360619,5140.100338,8620.360638,6599.276479,
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",0.015862063,1.011055409,0.862246475,0.999011847,16842.90132,18845.94118,19710.36144,18201.66124,20831.96144,18886.56533,17983.30117,15656.90107,26165.80207,18201.68118,17454.50122,19092.43734,
20:5 Cholesteryl ester,0.244127906,1.184376612,0.007854553,0.111399906,6013.220409,5811.54044,7680.000507,7729.96056,7161.6605,6879.276483,6035.320442,9821.220703,9987.840641,7196.020508,7657.380535,8139.556566,
22:0 Campesteryl ester,0.041598394,1.029253528,0.652272357,0.999011847,4242.240288,3928.340279,3552.320244,3529.660236,4367.020309,3923.916271,4143.020298,4076.560287,3874.840271,3899.140278,4148.400311,4028.392289,
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0.02059236,1.014375889,0.823559718,0.999011847,3712.300274,3735.000259,4085.34029,3707.280293,3837.180275,3815.420278,4027.060303,3690.540268,3859.340286,3898.560284,3839.100254,3862.920279,
22:0 Sitosteryl ester,0.257797302,1.195651797,0.004975372,0.077792014,5717.880402,7592.200562,10581.22078,6151.600441,7717.720554,7552.124547,8507.680649,9245.960663,8934.04063,7841.120564,10488.88078,9003.536656,
22:1 Campesteryl ester,0.15857533,1.116184355,0.085645564,0.639572094,3660.54026,3878.640301,4376.480293,3887.360279,4466.800312,4053.964289,3610.560276,4508.080326,4711.700336,5041.100342,4702.100349,4514.708326,
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",-0.024360655,0.983256242,0.789834179,0.999011847,14513.22103,21133.80147,20686.68152,21849.48166,24244.24168,20485.48547,20710.04133,14239.52098,24978.84172,19544.42142,21251.74143,20144.91337,
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",-0.082856252,0.944186492,0.368726359,0.999011847,4727.600334,5137.160381,4009.98027,5362.040375,4173.500301,4682.056332,3718.220264,3979.360287,4529.720303,5111.020332,4726.720333,4413.008304,
22:2 Campesteryl ester,-0.10014119,0.932941684,0.278016505,0.999011847,4662.440311,4107.180302,4036.560291,3702.560249,4281.640297,4158.07629,3851.060253,4071.200291,3486.440239,4085.7803,3843.640282,3867.624273,
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",-0.213590251,0.862388443,0.020430076,0.222214089,4475.300327,4525.480324,7304.460522,5118.500343,5372.760372,5359.300378,4404.98032,4008.420269,4313.680305,5031.420341,5287.740368,4609.248321,
22:3 Campesteryl ester,-0.055881331,0.962006581,0.541691879,0.999011847,11332.62078,11831.0608,11691.86075,12890.58091,11510.96088,11851.41683,10105.36077,9372.240654,14280.36094,11402.78076,11797.98084,11391.74479,
22:3 Stigmasteryl ester,-0.079943776,0.946094517,0.384123291,0.999011847,5742.12038,5720.440395,8056.300598,8548.600666,6587.660419,6931.024492,6610.460468,5390.020348,8338.920574,5533.880398,6915.820499,6557.820457,
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",-0.146252543,0.903594539,0.113142916,0.762002102,4785.78035,3695.720261,4326.960289,4476.360294,3954.440269,4247.852293,3881.920269,3719.440266,3816.500267,4171.160282,3565.000237,3830.804264,
22:5 Cholesteryl ester,-4.99E-04,0.999654218,0.995681129,0.999011847,4422.620331,4144.000294,5062.500378,4249.560291,4790.760334,4533.888326,4730.460304,4269.280312,4957.620399,4072.620296,4591.680332,4524.332329,
22:6 Cholesteryl ester,-0.044850411,0.969390325,0.624434159,0.999011847,9144.060638,11895.50078,11192.36078,10906.7008,10206.20067,10668.96473,10541.52082,8615.080647,12648.48088,8911.220589,10960.30074,10335.32073,
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.106816921,0.928634689,0.244747313,0.999011847,4155.460274,7790.080486,8113.120613,6757.640461,9781.700665,7319.6005,7220.300583,7929.540588,8452.820587,4428.080292,5966.320412,6799.412492,
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",0.297838225,1.229301013,0.00112637,0.021401023,28332.26215,15039.44121,19721.12144,23247.38162,21078.08147,21483.65758,26612.84184,20191.64137,27285.7219,30106.12217,27531.24195,26345.51384,
3-hydroxyarachidonoylcarnitine,0.209192626,1.156041049,0.023050962,0.24027426,5115.440357,4771.920364,5064.580338,5290.400356,5060.280338,5060.524351,5768.820419,5261.960426,6023.460415,6452.820488,5696.380363,5840.688422,
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",0.0809743,1.057732121,0.378307681,0.999011847,6852.800488,5440.9804,6471.12043,5724.660419,5853.380405,6068.588428,6638.580463,6079.440388,6725.020485,6464.620422,6117.440449,6405.020441,
"3-hydroxylinoleoylcarnitine,",0.245819325,1.185765992,0.007320819,0.106684944,12096.66076,7774.100536,9709.740639,9617.080688,9652.700684,9770.056662,12329.56093,11218.34082,12045.76089,11539.50082,10665.7207,11559.77683,
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",0.307798335,1.237817252,7.98E-04,0.01575244,8217.520565,7595.280537,7966.220596,7624.600548,8057.70055,7892.264559,10122.4807,10198.16068,9367.560665,10795.8208,8272.620625,9751.328694,
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",0.093749518,1.067140044,0.308228677,0.999011847,5795.18037,4995.00034,5326.280403,5183.420383,5422.880405,5344.55238,6245.360428,5078.860363,5747.240353,5431.240417,5953.940399,5691.328392,
C12:0,0.116240501,1.083906642,0.203529936,0.999011847,18414.74136,17129.30116,21664.3616,20105.96146,18946.60126,19252.19337,20314.88147,21792.64151,20218.66144,20552.40137,21242.30152,20824.17746,FFA
C12:1,0.026557182,1.018578508,0.77150183,0.999011847,16837.54119,15559.30111,17814.46121,16763.98114,16549.68117,16704.99316,17797.8213,15875.48114,16498.7812,17428.08121,17301.36129,16980.30523,FFA
C14:0,0.150260394,1.109769758,0.099749392,0.713235848,48254.84341,46053.34312,55523.22388,51620.20378,45652.92336,49420.90751,57764.66431,53647.74388,54928.42371,53762.86346,53665.20392,54753.77986,FFA
C14:1,-0.121688357,0.919111403,0.182372592,0.999011847,60815.44417,119689.0886,61873.64432,53773.6035,63195.60429,71869.47698,52701.16414,93602.22655,79646.60542,45319.16344,58484.74412,65950.78073,FFA
C15:0,0.05405616,1.038179683,0.553558272,0.999011847,67275.44475,80601.00572,67720.705,61808.82442,67124.20465,68906.03691,67782.62471,79645.12589,75879.00508,66328.32454,67359.18492,71398.85303,FFA
C15:1,-0.257998604,0.836247209,0.004703321,0.075855204,100581.6671,296181.5204,99597.48703,71911.46479,129012.2889,139456.8857,72884.58554,195083.0137,165248.452,61997.54413,87278.90605,116498.5003,FFA
C16:0,0.43165515,1.348780094,2.30E-06,8.41E-05,899268.5059,671280.946,998674.4264,913340.0265,744639.9448,845440.7699,1316822.645,992934.4677,1091608.211,1206076.329,1084361.235,1138360.578,FFA
C16:1,-0.102097909,0.931677198,0.263303168,0.999011847,55720.16404,47334.98361,58274.20424,58916.98394,55028.74392,55055.01595,55698.70399,46134.10331,49240.26379,54699.74378,50263.46362,51207.2557,FFA
C17:0,0.357920676,1.281577457,8.94E-05,0.002353669,63951.7643,53994.72412,64241.30455,67433.72527,56147.564,61153.81645,85549.82677,71098.76505,78620.84561,80092.50555,75930.46539,78258.48167,FFA
C17:1,0.164068476,1.120442394,0.072477208,0.566605673,30718.02217,24880.40178,29629.24215,33314.34236,29017.2821,29511.85811,34893.04245,32790.62237,29226.10215,36112.02248,31996.66224,33003.69034,FFA
C18:0,0.51885585,1.43281848,1.39E-08,6.93E-07,1020674.973,727067.1703,1120445.139,1006636.515,832339.8361,941432.7266,1558073.633,1158240.18,1304227.391,1436079.393,1275989.855,1346522.09,FFA
C18:1,0.057681542,1.040791829,0.527230802,0.999011847,84847.74612,73993.14502,82286.68614,85573.26607,82913.16553,81922.80178,92977.44643,80814.54578,80064.54561,87952.82616,83717.52626,85105.37805,FFA
C18:2,-0.058820802,0.960048502,0.519573714,0.999011847,28982.74207,25908.3818,31270.34219,30946.58215,31000.82217,29621.77408,28749.602,27585.40197,30232.10191,28976.34211,26459.70184,28400.62997,FFA
C18:3,-0.116996533,0.922105334,0.200669175,0.999011847,19417.94136,18825.66119,19836.78149,20853.40151,19830.66143,19752.8894,19600.88136,17442.92124,17489.30123,19319.06141,17082.90117,18187.01328,FFA
C18:4,0.207279001,1.154508665,0.023442938,0.242674828,15839.36108,16146.84114,17160.1612,18179.94124,16585.58123,16782.37718,19371.30131,19436.02141,17670.00126,20835.94144,19382.48132,19339.14935,FFA
C19:0,0.331081908,1.257956389,2.88E-04,0.006755162,92090.22702,111152.0278,161861.2513,111001.0472,91635.28636,113547.9679,150156.3101,129693.3489,145574.2701,146370.1107,141210.9297,142600.9939,FFA
C20:0,0.321879491,1.249957889,4.23E-04,0.009326688,96765.28708,111725.7879,283002.779,157494.4711,99704.54724,149738.5745,209403.0948,146728.4505,176484.5913,212143.8347,189542.4534,186860.485,FFA
C20:1,0.32235662,1.250371344,4.22E-04,0.009326688,24598.58178,21819.9416,28618.16218,27658.32198,24154.58163,25369.91783,30219.96214,29610.58222,30852.56224,30675.08205,36873.38264,31646.31426,FFA
C20:3,0.115642493,1.083457447,0.20544223,0.999011847,30803.42228,28938.24206,29639.26209,31082.60223,33580.34243,30808.77422,34713.36249,33820.62236,30088.2621,33763.52232,34142.30238,33305.61433,FFA
C20:4,-0.174854485,0.885856865,0.055750048,0.472773003,25688.54185,21458.20157,24011.46163,25986.16195,23890.76167,24207.02573,21544.82151,19897.4614,22625.50169,21229.44147,21742.42156,21407.92953,FFA
C20:5,0.114059278,1.082269112,0.211723272,0.999011847,31042.62212,29285.66211,29875.94223,32443.88227,29380.62203,30405.74615,32819.8224,32078.9824,32400.80244,32565.90243,34348.90244,32842.88242,FFA
C22:0,0.257098884,1.195073114,0.004860383,0.07679405,58711.68431,65920.3446,94859.74686,80742.54567,58219.16412,71690.69711,86534.76575,77708.34546,84443.00603,91600.96672,87482.46638,85553.91007,FFA
C22:1,0.330149488,1.257143629,3.04E-04,0.007027155,29323.32204,25418.32183,30397.44223,34173.52243,28017.46195,29466.0141,38835.34261,33900.76237,37576.4426,35925.94265,38717.66284,36991.23062,FFA
C22:4,0.087523145,1.062544412,0.337653281,0.999011847,46675.24315,41544.22281,46274.58347,43066.28311,44243.84308,44360.83512,49706.30339,45173.00307,45352.04333,47117.92339,47789.16322,47027.68728,FFA
C22:5,0.218590256,1.163596011,0.01671277,0.202305391,35515.44259,29148.10216,34768.7623,33467.00225,33183.36236,33216.53433,40951.6628,35840.78257,38744.12289,40687.04301,36670.48267,38578.81879,FFA
C22:6,0.224281452,1.168195273,0.014065623,0.177415968,34531.96237,31689.06222,46896.52336,39707.3428,33373.24232,37239.62661,45225.64312,39433.04287,42971.50305,46815.0233,42705.12294,43430.06706,FFA
C24:0,0.37572473,1.297491179,3.92E-05,0.001090409,64406.46446,50792.56378,57848.06432,61928.16438,57311.26398,58457.30418,83775.48604,67413.30475,74369.36552,80073.58563,72952.36502,75716.82139,FFA
C24:1,0.357029633,1.280786169,9.37E-05,0.002425187,39882.40298,33409.60248,41025.84285,40209.78282,36308.9826,38167.32275,52437.02372,42829.68314,49821.8639,50215.22357,48703.46344,48801.45155,FFA
C24:5,0.37696806,1.298609852,3.71E-05,0.0010519,44986.32326,39842.58279,48579.30347,47543.32337,41302.58302,44450.82318,60293.88449,52244.84351,56456.22406,58713.12418,60352.98437,57612.21212,FFA
C24:6,0.257974331,1.19579852,0.004750426,0.075855204,32264.12219,28301.48196,34169.32248,32911.36233,32211.60224,31971.57824,42368.58316,35055.02251,35619.36246,39897.76277,37852.80279,38158.70674,FFA
C26:0,0.31583177,1.244729081,5.47E-04,0.011412897,36911.72264,34060.8024,40015.00259,39073.04271,37434.2227,37498.95861,47754.40337,44766.60314,47046.80331,47460.56335,45955.96344,46596.86732,FFA
C26:1,0.315112509,1.244108672,5.64E-04,0.01160081,35035.50244,30645.34209,43519.02308,35166.48251,31571.66225,35187.60247,46341.70348,39724.44276,43104.12293,47063.42319,42217.18293,43690.17506,FFA
C28:0,0.338033429,1.264032387,2.17E-04,0.005176328,35037.8625,26425.64189,31409.24231,33654.20251,31623.60234,31630.11031,43529.96326,35432.74246,40744.08292,39553.20291,40294.94264,39910.98684,FFA
C30:0,0.373606955,1.29558795,4.41E-05,0.001204364,27055.262,21347.90158,25469.26185,25589.8418,24741.40178,24840.7338,35732.96262,29040.42202,32035.46221,32417.28229,31400.58226,32125.34228,FFA
C32:0,0.283439769,1.217093302,0.001918789,0.033883561,44047.64306,29838.52212,43477.48339,35767.04259,37539.32268,38134.00277,52650.42356,43398.16301,43900.80316,46000.86323,45508.92324,46291.83524,FFA
C34:0,0.392502914,1.312668763,1.79E-05,5.37E-04,23940.34172,18133.0213,21825.42162,22076.16153,22163.02171,21627.59357,32788.7825,26217.72192,27726.28188,28234.96196,26732.96191,28340.14203,FFA
Cer(d14:1(4E)/20:0(2OH)),-0.091751952,0.938382522,0.323024813,0.999011847,2718.680195,3049.840221,2745.260193,2790.940205,2760.400181,2813.024199,2614.280163,2587.440182,2681.480183,2639.920181,2651.680187,2634.960179,
Cer(d14:1(4E)/20:1(11Z)(2OH)),-0.048596107,0.966876743,0.600815926,0.999011847,2768.420223,2545.28019,2813.800205,2504.140171,2885.240223,2703.376202,2728.880192,2601.860188,2731.800194,2404.48016,2576.240166,2608.65218,
