Lipid name,PValue,sig_groups_pvalue,FDR,sig_groups_fdr,averageC,averageR,Fold Change,logFC,lipid_class
PI (42:11),0.738170295,2.00E+00,0.998556814,2.00E+00,1146.228079,1125.800082,0.978892572,-0.030777554,
PI (42:3),0.606101054,2.00E+00,0.998556814,2.00E+00,1259.648091,1305.452094,1.033288461,0.047243064,
PI (42:4),0.595428456,2.00E+00,0.998556814,2.00E+00,1099.428079,1140.824079,1.034490107,0.048919849,
PI (42:5),0.485277382,2.00E+00,0.998556814,2.00E+00,1127.012081,1181.936086,1.045512243,0.064209956,
PI (42:6),0.798568821,2.00E+00,0.998556814,2.00E+00,1165.092081,1149.472079,0.983857994,-0.023477997,
PI (42:7),0.72201933,2.00E+00,0.998556814,2.00E+00,1146.876078,1124.804075,0.977551159,-0.032755889,
PI (42:8),0.72450029,2.00E+00,0.998556814,2.00E+00,1133.90808,1111.992077,0.977746843,-0.032467122,
PI (42:9),0.411677441,2.00E+00,0.998556814,2.00E+00,1156.824081,1101.33208,0.948940559,-0.075610374,
PI (44:0),0.771577409,2.00E+00,0.998556814,2.00E+00,1063.808077,1047.436077,0.981583473,-0.026817136,
PI (44:1),0.856441821,2.00E+00,0.998556814,2.00E+00,1140.028083,1130.536078,0.988520889,-0.016656642,
PI (44:10),0.947968081,2.00E+00,0.998556814,2.00E+00,1124.628082,1132.856081,1.00417457,0.006010096,
PI (44:12),0.825143394,2.00E+00,0.998556814,2.00E+00,1099.464075,1118.496079,1.014214738,0.020363144,
PI (44:2),0.618999233,2.00E+00,0.998556814,2.00E+00,1134.928081,1102.85608,0.96874217,-0.04581535,
PI (44:3),0.813401619,2.00E+00,0.998556814,2.00E+00,1122.316079,1142.644081,1.015179965,0.021735502,
PI (44:4),0.971218715,2.00E+00,0.998556814,2.00E+00,1105.792076,1111.77208,1.002307663,0.003325419,
PI (44:5),0.784019015,2.00E+00,0.998556814,2.00E+00,1097.576078,1120.320077,1.017664536,0.025262069,
PI (44:6),0.654242011,2.00E+00,0.998556814,2.00E+00,1119.056075,1090.860075,0.971787517,-0.041287194,
PI (44:7),0.469493113,2.00E+00,0.998556814,2.00E+00,1197.204083,1147.096083,0.954945176,-0.066510185,
PI (44:8),0.812299209,2.00E+00,0.998556814,2.00E+00,1119.600084,1106.260078,0.984946382,-0.021882906,
PIo (16:0),0.892075628,2.00E+00,0.998556814,2.00E+00,1173.112084,1186.992076,1.008682368,0.012471944,
PIo (18:0),0.832530777,2.00E+00,0.998556814,2.00E+00,1128.204075,1146.620084,1.013585728,0.019468115,
PIo (20:5),0.293633805,2.00E+00,0.998556814,2.00E+00,2497.748167,2674.264183,1.067572881,0.094334564,
PIo (28:0),0.362100561,2.00E+00,0.998556814,2.00E+00,1078.740072,1147.008083,1.059948108,0.083993636,
PIo (30:0),0.997809347,2.00E+00,0.998556814,2.00E+00,1103.400079,1106.732074,0.999824583,-2.53E-04,
PIo (30:1),0.82808059,2.00E+00,0.998556814,2.00E+00,1088.608076,1077.020075,0.986207497,-0.020036875,
PIo (32:0),0.841799456,2.00E+00,0.998556814,2.00E+00,1094.828082,1084.528077,0.98731998,-0.018410372,
"PIo (32:1), PIp (32:0)",0.825161082,2.00E+00,0.998556814,2.00E+00,1128.57208,1116.132079,0.985993254,-0.020350319,
PIo (34:0),0.714980325,2.00E+00,0.998556814,2.00E+00,1089.028075,1066.944075,0.976911363,-0.033700425,
"PIo (34:1), PIp (34:0)",0.983668914,2.00E+00,0.998556814,2.00E+00,1100.116076,1102.144081,0.99869274,-0.001887211,
"PIo (34:3), PIp (34:2)",0.501820374,2.00E+00,0.998556814,2.00E+00,1121.972081,1078.380077,0.957983672,-0.061927029,
"PIo (34:4), PIp (34:3)",0.253431351,2.00E+00,0.998556814,2.00E+00,1192.644083,1112.228078,0.929740851,-0.105099448,
PIo (36:0),0.453349722,2.00E+00,0.998556814,2.00E+00,1053.288078,1108.56008,1.049130842,0.069194615,
"PIo (36:1), PIp (36:0)",0.827464372,2.00E+00,0.998556814,2.00E+00,1076.188073,1094.788081,1.014035138,0.020107645,
"PIo (36:2), PIp (36:1)",0.281844761,2.00E+00,0.998556814,2.00E+00,1125.404075,1208.772084,1.071018961,0.098984021,
"PIo (36:3), PIp (36:2)",0.322654026,2.00E+00,0.998556814,2.00E+00,1281.400093,1206.704088,0.939049276,-0.09072723,
"PIo (36:4), PIp (36:3)",0.550899841,2.00E+00,0.998556814,2.00E+00,1151.700082,1112.43208,0.962646204,-0.054922425,
"PIo (36:5), PIp (36:4)",0.884068415,2.00E+00,0.998556814,2.00E+00,1093.684077,1107.26008,1.009362175,0.013443929,
"PIo (38:1), PIp (38:0)",0.421710297,2.00E+00,0.998556814,2.00E+00,1171.992088,1117.032079,0.95002921,-0.073956223,
"PIo (38:2), PIp (38:1)",0.007091552,1.00E+00,0.077133478,1.00E+00,1232.860085,1466.296103,1.186234366,0.246389073,
"PIo (38:3), PIp (38:2)",0.006860403,1.00E+00,0.075716654,1.00E+00,2405.228166,2853.464207,1.183374987,0.242907306,
"PIo (38:4), PIp (38:3)",0.679878829,2.00E+00,0.998556814,2.00E+00,1514.152105,1558.680109,1.026378263,0.037562522,
"PIo (38:5), PIp (38:4)",0.962077216,2.00E+00,0.998556814,2.00E+00,1200.612083,1207.804092,1.003031565,0.004367007,
"PIo (38:6), PIp (38:5)",0.745925989,2.00E+00,0.998556814,2.00E+00,1107.052077,1087.744073,0.979503149,-0.029877965,
"PIo (40:1), PIp (40:0)",0.36817625,2.00E+00,0.998556814,2.00E+00,1152.184088,1224.164087,1.059001446,0.08270456,
"PIo (40:2), PIp (40:1)",0.565422728,2.00E+00,0.998556814,2.00E+00,1173.120082,1134.028079,0.964003378,-0.052889893,
"PIo (40:3), PIp (40:2)",0.02078913,1.00E+00,0.184754944,2.00E+00,1296.672088,1506.408105,1.157666004,0.211219084,
"PIo (40:4), PIp (40:3)",0.598576697,2.00E+00,0.998556814,2.00E+00,1282.420088,1329.876092,1.033973434,0.048199118,
"PIo (40:5), PIp (40:4)",0.653930669,2.00E+00,0.998556814,2.00E+00,1172.548077,1142.684081,0.971816774,-0.04124376,
"PIo (40:6), PIp (40:5)",0.956012429,2.00E+00,0.998556814,2.00E+00,1177.720083,1177.004088,0.996491378,-0.005070772,
PIo (40:7),0.467075293,2.00E+00,0.998556814,2.00E+00,1165.220081,1223.900088,1.047405794,0.06682049,
PIo (42:0),0.800633859,2.00E+00,0.998556814,2.00E+00,1118.71608,1104.228079,0.983998048,-0.023272641,
PIo (42:1),0.687367069,2.00E+00,0.998556814,2.00E+00,1137.304079,1111.856074,0.974633023,-0.03706899,
PIo (42:2),0.943905937,2.00E+00,0.998556814,2.00E+00,1110.500082,1119.100084,1.004504178,0.006483565,
PIo (42:4),0.99830222,2.00E+00,0.998556814,2.00E+00,1122.272079,1125.556078,0.999864149,-1.96E-04,
PIo (42:6),0.33737074,2.00E+00,0.998556814,2.00E+00,1104.876082,1178.044085,1.063132333,0.088321187,
PIp (16:0),0.366766117,2.00E+00,0.998556814,2.00E+00,1170.276083,1108.076075,0.944030034,-0.083095336,
PIp (18:0),0.838479348,2.00E+00,0.998556814,2.00E+00,1130.456079,1148.676082,1.013092021,0.018765223,
PIp (20:0),0.485660212,2.00E+00,0.998556814,2.00E+00,1179.512082,1131.964083,0.95650851,-0.064150291,
PIp (28:0),0.674220044,2.00E+00,0.998556814,2.00E+00,1115.496076,1089.520078,0.97349496,-0.038754585,
PIp (30:1),0.998556814,2.00E+00,0.998556814,2.00E+00,1083.172073,1086.784078,1.000115672,1.67E-04,
PIp (32:1),0.57132699,2.00E+00,0.998556814,2.00E+00,1097.260078,1061.196072,0.964437083,-0.05224097,
PIp (34:1),0.844714557,2.00E+00,0.998556814,2.00E+00,1079.920077,1096.892077,1.012602315,0.018067687,
PIp (34:4),0.315086284,2.00E+00,0.998556814,2.00E+00,1084.496078,1159.972076,1.066256384,0.092554379,
PIp (36:5),0.964739423,2.00E+00,0.998556814,2.00E+00,1084.960075,1085.072078,0.99717705,-0.004078415,
PIp (38:6),0.960628097,2.00E+00,0.998556814,2.00E+00,1112.336077,1119.408077,1.003157863,0.004548655,
PIp (40:6),0.161610019,2.00E+00,0.891825876,2.00E+00,1088.112077,1193.560085,1.093439696,0.128873658,
PIp (42:2),0.735454553,2.00E+00,0.998556814,2.00E+00,1136.284074,1115.656079,0.978659489,-0.031121113,
PIp (42:4),0.84716455,2.00E+00,0.998556814,2.00E+00,1104.024078,1121.180079,1.012387569,0.017761698,
PIp (42:6),0.361342605,2.00E+00,0.998556814,2.00E+00,1230.000088,1164.21208,0.943526424,-0.083865172,
PS (12:0),0.732560368,2.00E+00,0.998556814,2.00E+00,1226.904085,1204.724085,0.978488074,-0.031373828,
PS (12:0),0.732560368,2.00E+00,0.998556814,2.00E+00,1146.908077,1165.112085,0.978488074,-0.031373828,
PS (14:0),0.95832766,2.00E+00,0.998556814,2.00E+00,1250.500087,1258.656093,1.003326583,0.004791279,
PS (14:1),0.095903002,2.00E+00,0.620475887,2.00E+00,5150.648362,4667.112347,0.902394566,-0.148169715,
PS (16:0),0.531424681,2.00E+00,0.998556814,2.00E+00,1182.088085,1233.99209,1.040642991,0.057475214,
PS (16:1),0.448293882,2.00E+00,0.998556814,2.00E+00,1168.896084,1117.044083,0.952770294,-0.069799663,
PS (18:0),0.658518287,2.00E+00,0.998556814,2.00E+00,1411.280104,1455.724104,1.028346753,0.040326816,
PS (18:1),0.959435297,2.00E+00,0.998556814,2.00E+00,1272.264093,1281.340095,1.003235715,0.004660614,
PS (18:2),0.641506769,2.00E+00,0.998556814,2.00E+00,1085.064078,1121.344084,1.030199399,0.042923604,
PS (18:3),0.877504407,2.00E+00,0.998556814,2.00E+00,1111.796078,1104.460073,0.990201033,-0.01420664,
PS (18:4),0.802234402,2.00E+00,0.998556814,2.00E+00,1119.22408,1105.23208,0.98412867,-0.023081142,
PS (20:0),0.201744363,2.00E+00,0.998556814,2.00E+00,1529.348112,1414.820104,0.92249086,-0.116393479,
PS (20:1),0.295913549,2.00E+00,0.998556814,2.00E+00,1089.752077,1168.268083,1.069008441,0.096273245,
PS (20:2),0.913796884,2.00E+00,0.998556814,2.00E+00,1105.804077,1116.792083,1.006939013,0.009976307,
PS (20:3),0.421597737,2.00E+00,0.998556814,2.00E+00,1230.728085,1172.572079,0.950116694,-0.073823377,
PS (20:4),0.810636149,2.00E+00,0.998556814,2.00E+00,1217.22009,1202.144086,0.984864519,-0.022002818,
PS (20:5),0.941554931,2.00E+00,0.998556814,2.00E+00,1116.37608,1125.12408,1.004692637,0.006754209,
PS (22:0),0.894637051,2.00E+00,0.998556814,2.00E+00,1168.388084,1161.67608,0.991592525,-0.012180699,
PS (22:1),0.581817232,2.00E+00,0.998556814,2.00E+00,1166.156083,1129.616084,0.96547758,-0.050685337,
PS (22:2),0.178229206,2.00E+00,0.938673821,2.00E+00,1117.372082,1221.672089,1.089615874,0.123819627,
PS (22:4),0.72632918,2.00E+00,0.998556814,2.00E+00,1081.092073,1109.216079,1.022625751,0.032278261,
PS (22:6),0.372391212,2.00E+00,0.998556814,2.00E+00,1408.188096,1335.132095,0.945059212,-0.081523372,
PS (22:7),0.143307933,2.00E+00,0.808666195,2.00E+00,1226.172083,1120.428081,0.91092344,-0.134598289,
PS (24:0),0.017420918,1.00E+00,0.161412334,2.00E+00,1846.108132,1595.380108,0.861067092,-0.215802442,
PS (26:0),0.12680993,2.00E+00,0.740629201,2.00E+00,1123.724082,1242.388088,1.102186443,0.140368288,
PS (26:1),0.648930986,2.00E+00,0.998556814,2.00E+00,1191.200082,1160.520081,0.971405352,-0.04185466,
PS (28:0),0.113651309,2.00E+00,0.699141865,2.00E+00,4104.224296,3731.92828,0.906792208,-0.1411561,
PS (28:1),0.928990721,2.00E+00,0.998556814,2.00E+00,1182.376086,1179.508083,0.99433823,-0.008191418,
PS (28:2),0.938977923,2.00E+00,0.998556814,2.00E+00,1119.372084,1117.616077,0.995123017,-0.007053213,
PS (30:0),0.664432061,2.00E+00,0.998556814,2.00E+00,1118.584077,1153.704082,1.028071965,0.039941256,
PS (30:1),0.965496383,2.00E+00,0.998556814,2.00E+00,1135.924081,1142.380082,1.002764117,0.003982276,
PS (30:2),0.797889221,2.00E+00,0.998556814,2.00E+00,1325.440093,1350.972103,1.016368531,0.023423612,
PS (30:3),0.802821315,2.00E+00,0.998556814,2.00E+00,1093.648077,1115.01608,1.016083153,0.023018473,
PS (30:4),0.984158244,2.00E+00,0.998556814,2.00E+00,1087.040077,1088.876079,0.998731211,-0.001831637,
PS (32:0),0.338424229,2.00E+00,0.998556814,2.00E+00,1283.27209,1368.276104,1.062601749,0.087600992,
PS (32:1),0.663512396,2.00E+00,0.998556814,2.00E+00,1710.79612,1670.852119,0.973000762,-0.03948716,
PS (32:2),0.489215298,2.00E+00,0.998556814,2.00E+00,1267.09209,1216.440086,0.956978793,-0.06344114,
PS (32:3),0.938199389,2.00E+00,0.998556814,2.00E+00,1105.836076,1103.768082,0.995058158,-0.007147246,
PS (32:4),0.921386902,2.00E+00,0.998556814,2.00E+00,1088.008082,1084.69208,0.993709395,-0.00910409,
PS (32:5),0.822951748,2.00E+00,0.998556814,2.00E+00,1088.788077,1107.640078,1.014403453,0.020631561,
PS (34:0),0.152140077,2.00E+00,0.855289348,2.00E+00,1736.704123,1906.080125,1.094078439,0.129716175,
PS (34:1),0.001672209,1.00E+00,0.021092322,1.00E+00,6641.240527,8081.276528,1.213231649,0.278855038,
PS (34:2),0.524801785,2.00E+00,0.998556814,2.00E+00,2444.624169,2549.47617,1.040417931,0.057163169,
PS (34:3),0.52645782,2.00E+00,0.998556814,2.00E+00,1999.936131,2088.268135,1.040440285,0.057194165,
PS (34:4),0.96528396,2.00E+00,0.998556814,2.00E+00,29010.79019,29166.04195,1.002663602,0.003837656,
PS (34:5),0.857224843,2.00E+00,0.998556814,2.00E+00,4968.692322,4927.196324,0.988967714,-0.016004672,
PS (34:6),0.915640045,2.00E+00,0.998556814,2.00E+00,1072.240074,1082.852081,1.006798957,0.009775627,
PS (36:0),0.001036049,1.00E+00,0.013522695,1.00E+00,2193.61216,2698.852185,1.227120505,0.295276931,
PS (36:1),0.008676396,1.00E+00,0.092363617,1.00E+00,14765.69708,17388.40522,1.174369941,0.231886946,
PS (36:2),0.044706454,1.00E+00,0.344125062,2.00E+00,16262.68916,18445.86925,1.130747483,0.177276785,
PS (36:3),0.017304724,1.00E+00,0.161331621,2.00E+00,2350.648176,2735.064206,1.159870711,0.213963999,
PS (36:4),0.345768311,2.00E+00,0.998556814,2.00E+00,1397.948097,1321.188092,0.942002555,-0.086197121,
PS (36:5),0.723733228,2.00E+00,0.998556814,2.00E+00,1116.628081,1145.96008,1.022819099,0.032551006,
PS (36:6),0.356506574,2.00E+00,0.998556814,2.00E+00,1058.82807,1126.90808,1.060721395,0.085045774,
PS (36:7),0.451878583,2.00E+00,0.998556814,2.00E+00,2488.964173,2616.632191,1.047964381,0.067589683,
PS (36:8),0.002134863,1.00E+00,0.026703579,1.00E+00,3770.752264,4571.836311,1.209104704,0.273939182,
PS (38:0),0.105952158,2.00E+00,0.662642455,2.00E+00,1114.684077,1239.456089,1.108543259,0.14866507,
PS (38:1),0.203166364,2.00E+00,0.998556814,2.00E+00,1637.852111,1780.332135,1.083335578,0.115480207,
PS (38:2),1.03E-04,1.00E+00,0.001708762,1.00E+00,3686.992258,4708.588308,1.271609164,0.346655319,
PS (38:3),0.048292145,1.00E+00,0.362432549,2.00E+00,5172.160392,5861.144414,1.129389224,0.175542771,
PS (38:4),0.807016424,2.00E+00,0.998556814,2.00E+00,4575.84833,4657.988352,1.015188427,0.021747528,
PS (38:5),0.117542944,2.00E+00,0.711419191,2.00E+00,1851.42014,2048.024145,1.103069223,0.14152333,
PS (38:6),0.461605632,2.00E+00,0.998556814,2.00E+00,1248.688086,1311.760097,1.047868082,0.067457105,
PS (38:7),0.993927419,2.00E+00,0.998556814,2.00E+00,1152.684083,1155.132085,0.999514727,-7.00E-04,
PS (38:8),0.456822857,2.00E+00,0.998556814,2.00E+00,1280.200095,1225.032085,0.953802729,-0.068237185,
PS (38:9),0.745528605,2.00E+00,0.998556814,2.00E+00,1344.640099,1322.356095,0.979630985,-0.029689689,
PS (40:0),0.925907717,2.00E+00,0.998556814,2.00E+00,1090.524078,1100.392074,1.005961981,0.008575781,
PS (40:1),0.727070311,2.00E+00,0.998556814,2.00E+00,1151.040088,1180.428083,1.022499552,0.03210021,
PS (40:2),0.654455567,2.00E+00,0.998556814,2.00E+00,1760.972118,1815.796135,1.028510688,0.040556786,
PS (40:3),0.844479285,2.00E+00,0.998556814,2.00E+00,3550.964275,3605.136264,1.012219263,0.017521835,
PS (40:4),0.545284819,2.00E+00,0.998556814,2.00E+00,4080.800261,3946.324291,0.963301269,-0.053941028,
PS (40:5),0.621441565,2.00E+00,0.998556814,2.00E+00,2762.744196,2688.78019,0.96975463,-0.044308337,
PS (40:7),0.101641907,2.00E+00,0.651985055,2.00E+00,1697.372121,1886.244138,1.10830628,0.148356625,
PS (40:8),0.942379176,2.00E+00,0.998556814,2.00E+00,1147.328085,1145.42008,0.995399603,-0.006652284,
PS (40:9),0.782163123,2.00E+00,0.998556814,2.00E+00,1168.140083,1151.372081,0.98252401,-0.025435432,
PS (42:0),0.7058584,2.00E+00,0.998556814,2.00E+00,1062.852074,1092.036073,1.024437328,0.034831728,
PS (42:1),0.734535377,2.00E+00,0.998556814,2.00E+00,1076.944074,1103.908076,1.021916831,0.031277786,
PS (42:10),0.852811236,2.00E+00,0.998556814,2.00E+00,1100.240081,1090.780078,0.988210694,-0.017109426,
PS (42:11),0.87702143,2.00E+00,0.998556814,2.00E+00,1178.81608,1170.960082,0.990186841,-0.014227318,
PS (42:2),0.936070044,2.00E+00,0.998556814,2.00E+00,1130.51208,1128.37608,0.994892884,-0.00738689,
PS (42:3),0.52338456,2.00E+00,0.998556814,2.00E+00,1130.036078,1180.684084,1.041537027,0.058714128,
PS (42:4),0.772989424,2.00E+00,0.998556814,2.00E+00,1338.216093,1317.892093,0.981871732,-0.026393527,
PS (42:5),0.8877995,2.00E+00,0.998556814,2.00E+00,1221.568082,1236.108075,1.00901518,0.01294788,
PS (42:6),0.878546487,2.00E+00,0.998556814,2.00E+00,1167.900082,1182.816083,1.009785788,0.014049278,
PS (42:7),0.604575633,2.00E+00,0.998556814,2.00E+00,2280.67216,2362.580167,1.032840108,0.04661693,
PS (42:8),0.893073825,2.00E+00,0.998556814,2.00E+00,1147.832081,1161.464082,1.008609138,0.012367202,
PS (42:9),0.679357112,2.00E+00,0.998556814,2.00E+00,1124.464075,1098.556078,0.97394119,-0.038093436,
PS (44:0),0.85042464,2.00E+00,0.998556814,2.00E+00,1089.648075,1079.680073,0.988013132,-0.017397878,
PS (44:1),0.543406663,2.00E+00,0.998556814,2.00E+00,1117.884077,1078.576079,0.961904985,-0.0560337,
PS (44:10),0.790588145,2.00E+00,0.998556814,2.00E+00,1074.128075,1059.168074,0.983149174,-0.024517761,
PS (44:2),0.650553564,2.00E+00,0.998556814,2.00E+00,1138.672079,1109.624077,0.971491092,-0.041727328,
PS (44:3),0.814099751,2.00E+00,0.998556814,2.00E+00,1114.292077,1101.248076,0.985089362,-0.021673491,
PS (44:4),0.728172673,2.00E+00,0.998556814,2.00E+00,1103.492074,1082.476077,0.978026486,-0.03205456,
PS (44:5),0.552255515,2.00E+00,0.998556814,2.00E+00,1094.868079,1057.016076,0.962688541,-0.054858977,
PS (44:6),0.710420017,2.00E+00,0.998556814,2.00E+00,1058.340075,1087.232084,1.024040319,0.034272519,
PS (44:7),0.981406913,2.00E+00,0.998556814,2.00E+00,1086.044074,1087.828074,0.998510916,-0.002149895,
PS (44:8),0.916433244,2.00E+00,0.998556814,2.00E+00,1084.848075,1081.012075,0.993311978,-0.009681186,
PSo (16:0),0.945178434,2.00E+00,0.998556814,2.00E+00,1707.552121,1706.072125,0.995684713,-0.006239114,
PSo (18:0),0.500481641,2.00E+00,0.998556814,2.00E+00,5183.048373,5423.200344,1.042389906,0.059895019,
PSo (20:0),0.592464519,2.00E+00,0.998556814,2.00E+00,1586.500116,1646.728121,1.034295453,0.048648359,
PSo (28:0),0.105604592,2.00E+00,0.662642455,2.00E+00,1129.468079,1256.164089,1.108594097,0.148731231,
PSo (30:0),0.710341783,2.00E+00,0.998556814,2.00E+00,1114.628078,1091.848079,0.976546672,-0.034239099,
PSo (30:1),0.946801203,2.00E+00,0.998556814,2.00E+00,1118.648081,1117.132081,0.995747833,-0.006147659,
PSo (32:0),0.669396342,2.00E+00,0.998556814,2.00E+00,1098.384082,1132.052077,1.027646848,0.039344566,
PSo (32:1),0.968558464,2.00E+00,0.998556814,2.00E+00,1071.628077,1077.828075,1.002524856,0.003638007,
PSo (34:0),0.747491695,2.00E+00,0.998556814,2.00E+00,1142.91608,1123.312083,0.979660881,-0.029645662,
PSo (34:1),0.164503314,2.00E+00,0.897888998,2.00E+00,1163.188079,1275.12009,1.092502082,0.127636029,
PSo (34:2),0.924039805,2.00E+00,0.998556814,2.00E+00,1074.940073,1071.720074,0.993918389,-0.008800699,
PSo (34:2),0.924039805,2.00E+00,0.998556814,2.00E+00,1163.096082,1119.75608,0.993918389,-0.008800699,
PSo (34:4),0.733381667,2.00E+00,0.998556814,2.00E+00,1116.916079,1145.136082,1.021981144,0.031368578,
PSo (36:2),0.674704084,2.00E+00,0.998556814,2.00E+00,1340.660096,1309.376092,0.973731203,-0.038404522,
PSo (36:3),0.711677224,2.00E+00,0.998556814,2.00E+00,1120.70808,1151.208079,1.023868511,0.03403045,
PSo (36:4),0.957377928,2.00E+00,0.998556814,2.00E+00,1254.04809,1262.436086,1.003402206,0.004900015,
PSo (36:5),0.5671909,2.00E+00,0.998556814,2.00E+00,1152.856086,1114.88008,0.964138024,-0.052688401,
PSo (38:0),0.776102312,2.00E+00,0.998556814,2.00E+00,1140.300085,1123.392078,0.982010588,-0.026189515,
PSo (38:2),0.833392073,2.00E+00,0.998556814,2.00E+00,1445.500106,1431.480109,0.986785814,-0.019191119,
PSo (38:3),0.163612743,2.00E+00,0.896287325,2.00E+00,1185.744085,1300.376096,1.092631183,0.127806502,
PSo (38:3),0.163612743,2.00E+00,0.896287325,2.00E+00,1278.180089,1311.728088,1.092631183,0.127806502,
PSo (38:4),0.969539003,2.00E+00,0.998556814,2.00E+00,1132.81608,1133.848082,0.997565704,-0.003516228,
PSo (38:5),0.745396027,2.00E+00,0.998556814,2.00E+00,1103.74408,1130.780079,1.020954739,0.029918909,
PSo (38:6),0.468306215,2.00E+00,0.998556814,2.00E+00,1142.776083,1094.828074,0.954739388,-0.066821116,
PSo (40:0),0.402613359,2.00E+00,0.998556814,2.00E+00,1684.584129,1781.680119,1.05402719,0.075912083,
PSo (40:1),0.258898955,2.00E+00,0.998556814,2.00E+00,1118.124081,1205.10808,1.074647468,0.10386347,
PSo (40:2),0.52258455,2.00E+00,0.998556814,2.00E+00,1136.66808,1187.48008,1.041608284,0.058812828,
PSo (40:3),0.19473467,2.00E+00,0.998556814,2.00E+00,1268.552086,1382.208093,1.085734768,0.118671713,
PSo (40:4),0.682182154,2.00E+00,0.998556814,2.00E+00,1327.656098,1297.656094,0.974353298,-0.03748311,
PSo (40:5),0.37262353,2.00E+00,0.998556814,2.00E+00,1121.880078,1190.868084,1.058508255,0.082032521,
PSo (40:6),0.716591974,2.00E+00,0.998556814,2.00E+00,1115.884084,1145.572074,1.023442889,0.033430598,
PSo (40:6),0.716591974,2.00E+00,0.998556814,2.00E+00,2275.644147,2569.136169,1.023442889,0.033430598,
PSo (42:1),0.739457608,2.00E+00,0.998556814,2.00E+00,1126.232079,1153.50808,1.021448259,0.030616127,
PSo (42:2),0.767009221,2.00E+00,0.998556814,2.00E+00,1135.11208,1116.916081,0.9812616,-0.027290291,
PSo (42:4),0.624897983,2.00E+00,0.998556814,2.00E+00,1148.296082,1116.660079,0.969274712,-0.045022482,
PSo (42:6),0.709554862,2.00E+00,0.998556814,2.00E+00,1114.448075,1091.428078,0.976480439,-0.03433695,
PSp (16:0),0.355544908,2.00E+00,0.998556814,2.00E+00,3537.916243,3754.892246,1.058855588,0.082505841,
PSp (18:0),0.879429907,2.00E+00,0.998556814,2.00E+00,1081.912081,1074.64408,0.990343801,-0.013998646,
PSp (20:0),0.454841213,2.00E+00,0.998556814,2.00E+00,1166.58808,1115.836082,0.953429876,-0.068801261,
PSp (28:0),0.792825328,2.00E+00,0.998556814,2.00E+00,1120.816081,1105.512077,0.983363437,-0.024203381,
PSp (30:1),0.566132672,2.00E+00,0.998556814,2.00E+00,1101.048074,1145.592075,1.037314955,0.052853999,
PSp (32:1),0.650451181,2.00E+00,0.998556814,2.00E+00,1125.676081,1096.668078,0.971467986,-0.041761641,
PSp (34:4),0.787963088,2.00E+00,0.998556814,2.00E+00,1109.640077,1094.348082,0.982959455,-0.024796186,
PSp (36:5),0.634776673,2.00E+00,0.998556814,2.00E+00,1117.196075,1086.904076,0.970100373,-0.043794069,
PSp (38:6),0.044185203,1.00E+00,0.343637253,2.00E+00,2070.620153,2356.09216,1.133996457,0.181416132,
PSp (40:2),0.361876217,2.00E+00,0.998556814,2.00E+00,1425.380095,1349.356096,0.943897171,-0.083298395,
PSp (40:6),0.857713547,2.00E+00,0.998556814,2.00E+00,1218.316078,1208.404083,0.988654535,-0.016461606,
PSp (42:2),0.753444262,2.00E+00,0.998556814,2.00E+00,1108.500076,1134.48008,1.020259445,0.028936067,
PSp (42:4),0.480855284,2.00E+00,0.998556814,2.00E+00,1107.172076,1061.516071,0.955918935,-0.065039816,
PSp (42:6),0.704597993,2.00E+00,0.998556814,2.00E+00,1126.336082,1102.916081,0.976075483,-0.034935374,
SM (d16:1/18:1),2.97E-08,1.00E+00,8.10E-07,1.00E+00,3071.472206,4341.704332,1.410498802,0.496205441,PC_SM
SM (d16:1/22:1),2.97E-04,1.00E+00,0.004418629,1.00E+00,21845.88552,27329.97,1.247825157,0.319415801,PC_SM
SM (d16:1/24:0),2.85E-13,1.00E+00,2.38E-11,1.00E+00,82043.06182,128618.2054,1.56437279,0.645584348,PC_SM
SM (d16:1/24:1),1.14E-06,1.00E+00,2.48E-05,1.00E+00,38079.58678,51397.17561,1.346791395,0.429526408,PC_SM
SM (d18:0/12:0),0.947459418,2.00E+00,0.998556814,2.00E+00,1342.380093,1340.404098,0.99583107,-0.006027066,PC_SM
SM (d18:0/14:0),0.001084696,1.00E+00,0.014035597,1.00E+00,2420.468169,2973.084216,1.22563479,0.293529155,PC_SM
SM (d18:0/16:0),1.68E-20,1.00E+00,6.31E-18,1.00E+00,24233.47373,42973.74668,1.769910393,0.823676321,PC_SM
SM (d18:0/18:0),1.51E-07,1.00E+00,3.60E-06,1.00E+00,136406.8773,188507.516,1.378700873,0.463309479,PC_SM
SM (d18:0/20:0),4.58E-09,1.00E+00,1.68E-07,1.00E+00,254707.4434,365326.4135,1.43133692,0.517363306,PC_SM
SM (d18:0/22:0),4.97E-09,1.00E+00,1.77E-07,1.00E+00,11140.58878,15989.10911,1.43213439,0.51816688,PC_SM
SM (d18:0/24:0),1.10E-05,1.00E+00,2.16E-04,1.00E+00,2009.336141,2653.544178,1.316334804,0.396526479,PC_SM
SM (d18:0/26:0),0.513797127,2.00E+00,0.998556814,2.00E+00,1157.800082,1210.556086,1.04247576,0.060013838,PC_SM
SM (d18:1/12:0),0.800768428,2.00E+00,0.998556814,2.00E+00,1071.472073,1092.032079,1.016270692,0.023284727,PC_SM
SM (d18:1/14:0),5.14E-04,1.00E+00,0.007213653,1.00E+00,4267.896307,5301.348351,1.239198147,0.309406891,PC_SM
